"","MAL13P1.124","MAL13P1.201","MAL13P1.294","MAL13P1.332","MAL13P1.337","MAL8P1.152","MAL8P1.35","MAL8P1.53","MAL8P1.55","PF07_0116","PF10_0159","PF10_0195","PF10_0257","PF10_0286","PF10_0340","PF10_0348","PF10_0374","PF11_0096","PF11_0141","PF11_0146","PF11_0212","PF11_0276","PF11_0404","PF11_0414","PF11_0471","PF13_0013","PF13_0031","PF13_0036","PF13_0088","PF13_0095","PF13_0209","PF14_0121","PF14_0133","PF14_0178","PF14_0185","PF14_0214","PF14_0261","PF14_0286","PF14_0292","PF14_0314","PF14_0346","PF14_0415","PF14_0439","PF14_0545","PFA0300c","PFB0715w","PFB0820c","PFC0225c","PFC0315c","PFC0570c","PFC0610c","PFC0705c","PFC0960c","PFD0180c","PFD0295c","PFE0335w","PFE1430c","PFE1550w","PFF0610c","PFF0625w","PFF1395c","PFI0230c","PFI1275w","PFI1510w","PFI1545c","PFI1580c","PFI1655c","PFL0420w","PFL0450c","PFL0565w","PFL0980w","PFL1335w","PFL1400c","PFL1815c","PFL2220w","D_class","Class","Compound"
"Trichostatin_H8","-0.049319287"," 0.3073605191","-0.601497527"," 2.528934890","-0.30167803","-0.1899549314"," 0.274394441","-0.180183372"," 1.036689282"," 0.717244621"," 0.98817744","-0.447073377"," 0.983008250","-1.337854222","-3.716031e-01","-0.6503594282","-0.031519838"," 0.080312850","-0.3410520821"," 0.010353874","-0.7658025596","-0.0862875647"," 0.9199654422"," 0.757462330","-3.594913e-02","-0.815863568"," 0.992143892","-0.158206486"," 1.63729695","-0.03127859","-0.4212017795","-0.6173691386"," 0.072812905","-0.589406830"," 0.067465790","-0.5282584781","-0.184312323"," 2.330158e-01","-0.5541984315","-1.912900668","-1.0082111791","-0.121270095"," 0.628801729","-0.2535805539"," 0.180319631","-0.505951742","-1.017337e-01","-1.108713614"," 0.4902630563"," 0.887783807"," 0.238029785"," 1.092744792"," 0.7140342361"," 0.0344678944","-1.06909146"," 0.3582977293","-0.686357619"," 0.854227567","-0.140209929","-1.213221242"," 1.003004927"," 0.692939792"," 1.148021288"," 0.178421479","-0.21168542"," 0.397569032"," 1.19376024","-0.1649117055","-0.134814698","-0.13288965","-0.0507105473"," 0.360543907","-0.069852300"," 0.310958258","-0.450336254",11,1,"Trichostatin"
"Trichostatin_H10"," 0.639604862"," 1.1349559706","-1.528906307"," 3.063608684","-0.22164274","-0.8503884661"," 0.747264071"," 0.086810774"," 1.052610106"," 0.791937609"," 1.39488129"," 0.601617067"," 1.597670690"," 0.624610675","-2.560463e+00","-0.8714988791"," 0.388078205","-1.146071860"," 0.4837198636"," 0.066532090","-1.5337431683"," 0.1939575496"," 1.5908458820"," 1.058348313","-5.934020e-01","-0.952271534"," 1.133012471"," 0.330006220"," 1.79005326"," 1.97743342","-1.6963461088"," 1.9459545583"," 0.105033125"," 0.268525719","-0.708503921","-0.3935185908","-0.424508503"," 4.976987e-02","-0.8655276007","-1.391768951","-0.7190610240"," 0.603495856"," 1.441849458"," 0.3790319762","-0.086350571","-0.958076208"," 5.549437e-01"," 0.186305594"," 1.5709477093"," 1.351149841"," 0.874142959"," 2.223078411"," 0.4084058949","-0.6093348342"," 0.14648893"," 0.0695228884","-1.515234165"," 0.676316587","-1.034340064","-1.921062439"," 1.916102917"," 0.456238918","-1.812834459","-0.968201280"," 0.11177891"," 0.093583394"," 1.61861465"," 1.7284819602","-0.156370502","-0.55205437","-0.6298908526"," 0.781714619"," 0.622114301","-0.227833918","-0.220842837",11,1,"Trichostatin"
"Quinine_H1","-0.347293773"," 0.1419596684"," 0.208163746","-0.210337520","-0.20704631"," 0.0771584477","-0.040553256","-0.178086776","-0.027044347"," 0.565180732","-0.24051498","-0.574707940","-0.117466646","-0.294141233"," 1.562533e-03"," 0.3375416883","-0.137941798"," 0.109602507","-0.3643867029"," 0.085201010"," 0.0555369091"," 0.1374924445"," 0.0036143592"," 0.192776531","-8.963921e-02"," 0.189728789","-0.283445053"," 0.115624577"," 0.16418762","-0.16715262"," 0.1003130158"," 0.2597422128","-0.865336043"," 0.085268138"," 0.036749041"," 0.1120866282"," 0.107011635","-1.984049e-01","-0.0297523869"," 0.134044252","-0.2905066546"," 0.384713931"," 0.023235140","-0.3115546718"," 0.549779874"," 0.067225269","-2.590930e-02","-0.271990694","-0.0603308817","-0.406151338","-0.341954447","-0.185608821","-0.5545050754"," 0.3202312514","-0.26985960"," 0.1289778062"," 0.118664588","-0.050505725"," 0.055391438"," 0.019417772","-0.580404016"," 0.053066871","-0.049564443"," 0.052790140","-0.07613125","-0.316488575","-0.26141790","-0.1930333363","-0.048378505","-0.09757875"," 0.1453664973","-0.339662421"," 0.136306361"," 0.190396761"," 0.166593494",12,9,"Quinine"
"Quinine_H2","-0.463497395","-0.0019848071"," 0.331847004","-0.540141965","-0.34784587"," 0.2331058926","-0.605925966","-0.225851839","-0.620081029"," 0.546680897","-0.25025756","-2.017781641","-0.095009699","-0.762750814","-9.466661e-02","-0.3166853665","-0.015392012"," 0.111325083","-0.2235559803"," 0.156357815"," 0.3025385883"," 0.2771960010"," 0.3861006833"," 0.083966084"," 2.599227e-01"," 0.314168992","-0.358826833"," 0.174009966","-0.05332255","-0.36398183"," 0.1486582445"," 0.1083201515","-1.924351691"," 0.133482756"," 0.036372039","-0.0008564123","-0.024710384","-6.683668e-01"," 0.1444196000"," 0.265508017","-0.5077371997"," 0.543295736"," 0.414285701"," 0.2210053516"," 0.646646903"," 0.080350959","-2.985566e-01","-0.229088466","-0.3346678987","-0.640518496","-0.809636434","-0.434548364","-0.7359084310"," 0.4119759871","-0.75776723"," 0.0323389477"," 0.482174612","-0.079339815"," 0.334000939"," 0.067336354","-0.488220795"," 0.107905302","-0.547623108","-0.081573816"," 0.30735686","-2.006250073","-0.28960566","-0.0627242813"," 0.269474905","-0.21241715"," 0.3700306910","-0.357814338"," 0.014904712"," 0.252071191"," 0.227927791",12,9,"Quinine"
"Quinine_H4","-0.293353325"," 0.0910001758","-0.014879355"," 0.083852799","-0.10992629"," 0.1247432547","-0.307417328","-0.250094678","-0.449176177"," 0.148137850"," 0.04047474","-0.932646817","-0.051698259","-0.289678907"," 3.186655e-02"," 0.1455110489","-0.002636156"," 0.351979885","-0.6439532108","-0.164633372"," 0.0762263884"," 0.0836806711"," 0.2596127944","-0.184885946"," 3.344625e-03","-0.158508340","-0.454251957","-0.144514113"," 0.15220898","-0.46163379"," 0.2456072689","-0.0567566321","-0.956241241","-0.520037014"," 0.387544833"," 0.2116348284"," 0.082995150","-1.923586e-01","-0.1970906101","-0.005614405","-0.5390297394","-0.247907937"," 0.061793162","-0.5838455126","-0.009719824","-0.108698262"," 1.543791e-01","-0.306096233","-0.4858823997","-0.256772155","-0.443325286"," 0.083238642","-0.1077864252"," 0.4061062532"," 0.04377050"," 0.0803206944"," 0.045745574"," 0.294529176"," 0.103482657"," 0.132539420","-0.089557294","-0.069170895"," 0.118791796"," 0.388834913"," 0.08852401","-1.366742401","-0.23724033","-0.2494465681"," 0.063499678","-0.04649688"," 0.3113707898","-0.417159159"," 0.119044619"," 0.478459099"," 0.132767480",12,9,"Quinine"
"Quinine_H6","-0.397897513","-0.0074759484"," 0.011400125","-0.243503308","-0.01636568"," 0.1323055630","-0.132007701","-0.433317405","-0.071038669"," 0.087239169"," 0.12717414","-0.672313722","-0.297982657","-0.464197064"," 1.371761e-01","-0.3695474538","-0.077838635"," 0.251559165","-0.2328570274"," 0.533145225"," 0.2605524397"," 0.4763995706"," 0.1608138301","-0.058401363"," 1.753573e-01"," 0.405452339"," 0.085755828"," 0.119155877","-0.13081520","-0.38502086","-0.0527702679","-0.1122417044","-0.929993943"," 0.048009608","-0.032872599","-0.0031265965"," 0.014331510","-1.460320e-01","-0.0638625786"," 0.260209322","-0.1463083885"," 0.111626362"," 0.204544864","-0.0525007445"," 0.176281587"," 0.067358305"," 5.998386e-02"," 0.099506273","-0.3698629013","-0.389040732","-0.460342047","-0.108988665","-0.5149932887"," 0.2813893812","-0.62569916"," 0.0049415314","-0.031846773"," 0.244779546"," 0.316296093","-0.058703681"," 0.009121959","-0.302696414"," 0.030427257","-0.118730318"," 0.03789119","-1.151940415","-0.46473642","-0.5814646212"," 0.309372456","-0.40431325"," 0.1400217245","-0.286650300"," 0.017053292"," 0.225998359"," 0.281692052",12,9,"Quinine"
"Quinine_H8","-0.197379372"," 0.0511525746","-0.132069959"," 0.046463422"," 0.27860984","-0.4795554800","-0.166713516"," 0.358387505"," 0.204603148","-0.040037779"," 0.62205643","-0.648590615","-0.439477054"," 0.120068788"," 3.107990e-01","-0.2066600315","-0.468798443"," 0.125653544"," 0.5588864994"," 0.134897007"," 0.0902764295","-0.0088054041","-0.0197811643"," 0.198992209"," 1.119943e-01"," 0.083484600","-0.122895854"," 0.132061416"," 0.21093995"," 0.40867148","-0.1316913594"," 0.0341402973","-0.940693204"," 0.123611331","-0.252214264","-0.2315624409"," 0.035703959","-1.566880e-04","-0.2192339446","-0.188545395","-0.8765288622"," 0.880843318","-0.005466436"," 0.0417179852"," 0.072590776","-0.098103587","-1.531121e-01"," 0.086145979"," 0.1504565898","-0.120770340","-0.499848508"," 0.465945094"," 0.0241869166"," 0.3604083837","-0.65783161","-0.3095481217"," 0.488114740","-0.234441822"," 0.308049084","-0.053563850"," 0.400169593"," 0.355031469","-0.147489637","-0.017291110"," 0.24813751","-1.225534388"," 0.03508227","-0.0265326938"," 0.326614659","-0.17518205","-0.2643285967"," 0.685713701"," 0.071619954","-0.014693257","-0.605205308",12,9,"Quinine"
"Quinine_H10","-0.333951259","-0.0836471260"," 0.017584277"," 0.302165901","-0.12321543"," 0.4062761761","-0.205598931","-0.208965107","-1.177532164","-0.279835482","-0.34338593"," 0.135591995"," 0.486586711","-0.458470969","-3.110152e-01","-0.0005252532"," 0.215703717"," 0.174699767","-0.7866517345","-0.888922234"," 0.3236997311"," 0.4939610848"," 0.5486818424"," 0.092355182"," 4.403618e-01"," 0.439511615","-0.055489221"," 0.037976254","-0.32276302","-0.58541119","-0.3700039376"," 0.2054862831","-0.131458221"," 0.087865984"," 0.365944487"," 0.1136755102"," 0.187099254","-1.360837e-01"," 0.5898310254"," 0.286318636","-0.3949423762","-0.579804632"," 0.494756625","-0.3925916123","-0.477050486"," 0.178669072"," 2.363855e-01"," 0.251934182","-0.7618421806","-0.077582166","-0.538600063"," 0.060211460","-0.8514786809"," 0.3683184523","-0.19610840"," 0.1378382604"," 0.160868637"," 0.331350801"," 0.240658466","-0.054664801"," 0.361119481","-0.249350982"," 0.390058475"," 0.334907821","-0.27434492","-1.743925782","-0.47404600","-0.6962607608"," 0.546141522"," 0.09084659"," 0.5519926341","-0.305964412","-0.173070387"," 0.448533542"," 0.209147807",12,9,"Quinine"
"Chloroquine_H1"," 0.288754930","-0.1434703332"," 0.041923009","-0.315643200","-0.24237750","-0.0512270667"," 0.343620291"," 0.420124583","-0.813642991","-0.289173514","-0.37892971"," 0.075974881","-0.651092808"," 0.221829921","-1.305166e-01"," 0.5254031018"," 0.187668054","-0.047911654","-0.1514036775","-0.135626188","-0.0802411256","-0.4771524692","-0.1157564842"," 0.202956375","-9.425453e-01","-0.160643627","-0.155712648"," 0.128979510"," 0.42970758"," 0.76720879","-0.4460591641","-0.5351956960"," 0.329059716"," 0.050067327","-0.095365272","-0.0178222799"," 0.426775994"," 7.127255e-01","-0.4789368527"," 0.060266668"," 1.0972968976"," 0.186374794"," 0.133130506","-0.2495356700","-0.444159250","-0.302984678"," 3.080131e-01","-0.400225373","-0.1217884865"," 0.459094498","-0.389571059"," 0.143525180"," 0.4107508104","-0.3050527796"," 0.96238631","-0.3322340546","-0.221868346","-0.199994653","-0.295545822","-0.189620848","-0.338059532"," 0.231147592","-0.094033441","-0.517949845"," 0.21392189"," 0.867982150"," 0.85156322"," 0.4495060014"," 0.140972753"," 0.06793572"," 0.4204489846"," 1.251813847","-0.338891693","-0.040452048"," 0.090861410",13,10,"Chloroquine"
"Chloroquine_H2"," 0.395957475","-0.2839890568"," 0.015845973","-0.155091832","-0.07204708"," 0.0527092978"," 0.316078884"," 0.230711222","-0.645715747","-0.426303773"," 0.33342430","-0.141263973"," 0.032970402"," 0.023153983"," 2.968498e-02"," 0.5590960479"," 0.219886835","-0.028557556","-0.2744289527","-0.185772494","-0.1775756690","-0.3449296238","-0.1543998332","-0.044081983","-2.714793e-01","-0.064596325","-0.242960318"," 0.123796095"," 0.15372889"," 0.32966956","-0.1780329905","-0.5311782407"," 0.294536938","-0.114056817","-0.079675603","-0.1349907220"," 0.355933835"," 3.251598e-01","-0.2459479451","-0.038045598"," 1.1343499237"," 0.100458278","-0.148472049","-0.3763231017","-0.419171673","-0.268808266","-1.167272e-02","-0.259408412","-0.0642617887"," 0.579263963","-0.351353613"," 0.178267218"," 0.9081330877"," 0.1492022969"," 1.38229148","-0.0612384862","-0.165082215","-0.002608762","-0.306596056","-0.199816905","-0.117059695"," 0.398353000","-0.260823208","-0.120794123","-0.22321383"," 0.171454602"," 0.40974857"," 0.3032725520"," 0.147653171","-0.04489481"," 0.1398715199"," 1.021902097"," 0.133171409"," 0.119325538"," 0.218262132",13,10,"Chloroquine"
"Chloroquine_H4"," 0.358884026","-0.2852756559"," 0.185070395","-0.280761166","-0.04467791"," 0.0400237227","-0.056369300"," 0.336479187","-0.524205913","-0.404204797","-0.05863034","-0.193701871","-0.059673361","-0.180049205","-2.325426e-02"," 1.0200836263"," 0.298303662","-0.363273798","-0.0368867729","-0.262548856","-0.1270147845"," 0.3181949940","-0.0728577024"," 0.134207347","-3.716822e-01"," 0.332495183","-0.116762969"," 0.068101517"," 0.51641087"," 0.52152987","-0.2035678473","-0.6667165660","-0.202287885"," 0.119228832","-0.233505939","-0.0504131143"," 0.268539182"," 2.310485e-01","-0.0475019635"," 0.146970418"," 0.8877694773"," 0.346991926","-0.256834511","-0.5750185411","-0.291901107","-0.040551555","-7.321963e-02","-0.284113725","-0.1150011893"," 0.440098408","-0.279684102","-0.029157139"," 0.2808077105","-0.0054228910"," 1.31438211","-0.1118350556"," 0.122131966"," 0.535132384","-0.293296147","-0.248765597","-0.329360343"," 0.020085683","-0.362726224"," 0.101286263","-0.07402622"," 0.023330178"," 0.28641802"," 0.1270728160"," 0.030323590"," 0.22229098","-0.1345790361","-0.354422414"," 0.008433421"," 0.068681200","-0.236996626",13,10,"Chloroquine"
"Chloroquine_H6"," 0.146772658","-0.1921001237","-0.062135374","-0.039834043"," 0.01541089"," 0.1682322634","-0.393891599"," 0.111605737","-0.104409142","-0.329130942"," 0.03365919","-0.028315523"," 0.482218228","-0.054819165"," 9.465081e-02"," 0.4179453382"," 0.062064179"," 0.049542769","-0.1794050571","-0.112666073"," 0.0397474646"," 0.0037669944"," 0.0512102696"," 0.131258300","-1.608428e-01"," 0.171780431","-0.048569379","-0.054693076"," 0.05398080"," 0.09446799","-0.0248066010","-0.6026354627"," 0.017033112","-0.192532157","-0.161975796"," 0.0419440235","-0.173232672","-2.528196e-01"," 0.1540482862"," 0.141727904"," 0.7907689464"," 0.106218851","-0.389972266","-0.3881256314","-0.297401274","-0.040570563","-2.462556e-01"," 0.076656375"," 0.0393427574"," 0.011250323"," 0.092763743"," 0.053748006"," 0.2125589817"," 0.1693051853"," 0.69167853"," 0.1313149062"," 0.039974298"," 0.252416816","-0.155087149","-0.030172371","-0.061693610"," 0.094140843","-0.215098412"," 0.237885597","-0.10278532"," 0.081305828"," 0.02608351"," 0.3641040291","-0.059444128","-0.10835059","-0.0291471247"," 0.359479305"," 0.036518816"," 0.180073817"," 0.011680019",13,10,"Chloroquine"
"Chloroquine_H8"," 0.227341775","-0.2732634808","-0.023195782"," 0.001965438","-0.07478488"," 0.1558959826","-0.296732668"," 0.184341726","-0.119789367","-0.348287608","-0.63384989","-0.488444972"," 0.058063799","-0.208076841"," 2.659190e-01"," 0.7962843135","-0.079454738","-0.059408987","-0.1868012721","-0.020409427"," 0.0331155429"," 0.2011235670"," 0.1071649139"," 0.217287157","-9.810381e-02"," 0.325916588","-0.013211200"," 0.195318375","-0.03532556","-0.03036061","-0.0729143588","-0.6401690753","-0.156510554","-0.001155632","-0.110458571","-0.0763979329","-0.077011674","-4.287862e-01","-0.0791235331"," 0.424449255"," 0.6415304136"," 0.095189805","-0.401687867","-0.3098970271","-0.308639303"," 0.089300948"," 9.157378e-03","-0.053039566"," 0.1165692139"," 0.103378390"," 0.211061663","-0.151643255"," 0.2239188419"," 0.1273372038"," 0.95412372","-0.0609886732"," 0.460605361"," 0.402221626","-0.280334744","-0.121380457"," 0.006286831"," 0.276719161","-0.001092428"," 0.155514311","-0.11877947","-0.108776311"," 0.19576012"," 0.2301533053","-0.007375343"," 0.02071607","-0.0004346177"," 0.125761834","-0.012438777"," 0.309703134"," 0.380393448",13,10,"Chloroquine"
"Chloroquine_H10"," 0.205346905","-0.1679594094","-0.171347587","-0.371335548"," 0.05604832"," 0.1513239772","-0.278776697"," 0.092711350","-0.374170739","-0.322865674","-0.83740264"," 0.154331878"," 0.567773919","-0.028631615"," 3.784138e-01"," 0.5562668210"," 0.384171927"," 0.107678905","-0.2200933645","-0.281564395","-0.0142746622","-0.0732196875"," 0.1026321056","-0.098952393","-8.040176e-01"," 0.229282868","-0.079554537"," 0.094154516","-0.04135280"," 0.05723312"," 0.1026343369","-0.6582288445"," 0.364905054","-0.084454462"," 0.142770652"," 0.1953913825","-0.064134862","-3.152631e-01"," 0.3111243852"," 0.424606434"," 0.5082564272","-0.042920903","-0.322205542","-0.5408830187","-0.165460545"," 0.214919399","-6.191235e-02","-0.086642883","-0.0632530711"," 0.011595654"," 0.329014448","-0.263756176","-0.1073768743"," 0.0946040936"," 0.43875927"," 0.1632793331","-0.091901831"," 0.179697276"," 0.022621133"," 0.155554395","-0.233353076"," 0.023878331"," 0.097125952"," 0.481006254","-0.10793836","-0.420176566"," 0.03373830","-0.0493358082","-0.005419489","-0.05597610"," 0.2266856326"," 0.322747265","-0.085079184"," 0.190195083"," 0.283919797",13,10,"Chloroquine"
"Febrifugine_H1","-0.154227847"," 0.0493076901"," 0.199361667","-0.239273311","-0.11472582"," 0.1821928263"," 0.061022904","-0.390855358"," 0.394844476"," 0.385221300","-0.39100995"," 0.088347364","-0.270098379","-0.567221993","-2.790918e-01"," 0.0037484877"," 0.131183663","-0.012709824","-0.2176808758","-0.059454018","-0.0596540811"," 0.0456936616","-0.2279569465"," 0.026516491"," 2.071658e-02"," 0.423812582"," 0.052200079"," 0.217979709","-0.04022051","-0.63402797","-0.0080638088"," 0.4911010545","-0.236163857"," 0.199736470","-0.041519327"," 0.0439585536"," 0.081504224","-1.838662e-01","-0.0738770828"," 0.004491282","-0.3473047523"," 0.543853725"," 0.064899198","-0.1028904061"," 0.319470525","-0.059329881","-4.451498e-02","-0.077706823"," 0.1156903641","-0.202120663","-0.186936713","-0.154825964","-0.4877906263"," 0.4079018041","-0.63179431"," 0.0088858633"," 0.226730896","-0.058628602"," 0.084113984","-0.183579469","-0.215354266","-0.411257956"," 0.009251128","-0.216396116","-0.19443922"," 0.366241145","-0.21509255","-0.1793454699"," 0.093502554","-0.19794064"," 0.0865596927","-0.515346195"," 0.016527703"," 0.002412559","-0.028478458",14,11,"Febrifugine"
"Febrifugine_H2","-0.087032220"," 0.0213367808"," 0.347766304","-0.691519333","-0.06927338"," 0.3838508434","-0.051169571","-0.478067819","-0.361915138"," 0.219902565"," 0.13386657","-0.138829581"," 0.149177528","-0.347946405","-2.625599e-01","-0.3148780238","-0.028257792"," 0.222177393","-0.2342910359","-0.232400876","-0.0008177717"," 0.3497468519"," 0.2545925129","-0.221769068"," 4.568695e-02"," 0.646273386"," 0.104103408"," 0.260883055","-0.24182969","-0.34009012"," 0.0699912587"," 0.1129821270","-0.458539921"," 0.153107541"," 0.208301519"," 0.0774250980"," 0.161970856","-1.811387e-01"," 0.1577617656"," 0.148023639","-0.0665554892","-0.276382051"," 0.231193390","-0.2905641664"," 0.110025153"," 0.216702442","-2.132878e-01","-0.104572459","-0.1233134281","-0.270919525","-0.319643475","-0.209616765","-0.5716927861"," 0.4129501178","-0.57712293"," 0.2121965572","-0.353769155","-0.388612502"," 0.344524764","-0.092242630","-0.331030252","-0.490079818","-0.327423508"," 0.049291509"," 0.16591838"," 0.989202275","-0.33562667","-0.3760526946"," 0.513146266"," 0.06165901"," 0.4047473783","-0.526757283"," 0.204185628"," 0.100089061","-0.252547712",14,11,"Febrifugine"
"Febrifugine_H4","-0.262465839"," 0.1307575193"," 0.168683791","-0.076521391"," 0.22014536"," 0.2899772572","-0.087155452","-0.354166654","-0.410974879","-0.023688991","-0.19104624","-0.056196643"," 0.061506622","-0.198646631","-1.815234e-02","-0.6037613754","-0.174391043"," 0.275990249","-0.4401655122","-0.431989219"," 0.0133564109"," 0.3308714058"," 0.3408201488","-0.294071515","-1.119779e-02"," 0.527214647","-0.290308966"," 0.247011927","-0.15136470","-0.45978674"," 0.0472242161"," 0.1652959726","-0.460197091","-0.082346977"," 0.191169011"," 0.0240262503"," 0.314234247","-5.779689e-02","-0.1035250492"," 0.114525631","-0.4268182242","-0.242874999"," 0.312513285","-0.3280307037"," 0.098286960"," 0.112572901"," 7.226362e-02","-0.092194648"," 0.0365337065","-0.425899523","-0.281419453","-0.202530186","-0.7562091984"," 0.1310717066","-0.93828423"," 0.2207464458","-0.088025239","-0.118576271"," 0.145926954","-0.089117725","-0.184922005","-0.311396054","-0.159528220"," 0.116540684"," 0.17431771"," 0.583864492","-0.27936532","-0.5660108858"," 0.280550226"," 0.07533935"," 0.2701100071","-0.538756682"," 0.269848546"," 0.185188802","-0.136518509",14,11,"Febrifugine"
"Febrifugine_H6","-0.053061393"," 0.0804862788"," 0.025212136"," 0.183217866"," 0.13483790"," 0.3630687406"," 0.189893852","-0.604396330"," 0.026526674","-0.279721662","-0.13340544"," 0.577406253","-0.116446548","-0.422389772","-8.288618e-02","-0.1239653573"," 0.238239261"," 0.102411219","-0.4685167991"," 0.093257822","-0.0318092872"," 0.5148770036"," 0.1093592979"," 0.033736660"," 3.703109e-01"," 0.728824655"," 0.393380290"," 0.354545324","-0.56113656","-0.51302325","-0.3195189296"," 0.1273636233","-0.021923430"," 0.389065662","-0.027652598","-0.0771411991","-0.159657911","-2.161953e-01","-0.0578917441"," 0.216849909","-0.1873182711","-0.299789226","-0.321206564","-0.4148628630","-0.300227241"," 0.237941691"," 2.263848e-01"," 0.205166512"," 0.1606493121","-0.176195926","-0.257291056","-0.290573992","-0.4124889270"," 0.2526947213","-0.80708270","-0.1067126851","-0.214968640","-0.053028354"," 0.497226789","-0.333243757"," 0.033240047","-0.762183199","-0.111349194","-0.113988752"," 0.05337367"," 0.560622643","-0.39487832","-0.3074975398"," 0.585984115","-0.42214600"," 0.4022781596","-0.634577818"," 0.211586719"," 0.257192246"," 0.137340505",14,11,"Febrifugine"
