"","MAL13P1.124","MAL13P1.135","MAL13P1.137","MAL13P1.179","MAL13P1.206","MAL13P1.256","MAL13P1.262","MAL13P1.293","MAL13P1.322","MAL13P1.338","MAL13P1.40","MAL7P1.171","MAL7P1.18","MAL7P1.29","MAL7P1.65","MAL7P1.75","MAL7P1.94","MAL8P1.105","MAL8P1.123","MAL8P1.132","MAL8P1.153","MAL8P1.91","PF07_0074","PF07_0079","PF08_0018","PF08_0032","PF10_0020","PF10_0085","PF10_0111","PF10_0132","PF10_0136","PF10_0152","PF10_0191","PF10_0299","PF10_0307","PF10_0374","PF11_0079","PF11_0087","PF11_0090","PF11_0162","PF11_0252","PF11_0260","PF11_0290","PF11_0329","PF11_0435","PF11_0438","PF11_0527","PF13_0032","PF13_0042","PF13_0095","PF13_0137","PF13_0170","PF13_0219","PF13_0350","PF14_0041","PF14_0071","PF14_0112","PF14_0238","PF14_0360","PF14_0384","PF14_0455","PF14_0499","PF14_0540","PF14_0552","PF14_0562","PF14_0593","PF14_0642","PF14_0713","PF14_0719","PF14_0730","PFA0330w","PFA0430c","PFA0490w","PFB0270w","PFB0295w","PFB0395w","PFB0590w","PFB0920w","PFB0923c","PFC0090w","PFC0375c","PFC0400w","PFC0965w","PFC0980c","PFD0285c","PFD0470c","PFD0545w","PFE0165w","PFE0205w","PFE0260w","PFE0430w","PFE0450w","PFE0585c","PFE0815w","PFE1280w","PFE1340w","PFE1390w","PFF0150c","PFF0200c","PFF0325c","PFF0690c","PFF0715c","PFF0875w","PFF0965c","PFF1150w","PFF1155w","PFF1280w","PFF1390w","PFI0500w","PFI0710c","PFI0855w","PFI0905w","PFI1185c","PFI1425w","PFL0580w","PFL0625c","PFL0685w","PFL0885w","PFL0980w","PFL1135c","PFL1270w","PFL1490w","PFL2200w","PFL2370c","PFL2520w","D_class","Class","Compound"
"Quinine_H1","-0.347293773"," 0.200949351","-0.688691618","-0.0142800317","-0.23269274"," 0.137985388"," 0.0133844396"," 0.1393588470","-0.0451556575","-0.073801369"," 0.186954272"," 0.0442374048","-0.089348358"," 0.074024462","-0.077298279","-0.499034053","-0.045090854"," 0.015237194"," 0.0159456555"," 0.2001824981","-0.155689145"," 0.063694957","-0.153774253"," 0.144706174","-0.2607064768"," 0.1654300791"," 0.3328853634"," 0.057268922"," 0.132901067"," 0.0471961511","-0.0810305520","-0.047669002","-0.226053632"," 0.470946137"," 0.171332473","-0.137941798","-0.231656320","-0.460746983"," 0.248161154"," 0.033088335","-0.120215263","-0.1462260531"," 0.462261054"," 0.134821690","-0.075401068","-0.0595940012"," 0.11751721","-0.318790005","-0.1948168770","-0.16715262","-0.0366470574"," 0.179587427"," 0.119772949","-0.139217616"," 0.118478078"," 0.2906764987","-3.344623e-01","-0.503658864"," 0.023217979"," 0.016735566","-0.294420125"," 0.222701019","-1.287806e-01"," 0.1569121613"," 0.22860332"," 0.2376289558","-0.319200691"," 0.033814241","-0.1594318478"," 0.072043432"," 0.180712236"," 0.091617017","-0.0774921569","-0.060503623"," 0.0689115042","-0.054311590","-0.628609277"," 0.126694336","-0.464199883"," 0.147437905"," 0.131315916","-0.246033400"," 0.322605463"," 0.039002035"," 0.103892405","-0.087165519"," 0.117465992"," 0.055531793"," 0.136196399","-0.26218120"," 0.144811698","-0.227597112"," 0.2699512324","-0.116668023","-0.314272858"," 5.037274e-01"," 0.0055817982"," 0.187411605","-0.49233648"," 3.485119e-01"," 0.046845067"," 0.016488938"," 0.0831835025","-0.017609746","-0.356289718"," 0.024704196","-0.248706648","-0.2736784145"," 0.182916302"," 0.022094284"," 0.1730167040"," 0.251986231"," 0.016095047"," 0.158185662","-0.370335125"," 0.16988101","-0.341348788"," 0.1776520300"," 0.1453664973","-0.196333603"," 0.101704073"," 0.046449196"," 0.17337849"," 0.072883411"," 0.851176184",12,11,"Quinine"
"Quinine_H2","-0.463497395"," 0.104103454","-1.213104322"," 0.0358945028"," 0.21817362"," 0.405343596","-0.0539925242"," 0.0824028680"," 0.2878068963"," 0.001318236","-0.337312985"," 0.4510699013","-0.772437706","-0.192531554"," 0.091652765","-1.096869689"," 0.029822974"," 0.110560187"," 0.1127819616"," 0.0908464467","-0.890618867","-0.524580122","-0.676209633"," 0.145378729","-0.2099964661"," 0.4984418951","-0.0001076043"," 0.265914165"," 0.301494129"," 0.0971442155"," 0.0685060746","-0.123902820","-0.525765977"," 0.241655751"," 0.154710262","-0.015392012","-0.316252409","-0.668002755","-0.025087322"," 0.291786674"," 0.287696467","-0.1854820968"," 0.380006920"," 0.166841390"," 0.124265102"," 0.3773634828"," 0.11530719","-0.450254721"," 0.2632131694","-0.36398183"," 0.1463490557"," 0.120857250"," 0.092545864"," 0.419192309","-0.024466015","-0.0492860307","-9.117568e-01","-0.939724020","-0.016019299"," 0.157045662","-0.097640088"," 0.259780460"," 3.247616e-01"," 0.0652387587"," 0.33759786"," 0.4702672245","-0.944296396"," 0.381152960"," 0.0580235450"," 0.280768513"," 0.262966235"," 0.140141624","-0.0367070595"," 0.012914074","-0.0300827384"," 0.444254091","-1.038542869"," 0.599209778","-0.339952610","-0.076765806"," 0.189865547","-0.221968313"," 0.366319451"," 0.416705442"," 0.151255109","-0.063984952"," 0.574951086","-0.393594708","-0.446468135","-0.18484577"," 0.013432896","-0.493715381"," 0.4909903689"," 0.207078694","-0.422044542"," 4.734055e-01","-0.0022999747","-0.207655364","-1.44327117"," 6.592768e-01"," 0.341865969"," 0.208394616","-0.2572850280"," 0.201445721","-0.638103709"," 0.330729455","-0.515773313"," 0.0773392406"," 0.382402332"," 0.401171491","-0.1238073910","-0.369864573"," 0.151635998","-0.139376360","-0.984974696"," 0.20357639","-1.117792364"," 0.4601881928"," 0.3700306910","-0.018157769"," 0.135575779"," 0.194945973"," 0.14221950","-0.089883918","-0.246454263",12,11,"Quinine"
"Quinine_H4","-0.293353325"," 0.193563988","-0.162857750","-0.2464290383","-0.26135688"," 0.620660405"," 0.0637329587"," 0.0016963220","-0.0090667293"," 0.128988544"," 0.268261870"," 0.6699233011"," 0.018684855"," 0.163210927"," 0.329346861","-0.752445775"," 0.048557716","-0.008181466"," 0.2472374124"," 0.3148543988","-0.365841223","-0.113915046","-0.607618772"," 0.024905652","-0.0016402961","-0.0238865384"," 0.0442314967"," 0.180154278"," 0.026030107"," 0.0510766250"," 0.0754758942","-0.156085239","-0.243935750"," 0.908009090"," 0.470184394","-0.002636156","-0.066072619","-0.543602757"," 0.232529741","-0.099016824","-0.154993403","-0.1087085189"," 0.441766486"," 0.218404577"," 0.086201929","-0.0886001281","-0.16096226","-0.413044462"," 0.0565135105","-0.46163379","-0.0815126838","-0.003881334"," 0.641685558"," 0.596004161","-0.041581258"," 0.4276653858","-1.109241e-01","-0.353762375","-0.147260351"," 0.121076470","-0.179225245"," 0.238973105"," 8.035762e-02"," 0.1602484870","-0.08219568"," 0.2468804041","-1.102285540"," 0.194433717"," 0.0217319413","-0.046038301"," 0.340085129","-0.176564010"," 0.2582405959","-0.268588157","-0.0353187069"," 0.164963765","-0.236638341","-0.010543251"," 0.004390946"," 0.211466634"," 0.252323965","-0.415872245"," 0.385410670"," 0.291705653"," 0.232576353"," 0.099684003"," 0.322645315","-0.033019516","-0.042146749","-0.33322735"," 0.299430057","-0.217384958","-0.0337462852"," 0.004525794","-0.415208128","-1.663728e-01"," 0.0925606420","-0.278072142","-0.81235758"," 3.991963e-01","-0.189674441","-0.251575243"," 0.0357057013"," 0.302821910","-0.772466399"," 0.066158287","-0.255100703","-0.0057111054"," 0.240923193"," 0.009001327","-0.1194649993","-0.206960459"," 0.258898219","-0.170295957","-1.002702519"," 0.15162702","-0.581200398"," 0.3080911631"," 0.3113707898","-0.116558009","-0.213720298","-0.058383378"," 0.11139773"," 0.332851130"," 0.414691359",12,11,"Quinine"
"Quinine_H6","-0.397897513","-0.009914833","-0.575413517","-0.2154585216"," 0.11503011"," 0.340466453"," 0.0397741929"," 0.0441800959"," 0.1912034203"," 0.096772260"," 0.125620078"," 0.3929776171","-0.360102419","-0.182104379","-0.065792853","-0.555407128"," 0.074528105"," 0.100713178"," 0.0876728126"," 0.1502189884","-0.443043392","-0.556237337","-0.243181173"," 0.231439299"," 0.1333502890"," 0.3754593005","-0.1324427494"," 0.400698498"," 0.566463637","-0.0781823840","-0.1287116932","-0.028209811","-0.319326445"," 0.159663648"," 0.168712305","-0.077838635","-0.192208800","-0.230806894"," 0.104950808"," 0.115138214"," 0.137858958","-0.1556156363"," 0.203186220"," 0.128939495","-0.018598546"," 0.0601960283","-0.29244820","-0.340101008"," 0.1276404601","-0.38502086"," 0.0214568727","-0.132068822"," 0.176245874","-0.302233410","-0.032618297","-0.0396049958","-3.352182e-01","-0.690022303","-0.087603730"," 0.285259116"," 0.019990216"," 0.167066900"," 1.068286e-01"," 0.0008251603","-0.09355346"," 0.2093874387","-0.285497898"," 0.197603148","-0.2249826619"," 0.134992776"," 0.353345743","-0.029904857","-0.2245459844","-0.063815205"," 0.0554896535"," 0.154465067","-0.289410252"," 0.093996432"," 0.364796459","-0.278584785"," 0.170783641","-0.868162012"," 0.326368294"," 0.298709593"," 0.302571790"," 0.142404881"," 0.282258488","-0.329042317","-0.067287797","-0.84684217","-0.048437604","-0.270634694"," 0.0935947332"," 0.114373301","-0.135451942"," 1.060535e-01"," 0.1715058710","-0.325634581","-1.02498966"," 2.950098e-01"," 0.015792453","-0.277126494","-0.0289865081"," 0.232444938","-0.246963009"," 0.381031891","-0.338127778","-0.2478267336"," 0.098345292","-0.150013086"," 0.0332262553","-0.308910305"," 0.048420697","-0.084752408","-0.567615747"," 0.11888298","-0.522228842"," 0.3421553869"," 0.1400217245","-0.002022329"," 0.223382825"," 0.048191132"," 0.04419889"," 0.051915251"," 0.126657536",12,11,"Quinine"
"Quinine_H8","-0.197379372"," 0.054372030","-0.379311723","-0.3960764700","-0.60082857","-0.082329389","-0.2021020717","-0.2917671377"," 0.1274346735","-0.160912634"," 0.748198122"," 0.8510088617","-0.323229003"," 0.048877552","-0.204590956","-0.100688023","-0.166158989","-0.189698311"," 0.1725319821","-0.1241925316","-0.059834963","-0.253318218","-0.377714083"," 0.261020244","-0.1029899943","-0.1734352480"," 0.7176302583"," 0.066537994"," 0.351086622"," 0.1458345701","-0.2012086371"," 0.109158446","-0.119231282"," 0.197200284","-0.093948154","-0.468798443"," 0.175048699"," 0.270184902","-0.041616613","-0.215676873","-0.187108225"," 0.1592679278"," 0.535139140"," 0.129288591","-0.204772267"," 0.3788650937","-0.35751133"," 0.136022056"," 0.1969534374"," 0.40867148","-0.1180424241"," 0.068369713","-0.024411996","-0.151008748","-0.129608090"," 0.0438744307"," 3.914150e-01","-0.879346743","-0.440127734","-0.123480533"," 0.294855200"," 0.174047850"," 2.801114e-01","-0.1855810506","-0.39459568","-0.0457443178","-1.341288308"," 0.398765786","-0.5477562008","-0.038955653"," 0.014773070"," 0.185352888"," 0.1742204202","-0.190552646","-0.0053686879"," 0.244613351","-0.018608163","-0.553947660","-0.210742707","-0.330000886"," 0.001313984","-0.258857527"," 0.213530534"," 0.264365726"," 0.025841439"," 0.319660981","-0.453691853"," 0.126736329"," 0.021035963"," 0.35858027"," 0.029894502"," 0.214811975"," 0.1408005965"," 0.351258182"," 0.393068336","-2.036014e-01","-0.3189761133"," 0.160502779","-1.47273840"," 3.292537e-01","-0.064730888"," 0.337640791"," 0.1655059004"," 0.132874499","-0.279423420"," 0.210441175","-0.158117759"," 0.1688696636","-0.138942109"," 0.081419334"," 0.1686548651","-0.116441627","-0.226217686","-0.141658184"," 0.040889607"," 0.05952750"," 0.123881731"," 0.1192929874","-0.2643285967","-0.029830088","-0.009517163","-0.103573131","-0.01620245"," 0.149789096","-0.336658172",12,11,"Quinine"
"Quinine_H10","-0.333951259","-0.017231628","-0.579695151"," 0.2384894444","-0.28455360"," 0.779104704"," 0.1572476488","-0.3006040636"," 0.0993033947"," 0.537077672","-0.240791060"," 0.0820014521","-1.391107981"," 0.167944589"," 0.148167884","-0.752356664","-0.181076565"," 0.095075477"," 0.0974758835","-0.0538995020","-0.659405378","-0.499679485","-0.059107094"," 0.159265809"," 0.1036438889"," 0.6526414563","-1.2678078623"," 0.333430699"," 0.188325231","-0.4007115369"," 0.4880707068"," 0.106069382"," 0.077646563","-0.096820823"," 0.435921981"," 0.215703717","-0.258798035","-0.284253477","-0.178539353","-0.183889664"," 0.259264860"," 0.1486341892"," 0.086285802"," 0.022843902"," 0.224547376","-0.1599044307"," 0.42182832","-0.574201240"," 0.0336787949","-0.58541119"," 0.2883292955"," 0.239066730"," 0.246834056"," 0.110944630","-0.153165575"," 0.1069449513","-2.787826e-01","-0.204166589","-0.006180873"," 0.291554660","-0.406335697"," 0.049624925"," 1.246210e-01"," 0.0885165129","-0.26543910","-0.2542133561","-0.671861728"," 0.410467362"," 0.5409116054"," 1.031939255"," 0.512531299"," 0.101895118","-0.1307839571","-0.304829317","-0.0007090302"," 0.791780895","-0.314478791"," 0.478653439"," 0.435877041"," 0.044443974"," 0.044231465"," 0.101486749"," 0.483046598"," 0.577471325"," 0.249701858"," 0.134814614"," 1.227291798","-0.104377952","-0.171965748","-0.47652607","-0.128207426","-0.296515507"," 0.0412797417"," 0.378810681","-0.520793884"," 5.344642e-01"," 0.4057463911","-0.637564694"," 0.06542312"," 1.085310e-01","-0.157758178","-0.553726544","-0.0749559919"," 0.684173565","-0.205791018"," 0.337159241","-0.659679750","-0.1156762671"," 0.389075079","-0.161779177","-0.6615852588","-0.751266739"," 0.319088028"," 0.216877820","-0.813588604"," 0.09205924","-0.867217800"," 0.4147470732"," 0.5519926341","-0.273139872"," 0.153923116"," 1.260400421"," 0.22488556","-0.019406995"," 0.677402947",12,11,"Quinine"
"Chloroquine_H1"," 0.288754930"," 0.104928756"," 0.619712631","-0.1697539857","-0.18322988","-0.529175002","-0.0111172319","-0.1345998961","-0.2550712231"," 0.245638497","-0.218176785","-0.2381900784"," 0.777687675","-0.270955990"," 0.161484085","-0.240315259","-0.176145459"," 0.258183191","-0.0017116658","-0.4806345117"," 1.042709065"," 0.732921611","-0.126431195","-0.757248398"," 0.1479485759","-0.4701181062"," 0.6171138566","-0.347762864","-0.053361471"," 0.1904182473","-0.3788603225","-0.436910200"," 0.130462748","-0.176449683"," 0.598014243"," 0.187668054","-0.453048740"," 0.734714411","-0.011314013","-0.170155688","-0.269548222","-0.5972850902"," 0.189446505"," 0.314587209"," 0.480365450"," 0.9518848241","-0.84969202"," 0.654910047","-0.5410696226"," 0.76720879","-1.0398897461"," 0.703257165","-0.072557031"," 0.445824086"," 0.329879254"," 0.1348756798"," 6.308491e-02"," 0.351507412"," 0.291294203","-0.115998091","-0.416298229","-0.144511839"," 7.803027e-02","-0.1144180588","-0.54947930","-0.4348475130"," 0.190127308","-0.304937713","-0.1449001387","-0.710381079"," 0.203862442","-0.508837814"," 0.3556816090"," 0.331566056"," 0.3529831985","-0.188909528","-0.433426508","-0.644997499"," 0.512891905"," 0.511916645"," 0.572849803","-0.760683083","-0.059102757"," 0.049036600"," 0.244715985","-0.485316447","-0.229695269"," 0.717647841"," 0.014664405","-0.65733375","-0.115211334"," 0.090024809"," 0.0781243631","-0.514428693"," 0.128217608"," 2.169104e-01"," 0.1545755256"," 0.282000916"," 1.00526409","-1.584653e-01","-0.320320758","-0.084759542"," 0.1611252069"," 0.099776835"," 0.273244895","-0.259774050"," 0.383292923"," 0.0150395731"," 0.528437545","-0.254094643"," 0.7507756190"," 0.197286100","-0.119794958"," 0.612121767","-0.070365390","-0.36397658"," 0.465975089"," 0.2544794712"," 0.4204489846","-0.180240522","-0.287882818","-0.740836753"," 0.87772667"," 0.103080279"," 0.123311305",13,12,"Chloroquine"
"Chloroquine_H2"," 0.395957475","-0.013202314"," 1.040327173","-0.3230574355"," 0.10547006","-0.097172623"," 0.0357116336","-0.1948563744","-0.3865772453"," 0.285773540","-0.016484933","-0.1913200797"," 1.119489479"," 0.382650572","-0.072956276","-0.231439872","-0.134879393","-0.001560852","-0.1301838058"," 0.7410706490"," 0.785356693"," 0.493629793"," 0.401297782","-0.225816210","-0.0203233706","-0.2671765212"," 0.6278969134","-0.292770809","-0.208504502"," 0.1968263082"," 0.0143128714","-0.190514716"," 0.072595756","-0.228403210"," 0.412042739"," 0.219886835","-0.267404169"," 0.267856886"," 0.158393828","-0.260387423","-0.138184025","-0.1071739001","-0.070097624"," 0.300314903"," 0.617999070"," 0.4889171656","-0.27104526"," 0.519065164","-0.0930134381"," 0.32966956","-0.5275011189"," 0.370724307","-0.180751502"," 0.334309020"," 0.217398404","-0.1011866187"," 2.417057e-01"," 0.585947217"," 0.020276787","-0.451247140","-0.180905525","-0.083767295","-2.608846e-01"," 0.1852106881","-0.67215228","-0.2642888835"," 0.061486197","-0.109416383","-0.1071179127","-0.334089629"," 0.156214753"," 0.060437071"," 0.1828004222","-0.002769146","-0.0476547809","-0.268960629","-0.103897108","-0.514548373","-0.175229879"," 0.447222527"," 0.435507205"," 0.001155219"," 0.031116735"," 0.014888952"," 0.124587652","-0.151568042","-0.273372030"," 0.320916599"," 0.041038268","-0.66595540"," 0.197082612"," 0.263228370","-0.0188968303","-0.515076003","-0.015703887","-2.233294e-01"," 0.0249465913"," 0.099699128"," 0.98981705","-1.188792e-01","-0.189541412"," 0.021625666"," 0.2093479741","-0.098204775"," 0.012744005","-0.269786313"," 0.532544790"," 0.0136035063","-0.088683428","-0.010563036"," 0.3326149457"," 0.094764635"," 0.080538323"," 0.275255832"," 0.114587586","-0.07467876"," 0.413971353"," 0.0720986897"," 0.1398715199","-0.368604542","-0.328724713","-0.408204852"," 0.47212814"," 0.097374711"," 0.226745734",13,12,"Chloroquine"
"Chloroquine_H4"," 0.358884026"," 0.212336706"," 0.263991858"," 0.2018160379"," 0.08956271","-0.102463081","-0.1139334132","-0.1579842382","-0.3086992683"," 0.118755855"," 0.067442146","-0.1766752474"," 1.357247595","-0.142820870","-0.128016463","-0.151934392","-0.100201318"," 0.048299730","-0.1037526822","-0.4369343048"," 0.601294912"," 0.498355979","-0.690508790","-0.513989564"," 0.0258605205","-0.4016516666"," 0.8508948614","-0.208617870","-0.458871156"," 0.3418111974"," 0.2921043567","-0.237047621"," 0.375191224","-0.021353975"," 0.516257642"," 0.298303662","-0.308139953"," 0.593241177"," 0.003875656","-0.107559530","-0.100986133","-0.2971669109"," 0.047591193"," 0.206297168"," 0.323459169","-0.4334602922","-0.34236547"," 0.549924046","-0.4845650910"," 0.52152987","-0.6843316326"," 0.499996469","-0.287714163","-0.118401167"," 0.151512664","-0.0948614708"," 3.311742e-01"," 0.316235804","-0.380257303","-0.266117385","-0.067581630","-0.210959893","-8.060950e-02"," 0.0346917572","-0.74809600","-0.2200703892","-0.014678145","-0.040373858","-0.1276199226","-0.345595483","-0.253971366","-0.063730518"," 0.0703090717"," 0.415113986"," 0.1569719994"," 0.023562010","-0.217427364","-0.140232541"," 0.354551229"," 0.304711013"," 0.232181280","-0.334723259"," 0.131817060","-0.174471774"," 0.303612799","-0.219743268","-0.087880276"," 0.135506218","-0.025468272","-0.17360924","-0.025059667","-0.015819111","-0.0838515758","-0.344138745"," 0.179074153"," 1.720606e-01","-0.0143102368"," 0.055306701"," 0.91641789","-1.138957e-01","-0.670513614","-0.225183184"," 0.1954239751"," 0.136795293"," 0.213480098","-0.204784885"," 0.357096558","-0.3040164816"," 0.368514183","-0.139253786"," 0.3452438990","-0.222485021","-0.142546489"," 0.634486516"," 0.054068026","-0.34682100"," 0.447832207"," 0.4138714911","-0.1345790361"," 0.037998300","-0.394573206","-0.528700563"," 0.29164741"," 0.156077267"," 0.455900201",13,12,"Chloroquine"
"Chloroquine_H6"," 0.146772658"," 0.086544111"," 0.522224749","-0.0566514263"," 0.17122444","-0.117633539"," 0.1357950299","-0.2060628989","-0.1116521428"," 0.239610136"," 0.093969242"," 0.0954157177"," 1.358667290","-0.045527284","-0.108239728","-0.144166340","-0.036109357","-0.204935011","-0.1129934848","-0.3629525847"," 0.489227915"," 0.222651887","-0.441142495"," 0.040778484"," 0.1975544665","-0.0008900634"," 0.4984969676","-0.199061527"," 0.151524642"," 0.0336793644"," 0.3117880330","-0.160159662","-0.030504098","-0.424431756"," 0.466332903"," 0.062064179"," 0.009868786"," 0.108182716"," 0.121391196"," 0.007946545","-0.089232955"," 0.0999699204"," 0.322555762"," 0.162073925"," 0.234457745","-0.2173775849"," 0.11488827"," 0.271740252","-0.0022073350"," 0.09446799","-0.3678109699"," 0.065534804","-0.129246202"," 0.258434974","-0.129001852","-0.0318762105"," 1.182832e-01"," 0.245420799","-0.149433856","-0.168474200","-0.095335141","-0.064137115","-8.805038e-02"," 0.0529826486","-0.30589825","-0.1924627773","-0.100540311"," 0.194551600","-0.0927285207","-0.038474928","-0.003711092"," 0.124035919","-0.0611205707","-0.254373292"," 0.0074280907"," 0.081635658","-0.048436246","-0.149250943"," 0.186369651"," 0.011197007"," 0.039617317"," 0.133584399","-0.003041158"," 0.076891044"," 0.003566926"," 0.043128816"," 0.075581387","-0.285631387","-0.345442022"," 0.26157716"," 0.089385633"," 0.094731421","-0.1291048999","-0.154894887"," 0.177728298","-2.071806e-01"," 0.1119444638"," 0.021344653"," 0.95017370"," 2.155541e-02"," 0.097158145","-0.362863097"," 0.0378174546"," 0.067009647","-0.037853934","-0.184020396"," 0.285498115","-0.0572582988"," 0.019893925"," 0.035651370"," 0.0002739416","-0.068198296","-0.018308700"," 0.109379833"," 0.109752016","-0.04224061"," 0.071769358"," 0.1457514646","-0.0291471247","-0.190977404","-0.169157310","-0.146394181"," 0.17265287","-0.019364392"," 0.150172050",13,12,"Chloroquine"
