"","MAL13P1.124","MAL13P1.179","MAL13P1.206","MAL13P1.262","MAL7P1.171","MAL7P1.18","MAL7P1.29","MAL7P1.75","MAL7P1.94","MAL8P1.105","MAL8P1.91","PF07_0074","PF08_0032","PF10_0084","PF10_0085","PF10_0111","PF10_0191","PF10_0374","PF11_0079","PF11_0087","PF11_0090","PF11_0162","PF11_0214","PF11_0260","PF11_0290","PF11_0435","PF11_0527","PF13_0032","PF13_0095","PF13_0170","PF13_0219","PF14_0041","PF14_0071","PF14_0112","PF14_0360","PF14_0499","PF14_0552","PF14_0593","PF14_0642","PF14_0713","PF14_0730","PFA0330w","PFA0430c","PFB0175c","PFB0295w","PFB0920w","PFC0090w","PFC0375c","PFC0400w","PFC0760c","PFC0965w","PFC0980c","PFD0470c","PFD0545w","PFE0165w","PFE0430w","PFE0450w","PFE0815w","PFE1255w","PFE1280w","PFE1340w","PFE1390w","PFF0200c","PFF0490w","PFF0595c","PFF0875w","PFF0965c","PFF1150w","PFF1280w","PFI1425w","PFL0580w","PFL1270w","PFL2055w","PFL2200w","PFL2520w","D_class","Class","Compound"
"Artemisinin_H4","-0.120136730"," 0.0874340492"," 0.10826411"," 0.4219577397"," 0.6557640047","-0.268262755"," 0.198205245","-0.379932023"," 0.127609883"," 0.016332456"," 0.369266714","-0.113968280"," 0.1837952638"," 0.114996454","-0.121170292","-0.155164176","-0.098960246","-0.089358955","-0.045628295","-0.161254272"," 0.082312494"," 0.080816927"," 0.108135723"," 0.3341096625"," 0.131296925"," 0.072375980"," 0.62043725","-0.171816054","-0.41793514","-0.613530453","-0.252994403"," 0.476735080","-0.2386564898","-5.694946e-01","-0.328058194"," 0.047086387"," 0.0478682463","-0.0510035312","-0.277224145"," 0.309741364"," 0.516455614"," 0.370451427"," 0.518939875"," 0.100072903","-0.0056612948"," 0.368357081","-0.371790859","-0.053441191"," 0.444851099"," 0.237562142"," 0.393012436"," 0.482904292"," 0.264493042","-0.001371420","-0.217208758"," 0.022491275","-0.531148034","-0.066972046","-0.2188269372","-0.000583257","-1.757324e-01"," 0.2730561030","-0.72030139"," 0.447524016","-0.017575635"," 0.2646493187","-0.262839564"," 0.410455909","-0.449416999"," 0.424834214","-0.070503301"," 0.052079242","-0.609467944","-0.05715017"," 0.085146778",15,14,"Artemisinin"
"Artemisinin_H6","-0.289244681","-0.3419060997"," 0.54281300"," 0.2342518616"," 0.7872061002","-0.895470472"," 0.068299481","-0.336169653"," 0.204709686","-0.039560959"," 0.077546386","-0.213627140"," 0.0692439861"," 0.423372927"," 0.155671304","-0.005440901","-0.100704107"," 0.141480842","-0.205869695","-0.067206636"," 0.112365995"," 0.270430626"," 0.264100433"," 0.2170052046","-0.013490997"," 0.042464489"," 0.43210829","-0.116368845","-0.35562516","-0.125275524"," 0.296516596","-0.062000760","-0.2655940581"," 1.691683e-01","-0.537234394"," 0.038273700","-0.0019783904"," 0.1646572958","-0.120926890"," 0.108265157"," 0.200918209"," 0.511605520"," 0.461761825","-0.060311291"," 0.3196050005"," 0.146786604"," 0.069373787"," 0.197717171","-0.220541605","-0.051798625"," 0.361190522"," 0.342351242"," 0.524811058"," 0.400911871","-0.355416106","-0.036598571"," 0.533793374"," 0.032117277"," 0.1225291646"," 0.092340771"," 5.912435e-02"," 0.2560384625","-0.95867736"," 0.264756935","-0.241572962","-0.1515749724"," 0.314759007"," 0.306290211","-0.738003156"," 0.208074738","-0.302740417","-0.041578814","-0.527077671"," 0.52187040","-0.846856795",15,14,"Artemisinin"
"Artemisinin_H8","-0.328692222","-0.1947133604"," 0.13404691"," 0.6747100547"," 0.3206546240","-1.486057258","-0.105227525"," 0.074849442"," 0.269790429","-0.149852071"," 0.572338252"," 0.635052979"," 0.3612624506","-0.398630536","-0.178450590","-0.451454422","-0.041710317"," 0.295793394","-0.009807052","-0.047783748","-0.016045224","-0.158229574"," 0.362444998"," 0.3277057576"," 0.178178703","-0.174687232"," 0.03167296","-0.221183078","-0.54443588"," 0.233309640"," 0.376687328","-0.196409673","-0.0173695893"," 2.018674e-01","-0.597512287","-0.039373523","-0.0384260810","-0.1021743381","-0.746741582"," 0.279985989"," 0.457671075"," 0.585007094"," 0.973653407"," 0.002738469"," 0.2897806876"," 0.230850737","-0.138472595"," 0.014216303","-0.321488759"," 0.122020648"," 0.244321763"," 0.941055631"," 0.585661875"," 0.128028572","-0.282047673"," 0.248216426"," 0.642114291"," 0.400330836"," 0.2951209882"," 0.120062185","-7.964494e-03"," 0.5626104197","-1.35831642"," 0.317496448","-0.889999158"," 0.1451912653"," 0.039203530"," 0.105253128","-0.116843086"," 0.154545656","-0.131160973","-0.260914937","-0.510508982"," 0.19139239"," 0.189405492",15,14,"Artemisinin"
"Artemisinin_H10","-0.055087376"," 0.0311418252"," 0.29999329"," 0.6868169497","-0.1583954294","-1.011145423","-0.287740914","-0.710284654"," 0.429947593","-0.042465873"," 0.241052792"," 1.656505703"," 0.3972738991","-0.691178143"," 0.143632866","-0.746690832"," 0.699945740"," 0.560048922","-0.183431902"," 0.008141589","-0.602859045","-0.267447423"," 0.650122195"," 0.5072194621"," 0.066545560"," 0.306263113","-0.16094106","-0.507660168","-0.64890774"," 0.244054139"," 0.084532500"," 0.103801261","-0.0024464106"," 8.149687e-02","-0.316769727","-0.408144846"," 0.1242261600","-0.5681439534","-0.177377579"," 0.358056247"," 0.420165552"," 0.011101964"," 1.134453058"," 0.125757661"," 0.1687289822"," 0.166170741","-0.728081661","-0.127047630","-0.379962947"," 0.021723160"," 0.241545225"," 0.887467013","-0.169148896"," 0.613791613","-0.392055266","-0.008710034"," 0.169648740"," 0.019035389"," 0.0733069624","-0.900628862","-1.565380e-03"," 0.1220376288","-1.20452025"," 0.495102636","-0.970794739"," 0.0526798522"," 0.889346881","-0.027632947","-0.060951237"," 0.700183313","-1.084096741"," 0.346948961","-1.623964955"," 0.18170327","-0.420892548",15,14,"Artemisinin"
"MMV43TP1","-0.275157072"," 0.1625214926"," 1.69046452"," 0.2435913510"," 2.2523520403","-1.452641489","-1.245434870","-1.765816460","-0.734707814"," 0.484142934","-1.180920738"," 0.047810611"," 0.2927011099","-2.066332119"," 0.210463585"," 0.443278405","-0.254040168","-0.216690353","-0.197223611"," 0.595018643"," 0.149545108","-0.139706324","-0.255337761"," 0.4154293582"," 0.600785037"," 0.395148550","-0.91326730","-1.996235327","-1.32560479"," 0.203334995"," 1.254031063","-1.739294473","-0.0533904791","-9.997306e-01","-0.437158727"," 0.674408867","-0.4113006770"," 0.1445662530","-0.031704732"," 0.532516448"," 1.793529151"," 0.968530685"," 0.325571042"," 1.617622428"," 0.2851725380"," 1.170161451","-2.677411896"," 0.847785060"," 0.976733329"," 0.120507436"," 0.479997838"," 0.266881626","-0.111644664"," 1.272102318","-2.018483648","-0.027499611","-0.697088836"," 1.563564367","-0.8734433810","-1.823447229"," 1.078349e+00"," 1.5576767199","-2.45684398","-0.468814604","-1.279046128","-0.2046203049","-0.122923564"," 0.561640893","-1.819288493"," 0.046379168","-1.258128805"," 0.928300466"," 0.643042479"," 0.55586829","-3.822982927",16,15,"MMV43"
"MMV43TP2"," 0.389011985"," 0.1186841805"," 0.40882794"," 0.0879613473"," 0.2061511544"," 0.368515126","-0.096440480","-0.773107056"," 0.016163000","-0.369408725"," 0.480817295"," 0.078009449","-0.1661924524","-0.934606397"," 0.440136562","-0.563937672","-0.827377376"," 0.508783542"," 0.748171546","-0.236576519"," 0.025677010"," 0.211666742"," 0.052163500"," 0.1402604019"," 0.561748952"," 0.401863526"," 0.30734326","-0.945004587","-0.33383061"," 0.385782865"," 1.076983481","-0.780007455","-0.3507312530","-2.893180e-01","-0.031451854"," 0.103713131"," 0.5288970138","-0.3420367928"," 0.319404700","-0.061203338"," 0.643773985"," 0.881933594"," 0.583026873"," 0.844412574"," 0.6189263318"," 0.482905287","-0.293848721"," 0.210301594"," 0.603589488"," 0.670591594"," 0.942758036","-0.145715228","-0.592280970"," 0.616610514","-0.879987341"," 0.385907740","-0.076247173"," 0.428932938"," 0.3062677751","-1.045746832","-2.124208e-01"," 0.4926348932"," 1.00415380"," 0.683499939"," 0.944102655","-0.2442782702","-0.064031513","-0.467914934"," 0.242124350","-0.190529586","-0.202434926","-0.621022608","-0.263768602","-0.34033097","-0.357286402",16,15,"MMV43"
"MMV48TP1","-0.203625718"," 0.0681404219"," 0.69731787","-0.0951679264"," 1.2453495501","-0.403875153","-0.461072737","-0.113270107","-0.790445402"," 0.315441364","-0.336437550","-0.577422675","-0.1791897253","-0.371669208","-0.262161604"," 0.176876685","-0.389498479","-0.528890153","-0.422717144"," 0.670982199"," 0.152143694"," 0.117190118","-0.320962581","-0.3843709507","-0.888057422"," 0.149915044"," 0.11684375"," 0.156137939"," 0.01787364"," 0.459741796"," 0.122655249","-1.032036697"," 0.4339998958","-2.427428e-01","-0.219553706"," 0.208516366","-0.3371501849"," 0.1788976151"," 0.203435000"," 0.450154331"," 0.789242769"," 0.060949331"," 0.029740552"," 0.609257645","-0.0812756296"," 0.052439855","-2.945437123"," 0.494266944","-0.309459379","-0.145232768","-0.437462279"," 0.476244064","-0.161396695"," 0.749724236","-0.316914767","-0.192378423","-0.180678051"," 0.140385160","-0.5022207281"," 0.218222843"," 7.080128e-01","-0.0005181268","-0.49000247","-0.166499951","-0.305110143","-0.1714370771","-0.243014365"," 0.121312987","-0.592743387","-0.019550177"," 0.054829853"," 0.165210540"," 0.572232255"," 0.14545066","-2.655507610",17,15,"MMV48"
"MMV48TP2"," 0.350709662"," 0.1106589329"," 0.67998710"," 0.0115338926"," 0.2023230195"," 0.485069648","-0.148664248","-0.325516024","-0.202464833","-0.150732990"," 0.135295817","-0.076454238"," 0.1935937232"," 0.035785899"," 0.503888065","-0.480976849","-0.593431482"," 0.074536715"," 0.390246290","-0.136882411","-0.122356115"," 0.025646947"," 0.187503074","-0.3968974596"," 0.286702467"," 0.022626976"," 0.01492680","-0.781503165","-0.06557708"," 0.384511735"," 0.628131651","-0.495578433","-0.4110369651","-1.736365e-01"," 0.105440428"," 0.017030381"," 0.3303236881","-0.1360117238"," 0.228125548","-0.149640150"," 0.523488541"," 0.472316268"," 0.327334462"," 0.268865158"," 0.4951444724"," 0.406865870","-0.568859238"," 0.088594311"," 0.115992165"," 0.462780806"," 0.547938403"," 0.018779912","-0.354471865"," 0.602681761","-0.649922719"," 0.081549825","-0.354238736"," 0.368958546"," 0.1789798081","-0.856429578"," 1.401634e-01"," 0.2601287718"," 0.76910511"," 0.443798637"," 0.688027637"," 0.0438430198"," 0.028056656","-0.391869578"," 0.140822911","-0.347794286","-0.108210778","-0.575997769","-0.863441471","-0.32174989","-0.599275495",17,15,"MMV48"
"DFMO_TP19"," 0.174430658"," 0.0239099543"," 0.17868972"," 0.1469677987"," 0.2328611831"," 1.633967356","-0.643798505","-1.976330291"," 0.778083943"," 0.066616128"," 0.031068190"," 0.388862554"," 0.1832059721","-0.732632744"," 0.045413859"," 1.179576401","-1.305234452"," 0.361795953","-1.471456328","-1.191648115","-0.146638528"," 0.045277320","-1.017971762"," 1.0497888544"," 1.126130567"," 0.116718403"," 0.21830169","-0.353577237","-1.86563928"," 0.014175281"," 0.732361477"," 0.027541332"," 0.2848862594","-2.043019e+00","-0.298273713"," 1.029183664"," 0.5925826227","-0.1441684374","-0.831360522","-0.071358125","-0.323992131"," 0.019564583"," 0.442153373","-0.030175810"," 0.2416624439"," 0.972571445","-0.023981974"," 0.057500155"," 1.125165922"," 0.511585960"," 0.027546308"," 0.127761764","-1.445888223"," 0.092795480","-0.512883976"," 0.342164139","-1.451284204"," 0.908110207"," 0.0220187666","-0.394195919"," 2.915346e-01"," 0.6198802668"," 0.23638261"," 1.048062948"," 1.802940824","-0.5649608797","-0.193527390"," 0.045121127","-1.036930862","-0.519686098","-1.365298808","-0.121292932"," 0.891731979","-0.22953144","-0.841424550",18,16,"DFMO"
"DFMO_TP27","-0.096675517"," 0.6860368831"," 0.46560877"," 0.1431955876"," 0.3877086541","-0.930395856","-0.152372855","-1.734444464"," 0.427801791"," 0.177763773","-1.704182522","-0.357733528"," 0.4288287084","-1.383728307"," 0.405728030"," 3.177751578","-0.792909867"," 0.185306402","-0.070648968","-2.682734115"," 0.447981120"," 0.266612146","-0.396794382"," 1.2331944942"," 1.214635264","-0.197244001","-0.46550564","-2.620045503","-2.43196180","-0.060673107"," 0.642829574","-1.462564059"," 0.4042682930","-2.445285e+00"," 0.047993595"," 0.934734631"," 0.1211939263","-0.1993989378","-0.109346114"," 0.390553634"," 0.134114217"," 0.469267455"," 0.012898587"," 1.043493901"," 0.3021529696"," 1.530588883"," 0.254904711"," 0.111490492"," 1.125552548"," 0.759304597"," 0.318464760"," 0.186082549","-4.505518165"," 0.319487643","-1.466461350"," 0.221111608","-2.584673184"," 0.891228682","-0.4241293721","-1.306294682"," 3.879044e-01"," 0.7210307502","-0.26107566"," 1.680908150","-1.661037491"," 0.2482913963","-0.026760735","-0.070612109","-1.479569019","-0.383263648","-2.192381772"," 0.109164558"," 0.975111233"," 0.17395878"," 1.031464195",18,16,"DFMO"
"DFMO_TP34","-0.283709648"," 0.4579177250"," 0.39924445"," 0.2880162764"," 0.7302214197","-3.704243432","-0.038801888","-1.709161931"," 0.379439066","-0.085936607","-2.611018562","-0.566557764"," 0.3813195959","-1.258952117"," 0.490683444"," 0.913119383","-0.751287742"," 0.407953669"," 0.006316758","-1.982098265"," 0.810863060","-0.027879155","-0.535825871"," 1.3628151274"," 1.208540769","-0.586168972"," 0.07210091","-2.000442328","-2.06214761","-0.046940061"," 0.744439354","-0.941888413"," 0.3247240028","-2.057562e+00","-0.036450075"," 0.912577265","-0.4852460404","-0.0486165477"," 0.167438426"," 0.554517791","-0.045359013"," 0.580795656","-0.220108354"," 1.199500456"," 0.3550427226"," 1.799747194"," 0.212593905"," 0.490888247"," 1.180166493"," 0.348332760"," 0.679969229","-0.179685961","-2.681380708"," 0.413177026","-1.162902455"," 0.406236866","-2.344358628"," 1.027919782","-0.3365456473","-0.988849155"," 2.624496e-01"," 0.5333229018","-3.15623619"," 1.626559625","-2.318655947","-0.0621104799","-0.069499281","-0.020038484","-2.048915720","-0.360996809","-2.214968432"," 0.208892979"," 1.102042390"," 0.40985699","-0.459831192",18,16,"DFMO"
"IonoTP1"," 0.377163633"," 0.0111968845"," 0.02186441"," 0.2241584998"," 0.0097418197"," 0.921571428","-0.007616765"," 0.198399580","-0.199306982"," 0.199042640","-0.460580380","-0.216786587"," 0.2387658411"," 0.303385116","-0.030942215","-0.162436361"," 0.243419540","-0.991562164","-0.034512981"," 0.083937400"," 0.020713371","-0.042178124","-0.029661431","-0.0008665297","-0.236017162","-0.096308134","-0.03258383"," 0.465538786","-0.47283748"," 0.043836860"," 0.065354860"," 0.129122018","-0.2792063359"," 3.084893e-01","-0.024876883"," 0.131759644"," 0.4649689327"," 0.0562253109","-0.047057766"," 0.004175686"," 0.070382372","-0.003562173"," 0.191795246"," 0.087046931","-0.1852181550","-0.039893291","-0.025936595"," 0.025133874","-0.023658936"," 0.194989781"," 0.131537686","-0.120209643","-0.010766066"," 0.027955674"," 0.070496008","-0.008244235"," 0.819876686","-0.038205217"," 0.1187549116","-0.132386860"," 7.499587e-02","-0.1096855750"," 1.11991925","-0.105559127"," 0.434591833","-0.5098163713"," 0.191686829","-0.043140940"," 0.006529633","-0.002425436"," 0.177674911"," 0.081936476"," 0.040465933"," 0.03240576","-0.010578150",19,17,"Iono"
"IonoTP2"," 0.098505433","-0.0115394482"," 0.09183034"," 0.1702104536","-0.0011760972"," 0.373186958","-0.038827669"," 0.070144691"," 0.076878131"," 0.113622969","-0.044017847","-0.000185653"," 0.1046918760","-0.010503716","-0.033651827","-0.281276720"," 0.245757904","-2.537759995","-0.076771400"," 0.135476076"," 0.023246122"," 0.117596869","-0.053928502"," 0.0328935788","-0.202803561"," 0.193590799","-0.03345902"," 0.385732163","-0.14334597"," 0.003995433","-0.017939960","-0.063610883"," 0.0299374458"," 7.906789e-02"," 0.008247210"," 0.102284162"," 0.0743943686"," 0.0147014711","-0.112303929"," 0.100399410"," 0.033169517"," 0.058613982"," 0.223578207"," 0.035826136","-0.1054190427","-0.069015647","-0.019419145"," 0.005600677"," 0.067837657"," 0.059911449","-0.016766696","-0.020382384"," 0.247260522"," 0.013800902"," 0.102816011","-0.009178910"," 0.336543313","-0.106756807"," 0.2159868937","-0.056671884"," 2.909166e-02","-0.0927352929"," 0.67667185","-0.126544123"," 0.402049269","-0.9313517054","-0.002376034","-0.058883992"," 0.112994092"," 0.036219427"," 0.159825220"," 0.112623286"," 0.058187886"," 0.02686898","-0.053873548",19,17,"Iono"
"IonoTP3"," 0.093464461"," 0.0416743221","-0.31250065"," 0.0637752828"," 0.0004801794"," 0.445834589"," 0.307992700","-0.039396185","-0.193175383","-0.196446326"," 0.333318636"," 0.072473136","-0.1609918218","-0.192080898","-0.042442340","-0.740008296"," 0.446448215","-1.257439076","-0.083675433","-0.093479745","-0.098570835","-0.038637610"," 0.160165687","-0.0495156815","-0.042722762"," 0.291462868"," 0.09081499","-0.237027941","-0.14861647","-0.099508754","-0.016070006"," 0.077415097"," 0.0370580002","-1.080767e-01","-0.063617849"," 0.073294406"," 0.1740416202","-0.1162479404"," 0.051602988","-0.055729560"," 0.003848578","-0.055716125","-0.055013563"," 0.040321686","-0.1540255130"," 0.048690655","-0.223581631","-0.064755579","-0.166600996"," 0.162823996","-0.166557106","-0.008762269"," 0.002017212","-0.122139243","-0.341894335","-0.027091497"," 0.324184870","-0.157927696","-0.0559496159"," 0.007903450","-4.371061e-03","-0.0915628778"," 1.66070809"," 0.040863228"," 0.553575157","-0.8848491813","-0.075583343","-0.407654530"," 0.143994632","-0.070213436","-0.240987716","-0.037308968"," 0.071466465","-0.02942151","-0.144560789",19,17,"Iono"
"IonoTP4"," 0.631064984"," 0.1063799661"," 0.02761350"," 0.0394900811"," 0.0136669960"," 1.241414244"," 0.001095670"," 0.087003914","-0.100355758","-0.094021632"," 0.578090615","-0.113684882","-0.1380928644"," 0.292885705","-0.076916890"," 0.218154389","-0.133844093","-1.781208933","-0.028061217","-0.088535243","-0.039281998","-0.020184561","-0.067646715","-0.0721615005","-0.279454501"," 0.094588077","-0.08261760"," 0.269508834"," 0.25685826"," 0.068899589","-0.054522043","-0.097462681"," 0.0389502980","-1.503257e-02"," 0.041665506"," 0.042104247"," 0.1347152016","-0.0498316381","-0.338370249","-0.005795300"," 0.033458053","-0.094646583"," 0.091157332"," 0.068698234","-0.1431476585","-0.058593769","-0.174656965","-0.070225028","-0.114481393"," 0.185675920","-0.216200055","-0.102680689"," 0.099509031","-0.025177289","-0.244205099"," 0.018398107"," 0.170270524","-0.182153044","-0.1988066031"," 0.008291304","-1.001362e-01","-0.2161347601"," 2.18954478"," 0.502417624"," 0.843256621","-1.6547790884","-0.016805679","-0.539042865"," 0.386833059","-0.043265716"," 0.406819899"," 0.060432156"," 0.085936198","-0.03893425","-0.344426644",19,17,"Iono"
"IonoTP5"," 0.662901303","-0.0684146873","-0.39768760","-0.0291621003"," 0.0703536689"," 0.799382734","-0.023456304","-0.012280390","-0.086456047","-0.040736197"," 0.675763466"," 0.018567766","-0.1483574065"," 0.254996218","-0.317875122"," 0.041588702"," 1.097995490","-1.728970663","-0.031889173"," 0.003720381","-0.115310187","-0.287962772","-0.048945695","-0.2279705776","-0.979840106"," 0.195021796","-0.05027297"," 0.137545455"," 0.17645833"," 0.183865972","-0.083448088","-0.109400052","-0.0871811115","-4.351399e-02"," 0.216269498"," 0.069274579"," 0.0797745270","-0.0783876404","-0.440275096","-0.256945941"," 0.033949030","-0.212327696"," 0.070915516","-0.041398109"," 0.0386369126","-0.064230570","-0.168858813","-0.062851747","-0.184616457"," 0.221405267"," 0.048172733","-0.051450592"," 0.413792418"," 0.071694364","-0.616720969"," 0.131805078"," 0.342424650","-0.171806792","-0.7852008654","-0.019440294","-9.733447e-02","-0.2443699472"," 2.06431252"," 1.045306715"," 1.001230337","-1.1615081338","-0.128285099","-0.208239500"," 0.701080955","-0.094099128"," 0.286740139"," 0.013746188"," 0.033689961"," 0.11290492","-2.220498824",19,17,"Iono"
