"","MAL13P1.301","MAL13P1.82","MAL7P1.122","MAL7P1.137","MAL7P1.18","MAL8P1.55","PF07_0049","PF07_0125","PF08_0054","PF08_0057","PF10_0060","PF10_0142","PF10_0215","PF10_0321","PF10_0374","PF11_0108","PF11_0141","PF11_0146","PF11_0170","PF11_0184","PF11_0276","PF11_0354","PF11_0396","PF11_0471","PF11_0527","PF13_0081","PF13_0107","PF13_0120","PF13_0131","PF14_0013","PF14_0041","PF14_0062","PF14_0133","PF14_0139","PF14_0238","PF14_0507","PF14_0512","PF14_0519","PF14_0598","PF14_0642","PF14_0719","PF14_0736","PFB0161c","PFB0530c","PFB0655c","PFB0745w","PFC0090w","PFC0885c","PFC0960c","PFD0625c","PFD1050w","PFE0285c","PFE0830c","PFE1320w","PFE1520c","PFF0200c","PFF0610c","PFF0875w","PFF0940c","PFF1150w","PFF1315w","PFF1370w","PFF1580c","PFI0915w","PFI1020c","PFI1175c","PFI1410c","PFI1580c","PFI1770w","PFL0175c","PFL0585w","PFL1125w","PFL1240c","PFL1815c","PFL2235w","D_class","Class","Compound"
"W7_H8"," 0.017272038","-0.549772091","-0.635306689","-0.73776022"," 1.092836318","-0.388008021"," 0.323310635"," 1.187313e+00","-0.120751141"," 0.036219461"," 0.0985601136","-0.088051517","-0.5425592103"," 0.369471201"," 0.640287957","-0.55964877","-1.5345447947","-0.025123138","-0.189482673","-0.3850818543","-0.4993376766","-1.165508e-01"," 0.808943546"," 2.274607e-01","-0.22135397","-1.122157001"," 0.033568920"," 0.223754823","-0.647376919"," 0.505032703"," 0.597612309"," 0.40102712"," 0.953324714"," 0.0060824724","-0.055623989"," 0.1131859499"," 0.546817060","-0.2228491187","-0.348995600"," 1.003989173"," 0.2672453705"," 0.60154519","-0.33363054","-0.601191303","-0.870758024"," 1.027575150","-0.687618824"," 0.167247724"," 0.2950615485"," 1.145159420"," 1.3883098252","-0.671435771"," 0.345736872"," 0.109196354"," 0.968932507","-0.15501034"," 0.625665817","-0.5431188669"," 0.948006612","-0.125613237"," 0.304381801"," 0.624245922"," 0.7613015676","-0.36991592"," 1.021487140","-0.969684318","-0.08415784","-0.191017368","-0.995291470","-0.1261915078"," 0.154779226"," 0.3671986509"," 0.299207349"," 0.723506696","-0.6628448321",4,3,"W_7"
"W7_H10"," 0.265014620","-0.634746634","-0.198612818"," 0.37319084"," 0.103086442","-0.285231417","-0.119559142","-2.937051e-01","-0.201909860"," 0.172725301","-0.0500115475"," 0.207470911","-0.0127169812","-0.069437024"," 0.141733598","-0.49278965","-0.5890586683"," 0.499731717"," 0.046879990","-0.4818240259"," 0.4483310878"," 3.553455e-02"," 0.367945505","-4.457661e-02"," 0.35577131","-0.179366545"," 0.428835919"," 0.350028665"," 0.326922844"," 0.660752321"," 0.703059973"," 0.18305244"," 0.778340086"," 0.3744504355","-0.195992758"," 0.1164749154","-0.081023066"," 0.4331277031","-0.515143182"," 1.018942589"," 0.1752430207","-0.42050346"," 0.27808960"," 0.080402966","-0.160597462"," 0.199864906","-0.369305800"," 0.682677769","-0.0588398509"," 0.065444292"," 0.0006243477","-0.128580587"," 0.568773769","-0.255550637"," 0.221668327","-0.12448520"," 0.158426497","-0.2861795928"," 0.115030142"," 0.265138970"," 0.067625140"," 0.067377221"," 0.4603664321","-0.68984565","-0.234581148"," 0.316151283","-0.15034586"," 0.183605025","-0.892987389","-0.7130873481"," 0.140390958"," 0.0621631916","-0.076398609","-0.021833149"," 0.0264484067",4,3,"W_7"
"W7_H12","-0.532095568","-0.733041813","-0.178908683","-0.12730859"," 0.488418735"," 0.169987295","-0.402310360"," 7.189163e-01","-0.098771958"," 0.300132288","-0.3829944505","-0.597915616","-0.3804543344","-0.179747459"," 1.277160916","-0.92045169","-1.1523774347"," 0.141057394"," 0.193611963","-0.1019680127"," 0.0334854346"," 6.402840e-01"," 0.431141747","-6.710196e-01"," 0.17280701","-0.353450445"," 0.139027377"," 0.273611825","-0.342762557"," 0.679834193"," 0.129268281"," 0.41879828"," 0.735567779"," 0.3248386231","-0.157771881","-0.0812555023"," 0.092919645"," 0.1666578885","-0.363096376"," 0.725791375"," 0.2337814305"," 0.94872931"," 0.06374224","-0.050309346","-0.319772060","-0.439414600","-0.337020270"," 0.623588862"," 0.3512899976"," 1.901627727"," 0.9400733792","-0.709741119"," 0.888257759","-0.164469601"," 0.864083362","-0.32104685"," 0.697377664","-0.4343693802"," 0.454928994","-0.180346920"," 0.156974490"," 0.340059523"," 0.4657455931","-0.21538483"," 0.391212546","-0.530389162","-0.47586719"," 0.325826477","-0.688410122","-0.1645287096","-0.051468887"," 0.1558614370"," 0.280042019"," 0.430642021","-0.1991766373",4,3,"W_7"
"Staurosporine_H1","-0.305302791"," 0.369060098"," 0.074779108"," 0.02342450"," 0.296171209"," 0.306753474"," 1.315074472","-9.801113e-01"," 0.552660495"," 0.301343336"," 0.2659306132","-0.281312600","-1.1385791891"," 0.186363842"," 0.020725293","-0.53706127","-1.2405115262","-0.062433356"," 0.583761685"," 0.0475119883","-0.2000250435"," 4.193795e-02"," 1.573584570"," 7.329383e-01"," 0.10126437"," 0.407029886","-0.204927696"," 1.985725443","-0.827095761","-0.732980281"," 0.312088032","-1.12102244"," 0.769439982"," 0.7288323003"," 0.085547390","-0.5670485640"," 0.341924030","-0.1720149132"," 0.856799868","-0.068172860","-0.9848395293"," 0.70251494"," 0.18299717","-0.128131251"," 0.246020691","-1.428989319"," 0.020260163","-0.111434784"," 0.0150601250"," 0.695525296"," 1.5281615229"," 0.529404150"," 0.257953634","-0.118935375","-0.232091349"," 0.67751398","-0.271658078","-0.0471356010"," 0.306871499","-0.639373929"," 0.885325065"," 0.275720735","-0.1275833957"," 1.52677010"," 0.380953121","-0.888411859","-0.65590680","-0.701226225","-0.259000206"," 0.6183939416"," 0.312153428"," 0.6955402846"," 0.150619867"," 0.774909898"," 0.3384570222",5,4,"Staurosporine"
"Staurosporine_H2","-0.318148642"," 0.695925394"," 0.121537761","-0.51010318"," 0.076172397"," 0.385071168"," 0.732014318","-3.174750e-01"," 0.007586837","-0.097062744"," 0.4127058717","-0.315575837","-1.2408494916"," 0.648965223"," 0.017285295","-0.54928079","-1.3542765159","-0.403562251"," 0.146049293","-0.1204264233","-0.2924997732","-1.337162e-01"," 0.993701485"," 6.440049e-01","-0.06652596"," 0.377366941","-0.203116482"," 0.231416238","-1.461752082"," 0.004885148"," 0.258622088","-0.87619111"," 1.039677008"," 0.6741341181"," 0.183910751","-0.4652555992"," 0.605476145"," 0.0129650036"," 0.950254493"," 0.032676219","-0.8229760676"," 0.12134046","-0.23118675","-0.837525301"," 0.054855158","-0.953605748","-0.353749425","-0.747041259"," 0.1577527188"," 1.727089455"," 1.4424639963"," 0.569646796"," 0.150574317","-0.004595838"," 0.177872694"," 0.64575449"," 0.041603181"," 0.1870706989"," 0.380879280","-0.654481885"," 0.810711207"," 0.390671389","-0.1907997687"," 0.13400532"," 0.536456743","-1.317984024","-0.72194354","-0.574031788","-0.613525240"," 1.4463465144","-0.124735263"," 0.7281476430"," 0.354479531"," 1.021550412"," 0.3002620456",5,4,"Staurosporine"
"Staurosporine_H4","-0.261516836","-0.079789411","-0.198639417","-0.24688704"," 0.119129146","-0.185231210"," 1.300414068","-2.356744e-01"," 0.259148968","-0.126336313"," 0.8075069281","-0.154811942","-1.2166776931"," 0.543316720"," 0.331399243","-0.25947673","-0.5132955104","-0.228541830","-0.335849894","-0.5829555537","-0.4923902747"," 3.310172e-02"," 0.733505534"," 1.427798e-01","-0.01499715","-0.175042481","-0.077437928"," 0.149993070","-0.502979906","-0.505088254"," 0.426526476","-0.42262837"," 0.812725337"," 0.2076527042"," 0.568103756","-0.2979625501"," 0.535839901"," 0.5708456948"," 0.129412639"," 0.018109113","-0.4674614722"," 0.08665778","-0.58183981","-0.344460002"," 0.302332778","-0.061446586","-0.273776312","-0.538721296"," 0.4088680647"," 0.478978363"," 0.6147729101"," 0.198481315"," 1.013447029"," 0.437842360","-0.254312871"," 0.39755102"," 0.081632251","-0.3821245094"," 0.216247386","-0.075129010"," 0.396767839"," 0.318785332","-0.2636191021"," 0.07243330"," 0.618812070","-0.901290800","-0.22711119","-0.409741997","-0.968657706"," 0.7864565560","-0.458317800"," 0.4263426665"," 0.457315209"," 0.402361775"," 0.0299415974",5,4,"Staurosporine"
"Staurosporine_H6","-1.044940602"," 0.528804504","-0.174852462","-0.51668393","-0.477440749","-0.203150203","-0.065767886","-2.373275e-01"," 0.459656190"," 0.829513636"," 0.4551618931","-0.487182132","-1.3630180366","-0.756489716","-1.441187445"," 0.19296025","-0.9818850699","-0.628850902"," 0.146094464","-0.2831918934","-1.3746064731","-1.428917e-01"," 0.820023946"," 5.661852e-02","-0.20357202"," 0.052600222","-0.220480110"," 0.586472934","-0.899924868","-0.986038512"," 0.395529438","-1.92258278"," 0.448072396"," 0.4232986234"," 0.271892683","-0.6206365519"," 0.672120463"," 0.4317559497"," 0.638737636","-1.035592702","-0.9961150914","-0.88408342"," 0.71373485","-0.440306827","-0.312973735","-0.386620146","-0.252464474","-0.420504553"," 0.2554386597","-0.602205135"," 0.7451413966"," 0.353855398","-0.061070740"," 0.314468295","-0.929062122"," 0.42966816","-0.639378678"," 0.0460219198","-0.058426620","-0.459016158"," 0.759937415"," 0.249766797","-0.2284011368","-1.55754500","-0.646019680","-0.893420417","-0.63348048","-0.371107226","-0.339588186"," 0.7419046192"," 0.353267750"," 0.4932081898"," 0.242507437"," 0.446084714"," 0.1800288128",5,4,"Staurosporine"
"Staurosporine_H8"," 0.107034901"," 0.205838414","-0.194428706","-0.50425428","-0.300427346"," 0.260268429"," 0.491204839","-4.470654e-01"," 0.575129788"," 0.006917019"," 0.7827888693"," 0.165409304","-0.8708591264"," 0.709403542"," 0.240194830"," 0.08585770","-0.4756928038","-0.577557076","-0.455899905"," 0.1605257960","-0.2240659454","-1.728167e-02"," 0.370418717"," 7.013768e-01","-0.17286456","-0.453583550","-0.281335965","-0.068223791","-0.395144040","-1.363520734"," 0.461812502"," 0.48083737"," 0.667408692"," 0.3000967088"," 0.583408874","-0.4561412633"," 0.096403858"," 0.5252290239"," 0.563830625"," 0.219941083","-0.7225626017","-0.22943037","-0.54282035","-0.738951600","-0.014933293"," 0.618668011","-0.885241049","-0.404843211"," 0.5017220640"," 0.494858740"," 1.3598579961"," 0.153900054"," 0.684774023"," 0.549988872","-0.213080157"," 0.47270778","-0.510836308"," 0.0625030871"," 0.171808324"," 0.104828261"," 0.044503143"," 0.155250447"," 0.3659025036","-2.87594077"," 0.324027926","-0.543920050","-0.28881871","-0.299574119","-0.218255380"," 0.8679834764","-0.504364766"," 0.1517642496"," 0.347962440"," 0.267345930"," 0.3033074341",5,4,"Staurosporine"
"Staurosporine_H10"," 0.178203271","-0.302385762","-0.056931400","-0.31637549","-0.165419791"," 0.567391585"," 0.038912679"," 6.539088e-02"," 0.437667672"," 0.127161520"," 0.3119408884"," 0.160787262","-0.8625891339"," 0.539555188","-0.066162873","-0.74381554","-0.2199141672","-0.443477683","-0.296578515","-0.0170301740","-0.1741855024"," 8.508720e-02"," 0.467621109"," 4.305420e-01","-0.28372740"," 0.138538425","-0.159162393"," 0.103375574","-0.145810334","-1.734787046"," 0.282017114"," 0.31118749"," 0.530752453"," 0.2043296891"," 0.271007371","-0.2162743287"," 0.088147164"," 0.2991224966"," 0.357787184"," 0.554204380","-0.5259704551","-0.77065030","-0.28601906","-0.567901743","-0.026222706","-0.727023726","-0.875348565"," 0.132630078"," 0.2138467012","-0.125656616"," 1.0258050670"," 0.122510701"," 0.723490334"," 0.248439552","-0.369900939"," 0.35148928","-0.160764119","-0.1471677285"," 0.758268023","-0.010846951","-0.385388831"," 0.194044726"," 0.3818183292","-2.24685285","-0.292587674","-0.880668919","-0.21560769"," 0.256207874","-0.260217931"," 0.3834037569","-0.470185305"," 0.1274782525"," 0.456090129"," 0.320591218"," 0.2858707639",5,4,"Staurosporine"
"Staurosporine_H12"," 0.897049551","-0.263824750"," 0.054043635","-0.14997383","-0.671407232"," 0.869703363"," 0.093618825","-4.890492e-01"," 0.407579031"," 0.083016609"," 0.3867816278"," 0.321095250","-0.4968765445"," 0.368502960","-0.072826587","-0.10648996","-0.2081956651","-0.279078614","-0.207905983"," 0.2855044298"," 0.3447915878"," 6.396202e-02","-0.288278209","-5.402333e-01","-0.09846165"," 0.223328512"," 0.069934039","-0.466162273"," 0.460079451","-1.721848984","-0.313685890"," 1.40372350"," 1.056327967"," 0.3872587253"," 0.022264381","-0.1746092334","-0.394461093"," 0.8601928594"," 0.373700232"," 0.680194680"," 0.3118063998"," 0.07824448","-0.66117620","-0.507272674","-0.597607244"," 0.313551368","-1.068382827"," 0.381434877"," 0.1815900898","-0.252151704"," 0.6167140892"," 0.510872038"," 0.643554862","-0.152787987","-0.460914257","-0.23446345"," 0.064696398","-0.4085707143"," 0.343082851","-0.694561434","-0.803695759","-0.192063734"," 0.5157839382","-2.16703788","-0.141951421","-0.795769432","-0.07565590"," 0.232874457"," 0.347506482"," 0.2504674115","-0.333200141","-0.6854666544"," 0.618557016","-0.251279873"," 0.2818901042",5,4,"Staurosporine"
"Cyclosporine_H1"," 0.534321570"," 0.303018925","-0.162518524","-0.31763037","-0.019127933"," 0.351592625","-0.598749750"," 1.944661e-01"," 0.687581356","-0.667746466","-0.3268767501","-0.072962697"," 0.8582395208","-0.618310208"," 1.011293231","-0.04748068","-0.8587704204"," 0.801666707","-0.270050444","-0.4877019781"," 0.5536918648"," 3.668849e-02","-0.038759110","-7.432916e-01","-0.09113152","-0.352574549"," 0.276466361"," 0.581396494","-0.206530704","-0.337071218","-0.163282930"," 0.53334317"," 0.133427877","-0.1292843193","-0.056557642"," 0.0004283695","-0.315848172"," 0.0036209760","-0.482834482","-0.350059504","-0.1962380558","-0.39208312"," 0.85397466","-0.035305801"," 0.003949102","-0.050927536"," 0.428755611"," 0.041590570"," 0.9042688301","-0.549490755","-0.0235050778","-0.485163312","-0.025175146","-0.320849699","-0.145327874"," 0.35800914","-0.008889063","-0.3585328669","-0.235905602","-0.588648464"," 0.414815060"," 0.107923052","-0.1476513488","-0.53261031","-0.642492254","-0.658336980","-0.59128826","-0.248407800","-0.963428418"," 0.2220170306"," 0.454601846","-0.0364205546"," 0.134264710","-0.063035787"," 0.0819549335",6,5,"Cyclosporine"
"Cyclosporine_H2"," 0.439474375"," 0.239651233","-0.211173038","-0.24035186","-0.111764606"," 0.066956529"," 0.459584273"," 1.032126e-01"," 0.559919844","-0.618904438","-0.4695622158"," 0.235279170"," 0.5309351879","-0.209887702"," 0.820602308"," 0.13352162","-0.3707708825"," 0.433904515","-0.384247126","-0.2350386107"," 0.3747455503"," 9.899772e-02"," 0.128060625","-2.537130e-01","-0.07206720","-0.017825376","-0.066576384"," 0.386057012"," 0.021897475","-0.045784321","-0.289693636"," 2.39853461","-0.154108415","-0.2311416695"," 0.001231259"," 0.1499717675","-0.093847001","-0.0912292140","-0.104181123","-0.272796983","-0.2046128310","-0.22142955"," 0.16189521","-0.104856702","-0.045612977","-0.018334511"," 0.281615743","-0.293555556"," 0.5884364153","-0.359128730","-0.1056923675","-0.638002171","-0.027810496","-0.231042493"," 0.111349447"," 0.04455787"," 0.026028574","-0.1564621043","-0.417178372","-0.196589129"," 0.407085014","-0.107412484","-0.2097764658","-0.47772040","-0.243804826","-0.225240854","-0.11170303","-0.013069542","-0.753553010"," 0.0012386514"," 0.251098053"," 0.0095781844","-0.046863027"," 0.182856191"," 0.0970890367",6,5,"Cyclosporine"
"Cyclosporine_H4"," 0.947934758"," 0.558840510","-0.160753416","-0.47777351","-0.258404993"," 0.271729244"," 0.168482062","-3.495030e-02"," 0.637977339","-0.404470038","-0.1018737819","-0.140183530"," 0.5720021036","-0.434260101"," 0.138430164"," 0.05075205","-0.3598664047"," 0.444618569","-0.508866931","-0.1987288170"," 0.2589623617","-1.537388e-02"," 0.174246859","-5.617083e-01","-0.02071482","-0.531959743"," 0.373435115"," 0.482220147","-0.256648334","-0.512186719","-0.123930758","-0.02225192"," 0.189463939","-0.3496186456","-0.165409475","-0.2489467499"," 0.247240544","-0.0572232636","-0.347097192","-0.148700622","-0.0988884726","-0.48192643"," 0.31268013","-0.118536201","-0.078506122"," 0.140221479"," 0.206497838","-0.127989883"," 0.6824334588","-0.360308675","-0.1107721873","-0.326976139","-0.039029043","-0.097032104","-0.004204833"," 0.15803175","-0.103588619","-0.3053732604","-0.122811052","-0.271476573"," 0.320058011"," 0.112315303","-0.7928143789","-0.24096677","-0.439476249","-0.665035806","-0.27481242","-0.345514223","-1.203844624"," 0.2596530114"," 0.713014475"," 0.1283489539"," 0.153889092","-0.128515718","-0.1660990419",6,5,"Cyclosporine"
"Cyclosporine_H6"," 0.097244376"," 0.236510152","-0.228321072","-0.06202557","-0.152834744"," 0.138493752"," 1.548381587"," 4.001045e-01"," 0.419368235"," 0.014707406","-0.3099521075"," 0.313266210"," 0.3368010081","-0.229945884"," 0.715920002","-0.07531366","-0.4290368378"," 0.621409979","-0.125665385"," 0.0351647105"," 0.7520922343"," 1.235790e-01"," 0.478788201"," 1.143359e-02"," 0.46122859","-0.446316963"," 0.229433523"," 0.422089720"," 0.051839344","-0.313400048","-0.159712311"," 0.42453016"," 0.014281007"," 0.1659538531","-0.273719238"," 0.0334422752"," 0.001006265","-0.2387889515"," 0.196857882","-0.621033282","-0.1404963449","-0.68138704"," 0.94547548","-0.192524303","-0.211541264","-0.401020227","-0.186724553","-0.646028090"," 0.6087742909"," 0.892652717","-0.0158766372","-0.224838486","-0.221213486","-0.154420046","-0.257768654"," 0.54563196"," 0.054072978"," 0.1324635331","-0.027879948","-0.499047918"," 0.459766670","-0.001455633","-0.4406217759"," 0.41781933","-0.190721093","-0.623659264","-0.14014677","-1.281399292","-0.612360511"," 0.3756577216"," 1.095250226"," 0.2355121718","-0.068989530"," 0.034490231"," 0.2546351331",6,5,"Cyclosporine"
"Cyclosporine_H8"," 0.191241732"," 0.338354168","-0.232623189","-0.24655648"," 0.034053602"," 0.226891753"," 0.370403737"," 7.303473e-03","-0.055480870","-0.445570890","-0.2159105435"," 0.160280176"," 0.6751477823","-0.505120709"," 0.887189978"," 0.09682595","-0.6319292701"," 0.177193674","-0.385744370","-0.2936322384"," 0.6111092999"," 6.131415e-02"," 0.472749064","-1.097054e-01"," 0.40509547","-0.460358801","-0.181980593"," 0.495037721","-0.048798394","-0.220607494","-0.347787148"," 0.20548743"," 0.007226342","-0.0190590208","-0.473423386","-0.2106858523"," 0.219619300","-0.2241391412","-0.125165436","-0.765208036"," 0.0664842334","-0.47061947"," 0.81754766","-0.269591518"," 0.058295029"," 0.012912096"," 0.279610676","-0.216892141"," 0.9106576393","-1.242450104"," 0.0067345787","-0.555831152"," 0.189794323","-0.215100090","-0.249736187"," 0.67345755","-0.362295947"," 0.0001095511","-0.182483788","-0.694455205"," 0.488253743"," 0.340996903","-0.1537218003"," 0.09772256","-0.493421753","-0.530062462","-0.17104601","-0.543536489","-0.615715099"," 0.7368070043"," 0.924135761"," 0.3969853095"," 0.199500502"," 0.203225849","-0.1792813931",6,5,"Cyclosporine"
"Cyclosporine_H10"," 0.041424394","-0.173591120","-0.226858007","-0.18460713","-0.141954576","-0.025512784","-0.577000837","-1.033349e-01"," 0.124065091","-0.199627351"," 0.0714776967"," 0.095479767"," 0.4565596620","-0.285738162","-0.888085043"," 0.26112485","-0.4392329260"," 0.245478957","-0.172808055","-0.4821448537","-0.0389522242","-2.755299e-05"," 0.560971701","-9.911760e-01","-0.26952995","-0.345399317"," 0.038988467"," 0.398399876"," 0.033999054","-0.301693659","-0.394763500","-0.18486625","-0.163826350"," 0.0352318651","-0.098025346","-0.1714412442"," 0.188013965","-0.1924235479","-0.335842777","-0.317785538"," 0.0214493260","-0.03980896"," 0.21581124","-0.019406002"," 0.113773396","-0.188365301","-0.041494484"," 0.101182623"," 0.5224503116"," 1.076352749"," 0.1862245790","-0.428292035","-0.011209311","-0.686466489","-0.539049514"," 0.21049606","-0.193284688","-0.4373431801","-0.212757592","-0.634811173"," 0.476858840"," 0.156419318","-0.0984575766"," 0.05760069","-0.207300949","-0.311911893","-0.31425372","-0.668750967","-0.711224564","-0.0931955010"," 0.034024507"," 0.1726433034"," 0.001299007","-0.051791741","-0.1189676399",6,5,"Cyclosporine"
"Cyclosporine_H12","-0.036182249"," 0.420129392","-0.315052751","-0.32103885","-0.027635873"," 0.009696094","-0.546030211","-2.323448e-01"," 0.376574584","-0.391886285","-0.0965574849"," 0.047681246"," 0.5418580781","-0.386948918"," 0.787684362"," 0.18144572","-0.6622932141"," 0.589027846","-0.433126486","-0.3347168238"," 0.1376658164"," 2.567451e-02"," 0.301506000"," 1.513714e-01","-0.24428952","-0.247212185","-0.196149922"," 0.564423526","-0.209306476","-0.518123856","-0.081659826","-0.19107037"," 0.022745530"," 0.0517896545","-0.057432346","-0.0098952990","-0.077271815","-0.3701875927","-0.608928930","-0.345809057","-0.0091972990","-0.54077752"," 0.30643459","-0.167736866"," 0.198243158"," 0.622942624"," 0.086700881","-0.026817384"," 0.8362334266"," 1.905099677","-0.2887926162","-0.348709346"," 0.068354902"," 0.015544407"," 0.046647966"," 0.20801773","-0.111688344","-0.3521057173","-0.369372097","-0.591677085"," 0.462882428"," 0.210827551","-0.8796582555","-0.14968149","-0.497725493","-0.658255264","-0.45813678","-0.395527360","-0.952623256"," 0.4881952789"," 0.131809898"," 0.3076288982","-0.137465012","-0.158354127"," 0.1842434822",6,5,"Cyclosporine"
"Cyclosporine_H14"," 0.240327360","-0.277087824","-0.483108207","-0.26276193"," 0.039200342","-0.396092399"," 1.079522676"," 6.042836e-02"," 0.290328217","-0.374415743","-0.2302716896"," 0.158370175"," 0.3423684816","-0.215522872"," 0.634491646"," 0.21891371","-0.5175471340"," 0.487520966"," 0.001461116","-0.2213279810","-0.3063227830"," 1.066702e-01"," 0.509495420"," 4.284675e-01"," 0.02271504","-0.466938664","-0.249376052"," 0.656732568"," 0.365914086","-0.475414410","-0.155929215","-0.17446317","-0.365440008"," 0.0484043608","-0.242936526","-0.1441579915","-0.049854105","-0.3717596992","-0.503902599","-0.604063051","-0.1726178632","-0.44543022"," 0.05567250","-0.265651859"," 0.037082630"," 0.344149002","-0.036314951","-0.158360819"," 0.4771608593"," 0.911505789"," 0.0812856660","-0.489699195","-0.185368283","-0.167630476","-0.276849265"," 0.32156310"," 0.047507677","-0.2565025271","-0.199502854","-0.276714414"," 0.868110687"," 0.138614396","-0.5614222236","-0.01340987","-0.393717561","-0.317782995"," 0.23332760"," 0.145908342","-1.128336231"," 0.1599606032"," 0.322012181"," 0.2907520879","-0.072555389"," 0.186265437"," 0.0715330982",6,5,"Cyclosporine"
"Colchine_H1"," 0.139473029"," 0.830444725"," 0.499230197","-0.15298956"," 0.403854158"," 1.276167983","-0.947654269"," 3.423783e-01"," 1.176092430","-0.586135171","-0.3042852360","-0.046219912"," 0.3861502737","-0.953940954","-0.195846122"," 0.08750731"," 0.6035417851"," 0.783015030"," 0.051242120","-0.2226693209"," 0.3305050796","-2.774540e-01","-0.111242732","-1.794988e-01","-0.10905529","-0.239889677"," 0.043484238"," 0.193922871","-0.355806032"," 0.306420946"," 0.433499658"," 0.51722830","-0.352940946"," 0.6271591246"," 0.009957927"," 0.1324549123","-0.015425519","-0.3415063285","-0.613349489","-0.344198877"," 0.0631308532","-0.02654832"," 0.06416122","-0.310223959"," 0.096803335"," 0.187072576"," 0.263162245","-0.642026377"," 0.1023418652","-0.415951455","-0.0244676454"," 0.621853515","-0.354109296","-0.156422338"," 0.244694916"," 0.32814474","-0.162957356","-0.1613477293"," 0.232164160","-0.028682864"," 0.356034913","-0.098096983"," 0.2286435028","-0.02756204","-0.483420415","-0.333391994","-0.48113171","-0.046892813"," 0.133831041","-0.1467210796"," 0.746916962"," 0.0981316562"," 0.177471656"," 0.039463697"," 0.2041389200",7,6,"Colchine"
"Colchine_H2"," 0.390493278"," 0.306606924"," 0.319445850","-0.03130944"," 0.101005553"," 0.419731486","-0.755277016"," 9.931986e-02"," 0.828575593","-0.264367039","-0.1162054505","-0.187857096","-0.0066210832","-0.478202152","-0.252976418"," 0.03804948"," 0.3917027777"," 0.373280829"," 0.283021555"," 0.1372619014"," 0.1059328564","-2.168370e-01","-0.121346287"," 8.400463e-05"," 0.02368665","-0.259651414","-0.023587092","-0.150868689","-0.128463329"," 0.254841412","-0.081499543","-0.72233058","-0.099195664","-0.0136593474"," 0.012236324"," 0.0601342235","-0.043855209","-0.2249997207","-0.138744033","-0.114814631"," 0.2081927418"," 1.08162535"," 0.07482878","-0.210856650","-0.193098766","-0.001729327","-0.098539544","-0.336966165","-0.0622681665","-0.493737015","-0.0786643854"," 0.380287471","-0.135964769","-0.026349436","-0.158201473"," 0.01323937","-0.235683357","-0.0687264322"," 0.319432536","-0.014569681","-0.089152529"," 0.087433485"," 0.1575859774","-0.81003683","-0.009721513"," 0.126534576","-0.11591227","-0.453754202","-0.087239654"," 0.1290880554"," 0.326543400"," 0.2038988320"," 0.055807730","-0.170248940","-0.0005861461",7,6,"Colchine"
"Colchine_H4"," 0.043622631"," 0.280908450"," 0.228861624","-0.07800997"," 0.060784888"," 0.710773690","-0.649978846","-1.574373e-01"," 0.037553293","-0.321843165","-0.0638441052","-0.088773160","-0.2805498312"," 0.822713146","-0.391630702"," 0.13847347"," 0.0549600383"," 0.419209223"," 0.190123573","-0.4541114798"," 0.1141545599","-1.883436e-01","-0.299407900","-3.863080e-01","-0.04411301","-0.552525366"," 0.069342911"," 0.073609179","-0.180540677","-0.059832708"," 0.138176431"," 1.98556936"," 0.012554713"," 0.2111075974","-0.010256706"," 0.0256587689"," 0.161789594","-0.1801732760","-0.108161357"," 0.063272767"," 0.0001920367"," 0.21303680","-0.11542391","-0.094931583"," 0.532116248","-0.014118552"," 0.094749696","-0.123547708","-0.0435233082","-0.228152981","-0.3231864852"," 0.578195197"," 0.143888248"," 0.052746566","-0.289230241"," 0.02199396"," 0.321280667","-0.0388800825"," 0.386023068","-0.291973657"," 0.222218830"," 0.194693813"," 0.3544884479"," 0.26589453","-0.027672385","-0.306099841"," 0.09343048","-0.238944723","-0.831240845"," 0.2347936363"," 0.057430712"," 0.1076474110"," 0.178234501","-0.259978390","-0.3679897614",7,6,"Colchine"
"Colchine_H6","-0.047084157"," 0.332891237"," 0.066662237"," 0.01428753"," 0.020061619"," 0.374309811","-0.008822754"," 1.060048e-01","-0.106196774","-0.260915086","-0.2935813896","-0.001548718"," 0.0558047354"," 0.424255232","-0.223963834"," 0.10930277","-0.0963401204"," 0.446265681"," 0.094645628"," 0.0666718354"," 0.2772126922"," 1.129296e-02","-0.269678802","-9.375516e-02","-0.08741328","-0.161218964","-0.161577857"," 0.211687884","-0.206916893","-0.143837645"," 0.062785099"," 0.75376466","-0.245530652"," 0.1017360527","-0.045216515"," 0.0238899401"," 0.141707834","-0.3024090459"," 0.407238008"," 0.067772953"," 0.0998776882","-0.39756959"," 0.01566648","-0.079588660"," 0.471359935","-0.824453304"," 0.035809400","-0.229509679"," 0.2377843820","-1.122268259","-0.5362023842"," 0.336195023","-0.184502746","-0.058358009","-0.135976732"," 0.15672787","-0.006517744"," 0.0475669777"," 0.081964293","-0.187049967"," 0.052255557"," 0.131674061","-0.6881867360"," 0.20462416","-0.076864303","-0.333548309","-0.04214765","-0.013893598","-0.169357606"," 0.1798944148"," 0.055801493"," 0.1055541984"," 0.063610849","-0.084338962","-0.0183049524",7,6,"Colchine"
