"","MAL13P1.124","MAL13P1.137","MAL13P1.179","MAL13P1.206","MAL13P1.262","MAL13P1.321","MAL13P1.322","MAL13P1.40","MAL7P1.18","MAL7P1.29","MAL7P1.65","MAL8P1.132","MAL8P1.91","PF07_0074","PF07_0079","PF08_0032","PF10_0111","PF10_0136","PF10_0191","PF10_0243","PF10_0307","PF10_0374","PF10_0380","PF11_0087","PF11_0090","PF11_0260","PF11_0290","PF11_0527","PF13_0032","PF13_0042","PF13_0087","PF13_0095","PF13_0135","PF13_0137","PF13_0170","PF13_0219","PF14_0041","PF14_0071","PF14_0112","PF14_0138","PF14_0238","PF14_0286","PF14_0360","PF14_0384","PF14_0455","PF14_0540","PF14_0562","PF14_0593","PF14_0642","PF14_0713","PF14_0719","PF14_0730","PFA0180w","PFA0430c","PFB0270w","PFB0295w","PFB0590w","PFB0923c","PFC0230c","PFC0375c","PFC0400w","PFC0440c","PFC0760c","PFC0980c","PFD0285c","PFD0470c","PFD0785c","PFE0165w","PFE0260w","PFE0430w","PFE0585c","PFE0745w","PFE0815w","PFE1280w","PFE1340w","PFE1390w","PFF0150c","PFF0200c","PFF0490w","PFF0610c","PFF0690c","PFF0875w","PFF0965c","PFF1150w","PFF1155w","PFF1280w","PFI0500w","PFI0710c","PFI0855w","PFI0905w","PFI0965w","PFI1425w","PFL0580w","PFL0685w","PFL0885w","PFL0980w","PFL1270w","PFL2370c","PFL2485c","PFL2520w","D_class","Class","Compound"
"Apicidin_H6","-0.105196653","-0.003886237","-0.0525535891","-0.01944052","-0.0702033636","-0.2108599953"," 0.0392858416"," 0.128324764"," 0.006989802"," 0.404483578","-0.047351694"," 0.8434544377","-0.056941422"," 0.220233033"," 0.344033319","-0.0021230272"," 0.014706495"," 0.2719806450"," 0.026764581","-0.048938953"," 0.128979539"," 0.279001233"," 0.0796238719","-0.094047854"," 0.105210041"," 0.1395551754","-0.150614554"," 0.39111169","-0.104605443"," 0.0911104003"," 0.165268676","-0.18771464"," 0.0388452056"," 0.3150737356","-0.213882250"," 0.190832513","-0.217721365","-0.0399032780"," 1.401918e-01"," 0.262019491"," 0.261035443"," 2.054405e-01","-0.113246393"," 0.060674859","-0.048004092","-5.940931e-02","-0.02171584","-0.1511904127"," 0.101604314","-0.134150437"," 0.0491114132"," 0.142778478"," 0.158391758"," 0.166298229","-0.165035588","-0.1289390302"," 0.055619618","-0.018154477"," 0.0150535712","-0.072105300"," 0.215284460","-0.085264897"," 0.008527172"," 0.037817282"," 0.052889011"," 0.182729994"," 0.137826558"," 0.090229931"," 0.14969516"," 0.145619452"," 0.0664819121"," 0.0007830828"," 0.135301087","-0.123570486","-7.020620e-02"," 0.1045997672","-0.117638363"," 0.08162083"," 0.397962022"," 0.029559544","-0.058375446","-0.1452639832","-0.037404738"," 0.094902201","-0.085314775"," 0.272564577"," 0.051794118"," 0.101660226","-0.2423906147","-0.218887691"," 0.017375874","-0.018655539","-0.208241097","-0.228110345","-0.0762077158"," 0.2070862122","-0.004798505","-0.087333354","-0.1375222848"," 0.256340015",10,1,"Apicidin"
"Apicidin_H8","-0.131313769","-0.095638965","-0.1424497827"," 0.12274900","-0.0779911548","-0.1203971322","-0.1854425928"," 0.219433866","-0.125623344"," 0.431236302"," 0.044926426"," 0.4098764295"," 0.039551511"," 0.319424441"," 0.509780125"," 0.1099037166"," 0.181936556"," 0.1818417379","-0.049326591","-0.159777551","-0.062680794"," 0.230931288"," 0.1511990142","-0.006186513","-0.005309758"," 0.0786439916"," 0.119365472"," 0.05860125","-0.092455228"," 0.1097986101"," 0.313817103","-0.09292746","-0.0710086263"," 0.1702683827","-0.238037988"," 0.072349229","-0.169362791"," 0.1711529313","-5.598409e-02","-0.197670874"," 0.158214892"," 5.889238e-02","-0.195416921"," 0.243815212","-0.053365799","-3.144605e-02"," 0.01017960","-0.1815397412","-0.054461980","-0.032942726"," 0.0575261487"," 0.271043085","-0.098271897","-0.024705360","-0.048072549","-0.0490340083"," 0.174668355","-0.001169459","-0.2707212887","-0.119042869"," 0.237866961","-0.071248713","-0.154298466"," 0.033709936","-0.239503417"," 0.103852354"," 0.126859478"," 0.089811497"," 0.73412981","-0.019410451","-0.0577473002"," 0.1876977090"," 0.087644066","-0.040370108","-2.362202e-05"," 0.0969549785"," 0.014364636","-0.10529933"," 0.206301261"," 0.034238504","-0.091941849"," 0.0513564785","-0.072419726","-0.066848241"," 0.042573764"," 0.096196841"," 0.046540452"," 0.364149763","-0.1681867498"," 0.205108321"," 0.225181932","-0.009227192","-0.160202600","-0.153055160","-0.2222636407"," 0.0625640292"," 0.241490258"," 0.088984000","-0.2140676824"," 0.226846887",10,1,"Apicidin"
"Apicidin_H10"," 0.050572731","-0.038900026"," 0.0359040521","-0.05410608"," 0.2314391797"," 0.0398648490"," 0.2127511933"," 0.415370371","-0.012127554"," 0.015397077","-0.235135949","-0.0433390023","-0.015285951"," 0.150645252"," 0.380615400"," 0.0373807495"," 0.059671706"," 0.0404969519"," 0.212242815"," 0.191433370","-0.218157391"," 0.090051272"," 0.1562595748"," 0.183518252","-0.140623145"," 0.3566325947","-0.015198068"," 0.41621616","-0.118111188"," 0.1383114864"," 0.310404147","-0.15576070"," 0.1793598728"," 0.1845012387","-0.285106996","-0.089534244"," 0.008424697","-0.1981675448","-3.841074e-02","-0.037128265"," 0.093985980","-2.540514e-02","-0.332373808","-0.009002542"," 0.203445593"," 4.542642e-02","-0.28205582","-0.1207184423","-0.024515086"," 0.111765351"," 0.1429936978"," 0.426237327"," 0.021243498"," 0.031676583","-0.265172974","-0.0457604799","-0.100357986","-0.017949181"," 0.0409478639","-0.033175064"," 0.570294749","-0.085364384","-0.035432698","-0.056564499","-0.097896926"," 0.161880119","-0.133894916","-0.177403534"," 1.35097766"," 0.011270195","-0.1046635333","-0.4562105735"," 0.183088465"," 0.110033826","-1.080900e-01","-0.0142179182","-0.225301838"," 0.08694159"," 0.005048423"," 0.192416939"," 0.057370256"," 0.0498941053","-0.105489467"," 0.147942886","-0.009511559"," 0.003855741","-0.115283588"," 0.124558648","-0.1450472592","-0.033039882","-0.086238162"," 0.007813540"," 0.092779064"," 0.144046007","-0.0380673334","-0.0550401384","-0.084972845","-0.032098644"," 0.0084786393","-0.026846433",10,1,"Apicidin"
"Trichostatin_H1","-0.113532479"," 0.061456630"," 0.8131066103"," 0.30952096"," 0.1196125217","-0.5475977283","-0.9559988754"," 0.118976257"," 0.865147490","-0.261571778"," 0.267831414"," 0.4693055248","-0.790517252","-0.237501485"," 0.112106827"," 0.0371063821","-0.288973583","-0.0455695214"," 0.491858627","-0.695228708","-0.573250191"," 0.360978267"," 1.0688532706","-1.262049862"," 0.383325087"," 0.2202865822"," 0.450136760"," 0.02941299","-0.166945442"," 0.1158867124"," 1.259042783","-0.52252414","-0.4999851145"," 0.6043252884","-0.416770464","-0.356016492","-0.052457027","-0.0000849478"," 2.828524e-01","-0.152343119","-0.486700096","-1.517331e-01"," 0.869864019"," 1.072431022","-0.157063489","-1.148011e+00"," 0.09335618"," 0.3948900805"," 0.543850093"," 0.341063698"," 0.0820749127"," 0.381839680"," 0.525643048"," 0.391969873","-0.640476754","-0.6840301569","-0.330300740"," 2.340805233","-0.9769134455","-0.108062646"," 0.473590755","-1.073009960"," 0.298571687"," 0.454066666"," 0.908304599","-0.158379350"," 0.375168610"," 0.631451768","-1.47087182","-0.210933914"," 0.0022339841"," 0.7479627610"," 0.949277098","-1.676235367"," 1.136699e-01"," 0.4418826427","-0.203663901"," 0.71826027"," 0.254174287"," 0.197514786"," 0.699108028"," 0.0552648001","-1.244880386"," 0.323096289"," 0.305236434","-0.279065539","-1.022931795"," 0.538290624","-1.6451320663"," 0.428955334"," 0.295736592","-1.612094038","-0.116628978","-0.814841070"," 0.2075766534"," 0.4955563322"," 0.450766990","-0.704997599","-1.2874839322","-2.126949031",11,1,"Trichostatin"
"Trichostatin_H2"," 0.099077134"," 0.167781239"," 0.7689178886","-0.02132999","-0.3709153519","-0.1897416983","-0.5779913649"," 0.676020112"," 0.698739963","-0.611566292"," 1.030523550"," 1.0243514379","-0.276256551","-0.621181831"," 0.069238450","-0.6638780348"," 0.065360575","-0.2331888785"," 1.082836183","-0.627538425","-0.268818625"," 0.934568862"," 0.8309019558","-0.739966326","-0.187998259","-0.5500367302"," 0.559728626"," 0.74300668","-0.265563014","-1.1957062503"," 0.659746586","-0.51727144","-0.8170219693"," 0.7677983175"," 0.131435559"," 0.117143138"," 0.616489894","-0.1822807584"," 7.280272e-01","-0.640519370","-0.473172035","-5.573247e-01"," 1.061580489"," 0.069166299","-0.226162041","-1.535127e-01","-0.35900203"," 0.0576586587","-0.808440612"," 0.526275690","-0.2938361025"," 0.902558842"," 0.460773403"," 0.059111524","-0.275719195"," 0.8738835437","-0.548846916"," 2.134970095","-0.4867079261","-2.158272784"," 0.109453787","-0.745450484"," 0.278944485","-0.862155186"," 0.831827070","-0.198136259","-0.516192639"," 0.984914100","-1.19450970"," 0.196031156","-0.1378585146","-0.2385132864"," 0.718997043","-1.271546201","-3.359968e-01","-0.2059178775","-0.239512405"," 0.23367988"," 0.724694922"," 0.079852463"," 0.385073481"," 0.4855152817","-0.996236575"," 0.629706344","-0.006973877","-0.065911345","-0.581062427"," 0.341699081","-0.3197874513"," 0.248897658","-0.052416784","-0.433372438","-0.661674786","-1.442135477"," 0.0706463688","-0.1778295829","-0.082497773","-0.074320029","-0.1171191945","-1.948671103",11,1,"Trichostatin"
"Trichostatin_H4","-0.014667208"," 0.020013907"," 0.8350129829","-0.12384553","-0.5031203580","-0.6437869507","-0.8366097910"," 0.384174731"," 0.310684404"," 0.353434968"," 0.877521514"," 1.0254172432","-0.508206668","-0.449648696","-0.132128714","-0.7422640407","-0.387151547","-0.4574481386"," 0.631657120","-0.945762330"," 0.268485291"," 1.019903307"," 0.9764067963","-0.821919329","-0.331042859","-0.5150278992"," 0.318134576"," 0.88992957","-0.123550803","-1.2238244078"," 0.030596218","-0.31653171","-1.3266828549"," 0.9497754811"," 0.418104750","-0.016945039"," 0.200375690","-0.0965100922"," 5.582193e-01","-0.518928338","-0.503976114","-4.605196e-01"," 1.259675199"," 0.373002447","-0.355417821"," 4.710466e-03","-0.25677510","-0.0332291874"," 0.014654459"," 0.561572012","-0.0676475615"," 0.100762306"," 1.100084726"," 0.159017714","-0.720682145"," 0.1374897969"," 0.007877388"," 2.444694956","-0.5094563919","-1.645170464"," 0.108947943","-0.497571703"," 0.123100235","-0.849344322"," 1.225109665"," 0.049064310"," 0.020973213"," 0.701617623","-0.39655169"," 0.293330029"," 0.1454012646"," 0.0265844489","-0.039397854","-1.503134132","-5.153276e-01"," 0.4366828980","-0.067145066","-0.37609752"," 0.572206830","-0.335600427"," 0.330789552"," 0.3578040337","-1.003904711"," 0.026875852"," 0.295632380","-0.420671846","-0.637135463"," 0.437069391","-0.5968000745"," 0.228531145","-0.082841012","-0.833274069","-0.076000832","-1.402174035","-0.1117979870","-0.2886944240"," 0.536827773","-0.089866446","-0.2071688557","-3.757323031",11,1,"Trichostatin"
"Trichostatin_H6"," 0.034241838","-0.177940898"," 0.7007979449","-0.08534992","-0.5299229851","-0.4693779506","-0.6530211733"," 0.587833055"," 0.083367489","-0.303570404"," 0.348405110"," 0.4936356427","-0.423419007","-0.741608766"," 0.075299270","-0.4375938544"," 0.094708152","-0.2749166286"," 0.646753027"," 0.080309265"," 0.081685184"," 0.777790181"," 0.4003392122","-0.362284966","-0.460162714","-0.2205337400","-0.169249787"," 0.91778883"," 0.290270091","-1.3513260732","-0.116575884","-0.09751882","-1.3910294280"," 0.4995308121"," 0.365118795","-0.178185963"," 0.180610547"," 0.0372151960"," 8.263744e-01","-0.507165729","-0.468672663","-4.630471e-01"," 0.998518603","-0.142269681","-0.371619906"," 4.053854e-02","-0.26089721"," 0.3770091578","-0.812144177"," 0.481728376","-0.4704632438","-1.196104592"," 0.256246826"," 0.092754022","-0.333861146"," 0.5085987225"," 0.112281880"," 3.474329865","-0.5869148254","-1.179308410"," 0.110278056"," 0.080617541"," 0.091942557","-1.505657223"," 0.622365710"," 0.265760788","-0.038641719"," 0.703490254","-0.36634589","-0.314834403"," 0.1431951882","-0.2946623441"," 0.847047780","-0.882059787","-1.501579e-01"," 0.5615352547"," 0.022964084","-0.07685575"," 0.063862461","-0.165744864"," 0.576941952"," 0.3447272435","-0.553031684"," 0.366053336"," 0.664161507","-0.031639545","-0.361829295"," 0.201582979","-0.4170660391"," 0.055465852"," 0.200986539","-0.148557059"," 0.161785526","-1.472168072","-0.1829088611","-0.4852810858"," 0.749869988"," 0.106769297","-0.0203406274","-3.521117439",11,1,"Trichostatin"
"Trichostatin_H8","-0.049319287","-0.118276968","-0.0374452382","-0.60144497","-0.0663582039","-0.6106431230","-0.5474189572"," 0.903791864"," 0.462180548","-0.031587497"," 0.394523667"," 0.3124520012","-0.048915717"," 0.085951843"," 0.253519128"," 0.0607204604"," 0.132854474"," 0.2682621563"," 0.163395166","-0.222957894","-0.005124380","-0.031519838"," 0.8439756366","-0.130844080","-1.158834029","-0.4915322729"," 0.012706995"," 0.07805134"," 0.481153788","-0.6473104184","-0.093859396","-0.03127859","-0.2425494131","-0.0521631900"," 0.128861671","-1.001509005"," 0.018221999"," 0.1133653414"," 2.324994e+00","-0.255920074"," 0.186576295"," 2.330158e-01"," 0.854688883"," 0.149981017","-0.326269904","-1.731498e-01","-0.29248781"," 0.3101213081"," 0.048806143"," 0.199558188","-0.0899176926","-0.928175995"," 0.101335792"," 0.280212471","-1.283450294","-0.0104187119"," 0.142887311"," 6.231982891","-0.2938950703","-1.803965132"," 0.067551250"," 0.008544333"," 0.156708375","-0.189897971"," 0.004577169","-0.218697538","-0.279463884","-0.001188659"," 1.44706652","-0.185173722"," 0.0291894088"," 0.3442065961"," 0.290243963"," 0.024439764","-2.990982e-02"," 0.1029581264"," 0.071179507"," 0.10782081","-0.289162588","-0.140209929"," 0.701749222","-0.1833129435","-0.215923930"," 0.039254718"," 0.389844706","-0.336569545","-0.536277325"," 0.290436335","-0.1677597826"," 0.032763321","-0.540385959","-0.207615419"," 0.434429540","-0.283352255","-0.9413751471","-0.0507105473"," 0.222138969"," 0.245747693"," 0.9362952669","-2.203804091",11,1,"Trichostatin"
"Trichostatin_H10"," 0.639604862"," 0.441104320","-1.3737206061","-0.78056625"," 0.3830591297","-0.6394970104","-1.2779942313"," 0.879043449"," 1.895970326"," 0.866081624"," 0.385061904","-1.0054166573"," 0.422265972"," 0.438876276","-1.093504889"," 0.1697128483"," 0.036181696","-0.3863775652"," 0.479274932"," 0.189463774"," 0.627590130"," 0.388078205"," 1.4685472543"," 0.753224674","-1.618553716","-1.8787281572","-0.558533956"," 0.82944140"," 3.182363687","-1.4226014523"," 0.442584850"," 1.97743342"," 0.0222808615"," 0.2568078184"," 0.366010037","-1.516020475"," 0.304539073"," 0.4006575774"," 1.337264e+00"," 0.368397606"," 0.400876847"," 4.976987e-02"," 0.123962887"," 0.348395298"," 0.013282023","-2.319252e-01","-0.29028360","-1.5496973835"," 0.464307664"," 0.926256718"," 0.4765665260","-1.210684383"," 0.845527946"," 0.915811655","-0.252782985","-1.2260848635"," 0.721540113"," 1.388477276"," 0.2454423476","-1.912155018","-0.542619894"," 0.167697573","-0.454369929","-0.894160997"," 3.503032895"," 0.825891166","-0.415057026","-0.174843494","-0.09216687","-0.430579486"," 0.2163576643"," 0.3692034140"," 0.600373408"," 1.054381237","-3.679961e-01","-1.2729330890"," 0.908529987"," 0.68062499","-0.900257065","-1.034340064"," 1.069907297","-0.3640616424","-0.300819896"," 0.411313046"," 0.070473647"," 0.401446064","-0.034052569"," 0.438635461"," 0.5178020737"," 0.455250213","-2.044677227","-1.345140439"," 1.084514120"," 1.621934663","-0.8554798107","-0.6298908526","-0.332859263"," 0.591307917","-0.0472726094","-1.454961769",11,1,"Trichostatin"
"Quinine_H1","-0.347293773","-0.688691618","-0.0142800317","-0.23269274"," 0.0133844396"," 0.0433497997","-0.0451556575"," 0.186954272","-0.089348358"," 0.074024462","-0.077298279"," 0.2001824981"," 0.063694957","-0.153774253"," 0.144706174"," 0.1654300791"," 0.132901067","-0.0810305520","-0.226053632","-0.299469013"," 0.171332473","-0.137941798","-0.0410663028","-0.460746983"," 0.248161154","-0.1462260531"," 0.462261054"," 0.11751721","-0.318790005","-0.1948168770"," 0.191650529","-0.16715262","-0.1585148612","-0.0366470574"," 0.179587427"," 0.119772949"," 0.118478078"," 0.2906764987","-3.344623e-01","-0.183515144","-0.503658864","-1.984049e-01"," 0.023217979"," 0.016735566","-0.294420125","-1.287806e-01"," 0.22860332"," 0.2376289558","-0.319200691"," 0.033814241","-0.1594318478"," 0.072043432","-0.422727069"," 0.091617017","-0.060503623"," 0.0689115042","-0.628609277","-0.464199883","-0.4597919809"," 0.131315916","-0.246033400"," 0.112152164"," 0.328502772"," 0.039002035"," 0.103892405","-0.087165519"," 0.135714191"," 0.055531793","-0.26218120"," 0.144811698"," 0.2699512324"," 0.0551846159","-0.116668023","-0.314272858"," 5.037274e-01"," 0.0055817982"," 0.187411605","-0.49233648","-0.229905974"," 0.055391438"," 0.046845067"," 0.0831835025","-0.017609746","-0.356289718"," 0.024704196","-0.248706648"," 0.182916302"," 0.022094284"," 0.1730167040"," 0.251986231"," 0.139550958"," 0.158185662","-0.370335125","-0.341348788"," 0.1776520300"," 0.1453664973"," 0.101704073"," 0.072883411","-0.0390700987"," 0.851176184",12,9,"Quinine"
"Quinine_H2","-0.463497395","-1.213104322"," 0.0358945028"," 0.21817362","-0.0539925242"," 0.1476785306"," 0.2878068963","-0.337312985","-0.772437706","-0.192531554"," 0.091652765"," 0.0908464467","-0.524580122","-0.676209633"," 0.145378729"," 0.4984418951"," 0.301494129"," 0.0685060746","-0.525765977","-0.451731890"," 0.154710262","-0.015392012"," 0.3625734987","-0.668002755","-0.025087322","-0.1854820968"," 0.380006920"," 0.11530719","-0.450254721"," 0.2632131694"," 0.332378213","-0.36398183","-0.1131366047"," 0.1463490557"," 0.120857250"," 0.092545864","-0.024466015","-0.0492860307","-9.117568e-01","-0.405434493","-0.939724020","-6.683668e-01","-0.016019299"," 0.157045662","-0.097640088"," 3.247616e-01"," 0.33759786"," 0.4702672245","-0.944296396"," 0.381152960"," 0.0580235450"," 0.280768513"," 0.087278873"," 0.140141624"," 0.012914074","-0.0300827384","-1.038542869","-0.339952610","-0.4922120226"," 0.189865547","-0.221968313"," 0.222397007"," 0.406113918"," 0.416705442"," 0.151255109","-0.063984952"," 0.139254534","-0.393594708","-0.18484577"," 0.013432896"," 0.4909903689"," 0.2262959577"," 0.207078694","-0.422044542"," 4.734055e-01","-0.0022999747","-0.207655364","-1.44327117","-0.495116363"," 0.334000939"," 0.341865969","-0.2572850280"," 0.201445721","-0.638103709"," 0.330729455","-0.515773313"," 0.382402332"," 0.401171491","-0.1238073910","-0.369864573"," 0.425580066","-0.139376360","-0.984974696","-1.117792364"," 0.4601881928"," 0.3700306910"," 0.135575779","-0.089883918","-0.0518046363","-0.246454263",12,9,"Quinine"
"Quinine_H4","-0.293353325","-0.162857750","-0.2464290383","-0.26135688"," 0.0637329587","-0.0946405067","-0.0090667293"," 0.268261870"," 0.018684855"," 0.163210927"," 0.329346861"," 0.3148543988","-0.113915046","-0.607618772"," 0.024905652","-0.0238865384"," 0.026030107"," 0.0754758942","-0.243935750","-0.364853219"," 0.470184394","-0.002636156"," 0.2329877763","-0.543602757"," 0.232529741","-0.1087085189"," 0.441766486","-0.16096226","-0.413044462"," 0.0565135105"," 0.090823313","-0.46163379"," 0.1783720001","-0.0815126838","-0.003881334"," 0.641685558","-0.041581258"," 0.4276653858","-1.109241e-01","-0.337725088","-0.353762375","-1.923586e-01","-0.147260351"," 0.121076470","-0.179225245"," 8.035762e-02","-0.08219568"," 0.2468804041","-1.102285540"," 0.194433717"," 0.0217319413","-0.046038301","-0.179327558","-0.176564010","-0.268588157","-0.0353187069","-0.236638341"," 0.004390946","-0.0463129321"," 0.252323965","-0.415872245"," 0.151449245"," 0.424304810"," 0.291705653"," 0.232576353"," 0.099684003"," 0.479623471","-0.033019516","-0.33322735"," 0.299430057","-0.0337462852"," 0.3277792810"," 0.004525794","-0.415208128","-1.663728e-01"," 0.0925606420","-0.278072142","-0.81235758","-0.093111608"," 0.103482657","-0.189674441"," 0.0357057013"," 0.302821910","-0.772466399"," 0.066158287","-0.255100703"," 0.240923193"," 0.009001327","-0.1194649993","-0.206960459"," 0.009061397","-0.170295957","-1.002702519","-0.581200398"," 0.3080911631"," 0.3113707898","-0.213720298"," 0.332851130","-0.3493170144"," 0.414691359",12,9,"Quinine"
"Quinine_H6","-0.397897513","-0.575413517","-0.2154585216"," 0.11503011"," 0.0397741929"," 0.0077578447"," 0.1912034203"," 0.125620078","-0.360102419","-0.182104379","-0.065792853"," 0.1502189884","-0.556237337","-0.243181173"," 0.231439299"," 0.3754593005"," 0.566463637","-0.1287116932","-0.319326445","-0.188859237"," 0.168712305","-0.077838635"," 0.2868469055","-0.230806894"," 0.104950808","-0.1556156363"," 0.203186220","-0.29244820","-0.340101008"," 0.1276404601"," 0.369562073","-0.38502086","-0.1400109447"," 0.0214568727","-0.132068822"," 0.176245874","-0.032618297","-0.0396049958","-3.352182e-01","-0.225154785","-0.690022303","-1.460320e-01","-0.087603730"," 0.285259116"," 0.019990216"," 1.068286e-01","-0.09355346"," 0.2093874387","-0.285497898"," 0.197603148","-0.2249826619"," 0.134992776"," 0.074142424","-0.029904857","-0.063815205"," 0.0554896535","-0.289410252"," 0.364796459","-0.0965477658"," 0.170783641","-0.868162012"," 0.155514114"," 0.233075312"," 0.298709593"," 0.302571790"," 0.142404881"," 0.140601900","-0.329042317","-0.84684217","-0.048437604"," 0.0935947332","-0.0352220342"," 0.114373301","-0.135451942"," 1.060535e-01"," 0.1715058710","-0.325634581","-1.02498966","-0.017128628"," 0.316296093"," 0.015792453","-0.0289865081"," 0.232444938","-0.246963009"," 0.381031891","-0.338127778"," 0.098345292","-0.150013086"," 0.0332262553","-0.308910305","-0.002198746","-0.084752408","-0.567615747","-0.522228842"," 0.3421553869"," 0.1400217245"," 0.223382825"," 0.051915251","-0.2395936157"," 0.126657536",12,9,"Quinine"
"Quinine_H8","-0.197379372","-0.379311723","-0.3960764700","-0.60082857","-0.2021020717","-0.0176488758"," 0.1274346735"," 0.748198122","-0.323229003"," 0.048877552","-0.204590956","-0.1241925316","-0.253318218","-0.377714083"," 0.261020244","-0.1734352480"," 0.351086622","-0.2012086371","-0.119231282","-0.019386782","-0.093948154","-0.468798443"," 0.3166216806"," 0.270184902","-0.041616613"," 0.1592679278"," 0.535139140","-0.35751133"," 0.136022056"," 0.1969534374","-0.112195340"," 0.40867148","-0.2714822568","-0.1180424241"," 0.068369713","-0.024411996","-0.129608090"," 0.0438744307"," 3.914150e-01"," 0.120925997","-0.879346743","-1.566880e-04","-0.440127734","-0.123480533"," 0.294855200"," 2.801114e-01","-0.39459568","-0.0457443178","-1.341288308"," 0.398765786","-0.5477562008","-0.038955653","-0.203343559"," 0.185352888","-0.190552646","-0.0053686879","-0.018608163","-0.210742707"," 0.1131283209"," 0.001313984","-0.258857527"," 0.065361614"," 0.045640948"," 0.264365726"," 0.025841439"," 0.319660981","-0.054574436"," 0.126736329"," 0.35858027"," 0.029894502"," 0.1408005965","-0.5238694342"," 0.351258182"," 0.393068336","-2.036014e-01","-0.3189761133"," 0.160502779","-1.47273840","-0.294539495"," 0.308049084","-0.064730888"," 0.1655059004"," 0.132874499","-0.279423420"," 0.210441175","-0.158117759","-0.138942109"," 0.081419334"," 0.1686548651","-0.116441627","-0.242905374","-0.141658184"," 0.040889607"," 0.123881731"," 0.1192929874","-0.2643285967","-0.009517163"," 0.149789096","-0.1034323121","-0.336658172",12,9,"Quinine"
"Quinine_H10","-0.333951259","-0.579695151"," 0.2384894444","-0.28455360"," 0.1572476488"," 0.2233034342"," 0.0993033947","-0.240791060","-1.391107981"," 0.167944589"," 0.148167884","-0.0538995020","-0.499679485","-0.059107094"," 0.159265809"," 0.6526414563"," 0.188325231"," 0.4880707068"," 0.077646563","-0.247630942"," 0.435921981"," 0.215703717"," 0.6503275322","-0.284253477","-0.178539353"," 0.1486341892"," 0.086285802"," 0.42182832","-0.574201240"," 0.0336787949"," 0.535337356","-0.58541119"," 0.1061405269"," 0.2883292955"," 0.239066730"," 0.246834056","-0.153165575"," 0.1069449513","-2.787826e-01","-0.285137978","-0.204166589","-1.360837e-01","-0.006180873"," 0.291554660","-0.406335697"," 1.246210e-01","-0.26543910","-0.2542133561","-0.671861728"," 0.410467362"," 0.5409116054"," 1.031939255","-0.086285762"," 0.101895118","-0.304829317","-0.0007090302","-0.314478791"," 0.435877041"," 0.0606885938"," 0.044231465"," 0.101486749"," 0.110471796"," 0.170737106"," 0.577471325"," 0.249701858"," 0.134814614"," 0.124923803","-0.104377952","-0.47652607","-0.128207426"," 0.0412797417"," 0.5055593741"," 0.378810681","-0.520793884"," 5.344642e-01"," 0.4057463911","-0.637564694"," 0.06542312","-0.103302159"," 0.240658466","-0.157758178","-0.0749559919"," 0.684173565","-0.205791018"," 0.337159241","-0.659679750"," 0.389075079","-0.161779177","-0.6615852588","-0.751266739"," 0.235224059"," 0.216877820","-0.813588604","-0.867217800"," 0.4147470732"," 0.5519926341"," 0.153923116","-0.019406995"," 0.3015084179"," 0.677402947",12,9,"Quinine"
"Chloroquine_H1"," 0.288754930"," 0.619712631","-0.1697539857","-0.18322988","-0.0111172319"," 0.0150943209","-0.2550712231","-0.218176785"," 0.777687675","-0.270955990"," 0.161484085","-0.4806345117"," 0.732921611","-0.126431195","-0.757248398","-0.4701181062","-0.053361471","-0.3788603225"," 0.130462748","-0.564094880"," 0.598014243"," 0.187668054","-0.0685814421"," 0.734714411","-0.011314013","-0.5972850902"," 0.189446505","-0.84969202"," 0.654910047","-0.5410696226","-0.691516756"," 0.76720879"," 1.0388091543","-1.0398897461"," 0.703257165","-0.072557031"," 0.329879254"," 0.1348756798"," 6.308491e-02"," 0.546102757"," 0.351507412"," 7.127255e-01"," 0.291294203","-0.115998091","-0.416298229"," 7.803027e-02","-0.54947930","-0.4348475130"," 0.190127308","-0.304937713","-0.1449001387","-0.710381079","-0.163188806","-0.508837814"," 0.331566056"," 0.3529831985","-0.433426508"," 0.512891905"," 0.5756038762"," 0.572849803","-0.760683083"," 0.081202403","-0.324498625"," 0.049036600"," 0.244715985","-0.485316447"," 0.153928199"," 0.717647841","-0.65733375","-0.115211334"," 0.0781243631","-0.2294957971","-0.514428693"," 0.128217608"," 2.169104e-01"," 0.1545755256"," 0.282000916"," 1.00526409","-0.090496258","-0.295545822","-0.320320758"," 0.1611252069"," 0.099776835"," 0.273244895","-0.259774050"," 0.383292923"," 0.528437545","-0.254094643"," 0.7507756190"," 0.197286100","-0.323178648"," 0.612121767","-0.070365390"," 0.465975089"," 0.2544794712"," 0.4204489846","-0.287882818"," 0.103080279","-0.0997856176"," 0.123311305",13,10,"Chloroquine"
