"","MAL13P1.124","MAL13P1.135","MAL13P1.137","MAL13P1.179","MAL13P1.206","MAL13P1.256","MAL13P1.262","MAL13P1.293","MAL13P1.321","MAL13P1.322","MAL13P1.338","MAL13P1.40","MAL7P1.171","MAL7P1.18","MAL7P1.29","MAL7P1.65","MAL7P1.75","MAL7P1.94","MAL8P1.105","MAL8P1.108","MAL8P1.123","MAL8P1.132","MAL8P1.153","MAL8P1.91","MAL8P1.92","MAL8P1.96","PF07_0047","PF07_0074","PF07_0079","PF08_0018","PF08_0032","PF08_0069","PF10_0020","PF10_0084","PF10_0085","PF10_0111","PF10_0132","PF10_0136","PF10_0152","PF10_0163","PF10_0191","PF10_0243","PF10_0299","PF10_0307","PF10_0374","PF10_0380","PF11_0079","PF11_0087","PF11_0090","PF11_0162","PF11_0214","PF11_0252","PF11_0260","PF11_0290","PF11_0329","PF11_0348","PF11_0435","PF11_0438","PF11_0527","PF13_0023","PF13_0032","PF13_0042","PF13_0087","PF13_0090","PF13_0095","PF13_0135","PF13_0137","PF13_0170","PF13_0208","PF13_0219","PF13_0228","PF13_0350","PF14_0041","PF14_0071","PF14_0112","PF14_0138","PF14_0140","PF14_0214","PF14_0238","PF14_0249","PF14_0286","PF14_0327","PF14_0350","PF14_0360","PF14_0372","PF14_0384","PF14_0419","PF14_0455","PF14_0499","PF14_0540","PF14_0552","PF14_0562","PF14_0593","PF14_0606","PF14_0642","PF14_0713","PF14_0719","PF14_0730","PFA0180w","PFA0330w","PFA0430c","PFA0490w","PFB0175c","PFB0270w","PFB0295w","PFB0395w","PFB0590w","PFB0915w","PFB0920w","PFB0923c","PFC0090w","PFC0100c","PFC0230c","PFC0375c","PFC0400w","PFC0440c","PFC0760c","PFC0965w","PFC0980c","PFD0285c","PFD0470c","PFD0545w","PFD0785c","PFE0165w","PFE0205w","PFE0260w","PFE0430w","PFE0450w","PFE0585c","PFE0745w","PFE0815w","PFE1255w","PFE1280w","PFE1340w","PFE1390w","PFF0150c","PFF0200c","PFF0325c","PFF0490w","PFF0595c","PFF0610c","PFF0690c","PFF0715c","PFF0875w","PFF0965c","PFF1150w","PFF1155w","PFF1280w","PFF1390w","PFI0500w","PFI0710c","PFI0855w","PFI0905w","PFI0965w","PFI1185c","PFI1425w","PFL0580w","PFL0625c","PFL0685w","PFL0865w","PFL0885w","PFL0925w","PFL0980w","PFL1135c","PFL1270w","PFL1490w","PFL1680w","PFL1715w","PFL2055w","PFL2120w","PFL2200w","PFL2370c","PFL2485c","PFL2520w","D_class","Class","Compound"
"HDATP1"," 1.36344626"," 0.965241006"," 0.78284573"," 1.495065372"," 0.440237542"," 1.95930937","-1.352446828"," 0.39361046","-0.20046511","-2.3287327998"," 1.80697505"," 0.77713267"," 0.9324812863"," 1.571322871"," 0.170121632"," 2.36046679"," 0.459003673","-1.139248866"," 0.430756675"," 1.85432761","-2.12390243"," 1.67173725"," 1.505272978","-0.06517214"," 0.876412545"," 1.11653113"," 0.03245602","-0.89802670","-0.97763569"," 0.3577844296","-1.05087531","-0.463975118"," 0.3703940064","-0.292908610","-0.424903780","-2.00192286","-0.816223217","-1.13431069","-1.119255735"," 0.46911315"," 2.292002213","-2.059943709","-1.94560468"," 0.176251357"," 0.447582842"," 2.407765936","-0.41088964"," 0.38012916"," 0.8384327708","-1.311867927","-0.67416691","-2.71298200"," 0.140593454"," 0.668417764"," 1.09192878","-1.072654552","-1.135277644","-0.592255205"," 1.94607953"," 0.7121241366"," 0.639560872","-1.538112144"," 0.73028944"," 0.730591968","-1.259876909","-1.327192671"," 4.116664513"," 0.68519136","-1.777741807"," 0.978008959"," 2.58527982"," 0.370765589"," 2.798815018","-0.450554355"," 0.304759324","-0.1571872837","-1.075926520"," 1.452446019"," 0.51450608"," 2.397573540"," 7.258547e-01","-1.136260e+00"," 0.19790589"," 1.967726616"," 1.6595197999"," 1.19527475"," 0.37729601","-2.67574264","-1.644740455","-2.97463170","-0.936424066","-0.954801613","-0.9892035983"," 0.1171948464","-1.85487728"," 1.28408237","-0.83420451","-0.338661639"," 0.459394756","-0.20230430"," 0.765155618"," 3.098223209","-1.38607445","-1.6747306412"," 1.1920316372"," 1.368231149","-1.01668378"," 2.712162691"," 1.26807936"," 1.79897391"," 1.7271990418"," 1.062424114","-0.609990982","-2.842949215"," 0.825548153","-2.726250858","-0.634922063"," 0.669963560","-1.72178791"," 1.34717415","-0.414147690"," 3.867521929","-1.38464806"," 2.00896897"," 1.177707614","-1.77283215","-0.901371297","-0.91018279","-0.83396958","-1.746434342"," 1.179827728","-1.999104220","-1.97251279","-0.697524941"," 0.973011620","-0.70716293"," 0.50871039"," 1.57524205"," 1.291522017"," 0.150698810"," 0.838165579"," 0.2014126161","-2.707565873"," 1.13798510","-0.927692602"," 1.09237686","-1.483641512","-0.86100611"," 1.52517471","-1.751339351"," 2.1471479597","-0.5312309296"," 2.81598057","-0.410660000","-2.839883062","-0.289362808","-0.9797703572"," 0.56331489","-0.89303532"," 1.668179362"," 1.58174726"," 2.509362322"," 1.405630369","-1.611578134","-1.326799423"," 0.134966943","-0.836049120"," 0.553605374","-0.68331539"," 1.467613657"," 3.300153327"," 1.15415560","-0.63532726","-0.4435880198",1,1,"HDA"
"HDATP1.1"," 0.79722430"," 0.991562490"," 0.41708172"," 0.411931143","-1.189659405","-0.46931983","-1.114478463"," 0.77555830","-0.16868173","-0.4112107421","-0.32944124"," 0.48062185"," 0.4309735090","-0.119383003","-2.775602074"," 0.16804731"," 0.301280912","-1.342197625"," 0.909423534","-1.27242696"," 0.27165366","-0.24985997"," 0.690553179"," 0.29702015"," 0.370659522","-0.64447448","-2.33244457","-0.29653821","-0.81363419"," 0.5729206944","-1.44680250"," 0.191108420"," 0.2723540659"," 0.416747651","-0.023452497","-0.82252968"," 0.256506202","-0.21935393"," 0.303335813"," 0.35785893"," 0.763374089"," 0.162178534","-0.76097350","-0.650599965","-0.392545235","-0.289998587"," 0.83180859"," 0.18141240"," 0.6386973530","-1.332126254","-1.36838127"," 0.06993626","-0.035942126"," 0.489911486"," 0.19540115"," 0.777709816"," 0.436407448"," 1.218272707"," 1.10055686","-0.6345327005"," 1.072475404","-0.895102668","-0.35759790"," 0.249781329","-0.091738359","-1.444196136","-0.707704149"," 0.92078509"," 0.627975048"," 0.583700992"," 0.11982614","-0.442613706"," 1.118674412","-0.677321903"," 0.916397283","-0.3608587303"," 0.643869428","-1.297276881","-1.56055446","-0.916919568","-1.750215e-01"," 1.278274e+00"," 0.07569580"," 1.178204589"," 0.7946995680","-1.00635635"," 0.09934328","-0.33515591"," 0.484718626"," 0.27161416"," 0.857609375","-1.589911930","-0.3100585110","-0.6058426681","-1.08836421"," 0.64174610","-0.83193602","-1.093991863"," 0.483765969"," 0.39923696"," 0.389970183"," 1.036170037","-1.37687047"," 0.2526378116"," 1.4565143291"," 1.176932700"," 0.38867512"," 0.329260954"," 0.28135981"," 0.62260953"," 1.1523606169","-1.613898631"," 0.542002737","-0.260133913","-0.160659155","-0.683504184"," 0.040239651","-0.158352546","-1.01922034"," 0.03791513","-0.105611332","-0.052548603"," 0.22259404"," 1.80198055"," 0.680363831"," 0.12182663","-0.150025994","-0.32011071"," 0.02573657","-0.299079099","-0.735325617","-0.237109181","-0.50934913","-0.160575530"," 0.327763649","-0.63498564","-0.06763247"," 1.03589340"," 0.186042888"," 0.057952328"," 0.009059239","-0.6876527086","-0.216011540"," 1.49306204","-0.061572632","-1.10455107","-1.954215119","-1.66148947","-0.29484158"," 0.770043711","-1.1653510969"," 0.0889851928"," 0.30112319","-0.589711833","-0.419806873"," 0.811400904"," 0.2868691502"," 1.33086324","-0.87906113"," 0.540474895"," 0.81578781"," 0.200481270"," 0.925808987","-0.501994459","-0.450374972","-1.654870243","-0.868135587","-1.360397085","-0.28501481"," 0.712077473"," 0.391981037","-0.91797311","-1.12702545","-0.7821191214",1,1,"HDA"
"HDATP2","-0.06195675","-0.044844741"," 0.69255365"," 2.674577370","-0.013194169"," 1.00733587","-0.657143762"," 1.92147153","-0.08571828","-1.3500700527"," 0.25262591"," 1.43741277"," 0.8311799080"," 0.851768072","-0.914090349"," 1.43805854"," 0.971631408","-1.261751665"," 0.725096381","-0.41665280","-1.38687898"," 1.57403346"," 1.218301066"," 0.39560084"," 1.934497357"," 0.08565817","-1.44549337","-1.41128827","-0.75399680"," 0.3601077502","-0.82781666"," 1.262570824"," 0.7737212453"," 0.564619059"," 0.228263008","-1.15777343"," 0.288201408","-2.03074367","-1.805297157"," 0.57666802"," 1.017615484","-1.770736508","-2.04666615","-1.314492687"," 0.410647126"," 2.209200502","-0.10320816"," 0.26961094"," 1.1097640998","-0.712429557","-2.03764925","-3.41240508","-0.205348609"," 1.097277791"," 1.69692682"," 0.863162946","-1.587198222"," 0.534680196"," 2.62476763"," 0.6863350127"," 0.582512419","-2.507784468"," 0.99904966"," 0.067485849","-0.063880388","-2.655813362"," 2.999823226"," 0.04627310","-0.821248963"," 1.522148162"," 1.16545202"," 0.975995088"," 1.854653227"," 0.156766008"," 0.666998045","-0.8380713015"," 0.618242138"," 1.745953643","-0.56042231"," 1.637211600","-1.704555e-01","-9.881404e-01"," 1.37928407"," 2.293373524"," 0.4277540430"," 0.51637712"," 0.14973012","-0.49851368","-0.628633136","-0.81602619","-2.008034914"," 0.041984778","-0.6875764806"," 0.7265606285","-1.79358222"," 0.86281245","-0.35637154","-0.131713126","-0.544787963","-1.08342298","-0.794663725"," 2.351602975","-1.19900106"," 0.0006118754"," 1.6091903630"," 1.158772648","-0.56695378"," 2.411976148"," 1.56096262"," 1.37046853"," 0.8972592932","-0.315436349","-1.719537147","-3.487235669"," 0.405810900","-3.439392719","-1.180476096"," 0.599435337","-2.43062968"," 1.53858323","-0.433380727"," 2.418482193","-1.66255276"," 1.85186491"," 0.552212920","-0.83687685","-0.291442957","-0.60977212"," 0.72796824","-2.475993733"," 0.609916100","-1.993444824","-1.53375825","-0.439714709"," 0.246936238","-1.08977394"," 0.43775244"," 0.73716215"," 0.512581562","-0.249472368","-0.063561494"," 0.7643679602","-1.013084077"," 1.08748595","-1.516388707"," 0.24974879"," 0.765907332","-0.21327455"," 1.39071241","-1.442643805"," 1.4123504620","-1.4182640967"," 1.02236097"," 0.227438702","-2.866923267","-0.531586969","-0.4629906420"," 0.52721955","-0.71800751"," 1.445023716"," 0.85206778"," 2.181353507"," 0.691514297","-1.147352124","-0.298561024","-1.644015810","-1.139599142","-0.510201501","-0.44105434"," 1.836141525"," 1.401038256"," 0.68525217","-0.47504133","-0.0661286169",1,1,"HDA"
"HDATP2.2"," 0.28072926"," 0.616679683"," 0.34733689","-0.210901043","-0.959450488","-0.35822762","-0.166816930","-0.07954463","-0.04028949"," 0.0356595710","-0.72732078","-0.55141312"," 0.3168085947","-0.396142934","-0.306121891","-0.14798504"," 0.012688633","-1.011050893"," 0.335681023","-1.43209475"," 0.71484938","-0.57074446"," 0.210594465"," 0.10886374","-0.172814606","-0.71826008","-0.68915701"," 0.34195906","-0.89672629"," 0.8200228084","-0.63847821","-0.047970447","-0.2790529059"," 0.415984361","-0.441964595","-1.12518600","-0.060425494","-0.35638126"," 0.702808762"," 0.06156828"," 0.503683492"," 0.661010387","-0.30190168","-0.246434878","-0.987929194","-0.713286400"," 0.21506052","-0.02436797"," 0.6424046734","-1.415260635","-1.20088234"," 1.06399821"," 0.005060858","-0.042743413","-0.17496362","-0.342185521"," 0.426831658"," 0.361011971"," 0.39692777","-0.6855680076"," 0.977209881"," 0.081634811","-0.52412423"," 0.168605393"," 0.095273925","-0.304350808","-0.160065173"," 0.71975371","-0.835672728"," 0.078255407"," 0.02165674","-0.085720512"," 0.311835846","-1.085522129"," 0.683440219","-0.1614436916","-0.157799406","-2.150305059","-0.74682427","-0.899831822"," 3.471059e-01"," 1.232312e+00","-0.90170258"," 0.496576476"," 0.5445808260","-0.01426174"," 0.63081427","-0.80991816"," 0.417890879"," 0.18880933"," 1.368436947","-1.655580113","-0.0399939170","-0.3775861647","-0.43255981","-0.09575940","-1.15602955","-0.984075553"," 0.612325823"," 0.89810666"," 0.137052914"," 0.050116349","-0.90651112"," 0.3967272813"," 1.0575952571"," 1.174241165"," 0.70692920"," 0.190524444"," 0.14297058"," 0.11260132"," 0.8477249356"," 0.485510989"," 1.027972877"," 0.314048479","-0.455306588"," 0.666047545"," 0.305168440","-0.437508576"," 0.17095144","-0.65842021"," 0.138630186","-0.406642630"," 0.61559308"," 1.44054065"," 0.793455503"," 0.44788870"," 0.130514016"," 0.26848582","-0.24246581","-0.450400040","-1.332447107"," 0.471291853","-0.50905361","-0.201579651"," 0.265218028","-0.13997362","-0.05041920"," 1.05264346"," 0.282154404","-0.031560956"," 0.227992935","-0.8828394793","-0.653745626"," 1.24367420"," 0.043732386","-0.82262816","-1.362269855","-0.64098511","-0.63714759"," 0.703472164","-1.0341556335","-0.4480879138"," 0.01625612","-0.474953866"," 0.261176093"," 0.933544613"," 0.3979774424"," 0.97483738"," 0.03218944","-0.498395669"," 0.49601587","-0.457880292"," 0.949528665","-0.354689597","-1.253368197","-0.931250705","-0.446847516"," 0.937272691","-0.61265454"," 0.972983131"," 0.052686239","-0.18680768","-0.15389173","-0.9651222275",1,1,"HDA"
"HDATP3"," 0.27188823"," 1.626303488","-0.18211403"," 0.486898154","-0.552472979","-0.09960845","-0.686353725","-0.25047471"," 0.53874383"," 0.9265327426","-0.03806293"," 0.12665366","-0.0935019017","-0.266981230"," 0.641447779"," 1.02030742"," 0.305071696","-0.781033340"," 1.230685776","-0.57853084"," 0.72019907"," 0.60888885"," 0.088842892"," 0.50565959","-0.706448379","-0.17151099","-1.00533170","-0.18656331","-0.95715599"," 0.0286242014","-0.31758986"," 0.506118664","-0.0351731830"," 0.442808923","-0.764872945","-0.99801403","-0.065462776","-1.26143622"," 0.592628437"," 0.25282234","-0.918366913","-0.201042773","-0.60696834","-0.327044489"," 0.354844538","-1.384334469"," 0.46034121","-0.01191719"," 0.7521214509","-0.852401131"," 0.19696851","-0.33778246","-0.973490941"," 0.935019140"," 0.26204772","-0.698202317","-0.212020529"," 0.080387281"," 1.34676642","-0.2492256946"," 0.460033482","-0.273626844","-0.42128764"," 0.800686378"," 0.737195090","-1.073859328"," 0.906047831"," 1.63251246","-0.071749277"," 0.231768683"," 1.09829658","-0.988884301"," 0.518998949","-0.198735712"," 0.186238162","-0.2326476971"," 0.195356688","-0.333178509","-0.38531007","-0.530568762"," 2.424110e-01","-7.933818e-01","-0.75990221"," 1.461304465"," 0.6648145537","-0.52741745"," 1.20704375","-0.86062422","-0.792715747"," 0.34469178","-0.238281810","-0.617495978"," 0.4172313626"," 0.3328992946","-0.44536986","-0.41662587","-1.29226653","-0.975804921","-0.324335904"," 0.43263453","-0.512068227"," 0.896018676","-2.03354988","-0.1214655877"," 1.6841424009"," 0.652581846"," 0.22538654"," 0.792605550","-0.44294774","-0.01185927"," 1.0606815742"," 0.410438124"," 0.051416975","-0.137317061","-0.703876035","-0.338173890"," 0.075373049","-0.261549637","-0.72654078","-0.28421421"," 0.050452625"," 0.307846065","-0.42652449"," 1.48099932"," 0.899862922"," 0.58117977","-1.368505928","-0.17301700"," 0.12229114"," 0.433252171","-0.547813918","-0.253366258","-0.28502713"," 0.004093063","-0.387739266"," 0.70019613","-0.54321259","-0.20875271","-0.069030860","-0.166676393","-0.366924366","-0.0891576263","-0.650259322"," 1.02560544","-0.388166198","-0.45266404","-0.876416283"," 0.46965500","-0.34563760"," 0.457546540"," 0.6076154584"," 0.4162098693"," 0.82414320","-0.219391430","-0.284681910"," 0.545372515"," 0.4685658656","-1.63830248"," 0.05556375"," 0.192979056"," 1.19748856"," 0.162762059"," 1.161421163","-0.870953201","-0.537694818"," 0.368527276","-0.125278173","-0.515054749","-0.48219091"," 1.160006951","-0.112742071"," 0.96198905"," 0.50522242"," 0.5370676601",1,1,"HDA"
"HDATP3.3","-0.44010885"," 0.208959885","-0.07141430"," 0.156555445","-0.545001496","-1.28431345","-0.622875568","-0.06007117"," 0.53603824","-0.4994521681","-0.13666120"," 0.07528036"," 0.1313011669","-0.835020833","-0.332265907","-0.36523550","-0.141287354","-0.954036460"," 0.938491328","-1.51177952"," 0.79887640","-0.65753234"," 0.027886649"," 0.41424467"," 0.404442606"," 0.29786826","-0.71217905"," 0.28374057","-1.15307906"," 0.0499722929","-0.35313772","-0.287524061"," 0.2322725375"," 0.749078316","-0.393009721","-0.78529765","-0.270677517","-0.97785672"," 0.796847639"," 0.13553448","-0.079075044"," 0.250469172","-0.96146125","-0.342542837"," 0.256875190","-0.660669258"," 0.67831850"," 0.08838218"," 0.0285623489","-0.990461862","-0.61215354"," 0.22594452","-0.245615789"," 0.005168955"," 0.37618040"," 0.476057822"," 0.216220801"," 0.543296012"," 0.80141706"," 0.0098606943"," 0.673667624","-0.699712675","-0.24149496","-0.167636249"," 0.169078380","-0.407384725"," 0.149607276","-0.07516265"," 0.401305362"," 0.401255651"," 0.66306154"," 0.103703399"," 1.220072665","-0.470665865"," 0.285871776","-0.7640983345","-0.336084796","-0.399420373","-0.40752080","-1.039431471"," 6.872737e-02"," 6.447110e-01"," 0.44388428"," 0.792214130"," 0.4531975282","-1.77270480"," 0.39079351","-0.86740582"," 0.403311744"," 0.01768262"," 0.142445695","-1.268059561"," 0.0249338905","-0.7980255467","-0.41327521"," 0.19813237","-1.29436272","-1.435453173"," 0.245545419"," 0.71860200","-0.317851459","-0.301195197","-1.60083605"," 0.6759417106"," 0.7645029673","-0.157232990"," 0.19273218","-0.094348139","-0.30500471"," 0.03081969"," 1.3746932803"," 0.671371034"," 1.047709633"," 0.099611263","-0.615434374","-0.008117575","-0.693236942","-0.428630520","-0.65646361","-0.01781931"," 0.276160996","-0.456804773"," 0.26680493"," 1.23865264"," 0.797626315"," 0.23790246","-1.090137351","-0.53158325"," 0.62553181","-0.348658388","-0.727897628","-0.834804691","-0.40091633","-0.325409212"," 0.119320223","-0.15587020","-0.29474246"," 0.48349681","-0.218953535","-0.039984592","-0.176756269","-1.0599471062","-0.784890178"," 0.74094704"," 0.534883072","-0.47917995","-0.498837238","-1.33352883","-0.07611635"," 0.942249774","-0.2056601477"," 0.8683784955"," 0.71653762","-0.597621921","-0.201275660"," 1.460110235"," 0.3862784019"," 0.87598313","-0.35026971"," 0.108390986"," 0.42409254","-0.531730043"," 1.036121325","-0.755789318","-0.935348799","-0.042850691","-0.308017798","-0.031196996","-0.40984075"," 0.959592323"," 1.283474247"," 0.01668927","-0.05808006","-0.7706588797",1,1,"HDA"
"ACTTP1"," 0.50800192"," 0.513976123"," 0.04264706"," 0.137567452","-0.041521182"," 0.28424820"," 0.960806992","-0.74395458"," 0.53512188","-0.7747955264","-1.90521755"," 1.13507084"," 0.1860018226","-0.204454677"," 1.158962546","-1.73997290","-1.098298123","-0.567411100"," 0.848388887","-0.79768248"," 0.14516188","-1.34438685"," 0.575484155","-0.01629659"," 0.119476823","-2.77028649","-0.45677414","-0.25464885"," 0.40348334","-0.8353991213","-3.37130284","-1.323955450"," 0.5524823307"," 0.451962317","-0.180316495","-0.78935793","-0.496411611"," 1.93733300","-0.362346258","-0.27913858"," 0.876106985"," 0.586951602"," 3.11773240"," 1.085147859"," 0.194213995"," 0.269203282"," 0.55768084"," 0.85438446"," 0.6302474717","-0.431191069","-0.09432838"," 0.31388786"," 0.756360442","-0.612560052"," 1.29585183","-0.604588917"," 0.216924576","-1.680662088","-2.15586518"," 0.8700697745","-0.933733735","-0.533460406"," 1.03747294"," 0.194387484"," 0.484021953"," 0.565849163","-1.948072850"," 0.17832285","-0.489921170"," 0.587433192","-0.59042610"," 1.435196497"," 0.995234845"," 1.886713086"," 0.226846021"," 0.9509304354"," 0.098833841","-0.089648121"," 0.71180925","-0.300793510"," 4.781350e-01","-7.171139e-01","-1.47775611"," 0.438804433"," 1.2485668097","-0.11695447"," 0.17549950","-0.10020841"," 0.040356377"," 1.01492323"," 0.171896241","-0.855217669","-1.2820784864"," 1.4937303976","-0.76763289","-0.03192166"," 0.56170611","-0.780886554","-0.910906984"," 0.01649023"," 0.251944746"," 0.337117993"," 0.42575120"," 2.3179623246","-0.0962131175"," 2.433535643"," 0.54902044","-0.100123119","-0.05564707"," 0.53513898","-0.3329523734"," 1.481278428"," 1.216507135","-0.336359184","-0.048616310"," 0.083906097","-2.721745165","-0.649598798","-0.24733548","-0.31786972"," 0.110685944","-0.150293438","-0.92977427"," 0.45070318"," 0.196352030","-0.36938259","-0.129689142"," 0.10974982"," 0.00128937"," 0.428191114","-0.679390932"," 0.382158863"," 1.22969253","-0.721481596","-0.182558254"," 1.11136195","-0.29574675","-0.59063222","-0.106625058"," 0.439904513"," 0.942881433"," 0.3297988263","-0.554420132","-0.49751518"," 0.934673442"," 2.09569316","-0.121265070"," 0.68880668","-1.26824689"," 0.073986639","-0.0092901527"," 1.1108271735"," 1.06617199","-1.065540490","-0.095347988"," 0.355173591"," 0.0842882941","-0.71967144"," 0.94502697"," 0.957640188"," 0.35786676","-0.079173523"," 0.987772912"," 0.023844419","-0.412941379","-0.025119055"," 0.005075174","-0.919650814","-0.24178950"," 0.777575878"," 0.194924335"," 1.09938657","-0.57484151"," 0.6422036855",2,2,"ACTd"
"ACTTP2","-2.14813697","-1.135366637"," 1.05945480"," 1.240916988","-1.222013264"," 0.38071799"," 1.327803196"," 1.26006091","-0.51950210","-0.4186043246"," 0.25626352","-0.08727742"," 0.5929942065"," 0.083594432"," 0.008277452","-1.51258688"," 1.398690493"," 0.172636635","-2.153536285","-1.11214313"," 0.77996616","-0.25746551"," 0.005599056","-2.01274153"," 1.283477845"," 1.10617257"," 2.64717763"," 0.82696653"," 0.11800411"," 1.0115211437","-2.25988549","-0.977118422","-0.7635148348","-0.182579254"," 0.142777620","-0.89925376","-0.498884042"," 0.93334350"," 1.172981301"," 0.70866009"," 1.440548048"," 0.733816899","-0.49822722"," 2.472108647"," 0.197413899"," 2.354036962","-0.30984866","-0.39915578"," 1.0721770773"," 1.663075351"," 0.44061650"," 0.16390362"," 1.256519313","-0.427975349"," 1.33704275"," 1.418644793","-0.037533851","-0.127144285","-0.62362947","-0.0622442794"," 0.178242102","-0.794008519"," 0.38763110"," 1.458766455","-0.096986572","-0.357545861"," 0.615225559","-0.28805449"," 0.818435714","-0.290691569"," 1.50653710"," 1.231515639","-0.264884258"," 2.443979679"," 0.873746103"," 3.2293851568"," 0.063535408","-1.766066234"," 0.05343015"," 1.025619259"," 5.257820e-01"," 1.813848e+00","-0.17901259","-0.835592025","-0.5541627507","-0.34210350"," 0.61945014","-0.42323141","-0.786567644","-1.65539803"," 0.618356925"," 0.296873458","-1.1872992353","-0.0171003683"," 0.10125457","-1.30118701"," 0.58011401"," 0.377480614"," 0.449250458","-1.44009986"," 0.027151040","-1.314884106"," 1.01547967","-0.3854612327","-0.4418896547","-0.654674790"," 0.59612798","-0.322898838","-0.05033781"," 0.55201861","-0.7752737248","-0.066191462","-0.616864946"," 0.584989485"," 1.692543814","-0.077343529","-1.648360630","-0.247388958"," 1.14727965","-0.33113570"," 0.801328210"," 0.833212934"," 1.64522404"," 0.29782136"," 1.343118089"," 0.72055379"," 1.753674434"," 0.44779740","-1.79213647"," 0.748741957"," 0.078623461"," 0.010440835"," 0.04035873","-0.030968928"," 1.824111550"," 1.50762884"," 0.24507687","-0.33450444"," 0.279459975","-0.346925687","-1.161171018","-1.3321408830"," 1.087416814","-0.15306616","-0.037914709"," 0.32054259","-0.860562770"," 0.21862428"," 0.50098458"," 0.518925595","-1.7070930223","-0.1099195016"," 0.33123849"," 0.613081373"," 0.306808334","-0.346469695","-0.1221249413","-0.67792957","-0.01687494"," 2.511363392"," 0.04175085","-1.041575681"," 0.806366743","-0.785511318","-0.505835391","-0.371310249","-0.190311761"," 1.507446294","-0.34896498"," 0.585343790","-0.747278850"," 0.09920931"," 0.56054769"," 0.1961279701",2,2,"ACTd"
"ACTTP3","-1.81925049","-1.851879676"," 0.93378798"," 0.055794983","-0.958677563","-0.57328700"," 2.221263487"," 0.37657177"," 0.92771388","-0.0266116351","-0.62787561"," 1.05709023"," 1.7386319477","-0.311052554","-0.113907071","-1.19729032"," 0.120321251","-0.428006522","-0.544241158","-0.98172391","-0.35391844","-0.29895732"," 0.263081372","-0.29375072"," 0.487057678"," 0.68593893"," 0.40072775"," 0.17746879","-1.44363941","-0.3109521629","-1.71329761","-0.251747206"," 0.2655742880","-0.171229934"," 0.545374738","-0.75884398"," 0.059176047"," 0.85789790","-0.129166995"," 0.12882747"," 3.446141141","-0.021910191"," 2.61193017"," 1.667503410","-0.032577283"," 1.039852465","-0.21299905"," 1.19762683"," 1.3089710180","-0.016365344","-0.18209328","-0.31490241","-0.631270434","-1.369876416"," 0.72464334","-0.468015311"," 1.631998881","-2.159492186","-1.36427069","-0.6447832894"," 1.101393897","-0.464643790"," 0.61703653"," 0.098494078"," 0.227142612","-0.522021264","-0.386857362","-0.18381860"," 0.262409581"," 0.999426095","-1.91327756"," 1.750835786"," 0.799938623","-0.592270920"," 0.712047676","-0.1123707298","-0.799192434","-0.061258997"," 0.15796432"," 0.105399720"," 1.191654e+00"," 3.863664e-01"," 0.12989901","-0.243055318"," 2.2748843031"," 2.08730259"," 0.27369460"," 0.22020934"," 3.050228449","-1.21955802","-0.404526260","-1.577777912","-1.7970372171"," 1.0615321014"," 0.09330962","-0.71343726"," 0.68175069"," 1.982245499"," 0.960311157"," 0.48520437"," 0.890160394","-0.092571243"," 0.63482735"," 1.4893452128"," 0.8573414248","-1.366983788","-0.53169481"," 0.227363516","-0.47483341"," 0.86517210"," 0.5091667410"," 0.699529013"," 0.317329580"," 0.526352820","-0.244989093","-0.660213366","-0.441212540","-0.105232649"," 0.10252029"," 1.56497061","-0.254103148"," 2.170257325"," 1.77786656"," 0.16380249"," 0.600457538"," 0.30740434"," 0.778315064"," 0.80508452","-0.72032038"," 0.057041508","-0.404741856"," 1.760880772","-0.42442724","-1.123988197"," 0.003515625"," 1.41500826","-0.41643075"," 1.52651781","-0.113237054"," 0.079594151","-0.109225675","-1.0597062068","-1.889657959","-0.21307661"," 0.255797186"," 0.10731624","-0.426673121","-0.06252171"," 0.59085337"," 0.929766707","-0.0291554713"," 0.9213335908"," 0.30155593"," 0.640420330"," 1.022041510"," 0.137334130","-0.3258471239","-0.07934592","-0.63239762"," 1.678159673","-1.02405796","-0.588581352","-0.144359019","-0.479134542","-0.705722612","-0.611409326"," 0.611106378"," 0.005886059","-1.94152013","-0.090886485"," 0.343201649"," 1.18748220","-0.61759311","-0.5899836693",2,2,"ACTd"
