"","PF11_0527","PF13_0042","PFI0965w","PFA0180w","PF14_0214","PF14_0562","PFL1135c","PFI1425w","PF10_0380","PFE0745w","PFB0915w","MAL13P1.321","PF11_0214","PF08_0032","PF14_0384","MAL8P1.108","PF14_0138","PF13_0135","PFC0230c","PF14_0540","PFL2370c","MAL8P1.96","MAL13P1.262","PF14_0419","PFE0205w","PFF1155w","PF14_0719","PFC0760c","PF11_0162","PFE0815w","PFL2200w","PF07_0074","PF10_0132","MAL13P1.124","PFA0490w","PFF0965c","MAL7P1.29","MAL13P1.293","PF14_0552","PF08_0018","MAL8P1.92","PFE1390w","MAL8P1.132","MAL8P1.91","MAL13P1.322","PFC0965w","PF14_0327","PFL2485c","PFI1185c","PFC0375c","PF14_0249","PF11_0090","PF14_0642","MAL13P1.135","PF11_0079","PFE1340w","MAL8P1.105","PFI0500w","PFC0980c","PF13_0350","PFE0585c","PF13_0208","PFD0785c","PF13_0137","PF13_0170","PF11_0348","MAL13P1.179","PFA0430c","PFL1715w","PFF1150w","PFE1255w","PF10_0299","MAL8P1.123","PF13_0228","PFB0295w","PF14_0455","PFL0925w","PFA0330w","PFL2120w","PFF0715c","MAL13P1.40","PFL1490w","PFB0270w","PF08_0069","PFF1280w","PFL0885w","PF14_0360","PF10_0243","PFF0150c","PF14_0071","PFC0100c","PF14_0350","PFB0395w","PFI0855w","PFL1680w","PFF1390w","PF11_0329","PF14_0140","PFF0325c","PF10_0136","MAL7P1.94","PF14_0593","PFC0440c","PFL0980w","PFL0865w","PF11_0252","PFE0430w","PF10_0191","PF13_0023","PF11_0435","PF14_0713","PF14_0372","PF07_0047","PF10_0152","PFI0710c","PF07_0079","PF10_0085","PFL0625c","PFL1270w","PF13_0087","MAL7P1.171","PFB0923c","PF11_0290","PFC0400w","PF10_0307","PFE0450w","PF11_0438","PF11_0087","PFL0580w","PFB0920w","PF14_0499","PF14_0112","PF10_0111","PFL2055w","PF14_0238","PFF0490w","PF10_0020","PFD0470c","MAL13P1.256","PF11_0260","PFL0685w","PFD0285c","PF13_0095","PFE0260w","PF14_0286","PF14_0730","PFD0545w","PFC0090w","PF10_0163","MAL13P1.206","PFB0590w","PFL2520w","PF10_0084","PF13_0219","MAL13P1.338","MAL7P1.75","PFB0175c","PFE1280w","PFI0905w","PF14_0041","PF13_0032","PFF0690c","PFE0165w","MAL8P1.153","PF14_0606","PFF0610c","MAL7P1.18","PFF0875w","PF10_0374","PFF0595c","PFF0200c","MAL13P1.137","MAL7P1.65","PF13_0090","D_class","Class","Compound"
"HDATP1"," 0.79786161","-0.6758693233","-0.203040719"," 0.272158577"," 0.5774690671","-0.37932014","-0.584922314","-0.208201919"," 1.4315410712","-0.7088163608"," 1.619248784","-0.0935657556","-0.203295425","-0.3915275306"," 0.637680823"," 1.018609605","-0.252946897","-0.4743651150","-0.2297765123","-8.879156e-01"," 0.376975797"," 0.32641859","-0.3671411713"," 0.157293590"," 0.453632375","-0.575146784","-0.3580350006","-0.005928679","-0.516830830"," 0.674259154"," 1.30768437","-0.389071015","-0.1952969303"," 0.433662985"," 1.1162696161","-0.478279948","-0.025088027"," 0.2752583309","-0.2924209947"," 0.1500615284"," 0.311185220"," 0.4444442211"," 0.7996905538","-0.246259324","-0.8733616835"," 0.367126213","-0.223808660","-0.1255517648","-1.325399525","-1.469760319"," 0.593256354"," 0.254037630","-1.038829259"," 0.333607833","-0.294204417","-1.633028e-01"," 0.101708435","-0.766755142","-0.662031167"," 0.026982336","-0.3038339418","-0.608233758","-0.543948004"," 1.5164228459"," 0.317417156","-0.134535749"," 0.5515956443"," 0.613968367"," 0.127039374"," 0.421092401","-0.6120469930","-0.612714078","-0.5819713652"," 0.895722984"," 0.4137182599","-0.882165755"," 1.196284426","-0.001461922"," 0.7756384486","-1.308905110"," 0.197657333"," 0.077468146","-0.769147594"," 0.069507000","-0.635553305"," 0.7434126753"," 0.789741460","-1.017124865","-0.425685187","-0.2101276035"," 0.504873825"," 0.107314738"," 0.575312480","-0.3520862222","-0.287009964"," 0.5526756572"," 0.437132162","-0.43783992"," 5.684703e-01","-0.4345930385","-0.457378200","-0.3077459455","-0.635850613"," 0.5517402881"," 0.6271170538","-1.116323477","-0.222908349"," 1.120162412"," 0.2048851725","-0.308104350"," 0.620033954"," 0.660288437","-0.0106592443","-0.511115266"," 0.646175158","-0.476881798","-0.273064257"," 0.33561588","-0.534518458"," 0.237613589"," 1.0986047434"," 2.401440831"," 0.668513304"," 0.325972146"," 0.290570586","-0.593935729","-0.2650546899"," 0.301635020","-0.611344225"," 0.870640108","-0.368592920"," 4.570213e-02","-1.487559756","-0.413034542"," 0.139804803"," 0.772094909"," 0.2426192636","-0.253557920"," 1.019706582","-0.0253834277","-1.086363805"," 1.161525903","-0.80491905","-1.67958162"," 2.381019e-01","-0.255077818"," 2.112803497"," 0.746242952"," 0.205126619"," 0.41888770","-0.894046629","-0.873863268","-0.094750604"," 0.509321778"," 1.023881867","-0.054218921","-0.580679770","-1.365175371"," 1.593103481"," 1.152399519"," 0.201150734"," 0.221398250"," 0.880615369"," 0.961001925","-0.0847913206"," 0.330104665"," 1.187050882"," 0.3563599044"," 0.360651106"," 0.030358974"," 0.39835576"," 0.316768853"," 1.139212618"," 0.569403354",1,1,"HDA"
"HDATP1.1"," 0.48435463","-0.3788267136","-0.272225363"," 0.281763215","-0.4240726251","-0.69809266","-0.209920551"," 0.264110179"," 0.0837970515","-0.1691241294"," 0.179161937","-0.0844221615","-0.442711350","-0.5416710351","-0.160021922","-0.403519590","-0.356072687","-0.5164356734"," 0.1120687620","-1.947771e-02","-0.396061203","-0.17833231","-0.2894859560"," 0.056037160"," 0.273595270","-0.755813635","-0.3573293118"," 0.206776190","-0.523295718","-0.258748444"," 0.29301562","-0.111138149"," 0.2250786371"," 0.280499154"," 0.3941022296","-0.148950566","-1.058675749"," 0.4165611844"," 0.2672118665"," 0.1945792344"," 0.146349372"," 0.1748496199","-0.0429221713","-0.050618873","-0.0969238797"," 0.104571569"," 0.534721244","-0.2802711407","-0.071213571","-0.173469224","-0.335880142"," 0.187614253","-0.634430446"," 0.344790357"," 0.224010944"," 1.190556e-02"," 0.247659432"," 0.227032531","-0.358091435","-0.293308069","-0.0445760667"," 0.140981696"," 0.033481451","-0.1667493669"," 0.387759870"," 0.255005846"," 0.1461847853"," 0.463856459","-0.433634279","-0.415638803","-0.1048510149","-0.195080566"," 0.1322113626"," 0.092741463"," 0.5397152189","-0.176955159"," 0.279618391"," 0.256740357"," 0.4269939609","-0.183584548"," 0.053784485","-0.601751710","-0.098246854"," 0.314717021","-1.008338781"," 0.4080924602"," 0.479811389","-0.096656294","-0.399796557","-0.2766123472","-0.688752843"," 0.070463584"," 0.497821281","-0.0432286969","-0.298602946","-0.1437893688"," 0.089402611"," 0.17967912"," 4.206216e-01","-0.0901293414","-0.522025311","-0.0812724550","-0.150602599"," 0.3435997486"," 0.2834347223","-0.104141142","-0.014381658"," 0.389736784","-0.2929557977"," 0.329926137"," 0.397851621"," 0.319432793","-0.7590143224"," 0.116000722","-0.305669841","-0.404694992","-0.127049693"," 0.56634616","-0.106395028","-0.221377092"," 0.7158679690"," 1.106847570"," 0.574073188","-0.238625189","-0.059262556","-0.298466210"," 0.8522357912"," 0.168115840"," 0.040175970"," 0.249238590"," 0.207672998"," 4.050540e-01","-0.633727446","-0.181543288","-0.683072225"," 0.262077440"," 0.1759299612","-0.030586764","-0.069963021","-0.1149349879","-1.076405858"," 0.376290776","-0.10213417","-0.22825489","-3.281362e-01","-0.705360715"," 0.282701817"," 0.451847455"," 0.104762398","-0.41935989","-0.124773651","-1.278378829"," 0.294949206"," 0.325873840"," 0.083299835","-0.131819785","-0.576323564","-0.564258305","-0.135383879"," 0.478455893"," 0.466493970","-0.096069800"," 0.770591714"," 0.490370125","-0.4324022036"," 0.001531456","-0.058054760"," 0.4983639547","-0.192086718","-0.019154252","-0.05209524"," 0.141389427"," 0.226883580"," 0.151764448",1,1,"HDA"
"HDATP2"," 1.04950887","-1.1238160626"," 0.043517111","-0.123587473"," 0.6843744292"," 0.12098367","-0.428029620","-0.312134671"," 1.3323421333","-0.9808556808"," 1.437833543","-0.0605548405","-0.673523934","-0.3069392302"," 0.391700240","-0.014291271","-0.597701665","-0.9520929685","-0.5590258016","-3.104440e-01"," 0.202044721"," 0.03094307","-0.1402458472"," 0.074392769"," 0.227204987"," 0.288520236","-0.2093895864","-0.177801575","-0.325536560"," 0.396614609"," 0.64507826","-0.626236412"," 0.2374991881"," 0.048089475"," 0.8547900431","-0.702122986","-0.405513451"," 0.8404955356","-0.6267005188"," 0.1505422884"," 0.656037944"," 0.1410786752"," 0.7568478294"," 0.002630108","-0.4770842321"," 0.344770602","-0.177276498","-0.0751156651","-1.339412904","-1.793121727"," 0.380107614"," 0.344270716","-1.006491060","-0.095521026","-0.165898715","-7.917846e-02"," 0.191455976","-0.645084685","-0.968685198"," 0.265308051"," 0.1671929089","-0.310351977","-0.643790062"," 1.1267684990"," 0.126651284"," 0.272995572"," 0.9930801433","-0.010116251","-0.184584304"," 0.100165532","-0.6104179175","-0.648342596","-0.3622439200"," 0.433294712"," 0.6124485833","-0.226174284"," 1.066059207","-0.379668486"," 0.9456967628","-0.543585574"," 0.518038152","-0.597632595","-0.185974961"," 0.715785438","-0.333904415"," 0.4239750352"," 0.917575474","-0.897326712","-0.562920530","-0.0320706501","-0.109645106"," 0.463546767"," 0.490465005","-0.7938142893","-0.396683928"," 0.5012210118"," 0.671788284"," 0.17047725"," 3.387320e-01","-0.7720828886","-0.496400129","-0.2071628043","-0.805255207"," 0.2419656299"," 0.5591075219","-1.370712442","-0.053630205"," 0.511221158"," 0.1953512793","-0.491562924"," 0.474317856"," 0.174806837","-0.4783452580","-0.813540473"," 0.435031453","-0.378445032","-0.035496543"," 0.32476538","-0.032235632"," 0.351006248"," 1.0212943515"," 1.929869114"," 0.895404992"," 0.085675271","-0.340149422","-0.443509705"," 0.4303856780"," 0.227377058","-0.345528719"," 1.055087763","-0.093617917"," 2.585260e-01","-0.876430172","-0.272233055","-0.286464150"," 0.412727438"," 0.5169728798","-0.267457132"," 0.592578150","-0.2008701571","-0.961639700"," 1.276324525","-0.08537403","-0.96263092","-3.252663e-01","-0.131707440"," 1.436313104"," 0.321200863"," 0.302153605"," 0.18569011","-0.647870981","-0.422831734"," 0.376151138"," 0.762477237"," 0.339561647"," 0.197998040","-0.492138701","-1.125006747"," 0.360330269"," 0.773674180"," 0.166184429"," 0.422418726"," 0.797107494"," 0.795229463"," 0.2081702110","-0.027247997"," 0.657141006"," 0.3361640448"," 0.336350326","-0.183274636"," 0.34289732"," 0.273474890"," 0.755371917","-0.006579980",1,1,"HDA"
"HDATP2.2"," 0.22345964"," 0.0723838220","-0.227883515"," 0.332428351","-0.7347742183","-0.73105262","-0.160136488"," 0.316519203","-0.1276682610","-0.2255489338"," 0.095317680","-0.0474856700","-0.384945457","-0.2351383049"," 0.199437297","-0.476140647","-0.255102061","-0.1065851679"," 0.2562766625","-4.162972e-02","-0.123289571","-0.19948121"," 0.0197604449"," 0.249648699"," 0.314534150","-0.528548686","-0.4581490965"," 0.290240110","-0.549825769","-0.549648851"," 0.17463479"," 0.183895550"," 0.1008811098"," 0.140786520"," 0.0487688383","-0.108909882","-0.192191091"," 0.1002130535"," 0.4265600089"," 0.2457115679","-0.030780601"," 0.1487170903","-0.1836287404","-0.152252745"," 0.0840216291"," 0.016086374"," 0.520282180"," 0.0259383260"," 0.281700637"," 0.114707604","-0.331090014"," 0.188847148","-0.288439576"," 0.185523650","-0.033178064","-1.474216e-03"," 0.072718782"," 0.200793764"," 0.156792124","-0.152771585","-0.1254567003","-0.314843989"," 0.174673134"," 0.0243161945"," 0.327736655"," 0.019243731","-0.0869376888"," 0.362664113"," 0.239428027","-0.308264460"," 0.0990645168","-0.033237979"," 0.2643404850"," 0.060768355"," 0.3496740876","-0.319999364"," 0.018237371"," 0.470872460"," 0.5473896763","-0.381288914","-0.446979072","-0.327147539","-0.048090522"," 0.225225329","-0.533089422"," 0.2681033356"," 0.212235510"," 0.109974571","-0.222245094","-0.3962903509"," 0.247573433","-0.224260505"," 0.496730994","-0.3106823548","-0.146389704","-0.2747794966","-0.054248039","-0.10817234"," 4.252132e-01","-0.1417175085","-0.416542136"," 0.0087855788"," 0.169979148"," 0.3538890494","-0.0331743431"," 0.257411683"," 0.063478788"," 0.265648614","-0.3118228662"," 0.326038814"," 0.142750514"," 0.220852324","-0.2390082846"," 0.292098965","-0.267970888","-0.441268762","-0.279269561"," 0.45932236","-0.498648135","-0.291636236"," 0.6287404846"," 0.545581697"," 0.292268026","-0.407308948"," 0.111735952","-0.003735549"," 0.3232137010"," 0.029850579"," 0.097326640"," 0.162085881"," 0.189588333"," 2.681862e-01","-0.852838207","-0.371966641","-0.360382903"," 0.306418894","-0.1991513180"," 0.145920192","-0.020118522","-0.0941353215","-0.427052387","-0.041340078"," 0.01037766"," 0.02151177"," 4.256218e-05","-0.639835157"," 0.117391507"," 0.295832531","-0.162526174","-0.30096464"," 0.049433993","-1.497051807"," 0.294530053"," 0.090720209","-0.091871244","-0.273809503","-0.353704413","-0.564096538","-0.331175950"," 0.154814107"," 0.408103549","-0.165767225"," 0.578470147"," 0.213116725","-0.3226645439"," 0.088294448","-0.261872206"," 0.3986275880","-0.583802270","-0.066941416","-0.03864190"," 0.107947623"," 0.095373396"," 0.081253883",1,1,"HDA"
"HDATP3"," 0.57564540","-0.0917317207","-0.129135595","-0.036707834","-0.0729155267","-0.21002078","-0.334616130"," 0.149963587","-0.4629091669"," 0.1039487733"," 0.459180390"," 0.1190933957"," 0.097135830","-0.1134510308"," 0.013508911","-0.087917608","-0.291155074","-0.3832748625","-0.0335087891"," 7.206251e-05"," 0.305285339","-0.04276843","-0.1497778116"," 0.459565472"," 0.353053348","-0.342015414","-0.5005300206"," 0.217844716","-0.370204638","-0.167398141"," 0.11691643","-0.060321485"," 0.0989071261"," 0.138395010"," 0.3450187513","-0.273132967"," 0.140289642"," 0.0369769108","-0.0746416939"," 0.0819490777","-0.204703389","-0.1240985853"," 0.3336357655"," 0.062079038"," 0.4447515649"," 0.071860778","-0.116092761"," 0.2333373606","-0.001186093","-0.111828583","-0.227576211"," 0.225334211","-0.295197936"," 0.614456256"," 0.069105998"," 6.563746e-02"," 0.345615962"," 0.103863687","-0.231474505","-0.508417097","-0.0154585215","-0.076934339","-0.199725580"," 0.3962719695"," 0.600264820","-0.055705480"," 0.1742445028"," 0.102950371","-0.186005979","-0.167358371","-0.1095306672","-0.140787114"," 0.2659353788"," 0.411422641"," 0.6481549987","-0.335276924"," 0.264643206"," 0.271075749"," 0.6336923913","-0.379714310","-0.117967805"," 0.166101245","-0.228469099"," 0.432631247","-0.015863803"," 0.5751926607"," 0.590943393","-0.247113273"," 0.079107926","-0.1362982653"," 0.214091307","-0.181502109"," 0.285417175"," 0.1197238613","-0.030205279","-0.1632274680"," 0.115252321"," 0.01863376"," 7.943341e-02","-0.4824533667","-0.343272557"," 0.1612558049","-0.068570479"," 0.4458053759"," 0.1775309298","-0.252433563","-0.352555848","-0.413850895","-0.1505129657"," 0.066694768"," 0.031763690"," 0.268240605","-0.3390593963"," 0.243528563"," 0.203791239","-0.467867465","-0.396716743","-0.32620535","-0.149049785","-0.248248440"," 0.3156029362"," 0.408612360"," 0.809560808","-0.549613356"," 0.077630772","-0.224811295"," 0.1500380808"," 0.038216343"," 0.133635142","-0.206905018","-0.138021314","-2.393189e-02","-0.760770922","-0.296141523","-0.217022395"," 0.144398089","-0.0332580248"," 0.082196575"," 0.095917905","-0.5905272703","-0.410395946"," 0.183091979"," 0.39657541"," 0.12361400","-6.576253e-02","-0.634904699"," 0.450953608"," 0.404895309"," 0.010007196","-0.09165820","-0.214155438"," 0.297935957"," 0.309260462"," 0.162140764"," 0.211582515","-0.129954689","-0.887127238","-0.441467308"," 0.224093161"," 0.237912064"," 0.091114282"," 0.117641230"," 0.599975750"," 0.142785598"," 0.0189117546","-0.147470106","-0.166752192"," 0.3114165011"," 0.299636637","-0.139073544","-0.42379332","-0.145917703"," 0.581533616"," 0.630288348",1,1,"HDA"
"HDATP3.3"," 0.37343813","-0.2885649747","-0.275281777"," 0.187881056","-0.0970430449","-0.53654955","-0.295694632"," 0.542456260","-0.1013818902","-0.1876113374","-0.076842696"," 0.1183150404","-0.181908677","-0.1269314880","-0.437687994","-0.512383352","-0.560246633","-0.1436327408"," 0.2621333931","-8.740965e-02","-0.047372148"," 0.09176810","-0.1290632515"," 0.162210647"," 0.316043973","-0.197051872","-0.5011821084","-0.024300364","-0.414262924","-0.255129742"," 0.60405988"," 0.156994231"," 0.0184886517","-0.054201196","-0.0742666608"," 0.077842944","-0.201364434"," 0.1074173243"," 0.0441228834"," 0.0863665945"," 0.157360009"," 0.0877587268","-0.2216848820"," 0.012700692","-0.1326543574"," 0.018900487"," 0.335686428"," 0.0560867435"," 0.042038557"," 0.007083550","-0.370223337","-0.015290308","-0.278265362"," 0.012306344"," 0.160004317","-4.188021e-02"," 0.256522535"," 0.294906495","-0.201158224","-0.078180725"," 0.1363015972"," 0.070389669"," 0.049364974"," 0.1323577017"," 0.090393441"," 0.191501597"," 0.0505991429"," 0.180656612","-0.044268285","-0.177457330","-0.2768996031","-0.265761134"," 0.2893913076"," 0.269669542"," 0.2100477968","-0.337320196","-0.011082268"," 0.393822862"," 0.5412104469","-0.440520879","-0.142895133"," 0.009988674"," 0.049101672"," 0.135555931","-0.855607358"," 0.2366168813"," 0.328289270","-0.060083708","-0.227946900","-0.2160239878"," 0.330466091"," 0.181486907","-0.042622716"," 0.3448964711","-0.096229913","-0.0600898600"," 0.159520121","-0.17218844"," 2.691961e-01","-0.3756911152","-0.398380811"," 0.0304369571"," 0.009833355"," 0.3914518666"," 0.1517516356","-0.047398976","-0.275298057","-0.012811374","-0.0547322028"," 0.240540678"," 0.244406860"," 0.184834997","-0.2462934348"," 0.333553790","-0.029903112","-0.554104849","-0.261463853"," 0.42960609","-0.343299257","-0.172392087"," 0.4871663800"," 0.455580717"," 0.317616432","-0.498981075"," 0.071073564","-0.404357832"," 0.4357025628"," 0.105608191"," 0.091309016","-0.120033313"," 0.185642985"," 3.460524e-02","-0.606772983","-0.254091796","-0.225830187"," 0.075230629"," 0.1486654693"," 0.245310110","-0.435631756","-0.2212965711","-0.699591230"," 0.342863752"," 0.05478049","-0.13933970","-1.749299e-01","-0.908919612"," 0.093973096"," 0.565712033","-0.095800073","-0.08781566","-0.232029962","-1.264684826"," 0.477444879"," 0.240992923"," 0.168173483","-0.349566925","-0.682325553","-0.504903578"," 0.150134734"," 0.519129100"," 0.222055543","-0.229008936"," 0.471157589"," 0.107573557","-0.5247969394","-0.072106864","-0.585080019"," 0.1975745634"," 0.235180556","-0.071438421","-0.22959708","-0.092838517"," 0.004969205","-0.210810353",1,1,"HDA"
"ACTTP1","-0.72307727","-0.2117636058","-0.456082939","-0.267874118"," 0.0157864428","-0.32933728","-0.032204790"," 0.068353654"," 0.3631620477"," 0.1020615977","-0.080332757"," 0.1180514170","-0.003324658","-1.2714800299"," 0.162229304","-0.187593469"," 0.308130846"," 0.2063098269"," 0.3122227535"," 1.793728e-01"," 0.356543432","-0.78764638"," 0.3877332147"," 0.083780394"," 0.098384308","-0.052090970"," 0.0762081898","-0.663367371","-0.235787031","-0.231498675"," 0.22426203","-0.091782120","-0.0699708389"," 0.202264094"," 0.1492818754"," 0.229857353"," 0.321873851","-0.1455875822"," 0.0533097205","-0.0968414959"," 0.064483497","-0.0383707790","-0.5228678472","-0.219858887","-0.2441456393","-0.051140706","-0.092133095","-0.1065191181"," 0.096934763","-0.211725982","-0.163164379"," 0.184804187","-0.465218240"," 0.141890659"," 0.109697423","-1.711199e-01"," 0.229049271","-0.047314096","-0.024164152"," 0.446131200","-0.0519485032","-0.207166142","-0.380526745","-0.5995011482"," 0.166078215","-0.035997841"," 0.0434920475"," 0.408632402","-0.304525343"," 0.803219664"," 0.0734072970"," 1.172330314"," 0.0945006004","-0.138582867","-0.1999888999","-0.106166299"," 0.168590562"," 0.092452247"," 0.4572184003","-0.336428154"," 0.371335934"," 0.016717599"," 0.620675230","-0.252399722"," 0.086195238"," 0.2076246919"," 0.189556861"," 0.079297238"," 0.226585337"," 0.4751231229"," 0.691680771","-0.397963321"," 1.006846153"," 0.4656319632"," 0.016891962","-0.5162820549"," 0.516226290","-0.01602425","-2.524917e-02"," 0.7218219821","-0.275225525","-0.4054104938"," 0.031693288"," 0.3704789272"," 0.4105711705","-0.015412877","-0.008737414"," 0.443604036"," 0.2632755563"," 0.240826377"," 0.164831810"," 0.498317613","-0.1654724655","-0.177449545"," 0.026523711"," 0.131030759","-0.184103760","-0.05005858","-0.088109142"," 0.367217415"," 0.5289123976"," 1.010585923","-0.009197840","-0.174481381"," 0.675116285","-0.083220159","-0.9367188175"," 0.620290456","-0.064025358"," 0.037003421"," 0.087421418","-7.380054e-05","-0.609712455","-0.156420851"," 0.218046497"," 0.127053847"," 0.3664804498"," 0.125725619"," 0.268145482"," 0.2869779368"," 0.223431949"," 0.162906905"," 0.24425936","-0.60452585"," 8.239979e-02","-0.518705977"," 0.237069223","-0.308834917","-0.469883328"," 0.17112167","-0.037002962"," 0.423564468"," 0.314286946"," 0.327610209","-0.610453948","-0.820423906"," 0.276849885"," 0.387670853"," 0.390442036"," 0.428941401","-0.763157584"," 0.267242485"," 0.052327009"," 0.423899245"," 0.5769983223"," 0.371603352","-0.120705055","-0.2977171072"," 0.193954445"," 0.184753047","-0.23038200","-0.038147474","-0.567098714"," 0.103648572",2,2,"ACTd"
"ACTTP2","-0.15494751","-0.3321255823"," 0.192527318"," 0.268160733","-0.5948214967"," 0.24891658","-0.305739662","-0.232705155"," 1.4046992539"," 0.2215891296","-0.214965410","-0.1853478379"," 0.181163489","-0.8500083553"," 0.080652515","-0.330618340"," 1.461790073","-0.1257123412","-0.2318163083","-5.349933e-01","-0.016586875"," 0.32344955"," 0.5074935419"," 0.245508816"," 0.513510519","-0.335928791"," 0.0819345616","-0.325205250"," 0.432540499"," 0.137784124","-0.10447507"," 0.408005432","-0.0709397222","-0.516225196","-0.4292783936","-0.139954989","-0.081875483"," 0.5958045104"," 0.1925791815"," 0.2853379255"," 0.443856605"," 0.8000469601","-0.0462571689","-1.298251225","-0.0999176690"," 0.076349344"," 0.702972640"," 0.2507461935"," 0.305349197"," 0.250690387"," 0.208662767"," 0.331770895","-0.006808500","-0.558822700","-0.252069499"," 5.419662e-02","-0.686272030"," 0.128055865"," 0.579164217"," 0.365926275","-0.5927841970"," 0.200297104"," 0.544585819"," 0.2948070935"," 0.026828976"," 0.389936478"," 0.4564693785"," 0.318692310"," 0.406450444"," 0.127128356","-0.0335929411","-0.102451186"," 0.2837536316"," 0.544383806","-0.3646658101","-0.203491999","-0.213499876","-0.532766521"," 0.3685123140"," 0.405114124","-0.221771348","-0.114657442","-0.320363762","-0.122572136","-0.132768927"," 0.0692360941","-0.310712634"," 0.140133175"," 0.368718786"," 0.6385050838"," 0.001516877","-0.006341021","-0.244126500","-0.1422799945","-0.053702202"," 0.1607491615"," 0.532202706","-0.02869869"," 4.496176e-02"," 0.3438391648","-0.039491402","-0.3738045995","-0.006611051"," 0.2917871906"," 0.8840881501","-0.069964030"," 0.513967092"," 0.713311372","-0.0813884444"," 0.137528182","-0.274203555","-0.212200623"," 0.8167498242"," 0.499363458","-0.461339121"," 0.005374384","-0.066589012","-0.03751069","-0.133486816"," 0.093042566"," 0.8395176549"," 1.029162012"," 0.088458114"," 0.822321581"," 1.261926559"," 0.086051965"," 0.0219687801","-0.221971960","-0.170197943"," 0.040347006","-0.136357538"," 3.799954e-01","-0.689272531","-0.218710957","-0.043037473"," 0.305175808","-0.5286948481"," 0.624834718"," 0.311429237"," 0.5406945381","-0.462015464"," 0.154950563","-0.10529164"," 0.23037583"," 1.123479e-01"," 0.171843543"," 0.696223376","-0.535363640"," 0.421225777","-0.43599932","-0.011216982","-0.109457660","-0.034164470","-0.080928775"," 0.341163147"," 0.408114538"," 0.555965955","-0.263355253","-0.114685320","-0.076521793","-0.081602112","-0.326204075","-0.028936559"," 0.094698886","-0.1493557134","-0.462228489"," 0.091426207","-0.1599634264"," 0.196059729","-0.235300632"," 0.19230830"," 0.449399563","-0.472476824"," 1.201905992",2,2,"ACTd"
"ACTTP3","-0.42956604","-0.1799733011"," 0.203090941"," 0.469568554"," 0.0261267177","-0.69200239","-0.202194672","-0.025116190"," 0.7481614865","-0.0363332847"," 0.117581068"," 0.2309941558","-0.033592423","-0.6427313060"," 0.960883495","-0.271300293","-0.230254749","-0.1848522310"," 0.0453987310","-4.183971e-01"," 0.389408754"," 0.20299945"," 0.7990526794"," 0.119552249"," 0.244669408","-0.169345975"," 0.1135519431"," 0.055098121","-0.103406810","-0.097697549"," 0.27599636"," 0.107888686"," 0.1477499331","-0.427260943","-0.0012028729","-0.028275360","-0.124747265"," 0.2689548088","-0.1265001794"," 0.0116812373"," 0.184286048"," 0.0393737712","-0.0644511628","-0.369727489"," 0.0588069421"," 0.121409194"," 0.254527048","-0.1199714786"," 0.676013314"," 0.221261188","-0.049298113"," 0.410518337","-0.011000116","-0.863228958","-0.211682415","-3.024591e-01","-0.195579550"," 0.289986370"," 0.127187933"," 0.570422826","-0.2695612433"," 0.027133179"," 0.592239934","-0.0548092492"," 0.057951347","-0.007246152"," 0.0128850864"," 0.663982850","-0.033405450"," 0.045918073"," 0.4702768635"," 0.994013244","-0.0542892982","-0.569426604"," 0.2542751270","-0.009625551","-0.033653229"," 0.293640542"," 0.0564637811","-0.939493702"," 0.333498219","-0.205771909"," 0.332240586"," 0.148947877","-0.263698745","-0.3973515816","-0.078109948","-0.172911274"," 0.335497534","-0.2516767123"," 0.343024410"," 0.086807986","-0.532668715"," 0.3712672459"," 0.235853715"," 0.1951392207"," 0.294675870","-0.33847432"," 5.551138e-01"," 0.3154353387","-0.230819720","-0.5771330069","-0.145069939","-0.1206258041"," 0.6301586809","-0.244111801"," 0.243268039"," 1.671645560","-0.2967453030"," 0.815280224","-0.070902547"," 0.902824928"," 0.1058775849","-0.074657958"," 0.020815421","-0.681997727"," 0.079842310"," 0.14242765","-0.231129462"," 0.189831039"," 1.7138364861"," 1.373788558","-0.409861874","-0.286903536"," 0.921505529"," 0.264957997","-1.2322084955"," 0.850917394","-0.274986334","-0.226985499"," 0.901941267"," 2.849938e-01","-0.587621610","-1.144299839","-0.001583855"," 0.124003374"," 0.1713181810","-0.137897916","-0.116610678","-0.4169283821","-0.900634434"," 1.292150495"," 0.08971356","-0.08610060"," 5.308760e-01"," 1.128508797"," 1.320428263"," 0.122444665","-0.101850575","-0.30056712","-0.628570736","-1.048793483","-0.027932118"," 0.519285891","-0.048089353","-0.220853391"," 0.375804772","-0.517773150","-0.135086451"," 0.350603527"," 0.484218778","-0.228922916","-0.100173613"," 0.243436361"," 0.3692126564","-0.045344622","-0.199208135","-0.1839630876"," 0.044743722","-0.007600644","-0.32470472"," 0.389143838","-0.341272825"," 0.020354205",2,2,"ACTd"
