X;IonoTP1;IonoTP2;IonoTP3;IonoTP4;IonoTP5;IonoTP1c;IonoTP2c;IonoTP3c;IonoTP4c;IonoTP5c
PF3D7_0100100;0.274268064666667;0.2779038435;0.4154602195;0.156768495;0.3040720195;0.276402725333333;0.290045766333333;0.274189074333333;0.274296013;0.267540273333333
PF3D7_0101000;0.504902566;0.410701715;0.428178394;0.286062092;0.339547097;0.573630328;0.598089574;0.526698058;0.424322823;0.573024952
PF3D7_0101400;0.60588308;0.353695799;0.39002387;0.310304643;0.4611759;0.538133395;0.362384157;0.61979483;0.443302117;0.397451662
PF3D7_0101500;0.09599382;0.102351536;0.144139257;0.0961621175;0.054057251;0.124949178;0.163020955;0.193845299;0.138277725;0.104186357
PF3D7_0102200;0.0829037555;0.0887478475;0.1625099475;0.4202042085;0.9096820945;0.101521205;0.099162425;0.2244524465;0.7293472355;1.769238701
PF3D7_0102300;1.94605654;1.624668539;1.11637273;0.759599898;0.532126031;1.88417681;1.403849198;1.092930377;0.707656628;0.532508039
PF3D7_0102500;0.317901621333333;0.384789934;0.744248473;1.98842781533333;3.18994077366667;0.333197807666667;0.43956816;0.973477482333333;2.97206744;5.25626598266667
PF3D7_0102600;0.225647806;0.18073466;0.205610421;0.177778699;0.2297432975;0.2307300145;0.153675802;0.297144428;0.234529873;0.2257371065
PF3D7_0102700;0.321641617;0.281142804;0.412633954;0.586669719;0.858158839;0.315212698;0.273086062;0.450180175;0.787640744;1.362140105
PF3D7_0102800;0.8595810385;1.191941863;1.196921114;1.343037222;1.135202218;0.983974787;1.1852765215;0.9092874925;0.8825372745;1.4084451605
PF3D7_0102900;0.7305503725;0.654272439;0.5744373405;0.4751539795;0.4417490755;0.7184577795;0.642219469;0.65550317;0.531420294;0.451474213
PF3D7_0103000;1.974730021;2.829566396;2.757016595;1.706675511;1.236559537;2.533060624;2.560571183;2.157804256;1.355664;0.999417299
PF3D7_0103100;1.89618966733333;2.03752965766667;2.05327793066667;2.287419301;1.741093867;2.0666308985;2.15042282933333;1.88744106433333;1.81116708466667;1.587234142
PF3D7_0103200;1.343913431;1.054609421;0.8697815195;0.691720765;0.527058179;1.194826473;1.0046036265;1.048294952;0.59106949;0.487167688
PF3D7_0103300;0.9667949105;0.8842394985;0.9305460855;0.926873483;1.0203305595;0.915820638;0.865983891;0.9615747025;1.295336961;1.7904618045
PF3D7_0103400;1.05925650266667;1.24808408933333;1.56433490033333;2.33536567033333;3.48444009033333;1.1153134115;1.21175446633333;1.578393799;2.584799319;4.27292696366667
PF3D7_0103500;1.43575170666667;1.76718339933333;1.63828873466667;1.425461955;1.62734836166667;1.40757141666667;1.62155660466667;1.13161442566667;1.328098837;2.04063776433333
PF3D7_0103600;0.8034807325;0.927209867333333;0.854943677;0.650777789;0.743287156;0.7468553135;0.888481494333333;0.859550858333333;0.85745747;0.914524673333333
PF3D7_0103700;0.88825452;0.851849766;0.963754634;0.631922474;0.762713981;0.895232475;0.9386683835;0.820654263;0.6561413925;0.9289950255
PF3D7_0103800;1.6156882125;2.21416159;2.0730617205;2.14304138;2.6555622525;1.5661243525;1.9562514035;1.9843636805;1.7223711175;2.233253933
PF3D7_0103900;1.8668928205;1.730906937;1.2379018615;0.921216888;0.7221710385;1.524237928;1.514433504;1.3416135165;0.798486118;0.6338003495
PF3D7_0104100;4.346525297;4.042237686;4.1447102455;4.195577442;3.9580040175;3.4481713745;3.541292603;3.935569736;3.448809094;2.7300684965
PF3D7_0104200;1.677398512;1.5255560595;1.929628977;3.0270863555;4.0576720945;1.479511913;1.513395105;2.268755198;4.0812265715;6.182688519
PF3D7_0104300;0.51799262725;0.526818870875;0.656575522375;1.345663525;2.680690493;0.485361284166667;0.5274817975;0.876289134625;2.14499938275;4.5656295545
PF3D7_0104400;1.199299404;1.2748595725;1.1905620265;1.25253176;1.4198473995;1.275759478;1.39606158;1.262545032;1.078430685;1.2241897005
PF3D7_0104500;0.430102184;0.351104616;0.3066492;0.252122525;0.202714675;0.383366805;0.312543349;0.406820069;0.291467765;0.2681834
PF3D7_0104600;0.3185249465;0.396018369333333;0.471043333333333;0.425591436666667;0.530436747;0.481338305;0.496331294666667;0.369836422;0.406699202333333;0.459191727
PF3D7_0104800;1.3719636215;1.412839839;1.216704932;1.374552613;1.398731307;1.406388173;1.4064450705;1.4512891385;1.593582999;2.015234264
PF3D7_0105100;0.795377388;1.07793007;1.052781857;0.546265459;0.592940458;1.089045687;1.250173396;0.672082059;0.459570078;0.478485488
PF3D7_0105200;1.1824693495;1.252834534;1.215998376;1.642028724;2.2602686815;1.1160232985;1.3052059805;1.548849358;1.4132797455;1.2116487965
PF3D7_0105300;3.725058819;4.261192265;4.442880795;5.606493893;5.476675112;4.028190897;3.690295797;4.181702198;3.570819061;2.795667275
PF3D7_0105500;0.6308165345;0.729416599;0.6097655775;0.474345905;0.483136651;0.749695073;0.614703208;0.4948156195;0.3734854415;0.445686099
PF3D7_0105600;0.9605615145;0.827233583;0.845758324;0.737781595;0.7610246635;0.8611554;0.904922041;0.8697532505;0.7469708425;0.7804329825
PF3D7_0105700;1.6862499026;1.8716078512;1.885115408;1.8585954806;2.2204014504;1.5967936308;1.8875126024;2.030529467;1.7414860008;1.9714374292
PF3D7_0105800;2.841791113;2.763491358;2.9654532395;2.984257968;2.883616352;2.5032431675;2.652465058;2.877072189;2.146016118;1.827120013
PF3D7_0105900;2.147394201;2.0839549115;1.77065192;2.1398090815;1.739967672;1.940971836;1.948982923;1.6910451925;1.6356086075;1.3930101995
PF3D7_0106000;2.6491801995;3.2065828055;3.382326613;5.010935065;4.3989085095;2.987421169;2.644158365;3.7072912165;3.7775577045;2.481178733
PF3D7_0106100;1.5433811435;1.5028831965;1.4286744825;1.541826174;1.534719083;1.635698318;1.498858269;1.2255613725;1.2987260775;1.2704947275
PF3D7_0106200;1.810169223;2.512147085;2.232745461;2.299809875;2.103164813;2.418050459;2.494116649;2.292985776;1.565791881;1.387222028
PF3D7_0106300;1.860036096;1.6751965545;1.5254738625;1.3398049235;1.08198962;1.634278375;1.5035307525;1.75353475;1.1346907845;0.8894427885
PF3D7_0106400;0.37898858;0.344626677;0.361761297;0.329698674;0.299004155;0.326571716;0.332271993;0.330302186;0.298246078;0.333782207
PF3D7_0106500;1.174365968;1.49554159466667;1.46682892266667;0.966469643666667;0.925730368333333;1.31575270133333;1.409040943;1.2179095685;0.853616458;0.787828938
PF3D7_0106700;0.719330298666667;0.728984754;0.820086413666667;0.878657747;1.00625314766667;0.6737316375;0.644123117333333;0.882081111666667;0.967040314;1.22129559566667
PF3D7_0106800;2.453452532;2.082011514;2.026428442;1.430310435;1.185880915;2.291681425;1.913679106;1.521430462;1.092665176;0.864360923
PF3D7_0106900;1.2535296875;1.3707331405;1.2781760535;1.332532156;1.1284450735;0.971195911;0.505676438;1.0540338145;0.953031804;0.8556786655
PF3D7_0107000;2.088177216;2.383883803;1.989687029;1.438391277;0.888566053;2.477685372;2.108888745;1.94865534;1.054706588;0.746668888
PF3D7_0107100;0.7155903035;0.581719462;0.616124665;0.3951535715;0.495806307;0.6403645345;0.5861485795;0.5502910905;0.440590784;0.4842736165
PF3D7_0107200;0.577209617;0.540260627;0.55324039;0.313536989;0.380934674;0.602027841;0.560189823;0.494177979;0.357217471;0.628012207
PF3D7_0107300;0.370885217;1.0423013295;1.090229783;0.6755590565;1.070164573;1.219674382;1.342067395;0.7466869815;0.596492157;0.920312854
PF3D7_0107400;1.463594133;1.874717318;1.797501297;1.225056886;1.270345285;1.703852468;2.047626203;1.442362092;0.906939256;1.030287278
PF3D7_0107500;0.452542293333333;0.471162529;0.499305934333333;0.857108818333333;2.07444690066667;0.420756883666667;0.453066711333333;0.590037879666667;1.18213900633333;2.98603247433333
PF3D7_0107600;0.607545307666667;0.433590455333333;0.634495357333333;0.5931344;1.2238898815;0.462406615666667;0.35407734;0.466759076666667;0.639873398333333;1.141548043
PF3D7_0107700;0.878281153;0.9775219025;0.9489168335;0.6246497065;0.763558615;0.938538716;0.9926626005;0.7894094655;0.6046261575;0.738951365
PF3D7_0107800;1.1014356075;0.9937167495;0.9531561685;0.6117203445;0.602231528;0.82210882;0.949571073;0.849348479;0.576157196;0.546978381
PF3D7_0107900;0.82779084;0.760510759;0.630255994;0.502628853;0.381779307;0.792291406;0.635470188;0.631272516;0.394498236;0.385875406
PF3D7_0108000;1.836349391;1.632442128;1.233662526;0.972934337;0.67571561;1.574643547;1.446421557;1.517604693;0.875758981;0.619330036
PF3D7_0108100;1.7147987405;1.695278196;1.5169951075;1.228289233;1.078611035;1.3517228505;1.486398043;1.17072358;0.751037883;0.831561476
PF3D7_0108300;0.904461246;0.91727701725;0.94679710275;1.1196017545;1.2281131;0.7926463495;0.83431422175;1.1002633415;1.1306237845;1.45716193525
PF3D7_0108400;0.245594577;0.532487096;0.716456951;0.547881608;0.743287156;0.584989325;0.634431851;0.585361771;0.532775961;0.6965051
PF3D7_0108500;0.150847432;0.159357451;0.272734095;0.547881608;1.153784435;0.160446098;0.157829195;0.359634043;0.940830824;1.927447648
PF3D7_0108600;1.244179686;1.123275642;0.914295131;0.67555908;0.841265915;1.060648089;1.09026745;0.802162452;0.801197452;0.8219146
PF3D7_0108700;1.4685807605;1.533329571;1.3982921575;1.120005792;0.9324875045;1.226063788;1.282881402;1.4602161855;1.0194593335;0.861466837
PF3D7_0108800;1.2423096265;1.3597206405;1.150287793;1.0529347815;1.0490484555;1.3609521015;1.2865156115;1.3626558905;0.9537096275;0.953112243
PF3D7_0109000;1.380067003;1.548228923;2.63266124;4.918005282;7.017306177;1.627179081;1.84826297;2.863043864;4.816674156;9.457805958
PF3D7_0109200;1.473567537;1.283928695;1.024519284;0.720811836;0.570979681;1.249491753;1.106881084;1.02406426;0.578868509;0.501638002
PF3D7_0109400;1.679268535;1.509361136;1.271816966;1.315562397;1.429138521;1.794724611;1.546103111;1.425783203;1.317705412;1.385292676
PF3D7_0109500;0.73429038;0.597266523;0.576557029;0.462224642;0.327722076;0.800810643;0.589782819;0.632547798;0.403987883;0.366581625
PF3D7_0109700;0.445062253;0.39904141;0.418286485;0.36363824;0.312518469;0.40466494;0.375882688;0.483337952;0.467704078;0.49777924
PF3D7_0109800;0.791637362;0.673058508;0.588568648;0.4993965305;0.454418743;0.7134882105;0.6297592595;0.6733573405;0.471771079;0.4669092315
PF3D7_0109900;2.8897881115;3.6464353615;3.2226428735;2.2909210055;1.8227428245;3.3289017185;3.487298479;2.75209315;1.77117504;1.174990645
PF3D7_0110000;2.089423947;2.758308914;2.755603567;2.681226093;2.810976954;2.419470403;3.079746183;2.624563396;2.526957646;3.061921323
PF3D7_0110100;0.603389729;0.7747622285;0.8499977015;0.7062663;0.5836493615;0.7227173975;0.724768314;0.6567784515;0.536842941;0.654058806
PF3D7_0110200;1.210519503;1.141413886;0.910055711;0.694953112;0.633483375;1.113183539;0.986432488;0.877405054;0.656141372;0.659846949
PF3D7_0110400;0.659489997;0.55062534;0.590688358;0.586669719;0.570979681;0.667342188;0.551363869;0.576434686;0.513796667;0.528649277
PF3D7_0110500;1.004506767;0.91015129275;0.844109637;0.89980264675;0.9941465775;0.7543096455;0.779800852;0.88696976075;0.887959932;0.9753000805
PF3D7_0110600;0.922538007;0.956144676333333;0.966109876333333;1.01279989633333;1.15772602466667;0.836307562333333;0.845909135333333;0.996432829666667;1.142372863;1.52613718533333
PF3D7_0110700;0.971158247;1.1621433135;1.0188667525;1.2589964045;1.1892594495;1.1706885785;1.144780897;1.1069586645;1.367187117;1.593665412
PF3D7_0110800;0.895734536;0.833711522;1.0351177065;1.713140204;2.3438884675;0.87180451;0.8670222585;1.2281119355;2.1060240195;3.3889507115
PF3D7_0110900;0.710603601;0.555807668;0.494595492;0.412123342;0.437525857;0.566530907;0.419493415;0.603215941;0.43381247;0.559519314
PF3D7_0111000;2.32088953466667;2.37999695766667;1.98120824633333;1.77186099733333;2.031651526;2.06166137866667;2.142808237;2.04472781966667;1.861326653;1.70106741433333
PF3D7_0111200;0.921291375;1.427739076;1.376388588;1.048894312;0.841265915;1.191276784;1.124532993;0.915663957;0.717146235;0.708081385
PF3D7_0111300;1.631894976;1.6350333495;1.4251415765;1.0068739035;0.779606855;1.3730210275;1.436038067;1.484446916;0.8140762155;0.6993991565
PF3D7_0111400;1.5228110435;1.5858009835;1.588358138;1.0295002815;0.8260623085;1.353142794;1.3841205545;1.251067384;0.8425451965;0.7100107375
PF3D7_0111500;2.099397351;2.4072043365;2.7718544795;4.0032530865;3.469799539;2.653750053;2.0346467785;2.3930966345;2.804868743;2.2342186085
PF3D7_0111600;1.150679152;0.950962361;0.719283175;0.57535653;0.452729463;0.840567195;0.937630047;0.885056819;0.607337491;0.534437448
PF3D7_0111800;0.8608276955;0.8123343085;0.775101807;0.62626588;0.556620733;0.731236656;0.7263258195;0.8563626035;0.7035896075;0.593283437
PF3D7_0111900;1.443647324;1.315022816;1.29301398;1.032732628;0.824373041;1.624339364;1.205524364;1.160521213;0.871691961;0.777538925
PF3D7_0112000;0.8228041755;0.7184040795;0.696673091;0.573740333;0.484825944;0.7390459635;0.6816767565;0.6242583915;0.576157196;0.4746267405
PF3D7_0112200;1.35845801;1.34223022133333;0.919476596666667;0.647545458333333;0.570979698;1.14584071266667;1.061539807;0.963700171333333;0.562600562;0.509998662
PF3D7_0112900;0.081033742;0.095873587;0.089027191;0.164849337;0.420632958;0.055375204;0.087221399;0.090546161;0.09489648;0.202584579
PF3D7_0113000;1.671165153;1.5547067845;1.131917129;0.7749535325;0.872517762;1.2686601;1.344144068;1.2944274515;0.985567725;0.934783168
PF3D7_0113100;1.231712906;1.26363111166667;1.9112583765;2.186677914;1.91171207433333;1.160986098;1.38654340166667;1.583920146;2.2321008045;0.92127753
PF3D7_0113200;1.32272004;1.228866176;1.0958823145;0.8501054085;0.8682945435;1.063487849;1.17852724;1.2313001775;1.0004800395;0.856643399
PF3D7_0113300;0.187624286;0.133445667;0.121529179;0.1527280615;0.1799092785;0.15192684;0.142253944;0.200221783;0.302990912;0.720622318
PF3D7_0113400;0.551029468;0.5720025345;0.7312947725;0.509901645;0.8235283825;0.567950808;0.564862431;0.577072346;0.432456824;1.010028851
PF3D7_0113700;0.1813909265;0.175552308;0.2112629315;0.178586786;0.247480837;0.200912601;0.1760003255;0.225090097;0.2419860195;0.4186748095
PF3D7_0113800;0.920044680666667;1.07793007033333;0.99025085925;0.32040569575;0.630949449;0.7035490725;0.9163438675;0.52733571775;0.493461691;0.546656812666667
PF3D7_0113900;0.872671085;0.742372515;0.80548409;0.528487577;0.679094195;0.755374571;0.665582322;0.700138634;0.50430702;0.574954361
PF3D7_0114000;1.78648237;2.4791094885;2.497942784;2.06815886933333;3.51484730366667;2.1404645675;2.42489342233333;1.690194954;1.91419759566667;3.8510365915
PF3D7_0114300;0.274268059;0.548034157;0.85988961;0.370102933;0.445972294;0.65882293;0.60328135;0.3698364185;0.376874588;0.3868400965
PF3D7_0114500;0.986118354;1.322796405;1.910551757;1.908696761;2.5339335;0.893102645;0.923093149;1.208982522;1.61188451;2.133890859
PF3D7_0114600;0.845244261;0.97169175;1.307145267;0.522022932;0.913905363;0.752534769;0.722691579;0.353257559;0.424322823;0.845067114
PF3D7_0115000;0.563496186;0.849906369;1.222357421;0.59071014;1.3953527725;0.528904186;0.683234323;0.502467404;0.5619227255;0.997487947
PF3D7_0115600;0.1315239985;0.1178986015;0.154031174;0.164849337;0.157103871;0.276876021;0.113699329;0.178541721;0.1423447245;0.126374191
PF3D7_0200200;0.36153516;0.255231029;0.278386606;0.181011046;0.209471833;0.313792818;0.260625837;0.256334904;0.241308196;0.20644334
PF3D7_0200300;1.131979074;0.940597628;0.955275879;0.867883291;0.807480117;0.999593403;1.088190777;1.531632866;1.184850353;1.379504504
PF3D7_0200800;0.321641617;0.347217861;0.576557029;0.281213572;0.445972294;0.174644876;0.240897193;0.272913774;0.136922069;0.424462938
PF3D7_0200900;0.43134884;0.437909081;0.744719524;0.192324234;0.483136677;0.4075047;0.275162735;0.230828931;0.474482392;0.48234425
PF3D7_0201000;0.695643569;0.632247439;0.843638614;0.673942883;0.739908571;0.752534769;0.75072704;0.715442165;0.524641961;0.731233899
PF3D7_0201900;0.00955782633333333;0.0032389725;0.0045926725;0.00484851;0.0025339335;0.0049695695;0.007787625;0.00637649;0.0088118165;0.003858754
PF3D7_0202000;0.1047205325;0.101703732;0.0862009275;0.06787914;0.0549018915;0.1121702795;0.090336448;0.0975602955;0.0894738265;0.084892587
PF3D7_0202200;0.079787076;0.058301507;0.083374671;0.087273182;0.226364732;0.086612498;0.058147602;0.076517878;0.183014647;0.397451662
PF3D7_0202400;0.2181677805;0.1943383575;0.1639230805;0.1454553;0.1427449205;0.1682554215;0.177557846;0.162600492;0.1308215785;0.109974489
PF3D7_0202500;0.086020435;0.103647118;0.220448285;0.513942042;0.848023035;0.113590157;0.103835002;0.334128069;0.883892942;2.089515184
PF3D7_0202600;0.891994528;1.112910948;1.1354499925;0.776569705;0.739908571;0.971905819;0.99993108;0.891433303;0.776795491;0.6415178445
PF3D7_0202700;0.7997407245;1.1789859855;1.0075616895;0.854145854;0.6419298115;1.206185512;1.2200612;0.93734401;0.6527522155;0.6077537505
PF3D7_0202900;1.018531806;1.166030069;1.151700947;0.770913087;0.674026292;0.924339959;1.086114104;0.879955617;0.596492157;0.885584026
PF3D7_0203000;1.84756937766667;1.98181935266667;2.687302181;3.50655021066667;3.26032774866667;1.805610279;1.88183628833333;2.29256070733333;3.90566804066667;4.67552373766667
PF3D7_0203100;1.2020421164;1.4774897014;2.3658622604;3.4175530288;3.8782697572;1.19482647325;1.4844251606;2.0846020746;3.7798622958;5.9845416026
PF3D7_0203300;1.048452019;1.206193352;1.160179702;0.759599898;0.790587243;1.270789888;1.381005545;0.854449681;0.658852706;0.804550201
PF3D7_0203400;3.145355981;2.286714566;1.807393332;1.538593875;1.190948717;2.702025927;1.964558158;2.307014101;1.342107373;1.117109276
PF3D7_0203600;1.868139477;2.209627048;1.746628682;1.3276836605;1.1934827185;1.686813909;1.8929120645;1.543748231;1.045216941;1.0216051365
PF3D7_0203700;0.532329354;0.4048715625;0.4083945765;0.443638661;0.4721562635;0.421703477;0.350443131;0.376850572;0.4053435395;0.5469783525
PF3D7_0203800;0.6906568295;0.9373586585;1.0315848845;0.7305088275;1.044825237;0.9144008215;1.041465072;0.728832811;0.672409333;0.8875134075
PF3D7_0203900;0.632686557;0.894604193;0.912881977;0.7014177805;0.702744213;0.802940431;0.968780517;0.7715552765;0.6385177455;0.618365331
PF3D7_0204100;3.057673266;3.99980713275;4.43793477775;4.0460815705;2.9532995575;3.59181551166667;4.187665542;4.88184067975;3.47829487175;2.43969720125
PF3D7_0204200;0.907577926;0.90432114;1.153114058;2.080010694;2.405547578;1.025151198;0.88778927;1.267646235;2.577117295;3.781578994
PF3D7_0204300;0.8870078255;0.7941960255;0.640854459;0.5066692985;0.405429351;0.7198776165;0.7351518045;0.67335734;0.538876431;0.4833089405
PF3D7_0204500;1.008558439;0.860271102;0.736240727;0.5769726795;0.4586419615;0.986814505;0.791222694;0.733296354;0.596492157;0.5826718565
PF3D7_0204600;0.985495025;0.95938362;0.7970053135;0.5099016325;0.694297802;0.872514397;0.9288040925;0.701413915;0.6785098235;0.823843981
PF3D7_0204700;0.870177734;0.79484385;0.804070978;1.0206113645;1.174055843;0.7653137095;0.71905737;0.92076516;0.9848899025;1.1894609595
PF3D7_0204800;1.317733338;1.274859611;1.1156661325;1.2234406645;1.615804918;1.649897075;1.247058386;0.9628499835;0.9991243925;1.2020018775
PF3D7_0205000;0.6058830795;0.7715232395;0.852823967;0.5591948215;0.9003910495;0.600607982;0.797971975;0.6708067395;0.7279915885;1.2743535465
PF3D7_0205100;0.556639499;0.742372515;0.8584764565;0.588285868;0.993301931;0.66166269;0.697771191;0.842971995;0.6886773135;1.2878591265
PF3D7_0205400;0.4120254165;0.384789921;0.3518693675;0.3353552685;0.307450592;0.4529407715;0.3722484635;0.383227037;0.335526843;0.390698829
PF3D7_0205500;0.718083617;0.747554881;0.699499357;0.625457781;0.537193883;0.796550982;0.688426037;0.845522558;0.554466589;0.600036227
PF3D7_0205600;1.315240024;1.36295961;1.3113846445;1.0682883435;0.904614268;1.5348870795;1.3602385025;1.263182711;0.988279059;0.861466837
PF3D7_0205700;0.7866506785;0.764397515;0.7637967655;0.4767701525;0.5126992055;0.8590255695;0.749688703;0.4495425345;0.267065804;0.3752638255
PF3D7_0205900;2.3032283255;2.131891705;2.012297155;2.0323337635;1.7872678095;2.1759614585;1.9816909295;2.1227335185;1.6498430985;1.3081175545
PF3D7_0206000;1.20553280033333;1.34007090833333;1.406770955;1.52943556833333;2.06600039633333;1.22346067133333;1.270940376;1.54268545866667;1.72169325433333;2.20206229866667
PF3D7_0206100;1.030998598;0.838246102;0.80124467;0.867883291;0.902080291;0.956997133;0.873252371;0.77920708;0.794419138;0.916454064
PF3D7_0206200;1.1787293415;1.209432321;1.6159141135;3.7382011515;5.6726323285;1.155779893;1.3155894705;1.8734127385;3.9964975715;7.7117198285
PF3D7_0206300;0.33021250425;0.305920955;0.329965860375;0.326668361;0.37882305225;0.290009880625;0.3048855195;0.364575811;0.3607760835;0.4025162765
PF3D7_0206500;0.731797042;0.739349461666667;0.698557254333333;0.666400773333333;0.884061256333333;0.756794430333333;0.719922660666667;0.662729867;0.768661477;1.13768933866667
PF3D7_0206600;0.465009024;0.536373852;0.562425743;0.688488418;1.060873527;0.682960846;0.580437666;0.545827548;0.745615216;1.12096798
PF3D7_0206700;0.6526333095;0.660102572;0.6048196235;0.4929318615;0.752578277;0.7738329675;0.7216532425;0.7651787925;0.5870025095;0.673352586
PF3D7_0206800;0.023686786;0.015547068;0.01695756;0.014545529;0.018582179;0.022718033;0.01557525;0.025505959;0.016267968;0.01929377
PF3D7_0206900;0.792884;0.846019613;1.260511988;2.729711147;3.594807027;0.795131123;0.903364505;1.478070432;2.963481651;4.987439619
PF3D7_0207000;3.166549372;2.591178;2.547873352;3.133753647;2.331218812;2.602634462;2.264641344;2.773773089;3.076001688;2.560283321
PF3D7_0207100;1.197221655;1.436376353;2.14889975966667;3.10951105566667;4.26263934;1.314332786;1.512529835;2.17863408333333;4.378794746;6.50071441766667
PF3D7_0207400;3.2189097075;3.1016401355;2.4270507345;1.7495039945;1.234025636;3.2934046585;3.0164067205;2.691516401;1.33736257;0.9087365685
PF3D7_0207500;3.6839187685;4.026690664;3.6282112685;2.8008226745;2.1361058765;4.224134109;3.588018432;3.7716938105;2.127036824;1.506843472
PF3D7_0207600;5.9753036675;6.5122780915;5.770516226;4.2165874775;3.4199656015;5.2521250245;5.5956680865;7.0836425685;3.7314652375;2.33358151
PF3D7_0207700;5.788926187;5.148670811;4.2655328635;3.168501288;2.022923662;5.210948529;4.773294829;5.726725635;3.0848133505;1.7952853
PF3D7_0207800;4.491762875;4.219733488;3.8267559615;3.5693114895;2.9064217115;3.869164859;3.770768031;4.3213472415;2.949246999;2.4773200855
PF3D7_0207900;1.183092678;1.6130083115;1.774891255;1.20243046;1.663105005;1.835900937;1.857608186;1.3014416525;1.041149961;1.2946119745
PF3D7_0208000;4.1059176075;3.9677413125;4.5403867735;3.611331754;3.196134821;3.924539941;3.64460849;3.487940048;2.7974126465;2.0509277385
PF3D7_0208100;2.582690813;2.48148476866667;2.11451350566667;1.45724660766667;1.162230838;1.94144515066667;2.10681215433333;2.12124567733333;1.31544597366667;0.904234698666667
PF3D7_0208200;0.478722436;0.395154654;0.37447943;0.316769312;0.356439971;0.394725802;0.431953609;0.377488213;0.315869706;0.501638002
PF3D7_0208300;0.573885142666667;0.553216511;0.553475908333333;0.443908027;0.505097402666667;0.5615613595;0.549633277;0.521596881;0.4026321955;0.553731219
PF3D7_0208400;2.41231223333333;2.24309642433333;2.19977234633333;1.90546446233333;1.66676513466667;1.81980903533333;1.88598967566667;1.97883738433333;1.527381438;1.292682584
PF3D7_0208500;1.681761848;1.445877397;1.317037134;0.955156503;0.998369834;1.662675972;1.394504106;0.913113394;0.702233961;0.700363862
PF3D7_0208600;2.171704346;2.1714071625;1.9190305965;1.3147542745;1.0431359695;1.8280915865;1.805171474;1.6285555585;1.0980878435;0.85857278
PF3D7_0208800;1.331446713;1.118093275;0.92560011;0.740205867;0.608144064;1.084786026;1.06950047;1.135015202;0.734769882;0.681070052
PF3D7_0208900;0.252243507333333;0.233206016333333;0.46421320325;0.305456135;0.484262855;0.335090974;0.287969067333333;0.30128915;0.349309425;0.593604986
PF3D7_0209000;1.6126962064;2.29805099825;3.0201415004;2.7300343576;4.0999043998;1.7890450064;1.9894785842;1.8711172776;2.0972122602;3.8525799582
PF3D7_0209100;0.8090907445;1.224979382;1.020279864;0.9535403055;0.8100140935;1.1209928885;1.159317796;1.112697508;0.9028721955;0.8431377325
PF3D7_0209200;0.791637343;0.719051904;0.679715539;0.507477397;0.430768687;0.795131123;0.722691579;0.739672819;0.569378862;0.491991126
PF3D7_0209300;0.989858399;1.581914112;1.168658541;0.885661125;0.667269173;1.642797612;1.360238441;0.766454112;0.592425177;0.630906264
PF3D7_0209500;0.5647428805;0.82917698;1.282415473;1.057783229;1.2771025045;0.7440155325;0.913747995;0.686110308;1.134012921;1.984364255
PF3D7_0209600;2.5924564535;2.6144986105;2.79022527;2.7192060325;2.3650045595;2.853952672;2.4240281525;2.183310192;1.853192666;1.498161215
PF3D7_0209700;0.642036596;0.6536246335;0.707271556;0.7410139415;0.8547802295;0.750404981;0.6188566165;0.772192955;0.866269294;1.065980811
PF3D7_0209800;0.8888778485;0.811686522;0.608352466;0.425860803;0.418099019;0.7986808125;0.712827288;0.765816471;0.4853277055;0.491026421
PF3D7_0210000;1.757808888;1.561184801;1.445631993;1.202430509;0.907148194;1.408517961;1.486917243;1.429609124;0.935408157;0.738951365
PF3D7_0210100;0.691903524;0.627065073;0.500248023;0.358789745;0.292246985;0.708518641;0.571092512;0.531799261;0.408054863;0.333782207
PF3D7_0210200;2.103137322;2.1655770485;2.21013527833333;1.67314000575;1.37085802;1.6900086125;2.07773830575;1.964277711;1.3583753135;1.11807395175
PF3D7_0210300;0.907577963;1.1167977415;0.972939987;0.522022932;0.498340233;1.098984782;1.187872455;0.776656517;0.4677040985;0.400345734
PF3D7_0210500;0.619596492;0.5881974205;0.548294435;0.6731348085;0.700210275;0.5530420805;0.606396422;0.615968928;0.7151127645;0.833490871
PF3D7_0210600;0.99359837;1.14853965;1.9755557425;4.3450731205;4.931879224;1.0634878915;1.146857571;2.2846964075;5.4972174485;7.494665238
PF3D7_0210700;0.82779084;1.137527169;1.633578306;3.393956846;2.968080721;1.1174432;1.285477337;1.656612134;3.675205057;5.157224909
PF3D7_0210800;0.3708852165;0.3783119825;0.382251671;0.484851019;0.74075323;0.3606487585;0.3452513705;0.4189353965;0.5781907065;1.03607545
PF3D7_0210900;1.155665854;1.02481091;0.806897202;0.66747819;0.549018905;0.996753685;0.872213973;0.909287473;0.679187647;0.603894989
PF3D7_0211100;0.5223559865;0.515644424;0.8295073275;0.9874798725;1.689289;0.51186567;0.54721046;0.487163835;0.8296663525;1.6689111235
PF3D7_0211400;0.4344655385;0.938654231;1.303612445;0.8137415705;1.439274225;0.787321816;0.905441209;0.8971721465;0.9340524695;1.399763047
PF3D7_0211500;0.6470232975;0.802617381;0.962341522;0.860610547;0.8117033605;0.738336055;0.8208156905;0.784308263;0.6574970595;0.7765742495
PF3D7_0211700;0.7916373435;1.056552818;0.8365729705;0.583437372;0.560843952;0.735496274;0.8530044975;0.78112004;0.5483660785;0.558554638
PF3D7_0211800;1.037855249;0.9341196895;0.835159817;0.7256603315;0.6089886975;1.009532541;0.8379484615;0.93861933;0.713757078;0.5305786575
