"","variable","relative_importance","scaled_importance","percentage"
"1","PFE0430w",46.8312339782715,1,0.0166494608312756
"2","PF11_0435",45.7755355834961,0.977457386767447,0.0162741384752256
"3","PFD0470c",45.7293319702148,0.976470788521868,0.0162577121463796
"4","PF14_0071",45.0592422485352,0.962162181535543,0.0160194815548107
"5","PF10_0374",39.8416175842285,0.850748831489557,0.0141645093471388
"6","PFF0200c",37.8834419250488,0.808935377244721,0.0134683378784691
"7","PFC0400w",37.2261047363281,0.794899078542327,0.0132346410730075
"8","PFB0920w",35.5120735168457,0.758298906522993,0.0126252679425537
"9","PF11_0260",35.4482765197754,0.756936631996981,0.0126025868061914
"10","PFE0815w",34.8623428344727,0.744425031607066,0.0123942754055629
"11","MAL13P1.124",34.4446220397949,0.735505326547158,0.0122457671255414
"12","PFE1390w",33.5306167602539,0.715988324711052,0.0119208195679273
"13","PFB0295w",32.8032913208008,0.700457547969389,0.0116622405088877
"14","PFC0090w",32.6724472045898,0.697663598182124,0.01161572275134
"15","PFL0580w",31.8718490600586,0.680568209559593,0.0113310937480738
"16","PF11_0290",31.7042865753174,0.676990202522261,0.0112715218600517
"17","PF13_0032",30.9834365844727,0.661597697785375,0.0110152449553397
"18","PFA0330w",30.9798374176025,0.66152084380216,0.0110139653779564
"19","PF14_0593",30.9066219329834,0.659957453765222,0.0109879357767724
"20","PF10_0111",30.8010673522949,0.657703518267015,0.0109504089659788
"21","PFF0875w",30.1805210113525,0.644452824483667,0.0107297920588457
"22","PF13_0219",29.5460643768311,0.630905100440866,0.0105042297580422
"23","PF14_0112",29.421516418457,0.628245594214064,0.0104599504132885
"24","PFF0965c",29.292501449585,0.625490702704438,0.0104140829550046
"25","MAL7P1.94",28.3078002929688,0.604464112692458,0.0100640015681848
"26","PF11_0087",27.7880668640137,0.593366104273627,0.00987922571171032
"27","MAL13P1.206",27.5573997497559,0.588440607021839,0.00979721883814213
"28","PFE0450w",27.2942314147949,0.582821102417646,0.00970365711634344
"29","PF13_0170",26.1234874725342,0.557821890506981,0.00928743371682407
"30","PFE1280w",26.0937271118164,0.557186409478837,0.00927685330033696
"31","MAL13P1.179",25.9980430603027,0.555143242058605,0.00924283566440207
"32","MAL7P1.18",25.7719688415527,0.550315818146288,0.00916246165905799
"33","MAL13P1.262",25.3128089904785,0.540511253712064,0.00899922094754265
"34","PFC0760c",25.2992916107178,0.540222613447598,0.0089944152427651
"35","PF13_0095",24.4729766845703,0.522578087434663,0.00870064339802631
"36","PF14_0642",24.3498821258545,0.51994961604369,0.00865688076655619
"37","PFF1150w",23.7705669403076,0.507579342268379,0.00845092237786199
"38","PFE1340w",23.2778072357178,0.497057311078288,0.0082757362316971
