"","MAL13P1.116","MAL13P1.124","MAL13P1.201","MAL13P1.294","MAL13P1.301","MAL13P1.310","MAL13P1.332","MAL13P1.337","MAL13P1.343","MAL13P1.75","MAL7P1.113","MAL7P1.12","MAL7P1.126","MAL7P1.65","MAL8P1.111","MAL8P1.152","MAL8P1.18","MAL8P1.35","MAL8P1.53","MAL8P1.55","MAL8P1.8","PF07_0015","PF07_0111","PF07_0116","PF08_0126","PF10_0142","PF10_0159","PF10_0173","PF10_0195","PF10_0257","PF10_0280","PF10_0286","PF10_0321","PF10_0340","PF10_0348","PF10_0374","PF11_0064","PF11_0096","PF11_0123","PF11_0129","PF11_0141","PF11_0146","PF11_0174","PF11_0212","PF11_0241","PF11_0242","PF11_0276","PF11_0396","PF11_0404","PF11_0414","PF11_0461","PF11_0471","PF11_0506","PF13_0013","PF13_0031","PF13_0036","PF13_0088","PF13_0095","PF13_0166","PF13_0187","PF13_0209","PF14_0013","PF14_0094","PF14_0121","PF14_0133","PF14_0178","PF14_0185","PF14_0214","PF14_0261","PF14_0267","PF14_0286","PF14_0292","PF14_0304","PF14_0314","PF14_0342","PF14_0346","PF14_0415","PF14_0439","PF14_0463","PF14_0545","PF14_0567","PF14_0583","PF14_0632","PF14_0695","PF14_0706","PFA0300c","PFA0430c","PFB0265c","PFB0410c","PFB0715w","PFB0820c","PFB0875c","PFC0225c","PFC0315c","PFC0375c","PFC0385c","PFC0465c","PFC0570c","PFC0610c","PFC0705c","PFC0865w","PFC0885c","PFC0960c","PFD0180c","PFD0265w","PFD0285c","PFD0295c","PFD0340c","PFD0830w","PFD1070w","PFE0335w","PFE0500c","PFE0505w","PFE1015c","PFE1430c","PFE1520c","PFE1550w","PFF0610c","PFF0625w","PFF0875w","PFF1110c","PFF1150w","PFF1395c","PFI0230c","PFI0380c","PFI0505c","PFI0585c","PFI1025w","PFI1110w","PFI1195c","PFI1265w","PFI1275w","PFI1510w","PFI1545c","PFI1580c","PFI1650w","PFI1655c","PFL0420w","PFL0450c","PFL0565w","PFL0980w","PFL1335w","PFL1400c","PFL1430c","PFL1700c","PFL1760w","PFL1815c","PFL2220w","PFL2485c","PFL2550w","D_class","Class","Compound"
"W7_H4"," 0.288354737"," 0.626128179","-0.5301919864"," 0.479973843"," 0.192321177"," 0.330075682","-0.827424277"," 0.72701400","-0.611539607","-0.9028883032"," 1.568459e-01"," 0.5453942027"," 0.547267804"," 0.766040747"," 0.327107925","-1.8415822673","-0.269148523"," 0.078215689","-0.213571982","-0.422667401"," 1.732259315","-0.643441262"," 1.361895931"," 0.077723885"," 1.091170576","-0.766293271"," 0.67421543"," 0.242667314"," 0.326231424","-2.557633335"," 0.56785704","-0.909241311"," 0.338911963","-3.776842e-01"," 0.1180212071"," 0.651522919"," 0.584063377"," 0.446639788"," 0.777448361","-0.105400280","-1.3262569643","-0.139772362"," 0.60459308"," 0.1996572785"," 0.1332193714","-0.236778527","-0.7047274232"," 0.865105332","-0.1875389401","-0.209821231"," 1.1882278361","-3.486949e-02"," 0.043773710","-1.289474034","-0.825638591","-0.688931445"," 0.38042283"," 0.52413452","-0.20296293","-0.262238581","-0.7551861507"," 0.192974254","-1.010039188","-0.0773691250"," 0.822352413"," 0.204252372","-0.318247152"," 0.1801916414","-0.978015436","-1.346203597","-1.814729e-01"," 0.2973224230"," 0.5082746181"," 0.725228886","-0.511602532"," 0.5643269363"," 0.793013841"," 0.425609131"," 0.011939906"," 0.6779130452"," 0.744789077"," 0.41572340"," 0.545885562"," 0.376038259"," 0.041080729","-0.569963765"," 1.121516294"," 0.377075770"," 0.098046782"," 0.209890175"," 7.342058e-03","-0.7982668400","-0.119664501","-1.0632796125"," 0.124534315","-0.6040355371","-0.3322943185"," 0.603942177"," 0.642748211","-0.376942864"," 0.452507893"," 0.210436500"," 0.2108228101","-0.6755314091"," 0.475691499"," 1.020327446","-0.79052836","-0.424081330"," 0.5185351780"," 0.800222472"," 0.0118703272","-0.164080404"," 0.578073153"," 0.627241760"," 0.062570053"," 0.450989392"," 0.512793187"," 0.443752539","-0.113859657","-0.6989806146","-0.8955439959"," 0.063941046"," 0.618489700","-0.146771430","-0.5744017115"," 1.1571962896","-0.0011404030","-1.178294206"," 0.202088548","-0.2172287811"," 0.2529699168","-0.385972768","-1.371233538"," 0.96309417","-0.606363354","-0.322726608","-0.12237707","-0.7069197878","-0.426581770","-0.90972218","-0.7350547976"," 0.922609517","-0.920328955"," 0.182342049"," 0.6667160890","-0.031037316"," 0.589193468"," 0.038669899","-0.1630967033","-0.579255486",4,3,"W_7"
"W7_H6"," 0.290160721"," 0.406088887","-0.5655213104"," 0.322538690","-0.430018798"," 0.110962968","-0.622469848"," 0.59745034","-0.639071572"," 0.1116127404"," 5.464567e-02"," 0.4365148917"," 0.231959145"," 0.772708950"," 0.409071612","-1.6787659244","-0.178297839","-0.283969906","-0.128597883","-0.521748111"," 1.345547580","-0.039892891"," 1.006649918","-0.145557019"," 1.115546650","-0.374396544"," 0.44149104","-0.176422892"," 0.472812262","-1.732553420"," 1.66958064","-1.024433514","-1.118038192","-3.479747e-01"," 0.5892853692","-1.352267331"," 0.531466567"," 0.205988914"," 0.659681236"," 0.291353025","-1.4657383038"," 0.090522308"," 0.23993813","-0.2529914663"," 0.2911929570","-0.087736436","-1.4226675514"," 0.809309227","-0.2261876907","-0.207870305"," 1.1676385740","-5.198079e-01","-0.090529778","-1.209280060","-2.108064156","-0.643134224"," 0.15838205"," 0.67892845","-0.11642234","-0.719420460","-0.3998689184","-0.348367804","-0.578299062","-0.8124989447"," 0.310508981"," 0.740510288","-1.420170210"," 0.0922061480","-0.369494918","-1.224572957","-2.066673e+00","-0.0291115789","-0.4957611727"," 0.458367309","-0.347827833"," 0.6575204601"," 1.060072979","-0.221946281","-0.213583367"," 1.7022727975"," 0.172273984"," 0.57037511"," 0.430667167"," 0.384144143"," 0.217254236"," 0.041807617"," 0.710597628"," 0.136070741"," 0.078721609","-0.164721698","-7.136697e-02","-0.7605885858","-0.181783746","-0.3854346683","-0.106437944","-0.6554004670"," 0.5677337374"," 0.639325552"," 0.122907834","-0.377563081"," 0.660329510"," 0.081048724","-0.0249513943"," 0.0565270102"," 0.207101160","-1.113842296"," 0.12855886","-0.885899840"," 0.3902592192"," 0.071331586"," 0.2593632220","-0.278013185"," 0.215427395"," 0.322270380"," 0.659162297"," 0.144216419"," 0.534262035"," 0.163079020","-0.305649258","-0.2557164451","-0.3786646721"," 0.107752384"," 0.619922126"," 0.146227743"," 0.3085446790"," 0.9184455555","-0.1953157128","-1.395135280"," 0.349083298","-0.4454741920","-0.0074173186","-1.427927104","-1.164227264"," 0.48336205","-0.226617123","-0.635615817","-0.22126854","-0.6371069229"," 0.094741660","-0.22901748","-0.8405282381"," 0.580306506","-0.530853247"," 0.272866097","-0.2037455208"," 0.004839528"," 0.440030900"," 0.098957906"," 0.2578286091","-0.660564029",4,3,"W_7"
"W7_H8"," 0.674882242"," 0.768881766","-1.0872093948"," 0.242181622"," 0.017272038"," 0.396731582","-0.910103579"," 1.12154468","-0.848025072","-1.2320274304"," 2.806006e-05"," 0.7438868056"," 0.565076157"," 0.812948957"," 0.419582406","-2.1123493899","-0.562001238","-0.719367555","-0.075511349","-0.388008021"," 1.959386051","-0.816281192"," 1.130357045"," 0.365350313"," 1.180441587","-0.088051517"," 0.20965201"," 0.244598485"," 0.633376864","-3.010829969"," 0.04415635","-1.249750534"," 0.369471201","-7.305231e-01","-0.4553976866"," 0.640287957"," 1.174437731"," 0.531206095"," 1.180392112","-0.031469469","-1.5345447947","-0.025123138"," 0.61449797"," 0.5826660532"," 0.0162104545","-0.531327123","-0.4993376766"," 0.808943546","-0.3350437023"," 0.418365933"," 1.1864644735"," 2.274607e-01","-0.012979148","-1.629351888","-1.108833766","-1.501180843"," 0.81611786"," 0.86882560","-0.44811842","-0.730559984","-1.1062406457"," 0.505032703","-1.371614846","-1.8008612578"," 0.953324714","-0.152888506","-0.662789770"," 0.5270243118","-0.839032992","-1.632107455","-4.530286e-01","-0.0614252699"," 1.1146182174"," 0.880784501","-0.359920089"," 0.2874571578"," 1.327040358"," 0.497499301","-0.054918092"," 0.5741783726"," 0.634362700"," 0.27211963"," 0.677856692"," 0.017896815","-0.168013554","-0.490777384"," 1.544571490"," 0.046176096"," 0.192319674"," 0.479424177"," 1.292037e-01","-1.2448944292","-0.504382004","-1.3257567656","-0.076184509","-0.4797841933","-0.8586669154"," 0.807970512"," 0.740389086","-0.354864810","-0.286734455"," 0.167247724"," 0.2950615485","-1.3666899364"," 0.577444946"," 1.038083102","-1.44779011","-0.705168342"," 0.2092649002"," 0.832954534","-0.2912409152","-0.343327903"," 0.664267324"," 0.335857694"," 0.318950832"," 0.968932507"," 0.580771571"," 0.625665817","-0.005818437","-0.5431188669","-1.2353641346","-0.125613237"," 0.902068036","-0.637974540","-1.1314110451"," 1.8455790837","-0.0074627811","-0.975124101"," 0.082445356","-0.6905093218"," 0.6268130702","-0.271332872","-2.112790288"," 1.12999241","-0.191017368","-0.379209168"," 0.09655994","-0.7142192747","-0.417756505","-1.63133282","-0.6343257460"," 0.829921713","-1.944049501"," 0.764077736"," 1.1388393213","-0.118821098"," 0.723506696"," 0.040197114","-0.1675016250","-1.080216640",4,3,"W_7"
"W7_H10"," 0.527014708"," 0.068050143","-0.4410317806","-0.112861769"," 0.265014620"," 0.316824746","-0.113962592"," 0.49996302","-0.558041600","-0.5638270937","-4.453763e-01"," 0.0379573562"," 0.269227566"," 0.787741884"," 0.248610797","-1.3672070540","-0.007227286","-0.846453976","-0.669088300","-0.285231417"," 1.091603955","-0.509146924"," 0.862669079"," 0.334321092"," 0.357771502"," 0.207470911","-0.92640371"," 0.433491366"," 0.904210481","-1.204519441"," 1.00352071","-0.635693132","-0.069437024","-3.073065e-02"," 0.3735194171"," 0.141733598"," 0.254944365","-0.048329084"," 0.046132972"," 0.271872900","-0.5890586683"," 0.499731717","-0.31610047","-0.3240695042","-0.1481417724"," 0.066297831"," 0.4483310878"," 0.367945505","-0.5471917195"," 0.022490021"," 0.9043961845","-4.457661e-02","-0.751805154","-1.385528507","-0.545300784","-0.076693838"," 0.29816323"," 0.04001783","-0.68934648"," 0.174567343","-0.8398711107"," 0.660752321","-0.471189677","-0.0123011441"," 0.778340086"," 0.963432393","-0.867320443","-0.0670369766","-0.758312202","-0.653029784","-2.347385e+00","-0.0005790784"," 0.1162296222"," 0.157850864","-0.062408328"," 0.0848106271"," 0.192286431","-0.244603551","-0.039582858"," 0.9717597821"," 0.075763775"," 0.06605999"," 0.261662838"," 0.292054986"," 0.141899864","-0.201731715"," 0.298819545","-0.007910641"," 0.052479091","-0.056279720","-6.523511e-02","-0.6650194840","-0.578119786","-0.5603691093","-0.132923816","-0.4841979260"," 0.0471174730"," 0.182682229"," 0.384337823"," 0.253554669"," 0.483175986"," 0.682677769","-0.0588398509","-0.6330351423"," 0.157566322"," 0.313228237","-0.39354280"," 0.371591168"," 0.0989629413","-1.109641417"," 0.0229212889","-0.275111501"," 0.075932648"," 0.507636615"," 0.119960821"," 0.221668327"," 0.162796588"," 0.158426497","-0.734499234","-0.2861795928","-0.4116211448"," 0.265138970"," 1.050462581","-0.473530990","-0.5169968568","-0.1037630188"," 0.1462302847","-0.872538208","-0.511122372"," 0.0464242642","-0.4256762001","-0.760230691","-0.836460628"," 0.52145716"," 0.183605025","-0.271263257","-0.42728361","-0.2200553247"," 0.150364670","-0.26589041","-0.0331439558"," 0.265802965","-0.466580896"," 0.161606783"," 0.2126908965"," 0.017709883","-0.021833149","-0.023773569","-0.0685787996","-0.736960261",4,3,"W_7"
"W7_H12"," 0.419555996"," 0.226112742","-0.5951786416","-0.071537753","-0.532095568"," 0.449912253","-0.898749935"," 0.74102345","-0.838519733","-0.7474828549","-4.395142e-02"," 0.5160459211"," 0.186828270"," 0.790211354"," 0.265767142","-1.5115216986","-0.226038705","-0.695335199","-0.435003281"," 0.169987295"," 1.467831720","-0.259519643"," 2.163138770"," 0.405866314"," 0.881763915","-0.597915616"," 0.10595219"," 0.094238141"," 0.588768153","-1.633642099"," 0.57765741","-0.643197495","-0.179747459","-4.028370e-01","-0.1969178362"," 1.277160916"," 0.642021734"," 0.175310341"," 0.066534696","-0.112141156","-1.1523774347"," 0.141057394"," 0.26603195"," 0.1163394581","-0.1946415619","-0.491270112"," 0.0334854346"," 0.431141747","-0.3049590921","-0.216009245"," 0.8236924824","-6.710196e-01","-0.348843991","-1.700571000","-0.721128189","-0.923298718"," 0.37744661"," 0.02111293","-0.46988039","-0.012364242","-0.7720249307"," 0.679834193","-0.843155989","-0.9968422728"," 0.735567779"," 0.194597275","-0.366114874"," 0.1875950237","-1.045039696","-1.138449156","-1.868859e+00"," 0.1499256224"," 0.5954413156"," 0.472878211","-0.121029025","-0.0769763415"," 0.724360730"," 0.470218091"," 0.167490108"," 1.0957797978"," 0.604705208"," 0.40459846"," 0.474108620"," 0.151847005"," 0.464063414","-0.513692312"," 0.937556489","-0.091525440","-0.042126251"," 0.195443037","-4.029896e-01","-0.9394774796","-0.355475211","-0.4840451430","-0.417405280","-0.2285831240","-0.3356429273","-0.367068909"," 0.513981240","-0.270569461"," 0.016764631"," 0.623588862"," 0.3512899976","-0.5904247478"," 0.331618477"," 0.382353429","-1.04301844","-2.340311751"," 0.0886154207"," 0.360388400"," 0.0830304964","-0.211072125"," 0.071446343"," 0.595203111"," 0.106876320"," 0.864083362"," 0.389164722"," 0.697377664","-0.321006764","-0.4343693802","-0.4695579652","-0.180346920"," 1.170505406","-0.242679531","-0.7910152366"," 1.2033296664"," 0.3033698204","-1.580995536"," 0.087551698","-0.3888009722"," 0.1105732301","-0.217560832","-1.248357728"," 0.64853386"," 0.325826477","-0.181227728","-0.26595595","-0.2191566149","-0.300682780","-0.74245664","-0.4389759572"," 0.647052316","-0.733298440"," 0.172990080"," 0.5350889977"," 0.033715256"," 0.430642021","-0.432556046"," 0.1537100453","-1.317479949",4,3,"W_7"
"Staurosporine_H1","-0.252268882"," 0.151460335","-0.5232250478"," 0.995765559","-0.305302791"," 0.437230602","-0.063651429"," 0.18511016"," 0.868845942"," 0.8489062207"," 7.176521e-01"," 0.6141903436"," 0.446637203"," 0.050085814"," 0.283354641"," 0.3384853405"," 0.022228171","-0.386272279"," 1.083703301"," 0.306753474"," 1.351887171","-0.021942026","-0.123670838"," 0.303408142"," 1.573027552","-0.281312600"," 1.14682873","-1.047712473"," 0.389890421","-0.414913788"," 0.87985319","-0.462528318"," 0.186363842","-2.348203e-01"," 0.3159812252"," 0.020725293"," 0.531106868"," 0.255578916","-0.504279232","-0.611054244","-1.2405115262","-0.062433356"," 0.35156434"," 0.1023455225","-0.0320934769"," 0.331440289","-0.2000250435"," 1.573584570","-0.1438555789","-0.950032772"," 1.1102171652"," 7.329383e-01"," 0.656799513","-0.404271540","-0.826303235"," 0.310835893","-1.02942346"," 1.15366070"," 0.52588674","-0.390968690","-0.0131470142","-0.732980281","-0.123344586"," 0.1481728558"," 0.769439982"," 0.770106003","-0.268833794","-0.4924031256","-0.096168154"," 0.039591612","-5.020364e-01"," 0.3841388027","-0.2560960883"," 1.145079676","-0.609581347"," 0.5853182362"," 0.041547248","-0.768840328"," 0.167113275"," 0.2136322607"," 0.279958471"," 0.99581073"," 0.582636027"," 1.048728955"," 0.188562479","-0.721513557"," 1.040383596"," 0.403800654"," 0.631443760"," 0.453631949","-6.153392e-01","-0.2429859273"," 0.611649136"," 0.3962118458"," 0.097514473"," 0.1838109423"," 0.5486279739"," 0.426347944"," 0.118102607","-1.896357427"," 1.018898761","-0.111434784"," 0.0150601250"," 0.8188761316"," 0.617575677"," 0.445242646"," 0.38960379","-0.347447222","-0.0047889292"," 1.572825091"," 0.1354384076","-0.065732184","-0.382071318","-0.497104080"," 1.011965988","-0.232091349"," 0.627074134","-0.271658078"," 0.581486839","-0.0471356010"," 0.3528081927","-0.639373929","-0.675250774"," 0.662733889"," 1.0368755816","-0.0481432651","-1.0772907305","-0.708716442"," 0.562410832","-0.2813070107"," 0.8741768604","-0.686737118","-0.046590146"," 0.08874593","-0.701226225","-0.307651844","-1.54859816","-0.0783469698"," 0.312054952","-0.34529078","-1.0490072368","-0.186314543"," 0.142818834"," 0.159433321","-0.2045992580"," 0.256294947"," 0.774909898"," 0.929078235"," 0.4175059432"," 0.323325222",5,4,"Staurosporine"
"Staurosporine_H2","-0.517275127"," 0.132678321","-0.8574785008"," 0.549168051","-0.318148642"," 0.444847507","-0.377533281","-0.13120379"," 1.166547716"," 0.7805803143"," 8.252212e-01"," 0.4913868517"," 0.647335754"," 0.166149980"," 0.046546297"," 0.3322334683","-0.124661467"," 0.063750723"," 0.715763993"," 0.385071168"," 1.146494437"," 0.188518155"," 0.302527609"," 0.241899236"," 1.635753613","-0.315575837"," 1.27696537","-1.481442900"," 0.371166706","-0.875861248"," 0.24099863","-1.006838582"," 0.648965223","-2.521236e-01","-0.4587037838"," 0.017285295"," 0.648896291"," 0.112313181"," 0.032464196","-0.719698500","-1.3542765159","-0.403562251"," 0.46449995"," 0.0778885987","-0.0057382818"," 0.529943819","-0.2924997732"," 0.993701485","-0.0711003706","-0.483081702"," 0.6486277881"," 6.440049e-01"," 1.161991949","-0.462719262","-1.290383638","-0.134600108","-1.67373513"," 1.25066355"," 0.22478411"," 0.020817978","-0.3435183604"," 0.004885148","-0.223866485","-0.2938974225"," 1.039677008"," 0.739750789"," 0.155890135","-0.1953096581","-0.082464402","-0.200915025","-2.070297e-01"," 0.2572464201","-0.6306798204"," 1.001266256","-0.526477259"," 0.5195358301"," 0.229974003","-0.670915237"," 0.177925926","-0.3100681081"," 1.037322366"," 0.78406770"," 0.677529903"," 0.999253805"," 0.412685019","-0.040644487"," 0.873298633"," 0.499109683"," 0.818095419"," 0.529677661","-1.925220e-01","-0.2743061547"," 0.355944795"," 0.1968368686"," 0.380895763"," 0.0773558719"," 0.2846975577","-0.964045635"," 0.043902621","-1.874617552"," 1.032833846","-0.747041259"," 0.1577527188"," 0.7753486108"," 0.876964443"," 0.609824829","-0.10031881","-0.549056851"," 0.0571872111"," 1.464059531","-0.2959023421","-0.125089732","-0.069149194","-0.190897159"," 0.728078500"," 0.177872694"," 0.880531461"," 0.041603181"," 0.399383774"," 0.1870706989"," 0.0335338851","-0.654481885","-0.456264841"," 0.363553728"," 0.7309205085"," 0.3735438432","-0.8961471381","-0.140266406"," 0.252069663","-0.6459685908"," 0.9653015307","-0.871509487","-0.639398678","-0.37532137","-0.574031788"," 0.080941722","-1.00702170","-0.6860724029"," 0.217701356","-0.65783743","-1.1909913666","-0.259893294"," 0.566621783"," 0.544711496","-0.3453381317"," 0.440649879"," 1.021550412"," 0.659171862"," 0.4547497392","-0.460007659",5,4,"Staurosporine"
"Staurosporine_H4","-0.305489721"," 0.070029021","-0.1194070283"," 0.767169097","-0.261516836"," 0.403526790","-0.164643675","-0.45512423"," 0.550784090"," 1.1140326633"," 6.063819e-01","-0.0117790737"," 0.264218722"," 0.255507973"," 0.227432791"," 0.1854532492"," 0.030758237"," 0.570630093"," 0.144716809","-0.185231210"," 0.815866392"," 0.260922962"," 0.113666838","-0.027918981"," 1.110235768","-0.154811942"," 1.17050109","-0.954048105"," 0.280453805","-0.443012878"," 0.10379204","-0.596666534"," 0.543316720","-5.123016e-02","-0.3788543808"," 0.331399243"," 0.062147028"," 0.386087298","-0.134559061","-0.057697629","-0.5132955104","-0.228541830"," 0.43935314"," 0.0667939427"," 0.0387765834"," 0.469856432","-0.4923902747"," 0.733505534","-0.1019711755","-0.367903308"," 0.2034699457"," 1.427798e-01"," 1.025128921","-0.445154500","-0.914849343"," 0.089118176","-0.14556221"," 0.81664872"," 0.16502985"," 0.218887821"," 0.1742379492","-0.505088254","-0.091456828","-0.1804077146"," 0.812725337"," 0.672349476"," 0.199880942","-0.1664766880","-0.146090915","-0.080029887"," 6.575915e-01"," 0.5215337479","-0.5382415706"," 0.355498724","-0.089009623","-0.0492491263","-0.217273475"," 0.101541650"," 0.077427535","-1.1829562624"," 0.021882175"," 0.40753662"," 0.211431066"," 0.538860317"," 0.049104819","-0.138791902"," 0.741151745"," 0.473958845"," 0.520191861"," 0.139874775","-1.014825e-01"," 0.6420971837"," 0.350017601","-0.2917953485"," 0.235835967"," 0.0402584516"," 0.9363479020"," 0.392694228"," 0.201789133","-0.826224214"," 0.904708423","-0.538721296"," 0.4088680647"," 0.5423242714"," 0.330565902"," 0.664313868","-0.31407744"," 0.440235716"," 0.1900332265"," 0.579850581"," 0.0783146033","-0.101323901"," 0.260478272","-0.456733570","-0.011964468","-0.254312871"," 0.260928742"," 0.081632251"," 0.379291843","-0.3821245094"," 0.3014832058","-0.075129010","-0.627809339"," 0.361084457"," 0.8994197138","-0.4344224748","-0.5936135930"," 0.338644767","-0.094810806","-0.0668240867"," 0.6973519658","-0.468598623","-0.327046705"," 0.03520414","-0.409741997","-0.236255663","-1.04354335","-0.7382515476","-0.156400412","-0.17156332","-0.9261884920","-0.232896699"," 0.737160025"," 0.636689021","-0.7167928790","-0.711376452"," 0.402361775"," 0.206410102"," 0.3793595223"," 0.053403869",5,4,"Staurosporine"
"Staurosporine_H6","-0.422791414"," 0.004952358","-0.3236306640"," 1.016474053","-1.044940602"," 0.383687892","-0.291088619"," 0.09465545"," 1.091569897"," 1.8100449411"," 6.420463e-01"," 0.0124880636"," 0.103127598","-0.051830854","-0.135672201"," 0.2026827318","-0.135408881"," 0.527686904"," 0.449873945","-0.203150203"," 0.653387446"," 0.646807547"," 0.050577677","-0.190885809"," 1.166590199","-0.487182132"," 1.12855362","-0.672482071"," 0.694372466","-0.355951329"," 0.94030253","-0.710717217","-0.756489716","-3.185075e-01","-0.0711338842","-1.441187445"," 0.372369798"," 0.093954743","-0.151749131","-0.134649577","-0.9818850699","-0.628850902","-0.09686379","-0.0190985280","-0.0156327471"," 0.677007060","-1.3746064731"," 0.820023946"," 0.2830176285","-0.593214265"," 0.4096082554"," 5.661852e-02"," 1.071598299","-0.187439131","-2.112061776"," 0.087769686","-0.41206179"," 1.17072821","-0.18476775","-0.132144529"," 0.2918898784","-0.986038512","-0.140188639","-0.6848550358"," 0.448072396"," 1.171338998","-0.611330344","-0.0444700097"," 0.408470651","-0.087230867","-1.096436e+00","-0.0289845467","-1.5868621214"," 0.528309932","-0.430749037"," 0.2102717233"," 0.423397380","-0.223669121","-0.369208726","-0.0307047706"," 0.493274665"," 0.63252259"," 0.364068482"," 0.791782556"," 0.498867383"," 0.495477643"," 0.679821716"," 0.410063167"," 0.394208907","-0.068147438","-3.313048e-01"," 0.3989867252"," 0.155971248","-0.0198404930"," 0.373461733","-0.1112200069"," 1.6393363674"," 0.425520644","-0.158311881","-1.200410600"," 1.203670977","-0.420504553"," 0.2554386597"," 1.0480446497"," 0.272474875","-1.040388967"," 0.40394898","-0.493935115","-0.1388335288"," 0.699330132","-0.0239597618","-0.303284315"," 0.233297072","-0.459190715"," 0.768498439","-0.929062122"," 0.302939935","-0.639378678"," 0.492342653"," 0.0460219198"," 0.2843581365","-0.459016158","-0.630231890"," 0.404853905"," 2.0178305654"," 0.0397099090","-0.8495086488","-0.074235966"," 0.460816255","-0.7294248857"," 0.7826936613","-1.199721659","-0.542279753","-0.56347280","-0.371107226","-0.465341896","-1.20389769","-1.0142742007"," 0.590734251","-0.05767780","-1.0869873757","-0.097041785"," 0.866090621"," 0.898718211","-0.7054008410"," 0.269855820"," 0.446084714"," 0.211464736"," 0.7326120788","-0.101295957",5,4,"Staurosporine"
"Staurosporine_H8","-0.504848699"," 0.061963673","-0.1777372590"," 0.921592279"," 0.107034901"," 0.166254435"," 0.102018912","-0.05359280"," 0.660647834"," 1.6721908474"," 5.036283e-01","-0.0920363291","-0.011719106","-0.033683738","-0.392096265"," 0.5334469836","-0.022856307"," 0.969112476"," 0.190970707"," 0.260268429"," 0.409208297"," 0.569345905","-0.389339791"," 0.107330105"," 1.390389624"," 0.165409304"," 0.78634753","-0.558978369"," 0.859645289","-0.306252723"," 0.26212045","-0.448352458"," 0.709403542","-4.730660e-01","-0.5815081669"," 0.240194830"," 0.162306240"," 0.165210103","-0.519409830"," 0.028682522","-0.4756928038","-0.577557076","-0.63286653"," 0.0352308324","-0.2443479363"," 0.440966988","-0.2240659454"," 0.370418717"," 0.1317553938","-0.321263133","-0.0727366596"," 7.013768e-01"," 1.059795980","-0.281996375","-0.762930457","-0.287941214"," 0.36454311"," 0.94778864","-0.06712695"," 0.345117665"," 0.3620939097","-1.363520734","-0.316469678","-0.1041929112"," 0.667408692"," 0.342045675"," 0.067179466","-0.0888230109"," 0.135693388"," 0.302845943"," 1.077223e+00"," 0.4203332411","-0.4134672210"," 0.300336878","-0.296974677","-0.3936743853","-0.179654317","-0.183206501","-0.190304578","-0.5841689696","-0.026160196"," 0.30371563"," 0.075634867"," 0.425552167"," 0.887797364"," 0.045295132"," 1.029811199","-0.132598353"," 1.043477363"," 0.341985703"," 1.672777e-01"," 0.6116624541"," 0.207921967"," 0.0754813783"," 0.304188735"," 0.3039799350"," 0.8600553807"," 1.243439336","-0.045530390","-1.045214508"," 0.664780141","-0.404843211"," 0.5017220640"," 0.3466602243"," 0.240835593"," 0.769916009","-0.83280418"," 2.121985952","-0.0819996395"," 1.173373012","-0.1908648341","-0.587367542"," 0.306624009","-0.863659596"," 0.487193442","-0.213080157"," 0.169492272","-0.510836308"," 0.408217755"," 0.0625030871"," 0.2517369439"," 0.104828261","-0.770872477"," 0.128711586"," 1.2377188303"," 0.1290527748","-0.7357262795"," 0.179082472"," 0.131171129","-0.3421665512"," 0.6660075515","-0.438618793","-0.993004903","-0.37469221","-0.299574119","-0.016028006","-1.17932030","-0.7514756137"," 0.141224978","-0.64563758","-0.3740082777","-0.353366707"," 0.510531814"," 1.257990376"," 0.0802846277","-0.029840311"," 0.267345930"," 0.026660780"," 0.6535339238"," 0.035116769",5,4,"Staurosporine"
