X;DHB4TP1.1;DHB4TP1.2;DHB4TP1.1t;DHB4TP2.1;DHB4TP2.2;DHB4TP2t;DHB4TP3.1;DHB4TP3.2;DHB4TP3t;DHB4TP1.1c;DHB4TP1.2c;DHB4TP1.1tc;DHB4TP1.2tc;DHB4TP2.1c;DHB4TP2.2c;DHB4TP2tc;DHB4TP3.1c;DHB4TP3.2c;DHB4TP3tc
PF3D7_0417800;0.050431585;-0.050569198;-0.398324544;0.086236708;0.273269885;-0.046238645;-0.376251155;-0.139372209;-0.044007484;0.409921377;0.446884721;0.314208778;-0.05807116;0.849655024;0.830378502;0.164396635;0.066028964;0.167082109;0.075617725
PF3D7_0417900;-0.285290889;-0.201341036;-0.0611111176666667;-0.162061234666667;0.00842559833333334;-0.197847268;-0.177999884;-0.259629488333333;-0.318632398;-0.375190928666667;-0.271604409333333;-0.337010117;-0.328133556333333;-0.419887873;-0.196669253666667;-0.42116568;-0.363588000666667;-0.240599862;-0.279581087666667
PF3D7_0418100;-0.846222348;-0.609782767;-0.134733831;-0.759613675;-0.840077267;-0.600578652;-0.479726271;-0.31346846;-0.44203177;-1.192981387;-0.069162301;-0.482290898;-0.386518393;-0.797684441;-0.847069935;-0.642316239;-0.616854857;-0.66390475;-0.608931945
PF3D7_0418500;0.412999392;0.245198397;0.765809943;0.235987803;0.276971812;0.302685814;0.509771205;0.421423877;0.365997202;1.367554779;1.605801795;0.366613587;0.472354978;0.857396779;0.930398945;0.766194602;0.774064957;0.735128532;0.642362792
PF3D7_0418600;-0.674933228;-0.40321647;-0.186789887;-0.70245083;-0.653587201;-0.443573021;-0.787370133;-0.713206064;-0.671932854;-0.700252137;-0.31733699;-1.275550374;-0.99772203;-0.408327956;-1.085148929;-0.404069654;-0.392101678;-0.280624147;-0.384470233
PF3D7_0418700;-0.391410829;-0.139778981;-0.464177519;-0.161366693;-0.333709031;-0.189839538;-0.068532058;-0.277111336;-0.117311517;-0.518747163;-0.229809238;-0.322467685;-0.395381453;-0.619899431;-0.482096744;-0.527561604;-0.400023307;-0.45116781;-0.274388194
PF3D7_0418800;-0.724519834;-0.781888673;-0.855311952;-1.326801379;-0.957515715;-0.609995862;-0.875021413;-1.04802507;-1.080839921;-0.439129135;-0.327317465;-0.572866387;-0.748863565;-0.294979269;-0.486847163;-0.651290117;-0.520271278;-0.438203837;-0.734762738
PF3D7_0418900;0.039989547;-0.193162464;-0.181592213;-0.267568617;-0.413851183;-0.173461982;-0.510610904;-0.122120582;0.168652125;0.772338098;0.083431996;0.524545694;0.328952745;0.648520944;0.773491146;-0.513015002;0.119501199;0.410603792;0.15122844
PF3D7_0419000;-0.025752806;0.094669903;-0.348074918;-0.364690661;-0.036145109;-0.183749721;-0.508722688;-0.296451568;-0.301564556;0.112819407;-0.134269529;0.128745796;-0.057603815;-0.18191344;-0.187932742;-0.123385852;-0.140393272;-0.270630889;-0.279555009
PF3D7_0419100;-0.070291232;-0.109208998;0.231201084;0.338610913;0.284222084;-0.210436364;0.061837803;-0.05785704;-0.026897458;0.158970324;-0.09990561;0.120592044;0.023065487;0.172176803;0.369144524;-0.274358525;0.148410166;0.049253148;-0.034955842
PF3D7_0419200;0.593758643;0.258371412;1.471031125;0.704389627;0.938365384;0.65125604;0.742654979;0.826372473;0.845319183;0.858297881;1.403357632;0.108166748;-0.032961633;0.871142246;0.8437782;0.621435625;0.523084646;0.580476403;0.469245041
PF3D7_0419300;-0.255346892;-0.47216137;-0.417342462;0.002383031;-0.090153926;-0.075981703;-0.597430065;-0.499471688;-0.378592454;-0.172261353;-0.408636101;-0.187079769;-0.041439145;-0.053820697;0.068900322;-0.191498043;0.126911683;0.452879598;0.302604147
PF3D7_0419400;-0.024257056;-0.130703771;-0.301911928;-0.106501241;-0.184793733;-0.183618064;-0.219407493;-0.203796724;-0.079745354;-0.225340362;-0.113829604;-0.604374229;-0.326387455;0.13210567;0.26166161;0.212901157;0.736195427;0.671826248;0.34817507
PF3D7_0419500;0.339686389;-0.215784391;-0.831041352;-0.185584291;-0.208487568;-0.096875246;0.808215533;0.066511804;-0.077948969;-0.355958037;-0.127929152;0.220313157;0.077849237;-0.342786401;-0.574239007;-0.287289152;-0.06037186;-0.230200969;0.058247528
PF3D7_0419600;0.366605622;0.015232038;-0.120194839;-0.102539926;0.050812799;0.324813484;0.374821102;0.178615729;0.092034582;-0.482064716;-0.755344627;0.25997837;0.308014398;-0.157461575;-0.181013949;0.170789568;-0.170679192;-0.228625391;-0.090506171
PF3D7_0419700;-2.101033191;-1.737200787;-1.921296869;-2.418458698;-2.408054285;-2.082492887;-2.727464074;-2.841739604;-2.602997679;-2.441863915;-2.297701995;-2.059666278;-2.14476401;-1.871447871;-2.040773513;-1.853907584;-0.343471919;-0.06872797;-0.437792522
PF3D7_0419800;-0.437249511;-0.140352562;-0.16174381;-0.175524512;-0.408213691;0.259344634;-0.529439772;-0.360468626;-0.347636646;-0.664577883;-0.982598357;-0.51456246;-0.380998394;-1.580181825;-1.681231364;-1.262410718;-1.184204089;-1.635136375;-1.153996057
PF3D7_0420000;-0.334155327;-0.154850975;0.032637716;-0.147134855;-0.249008956;-0.122834094;0.332198162;-0.002586344;-0.271724375;-1.173840646;-0.49043812;-1.20988902;-0.659677886;-1.076887079;-1.144522163;-0.840370184;-0.903557564;-1.053312128;-0.780741201
PF3D7_0420100;-0.581060644;-0.539888851;-0.679386946;-1.055757207;-0.964573801;-0.651223054;-1.018238384;-1.299279097;-1.038672003;-1.002054986;-1.663569674;-0.350108986;-0.48789433;-0.768269699;-0.749758603;-0.896157912;-0.835526509;-1.230671753;-0.742040643
PF3D7_0420200;-0.112188552;-0.24282198;-0.057783203;-0.36195256;-0.423920386;-0.609315263;-0.322678045;-0.745080689;-0.663740223;0.43719203;-0.125832601;0.226370035;0.153855767;0.43094305;0.459050461;0.521354343;0.537327288;0.597993037;0.62996372
PF3D7_0420300;-0.0393495117142857;-0.158702387428571;-0.449771388571429;-0.101731009571429;-0.00585202385714286;0.243606315857143;0.270333559571429;0.417170705;0.229233862285714;-0.896627814142857;-0.910049482714286;-0.755865158857143;-0.690861122857143;-0.480289108857143;-0.479713751142857;-0.343030494142857;-0.013565295;0.0179378372857143;0.0484133478571429
PF3D7_0420400;-0.928003089;-0.698714629;-0.80055832;-1.354066561;-1.287171046;-0.817139508;-0.913433245;-0.968018768;-0.90179209;-0.724749887;-0.722477161;-1.069246118;-1.048240889;-1.282905063;-1.265685556;-1.125653147;-0.872065921;-1.076263936;-1.219465315
PF3D7_0420700;-0.511409951;-0.247336143;-0.006450475;-0.299398671;-0.300681873;-0.371834683;-0.173252725;-0.3101429535;-0.2520840855;-0.106164281;-0.2581223375;-0.4430074785;-0.267411603;-0.525784992;-0.668687554;-0.545037699;-0.756866821;-0.563647333;-0.5890377945
PF3D7_0421200;-0.358832981;-0.028825135;0.419421107;-0.830204802;-0.245126839;-0.13653937;-0.009608308;-0.669101716;-0.418979343;0.609592392;-0.258664282;-0.047104933;0.053332011;-0.572757132;-0.150613604;-0.436055767;-0.681290022;-0.346830826;0.041101507
PF3D7_0421300;-0.392112672333333;-0.267979683;0.0431263066666667;-0.562311294;-0.681625177;-0.118902198666667;-0.540427068;-0.358326679333333;-0.614011189666667;-0.802786048666667;-0.640285744333333;-0.705019348333333;-0.521264392;-1.244571449;-1.32288661133333;-0.949546008666667;-1.34708667766667;-1.29298630266667;-1.24915418033333
PF3D7_0421600;-0.15137235;-0.237845611;-0.025918329;-0.492019237;-0.313513522;-0.1717068685;-0.6997339645;-0.4743601325;-0.3471385915;-0.230516113;-0.252627998;-0.533530984;-0.7375339135;-0.5526336275;-0.537791239;-0.2933425805;-0.4835909335;-0.3897796805;-0.2267164745
PF3D7_0422000;0.093987665;-0.03741064;0.058095265;0.151712935;0.348786191;0.161490433;-0.086801691;-0.0757668;-0.260566611;-0.214091407;-0.324936746;0.487582666;0.193200461;0.168141335;0.404495071;0.182606543;-0.061154148;0.174366088;-0.228476649
PF3D7_0422100;0.600506422;0.795584;0.197417586;1.166213927;1.13593487;1.037778304;0.696929536;1.001984298;0.76458273;0.295462557;0.086773464;0.953691731;0.66004547;0.416969061;0.527335388;0.311431502;0.540136913;0.43157508;0.463028516
PF3D7_0422200;0.144831978;-0.094897884;-0.164121705;0.078612263;0.181269195;0.070884846;-0.316931116;-0.007606158;0.206675403;-0.033413081;-0.391244459;-0.200440101;-0.092641619;-0.628321385;-0.286809434;-0.279502478;-0.39433866;-0.545594926;-0.618860679
PF3D7_0422400;-0.520207277;-0.461621059;-0.156754699;-0.941578966;-0.956487708;-0.721265121;-0.730638097;-0.880373138;-0.845850698;-0.49103026;-0.750998938;0.094176309;0.077842092;-1.171503763;-1.09032062;-0.853750651;-1.022302801;-1.130796406;-0.88623879
PF3D7_0422500;-0.215732648;-0.181813986;-0.534880719;-0.2679348625;-0.3137538115;-0.0839340215;-0.016305541;-0.0304469895;-0.2738243245;-0.4489908855;-0.5191931245;-0.0812138725;-0.151713482;-0.0637422985;-0.034403296;0.00849228999999999;0.1598327185;0.0862725435;0.346395342
PF3D7_0422600;0.168430443;0.146115804;0.203598567;0.699778051;0.517722633;0.40597921;0.157210354;0.315400691;0.263660226;0.033259979;-0.628928537;-0.1640923;-0.119361392;-0.20020835;0.114422982;-0.092955969;0.246590042;0.134238924;0.087318291
PF3D7_0422700;-0.152636386;0.007884497;0.138801679;0.022523147;-0.221261952;0.002875802;-0.138166798;-0.148372008;-0.00639536;-0.518460333;0.05412178;0.100436277;0.06884349;-0.663954981;-0.206298023;-0.360637439;-0.520902072;-0.551025204;-0.307605831
PF3D7_0422900;-0.154286468;-0.095299794;-0.272036271;0.456900331;0.383865064;0.153246237;0.508365961;0.588835465;0.219955083;1.241566322;0.295539519;0.457935707;0.420324995;0.86075171;1.090102791;0.873844225;1.008976848;1.146371545;1.068244558
PF3D7_0423000;-0.226961787;-0.470699093;-0.118183074;-0.229660973;-0.580638423;-0.440846648;-0.671104227;-0.545544641;-0.152686253;0.274659578;-0.013693027;-0.083050125;-0.102175074;0.098918171;0.035035433;-0.165834923;0.319818483;0.676807847;0.194069996
PF3D7_0423100;0.383384301;0.281917355;0.264131718;0.026651314;-0.020888999;-0.199892808;-0.220732497;-0.011761352;0.209370995;0.569178101;-0.122232863;0.074442764;0.310988072;-0.153183831;-0.226418379;-0.179586342;-0.017343557;0.016186472;-0.074316479
PF3D7_0423200;0.335257227;0.139425375;0.622122627;0.541991627;0.973846601;0.256573494;0.544275394;0.365198103;0.278302581;0.957879511;0.527127227;0.153151845;0.341356251;0.519508546;0.852257314;0.522516618;0.541844829;0.541521882;0.494156042
PF3D7_0423300;0.173555247;0.25084305;0.301829263;0.393819675;0.587821818;0.356006902;0.323299072;0.635046273;0.488177998;0.500023921;0.579206099;-0.314708465;-0.282373432;1.112998086;1.215595981;1.128530925;1.694872105;1.62912318;1.763869904
PF3D7_0423400;0.410348317;0.09452747;0.427197041;-0.007600999;-0.068440561;0.119362559;-0.510250318;-0.448671646;0.20425985;0.154856216;0.364960377;0.301854827;0.265279228;-0.02198373;0.018386128;0.070682794;-0.390313405;-0.307263445;-0.40020503
PF3D7_0423500;-0.003825249;-0.051635913;-0.7788744785;0.196240075;0.140489965;-0.20850748;0.4941694935;0.521280962;0.3014225335;1.0056817965;0.2644864145;-0.103099778;-0.0438052135;1.556701037;1.6381693635;1.296816631;2.9448607115;2.929703996;2.667991323
PF3D7_0423600;-0.281961469;-0.1878701235;0.4144151105;-0.293241128;-0.4786083555;-0.373674706;-0.476708586;-0.438859366;-0.1027039375;-0.510369437;-0.222152781;-0.668477005;-0.475368953;-0.3157173025;-0.1991707195;-0.5834277445;-0.2760311225;-0.370425286;-0.4203547105
PF3D7_0423700;1.694215869;1.8172217;0.46312555;1.870561895;1.8795542035;1.5639227835;1.973588392;1.838957722;1.9176999025;1.8494144905;1.297088497;1.372239907;1.27074349;2.7174020265;2.7967898225;2.510143851;3.2829995535;3.4485799755;3.294017916
PF3D7_0423800;0.02740172;0.1480892;0.425033078;0.414906047;0.417796527;0.227437011;0.372936609;0.412210863;0.39663508;0.454493338;0.336337162;-0.673699511;-0.674665351;0.548011242;0.615503999;0.374083026;1.196684467;1.494809607;1.066734292
PF3D7_0423900;-0.232702438;-0.10519975;0.105770644;0.25839987;0.229324997;-0.00626476;0.309965847;0.218609271;0.112135638;0.854245094;0.574394129;-0.440572952;-0.477517294;0.146695248;0.083880644;0.230902838;0.579947076;0.354880883;0.265358436
PF3D7_0424000;0.384538862;0.018546148;0.45978531;0.118360681;-0.015837902;-0.292324967;-0.220888747;0.057672085;-0.037838661;1.034406048;0.914027546;1.073633145;1.267440108;1.318623386;1.442961013;1.208939985;-0.179201674;-0.322151437;-0.281048401
PF3D7_0424100;-0.000381585;-0.731848514;-0.670380426;0.021095409;0.224624683;0.210726734;0.518517242;0.557826896;0.575109793;-1.050894748;-0.633123907;-1.480463753;-1.452454465;-0.045703787;-0.020908745;-0.217864162;1.01289295;1.215236008;1.195121692
PF3D7_0424400;-0.2201303555;-0.468424029;-0.0490169435;0.032466687;-0.0616395655;-0.200601668;-0.5681540185;-0.40387418;-0.229345005;0.114203436;-0.21176089;-0.582970518;-0.238370943;-0.262860768;-0.519177998;-0.408260531;-0.266849334;-0.0417969265;-0.3231276975
PF3D7_0424500;-0.441274454;-0.335250266;0.350100968;-0.495795935;-0.282323631;-0.131365363;-0.170916541;-0.210044005;-0.357025017;-0.963341293;-0.642790211;-0.622134354;-0.764103157;-0.541757948;-0.528040334;-0.641560184;-0.415771759;-0.483161344;-0.510556799
PF3D7_0424600;-0.6287700405;-0.682622119;-1.371270986;-0.800599293;-0.851803745;-0.74055253;-0.753739261;-0.8224451715;-0.910714499;-0.742410996;-1.1770986015;-0.7261567115;-0.6582747515;-0.4569397475;-0.42177706;-0.4487515225;0.6069078345;0.725902244;0.5653457745
PF3D7_0424700;-1.5694351275;-1.428497106;-1.72088027;-1.484949271;-1.5770624;-1.5835437545;-1.4350927075;-1.569437364;-1.7555542225;-0.598362637;-0.635856324;-0.314075963;-0.2035414105;-0.913117851;-0.8391260805;-0.766829076;-0.9135018615;-0.8326446975;-0.9407417045
PF3D7_0424800;-1.076570659;-1.098660889;-0.971890693;-1.272031585;-1.060805787;-0.885452048;-0.600637397;-1.074087727;-0.831067238;-0.855062452;-1.215351964;-0.73945339;-0.461148452;-0.694458096;-0.382001288;-0.688146466;0.209816773;-0.122033908;-0.157397162
PF3D7_0424900;-0.885700668;-1.173574842;-1.038778818;-1.130081179;-1.459221899;-0.989358457;-0.870044601;-0.869367701;-0.691457756;-1.695038339;-1.070367111;-1.280223368;-1.296660353;-1.521112643;-1.646054028;-1.440806437;-1.07937355;-1.296731475;-1.230091987
PF3D7_0425200;-0.453687675;-0.737327922;-0.721425813;-0.640727335;-0.317074797;-0.051693586;-0.16135222;-0.214926168;-0.508094004;0.437229868;-0.25947501;-0.279996775;-0.225325695;-0.059839544;-0.308113995;-0.783397753;-0.152752145;-0.366279098;-0.222940264
PF3D7_0425300;-0.801457892;-1.161822411;-0.549718484;-1.1798584;-1.130628275;-1.116427431;-0.653354916;-1.09078607;-0.764365781;0.464004534;-0.393906534;-0.740813405;-0.186305839;-0.486282953;-0.279149122;-0.034442591;-0.433245071;-0.650266907;-0.5131778
PF3D7_0425400;-0.352324471;-0.381479054;-0.242540184;-0.225742399;1.047208406;-0.557507228;-0.490762605;-0.109798783;-0.422752172;-0.156720592;0.328418703;0.18497918;-0.664855672;-1.053779237;-0.444314481;-0.424765586;-0.645327134;-0.716112135;-0.19098533
PF3D7_0425500;0.602860947;-0.428996669;-0.212384899;-0.122987562;-0.101536064;-0.428923219;0.133169119;0.041103023;-0.093878624;0.092269731;0.132471875;-0.104047951;-0.059737024;-0.007191694;0.0868435;0.17108581;-0.149705226;-0.396550725;0.010307199
PF3D7_0425800;-0.040928279;0.06986873;0.956977014;0.052086119;-0.241734871;0.052324259;0.342136557;0.082424872;0.022854009;1.814575849;0.024546676;-0.086992619;0.159341406;-0.192656349;-0.203214393;-0.213606302;-0.11523599;-0.367777212;-0.103078046
PF3D7_0500300;-0.456415601;-0.514901196;0.264084305;-0.650831141;-0.995435982;-0.611502707;-0.66601182;-0.62132043;-0.682928203;0.667337643;-0.146085903;-0.164457258;-0.424519596;-0.562899189;-0.313241597;-0.302591829;-0.664624052;-0.405188004;-0.371726873
PF3D7_0500400;0.174915504;0.06481278;0.140985508;-0.515862947;-0.385773114;0.004594474;0.329522794;0.057882598;-0.009804342;-0.205622968;0.222477255;-0.082564242;-0.073521266;-0.298092284;-0.062074242;0.248203777;0.044934634;0.166936849;-0.228073518
PF3D7_0500500;-0.545387091;-0.738009701;-0.756791083;-0.638015937;-0.565269964;-0.482009029;0.485422793;-0.628815155;-0.815593377;-1.079960355;-1.419433403;-0.70351019;-0.748438523;-0.856668009;-0.635685734;-1.101140452;-0.323413553;-0.601571201;-0.409432686
PF3D7_0500600;-0.254300478;-0.272161622;-0.641829419;-0.9445704535;-1.041500546;-0.841640426;-0.3966980105;-0.484205583;-0.3077867685;0.298584475;-0.040074252;0.2249820875;0.117942785;0.115383606;0.271450304;0.182063017;0.1105180045;0.3202494435;0.14754311
PF3D7_0500800;1.725087907;1.77519202666667;1.38175219566667;1.00818934233333;1.10079504266667;1.670160919;1.06853407266667;1.044205535;0.916137652666667;1.41311863433333;1.32994822233333;1.86170617666667;1.89641876666667;1.439315412;1.67512395133333;2.219212624;1.35415608;1.379339297;1.44548431866667
PF3D7_0500900;-0.4282667145;-0.3760871855;-0.421014886;-0.5247153735;-0.771699277;-0.5113801085;0.022785221;-0.1969008115;-0.2242096025;0.0930840645;0.0127389375;-0.066614794;-0.0857743305;0.335107101;0.259459144;0.2779009535;0.21118938;0.35602788;0.5827298565
PF3D7_0501100;-1.845351457;-1.797622174;-0.944672489;-1.631242576;-1.72827789;-1.781423625;-1.842609253;-1.884810518;-1.623933043;-2.676389605;-1.347634059;-1.624858809;-1.589126823;-2.031231317;-1.937615855;-2.012128386;-0.90723212;-0.898413149;-0.810940323
PF3D7_0501300;-0.724416608;-0.918598748;-1.442183357;-1.055459262;-1.061382575;-1.199687155;-1.230750988;-1.201698441;-1.709080199;-1.456470605;-1.231930614;-0.55068866;-0.424315191;-1.408467222;-1.159484036;-1.329015049;-0.972901935;-1.172860212;-0.997382315
PF3D7_0501400;-1.746804892;-1.68105259;-2.385411444;-2.08866307;-2.009060626;-1.726095966;-1.94711224;-1.901189552;-2.040516552;-2.830655552;-2.495236417;-1.533963511;-1.564637276;-2.048419947;-2.033167149;-1.81648381;-1.10249746;-1.284239184;-0.873050568
PF3D7_0501500;0.552922772;0.607084811;-0.108755763;0.985302827;0.977785112;0.982097297;1.302210349;1.379527379;1.173068564;0.333881276;-0.274369945;-0.11776484;-0.041225181;1.029576906;1.014783246;0.948252766;2.492345107;2.580201964;2.300547546
PF3D7_0501700;-0.230921757;-0.021779762;0.596471154;-0.286873546;0.015083357;-0.125909062;-0.99101714;-0.015939286;-0.380257828;-0.337699873;0.163388352;-0.087680032;-0.333977038;-0.017846767;-0.071634113;0.054668334;0.392459664;0.11331014;-0.145460032
PF3D7_0501800;0.681883676;0.612676833;0.140409422;0.145303873;0.078117768;0.543585951;0.84221064;0.956113569;0.556100311;1.002702029;1.049327518;0.582715205;0.585199786;0.744361553;0.748156891;0.977471146;0.958303309;0.834538769;1.228904931
PF3D7_0501900;0.434482332;0.696762822;-0.088444024;0.694950753;0.8892936;0.532079342;0.850533202;0.842235763;0.632043742;0.048859336;0.475540936;0.159410582;0.391685053;-0.016265253;-0.196450168;-0.005212162;0.09374523;0.130847496;-0.121441866
PF3D7_0502000;0.210023713333333;0.0242138686666667;0.0787598763333333;-0.0621847096666667;-0.176921049;-0.026253978;-0.146786326333333;0.0624965916666667;0.0362507776666667;-0.294773309;-0.133581400666667;-0.0330420476666667;-0.0782734113333333;-0.690328712;-0.618363484333333;-0.276575837666667;-0.315576682;-0.148767574666667;-0.214098919666667
PF3D7_0502100;-0.076579668;-0.051962442;-0.169969913;0.133989452;0.427992872;0.072581641;0.465153222;0.3275694;0.166999131;0.109049791;0.527938269;0.397211435;0.173479478;0.281096552;0.646580143;0.426213448;-0.114051049;-0.021511152;-0.041469714
PF3D7_0502200;0.182170353;0.438121162;-0.766459733;0.239046079;0.114407844;0.134832911;0.160750646;0.534929316;0.166617277;1.081290451;0.697583747;0.280363065;0.588822323;0.779978801;1.159692589;0.778275066;0.606008574;0.665600546;0.478653211
PF3D7_0502300;-0.42935653;-0.353115034;-0.345316472;-0.680515733;-0.781643759;-0.929477061;-0.28851805;-0.459502399;-0.221408687;-0.071794627;0.263572895;-0.073653618;-0.323487772;-0.200115105;0.024612715;-0.154930861;-0.182451001;-0.048633894;0.064882518
PF3D7_0502400;-1.6342367435;-1.604768018;-2.0208540015;-1.5193369035;-1.6184552195;-1.496191017;-1.5397526255;-1.726420544;-1.64906052;-1.9181213925;-2.9670597025;-1.0598322435;-0.9838640735;-1.6466246465;-1.70632514;-1.5983174625;-0.9842100955;-1.1801133565;-0.9940801145
PF3D7_0502700;0.279131681;0.2202015515;0.1467830025;0.4706835145;0.475171019;0.2547659885;0.2629828255;0.562355028;-0.3372471665;0.5233371135;0.2490725505;0.3077918165;0.155437077;0.5554452885;0.755542049;0.451782846;0.2458219735;0.12693289;0.4463355415
PF3D7_0502800;0.116989216;0.357591231;-0.603430146;0.556243083;0.628369354;0.42604355;0.454463076;0.510721918;0.27325972;0.105623645;-0.115579942;0.013057159;-0.135340859;-0.176024889;-0.085523662;-0.169137803;-0.128922428;-0.275305879;-0.393315076
PF3D7_0502900;0.631470351;0.852443976;0.979814626;1.139612476;0.97084265;0.753208009;0.692087746;0.710053886;1.012281081;0.872013624;1.188046593;0.816784354;0.964409702;1.166782291;1.448319774;1.122889884;0.774531928;0.620778535;0.711354409
PF3D7_0503000;-0.900353021;-0.921093095;-0.393668766;-1.189446967;-1.037310272;-0.74428272;-0.865898929;-1.103612987;-1.192233998;-1.243018407;-0.404593092;-0.532125706;-0.81176213;-1.061779488;-1.015612541;-0.94797898;-0.221242707;-0.139930846;0.01708731
PF3D7_0503100;0.416914795;0.312555254;-0.092888565;0.265269796;0.521375997;0.499461689;0.81835781;0.806074592;0.74395946;0.680166016;0.44559708;0.581783175;0.49748178;0.358436642;0.579875283;0.606835734;0.381094265;0.401928501;0.032943151
PF3D7_0503200;0.159508773;0.324806605;0.007092378;0.039223056;0.350042632;0.1769209485;0.312219478;0.42264842;0.104213628;-0.121393201;0.023502246;0.337911886;0.2391917505;0.237130753;0.273408743;0.44204354;0.444262989;0.3255991415;0.1717671465
PF3D7_0503400;0.797900867;0.837849893;-0.162179595;1.058906172;0.97393142;1.28483473;2.135951176;2.211919854;2.200898717;-0.449905769;0.443137642;-0.222695444;-0.216017987;1.30176329;1.255285782;1.184821539;3.021437999;2.82230333;2.911577765
PF3D7_0503600;-0.236504978333333;-0.100766170333333;-0.261962540333333;-0.276402480333333;-0.359437520333333;-0.0362376596666667;0.181147782;0.0502943096666667;0.266441415333333;-0.245469946333333;-0.0394452696666667;-0.377047402333333;-0.224043422666667;-0.0548068826666666;-0.109824979333333;0.0447775913333333;0.251509652;0.310284108;0.252256833333333
PF3D7_0503900;-0.201118836;-0.396891031;-0.285164445;-0.791958021;-0.62795339;-0.476430926;-0.759923505;-0.847551381;-0.514450653;-0.212113083;-0.151997947;-0.1094242;-0.129877956;-0.51614991;-0.494369959;-0.549611703;-0.58512174;-0.782440234;-0.744141017
PF3D7_0504000;0.6855980035;0.620631545;0.4515487905;0.777703653;0.878321375;0.656022193;0.6153955915;0.6984352505;0.4312258665;0.9563478365;0.6764469945;1.0795281095;0.93750606;1.2736016955;1.1415655245;0.8162201475;0.835951909;0.614360185;0.9827716475
PF3D7_0504100;0.427595751;0.328238309;0.178955335;0.79217847;0.849974789;0.262478774;0.133344779;0.309922266;0.428125684;0.305519763;-0.039417582;-0.412414168;-0.535888406;0.163163389;0.186482456;-0.144359828;0.279267389;0.231923016;0.030175029
PF3D7_0504300;0.019895518;0.165995619;0.401349035;-0.212313826;0.005624121;-0.072955709;-0.13063428;0.005953371;0.275791379;-0.136748663;0.314223458;0.200965866;0.076657655;0.110953388;0.097878295;-0.051421996;-0.011464823;-0.021856295;0.223516623
PF3D7_0504400;0.944083688;0.88527262;0.26195051;0.781109054;1.034274854;1.01664372;1.135266256;1.160786618;0.677707767;0.992648918;-0.06162782;1.368408855;1.145999445;1.083827618;1.833989488;1.244404122;1.332273982;1.237794466;1.325642908
PF3D7_0504600;0.210416833;0.442795698;-0.505542081;0.912413544;0.864908876;0.586284731;0.774321939;0.549089307;0.598047362;0.554516832;-0.229915169;0.116839571;0.20996349;1.289992852;1.227011879;0.536619813;1.084922429;0.847825322;0.802519246
PF3D7_0504700;0.25516004;0.293412238;0.895691794;-0.092123009;-0.015273322;0.16858724;0.135276819;0.121143613;0.002092945;0.862931881;1.209056906;0.271250959;0.230105722;0.36132421;0.210902861;0.266225604;0.182619589;-0.244425385;-0.100511549
PF3D7_0504800;0.316351267;0.177237696;-0.305466512;-0.0457885395;0.1418531555;0.172579331;0.0237482505;0.1324786735;0.0821598465;-0.245359627;-1.2521152345;0.163253017;-0.062259074;-0.0209016645;-0.0583280715;-0.4006623365;-0.140827464;0.056355148;0.0944541445
PF3D7_0504900;-2.089948294;0.56255116;1.227778794;1.159094815;0.827149217;1.02667628;0.712860093;1.070495107;0.443397946;1.475902595;1.381815071;0.590747114;0.542459893;1.384947496;1.499277601;1.241236211;1.16962532;1.783347591;1.393014478
PF3D7_0505100;-0.314694767;-0.348806987;0.224384964;-0.426745411;-0.607949394;-0.142867343;-0.281481818;-0.46156662;-0.481525146;-0.327183401;-0.896613593;-0.559432616;-0.514399329;-0.611620932;-0.465221654;-0.46575102;-0.339375141;-0.446760981;-0.147633062
PF3D7_0505200;0.369792737;0.245072636;-0.50631308;0.681644211;0.705441218;0.542316113;0.988326097;0.339975722;0.25712955;-0.564849156;-0.149350545;-0.014198358;0.086078333;0.062766101;-0.135766853;0.336099367;0.15675268;0.21445296;0.196344492
PF3D7_0505300;-0.072942524;0.315918363;-0.03362138;0.295409104;0.20972287;0.270447499;0.032439984;0.460862375;0.386837955;-0.687475358;-0.397289536;-1.141919538;-1.091741201;-0.363900497;-0.577101714;-0.256626825;0.229172546;0.464478937;0.292198539
PF3D7_0505400;0.351792028;0.051849882;0.415873759;0.478294265;0.472067596;0.352411614;0.153489772;0.300755394;0.175897202;0.049745986;-0.1109882;-0.008558236;0.233183916;0.450685322;0.277058915;0.272858143;0.238987485;0.593848107;0.210611496
PF3D7_0505500;0.394263275;0.352811786;-0.153722941;0.653249066;0.482503276;0.586651533;0.146330598;0.429408934;0.500153347;0.049946496;0.014228039;0.70261966;0.641202384;0.887174889;0.290709022;0.681922045;0.902333094;1.280879375;0.915409541
PF3D7_0505800;0.902628721;0.661209108;0.795077155;0.87552139;0.982800732;1.03472499;0.784573242;0.994138863;0.965606812;0.505631382;0.863290213;0.949523527;0.949872273;0.915703153;0.960644773;0.643910602;0.271669229;0.155274421;0.298042605
PF3D7_0505900;0.576501762;0.504709231;0.884683523;1.237331947;1.203750828;0.974812655;0.63454349;1.073047809;0.884597311;0.578241443;0.434028199;0.721386913;0.976211279;0.342704506;0.580963038;0.355603569;-0.040545327;0.014417572;0.020718949
PF3D7_0506000;0.8729168615;0.718658466;0.65559555;1.204376968;1.0524970475;0.67992392;0.755834947;0.70689785;0.69521615;0.580305736;0.615225554;0.1587930055;0.342849198;0.5456877045;0.3480803335;0.5236018925;-0.00950267;0.045193703;0.0045029465
