X;DHB4TP1.1;DHB4TP1.2;DHB4TP1.1t;DHB4TP2.1;DHB4TP2.2;DHB4TP2t;DHB4TP3.1;DHB4TP3.2;DHB4TP3t;DHB4TP1.1c;DHB4TP1.2c;DHB4TP1.1tc;DHB4TP1.2tc;DHB4TP2.1c;DHB4TP2.2c;DHB4TP2tc;DHB4TP3.1c;DHB4TP3.2c;DHB4TP3tc
PF3D7_1422500;0.528169236;0.276511419;0.77795776;0.631072108;0.513931026;0.660181743;0.520011389;0.854407841;0.628153659;1.158829115;1.292639875;0.223501468;0.164964605;1.208280357;1.071640758;1.199131381;1.179926492;1.473460761;1.220696966
PF3D7_1423000;-0.568433791;-0.374776915;-0.167776815;-0.53183264;-0.669335181;-0.576797972;-0.258559423;-0.553993919;-0.385969618;-1.044744881;-0.32128859;-0.393000679;-0.020807208;-0.769742796;-0.991023107;-0.382756698;-0.746284128;-0.614913905;-0.801011037
PF3D7_1423200;-0.091702247;-0.150723895;-0.344313085;0.109805992;-0.055580013;-0.224707409;-0.345632653;-0.342573706;-0.325645852;-0.246689386;0.046833974;-0.103661714;0.221101651;-0.854943692;-0.8712916;-0.503926693;-0.782545114;-0.91892318;-0.738517107
PF3D7_1423500;-1.348110521;-0.896190673;-1.083268044;-0.707895594;-1.03061501;-0.93051221;-0.345127784;-0.669714155;-0.432884161;-0.545894588;-0.405380654;-0.938988223;-0.830022658;-0.759105669;-0.311579884;-0.591692158;-0.547863661;-0.330664371;-0.558963668
PF3D7_1423600;0.497892669;0.339673245;0.598953778;1.083931345;1.157449767;0.518336219;0.178222263;0.548514356;0.245936553;1.105656146;0.744794042;0.428928168;0.507189747;1.258594731;1.37144877;0.707687791;0.218744242;0.560744217;0.435706075
PF3D7_1423700;-0.195681338;0.16241289;-0.05454657;-0.302389714;-0.330457479;-0.32450529;-0.217889194;-0.461047392;-0.342191235;-0.046091796;-0.345055402;0.103417079;0.1267155;0.189095079;-0.071626951;-0.069835761;0.272040658;0.028744052;0.19960531
PF3D7_1423800;-0.079265355;-0.136964342;0.131659977;-0.59174938;-0.384773425;-0.063839428;-0.30268041;-0.36127396;0.009895122;-0.527353263;-0.533251456;-0.222993436;0.161523767;-1.129645149;-1.360864579;-0.686636442;-1.214738525;-1.293820799;-0.963608248
PF3D7_1424100;0.563135257;0.652724269;0.312029022;0.468673771;0.381248073;0.523659335;0.426165912;0.369581225;0.262761161;-0.488881569;0.006212812;0.475836926;0.626398653;-0.41142578;-0.21786772;-0.110344108;-0.468144834;-0.373859795;-0.423531677
PF3D7_1424400;0.459724401;0.517637262;0.989528138;0.260097027;0.369465979;0.679416823;0.335317301;0.228513373;0.376868584;-0.053693168;0.297581835;0.617097259;0.127803258;-0.524727074;-0.410792676;-0.169088363;-0.570619689;-0.592721659;-0.398163343
PF3D7_1425600;-0.191439262;-0.177605931;-0.18924833;0.013849524;-0.004128269;-0.136910783;0.077852252;-0.184858919;-0.38362109;-0.503756183;-1.610748114;-0.496446653;-0.490783811;-0.648834773;-0.5161904;-0.744809137;-0.60689087;-0.689540751;-0.544255504
PF3D7_1426000;0.692158922;0.749088055;0.161222693;0.637233094;0.930625522;0.957980237;1.022680235;0.946414336;0.533989009;0.180128327;-0.179751195;0.458855076;0.577168749;0.072331212;0.1301373;0.160169705;-0.323312737;-0.520355151;-0.30824567
PF3D7_1426200;1.30765591;1.210461067;-0.195152522;1.219262765;1.203872343;1.340010216;1.230259876;0.91551494;1.165807935;0.287436814;-0.462141447;0.884282774;0.812755113;0.469886249;0.439450661;0.24027818;-0.137818044;-0.270917937;-0.238422045
PF3D7_1426700;-0.46463715;-0.433402796;-0.831612007;-0.864964914;-0.65874162;-0.681448651;-0.778412894;-0.789300291;-0.859183735;-0.331198531;-1.008351186;-0.428008809;-0.727053396;-0.520255203;-0.519881279;-0.184253995;-0.085483292;-0.091483662;-0.299415074
PF3D7_1426800;-0.054413544;-0.258856823;-1.012403619;-0.146687199;-0.307148372;-0.164025589;-0.2200695;-0.304362074;-0.498235739;-2.542566762;-0.827918434;-0.258853806;-0.190432471;-0.679370239;-0.809620886;-0.280867699;-0.35345492;-0.292361197;-0.321936405
PF3D7_1426900;0.782508435;0.474794079;-0.0438615;0.825901864;0.898974198;0.996864271;0.586206897;0.536357326;0.548562339;-0.505398953;0.043979266;0.608630346;0.144503167;0.63356958;0.58357675;0.540146661;0.659721056;0.60658837;0.678634214
PF3D7_1427500;0.224365842;0.201989611;0.317861977;0.318922768;0.273681186;0.314415248;0.05999694;0.113668555;0.027371508;0.474654486;0.820630134;0.647411931;0.720884868;0.851030499;0.93786123;0.363534009;0.808691632;1.178969622;0.926480485
PF3D7_1427900;1.379986823;1.70722628;0.863828851;1.460610817;1.791834502;1.724793445;0.148907389;1.907786908;1.831758033;1.020069905;0.973009864;1.947437004;1.473673648;1.941569138;2.060404846;2.085010059;1.545166664;1.421176861;1.57720445
PF3D7_1428400;-0.020762198;-0.090556415;0.662464375;-0.255668557;-0.03057655;0.17329393;-0.769967451;-0.656226803;-0.23253984;0.140315342;0.597228815;0.167453627;-0.251853404;-0.131080128;-0.140965498;0.197428214;-0.628475216;-0.527100805;-0.669302517
PF3D7_1428500;-0.184189956;-0.289189072;-0.615804449;-0.334719294;-0.312706109;-0.41660596;-0.226221193;-0.289751617;-0.560086849;-1.113932779;-2.439226589;-1.015276638;-0.640557845;-1.068512694;-0.764559547;-0.528220218;-0.150251809;-0.571820084;-0.399927133
PF3D7_1428900;1.016652805;0.96269543;0.465251081;0.841457729;0.552430717;0.783746387;0.965299273;0.797513386;0.618913455;0.011214766;0.207012891;0.913094501;0.535129626;1.080398759;0.718670999;0.607752381;0.808168688;0.693604324;1.018944816
PF3D7_1429400;0.354149144;0.440622339;0.238884139;0.713420615;0.668631678;0.334945197;0.619464593;0.746420696;0.433492962;0.503118309;-0.070963464;0.405744291;0.368964357;-0.233097992;-0.372735322;-0.236152579;-0.496283553;-0.813207097;-0.231611217
PF3D7_1429500;-0.169064835;-0.266212086;0.208045337;-0.538996778;-0.444674586;-0.255192318;-0.300944638;-0.160462802;-0.300981647;0.071193495;-0.150253755;-0.172880881;-0.31573265;-0.571209057;-0.68330668;-0.526356322;-0.526346891;-0.927390738;-0.30446584
PF3D7_1429800;0.3098085365;0.0713573585;0.2103559635;0.1867860855;0.204617024;0.3500718705;0.2222310775;0.173985377;0.124377714;0.015198368;-0.1736150265;0.281567368;0.3751246315;-0.1222302775;0.0102544395;-0.091116248;0.1780207655;0.322970556;0.3133002755
PF3D7_1429900;-0.331001776;-0.470366664;-0.147824545;-0.288072583;-0.68716949;-0.228803656;-0.056812125;0.291012768;-0.332474904;-0.310399538;-0.798567379;-0.267247368;-0.623489825;-1.69787164;-1.304243707;-0.562652445;-0.655021508;-0.579498022;-0.453068382
PF3D7_1430000;0.712917727;0.815447921;0.750435482;0.78473243;0.736255157;0.884794978;0.587503099;0.247176657;0.50351486;0.394191721;0.147903356;0.65682613;0.58884457;0.166116375;0.263662336;0.550786612;-0.11004267;-0.182546262;-0.224143661
PF3D7_1430100;0.3685308355;0.230328392;-0.0737561695;0.5532711735;0.459552114;0.3280916725;0.234545145;0.0560839175;0.280964002;0.1293327315;-0.017919707;0.480754147;0.5499328705;0.6183412615;0.7784281025;0.530442037;0.418696871;0.5782467075;0.6106349585
PF3D7_1430200;0.07435368;0.006258659;-0.024356727;0.056128432;0.163913277;0.304111856;0.364304377;0.434161607;0.381358036;0.54588865;0.651329621;-0.249331407;-0.161927007;0.897063896;0.747764496;0.613460108;1.420127803;1.460987469;1.270407918
PF3D7_1430300;-0.120972349;-0.329176407;-0.191418298;-0.119531778;-0.56226608;-0.142410516;-0.493140279;-0.640371498;-0.271145075;-1.297274257;-0.930824326;-0.786940434;-0.490767851;-1.348952304;-1.393023117;-1.115048606;-1.007367679;-1.182168377;-1.075945542
PF3D7_1430400;-0.254071804;-0.040242354;-0.341997829;0.252849883;-0.314116232;-0.427579502;-0.105998522;-0.948122639;-0.183320841;-0.594911443;-0.655987593;-0.575240717;-0.336724595;-1.257296339;-1.505011793;-1.0964543;-1.271871241;-1.432102465;-1.137529033
PF3D7_1430500;-0.173558828;0.081683371;-0.029801734;0.374743026;0.354167197;0.260935684;0.056813376;0.274315047;0.310359676;0.49331309;0.222365394;0.566768732;0.36156677;0.241722104;0.283872721;0.170992966;0.254709503;0.222656152;0.110306206
PF3D7_1430600;0.506762827;0.658600855;0.719670899;0.585640394;1.000745526;0.573520634;0.466152363;0.846579657;0.316864826;0.432627519;0.119613776;0.499145707;0.231395454;0.733283804;0.739163832;0.45817818;0.333528008;0.322988765;0.346398577
PF3D7_1430700;-0.036584313;-0.192379393;-0.407308936;0.187880989;-0.158969435;-0.279764014;-0.413336198;-0.542028653;-0.279719488;-0.262359577;-0.022732179;0.026752247;-0.391110108;-0.109827612;-0.667443812;0.16317126;-0.302241311;-0.281305418;-0.560993262
PF3D7_1430900;0.247351472;0.423117464;-0.022032758;0.673052165;0.627598822;0.530233237;0.455380606;0.272301595;0.364781996;-0.325278978;0.643324506;0.511941172;0.331530632;1.203443737;1.34727422;0.783966349;1.207275237;1.217259287;1.237932983
PF3D7_1431000;0.6916992855;0.6013676225;0.9180781395;0.540258926;0.526008912;0.805599963;0.3932805685;0.786338263;0.573890774;1.147886897;0.544497365;0.6312334715;0.6220909755;0.9683781645;1.0419135565;1.0082078495;1.014734305;0.998250116;0.755409097
PF3D7_1431100;0.424095073;0.365859938;0.238923471;0.66054935;0.547351124;-0.057703358;0.293176059;-0.119915609;0.061159837;0.255920205;-0.042526773;-0.29909499;0.207299025;0.310114313;0.46130554;0.265846242;0.384603448;0.630532179;0.272246406
PF3D7_1431200;0.090349629;0.109590973;-0.130692226;-0.753227381;-0.436003796;-0.329697333;-0.123278708;-0.285329957;-0.324387449;-0.340020351;0.293707112;-0.261129381;-0.434845423;-0.985216712;-0.880658192;-0.491106935;-0.291227541;-0.683328318;-0.541954893
PF3D7_1431300;-0.269005151;-0.678064635;-0.087604155;-1.097194714;-1.257532742;-0.917828433;-0.327830778;-0.621775252;-0.880730561;-0.281442268;-0.497467283;-0.607970502;-0.969697962;-1.529716055;-1.518272149;-1.003490959;-1.242445477;-1.15598127;-1.113669166
PF3D7_1431400;-0.096172315;-0.362638537;0.070668203;0.039966545;-0.057473887;-0.14813103;-0.270581786;-0.26755252;-0.158676577;0.333538639;0.344468295;-0.09990124;-0.1852311;0.221961855;0.294895405;0.207912167;0.390535478;0.498828289;0.129652061
PF3D7_1431500;0.280771898;0.162122458;0.724549061;-0.248920684;-0.120154565;0.184389481;0.218162942;0.127710787;-0.114099028;0.29739697;0.632773325;0.460020596;0.052778158;-0.054586273;0.10350113;0.105010688;0.184942695;0.285546089;0.274237127
PF3D7_1431600;-0.27566237;-0.141260342;-0.146830949;0.153985991;0.083396157;-0.166024069;0.440286746;0.425367049;-0.080262633;-0.527139626;0.104977287;0.363941738;0.399860771;0.085585811;0.122469103;-0.017970921;-0.055989689;0.200416392;-0.050761216
PF3D7_1431700;0.61045356;0.506662831;0.976868263;0.940178358;1.199544866;0.753231313;1.22781263;1.328266008;0.959310239;0.723931772;0.141762113;0.421849462;0.240140307;0.032022154;0.052935362;0.141964983;-0.103427783;-0.09203939;-0.229845903
PF3D7_1431800;-0.413242817;0.272593433;0.270992332;-0.884824741;-0.556837005;-0.642533396;-0.058014163;-0.441679332;-0.302098007;0.477443303;0.020937354;0.420754322;0.396659503;0.66193816;0.831371541;0.588343222;1.228897786;0.549522206;0.576554996
PF3D7_1432300;-0.137139216;0.046655631;-0.370137996;0.355297942;0.291113331;0.16488641;0.136954388;0.232070894;0.442851828;-0.432568787;-0.237119734;0.132758779;0.275941164;0.126530466;-0.124756265;0.216886802;0.137319512;0.153481672;0.29841395
PF3D7_1433100;0.407647149;0.548841219;-0.343177769;0.439687904;0.629590615;0.307462281;0.364034766;0.176317768;0.127769342;0.075405154;-0.050266533;0.282968797;0.20957937;0.090182068;0.376946669;0.314965591;0.250138088;0.221564601;0.064049303
PF3D7_1433200;-0.238840116;0.033025154;0.015860476;0.045381956;-0.003052234;-0.368176439;-0.252671824;-0.530078451;-0.130982455;-0.048495067;0.197212511;0.065273627;-0.309204432;0.037663226;-0.140396787;-0.715508567;-0.029865454;-0.335443419;-0.419431636
PF3D7_1433300;0.359244396;0.294481935;-0.427256744;0.4489307555;0.428672052;0.373581445;0.7017605515;0.6549903415;0.4844194615;-0.431482439;-0.1407850175;0.312093018;0.136974092;1.2442177345;1.337155056;0.865018134;0.821669988;1.0286609905;0.8567475895
PF3D7_1433400;0.838035004;0.868529329;0.273426017;1.190007137;0.976001913;0.944425846;1.24512889;1.019742831;0.977292315;0.955575749;-0.165105593;0.943743265;0.778929109;1.147334614;1.454567932;1.168780048;1.209534285;1.575305954;1.23715487
PF3D7_1433500;0.103778737;-0.134127162;-0.015098637;-0.284761053;-0.307766069;0.127376057;0.093811286;0.048298248;-0.030693304;-0.607709551;-0.650648672;-0.717604232;-0.74048318;-0.570503288;-0.713726917;-0.622617857;-0.135037446;-0.09981581;0.170252954
PF3D7_1433700;0.753486844;0.752921105;-0.214962542;0.853332677;0.364171001;1.026551534;0.861180022;0.932737483;0.870316496;0.148621969;0.072890549;0.962298822;0.673758205;0.778285752;0.663156791;0.675849786;0.406794448;0.359916431;0.29492222
PF3D7_1434800;1.554269186;1.312135297;1.348588588;1.982020069;1.705640633;1.746880042;1.147614176;1.506673206;1.510221516;1.55976488;1.43048478;1.868151601;1.830596452;2.215768189;2.341319477;1.635731135;0.792802196;0.935388568;1.085701142
PF3D7_1435600;-0.178177938;-0.336153776;1.068754985;-0.276882718;0.128385025;-0.241696353;-0.189146149;-0.023095873;-0.329534979;1.474707008;0.03081995;-0.6211335;-0.459273121;-0.587011401;-0.650780457;-0.211670121;0.201650308;-0.172885597;0.061675491
PF3D7_1436000;0.261912267;0.299390542;0.722852257;0.762856032;0.622779471;0.496478255;0.031478514;0.301098353;0.264524122;0.618527281;0.18657732;0.914105461;0.627680126;0.242658413;0.26469192;0.131653115;-0.173771442;-0.21253862;-0.001743764
PF3D7_1436100;0.147166353;-0.246671742;0.51702913;-0.792189683;-0.285416153;-0.041474772;0.200213618;-0.105725264;-0.317505804;0.378220907;0.894499291;-0.154281283;0.084578162;-0.859825477;-0.904337175;-0.291534695;-0.423502716;-0.449180589;-0.459012585
PF3D7_1436200;-0.49763838;-0.562559744;1.063556959;-1.278892599;-1.205285797;-0.400191695;-0.627623234;-0.841755221;-0.452736916;1.718864815;0.036745194;-0.642003963;-0.56250714;-1.336657069;-1.276585939;-0.635527296;-0.65627792;-0.737128348;-0.825830675
PF3D7_1436400;-0.646049367;-0.300531288;0.162032002;-0.074235666;-0.174401306;-0.034288764;-0.126796011;0.095587044;-0.174928597;0.751719897;1.145535562;0.437948772;0.49899211;0.484971208;0.809499509;0.742000137;0.678845118;0.297169224;0.52164804
PF3D7_1436600;-0.307423748;-0.34251038;-0.2594445275;-0.801971847;-0.7811078295;-0.350842788;-0.3866348905;-0.580812182;-0.4261242125;0.204972922;-0.253830878;0.1236073465;-0.079479281;0.3968218385;0.3587197835;0.3449459625;0.868555746;0.955824275;0.870634835
PF3D7_1436700;0.15463879;0.263621128;-0.131475461;0.059600314;0.293978467;0.021841083;-0.196509903;-0.082907087;0.112659894;0.42364414;0.171194464;0.732342889;0.738919112;1.075721814;1.13911337;1.02896842;1.283726036;1.538752703;1.402150859
PF3D7_1436800;0.786347562;0.626854724;-0.091202387;0.589174992;0.72744353;0.632937808;0.810095886;1.139995722;0.542186395;0.961763947;0.362145898;0.925977102;0.94130914;1.371494158;1.394431511;0.992622839;0.986831239;1.070472393;1.354164829
PF3D7_1436900;0.168469168;0.04063119;-0.087411346;0.144767821;0.452124827;0.388276544;0.070552859;0.16436675;0.013057019;-0.511418876;-0.433714889;-0.206383998;-0.159823338;-0.322111812;-0.139053252;-0.099407327;-0.274889891;-0.328506317;-0.469581836
PF3D7_1437000;0.870694509;0.757149089;0.799973833;1.027077357;1.154630242;1.12499307;0.674423219;1.087734164;1.068043361;0.250674341;0.086989077;0.129167878;0.249296124;0.195298641;0.296704849;-0.005846098;0.326339377;0.340373758;0.291818158
PF3D7_1437100;-0.008829151;-0.062608453;-0.053264267;0.001343576;-0.205284738;0.123184457;0.259756521;0.116029252;-0.137093852;0.52534356;-0.045368338;0.388904216;0.12544122;0.4725449;0.655082205;0.41926566;0.609339033;0.513979793;0.506292994
PF3D7_1437200;1.111204866;0.706160941;0.299382449;0.898964256;0.780885122;0.895354943;1.165669548;0.849968263;1.356202018;0.28807188;1.267051707;1.153613574;1.360471494;1.832375122;1.941486285;1.528594474;1.94959525;1.902864;2.270355702
PF3D7_1437300;0.1739686;0.123496865;0.280083657;0.712341307;0.587924173;0.583956807;-0.156959204;0.277457319;0.460443918;-0.063876501;-0.039100258;-0.120197851;-0.104381946;0.689798492;0.731430381;0.286656849;0.947624518;1.169201923;1.230651302
PF3D7_1437400;-0.443725325;-0.68798995;-1.078077535;-0.628875711;-0.482060133;-0.588880556;-0.220290264;-0.088637109;0.114078801;0.228808323;-0.231354987;-0.317854677;-0.307057685;0.771265728;0.544319003;0.441327114;0.475232469;0.595258777;0.580324981
PF3D7_1437500;-0.803096735;-0.708461803;-1.174787439;-1.565959024;-1.835620616;-0.808700934;-0.612481772;-1.00028077;-0.673772226;-2.010301773;-1.34977721;-0.442521619;-0.291468628;-1.883795026;-1.890611607;-1.274363766;-1.257930329;-1.13410048;-1.01678677
PF3D7_1437600;-0.152193282;0.013309863;0.008553388;-0.269624588;-0.0842018;-0.349650635;-0.346537705;0.136713527;-0.239615504;0.036309108;0.056778738;0.384483862;-0.056832323;0.384550306;0.513021493;0.123170317;0.209822252;0.358470098;0.152811104
PF3D7_1437700;-0.305012331;-0.14870554;0.366954598;-0.227578191;-0.306156953;-0.605849748;-0.378277504;-0.47111091;-0.089682051;-0.064966253;0.140861772;0.128367655;-0.156478998;0.280291678;0.235813119;-0.269486815;0.281344508;0.256836341;0.043864661
PF3D7_1438000;0.054691132;-0.107905889;-0.677708838;-0.681146668;-0.282475102;0.049625729;-0.198087154;-0.402726609;-0.579840612;-1.241568702;-2.160909747;-0.159086904;-0.148686164;-1.217046615;-1.028716605;-1.227948245;-0.72019441;-0.694378568;-0.673948573
PF3D7_1438800;-0.14844456;-0.42497173;0.044532098;-0.336767015;-0.122739592;-0.456765362;-0.313789254;-0.512054418;-0.294956041;0.200236321;-0.236492815;-0.291401782;-0.342421955;-0.05473156;-0.23398345;-0.043392542;-0.239868365;-0.03866031;0.065601613
PF3D7_1439100;0.357043843;-0.030158951;-0.036269951;0.854740569;0.669132521;0.33900102;0.027109758;0.282624013;0.065429684;-0.696168824;0.146221699;0.156521135;0.075977715;-0.704285776;-0.405016019;-0.503836668;-0.154231828;-0.305500046;-0.089556404
PF3D7_1439300;0.531864977;0.54578153;-0.410709621;-0.071566471;-0.034493515;0.167865275;-0.017926283;0.167026945;-0.141875358;-0.068555382;-0.378178091;-0.350481234;-0.253444799;-0.480196687;-0.851084339;-0.466835034;-0.309778359;-0.537014018;-0.319672156
PF3D7_1439500;-0.495457338;-0.7098885915;-0.350105907;-0.9891663195;-1.11727342;-0.5762123125;-0.582765907;-0.57624218;-0.3785404055;-1.2708941435;-0.491897271;-1.1070478535;-0.9846920775;-0.750353602;-0.8709547175;-0.6592002775;-0.053572918;0.0918793005;-0.0151763365
PF3D7_1439900;1.075848764;1.196801109;0.271655349;1.132799349;1.144478162;0.837565326;1.275790619;1.241238294;1.157421546;1.171907414;0.015056496;1.045640298;0.871294017;1.010321889;1.043667485;0.823089653;0.457386131;0.452650049;0.578068037
PF3D7_1440000;-0.035335833;-0.295891298;0.203117678;0.121345031;0.149659408;0.417352733;-0.206759244;-0.32006029;-0.053123948;0.051327226;-0.16961616;0.082434306;-0.112333893;0.093413572;0.088127177;-0.007903775;0.091676678;0.235904147;0.302525575
PF3D7_1440300;0.562153703;0.74710613;0.029850965;0.161269833;0.594029469;0.515989978;0.623230787;0.473792735;0.230808745;0.090768013;-0.492125441;0.516685051;0.490110247;0.589280798;0.867768237;0.567981675;0.289968676;0.401885194;0.453055269
PF3D7_1440800;1.376643283;1.388762853;1.218202034;1.717562429;1.711975396;1.245880291;1.561221975;1.786131271;1.444841606;2.87235161;2.11600728;2.052918942;2.264306256;3.047353104;3.208062648;2.434278908;1.375659253;1.234467956;1.203059367
PF3D7_1441100;-0.138223594;-0.109191413;-0.453548668;-0.025219489;-0.180045053;0.03310186;-0.207948061;-0.117973486;0.245816083;-0.49372392;-0.707699745;0.052915598;-0.026083707;-0.340463889;-0.237728429;-0.03646946;-0.07764869;0.16082781;0.094443671
PF3D7_1441200;0.468902933;0.373953874;0.629489223;0.798948784;0.66485112;0.605522902;0.327853459;0.527966046;0.544514632;-0.069446225;0.716808837;0.854626725;0.781226053;0.300283326;0.262400265;0.450873778;0.001180579;-0.04661929;-0.019579636
PF3D7_1441300;-0.5937163;-0.85109996;-0.491025555;-0.876645083;-1.173823345;-1.032072515;-0.589430889;-0.822603234;-0.538955886;-0.461174684;0.015686606;-0.579890587;-0.5893978;-0.457346679;-0.436330702;-0.426321131;-0.30707688;-0.429285402;-0.418428051
PF3D7_1442000;0.84529268;0.640386462;0.356040974;1.281443748;0.707117892;0.524000596;0.697893252;1.018352372;0.341393075;0.364188521;0.230767621;0.546755118;0.758244901;0.84722582;1.040458295;0.868941019;0.304905133;0.170011971;-0.040261318
PF3D7_1442400;-0.216018171;-0.19613953;-0.305798202;-0.460698035;-0.416144289;-0.091320816;-0.321457485;-0.190040148;-0.167037369;-0.348486204;0.199149798;0.278611997;0.278319546;0.330229623;0.235964326;0.110640223;-0.494468205;-0.66532072;-0.110597852
PF3D7_1442700;0.563311225;0.165209534;0.590082152;0.51284801;0.339034191;0.433577312;0.559478721;0.333542904;0.134071322;0.355725865;0.021363057;0.509101405;0.472453444;-0.218664506;-0.205004827;-0.318488634;-0.434272347;-0.468384716;-0.289618783
PF3D7_1443600;-0.223409656;-0.062310031;0.18054889;0.328422398;0.033907999;0.188075568;-0.418832369;-0.054019033;-0.10109427;-0.989327766;-0.148230811;-0.031478697;-0.249229333;-0.586855621;-0.575420809;-0.38814967;-0.382963597;-0.22198212;-0.3026883
PF3D7_1443700;0.32622365;0.601610349;0.824969467;0.50777312;0.502256753;0.341132848;0.42172781;0.508738433;0.492511591;0.830004232;0.955575631;0.41572115;0.455362115;0.699270124;0.77847251;0.802297296;1.039689923;1.400737945;1.212576546
PF3D7_1443800;0.520254857;0.756702352;1.293904354;0.923195673;0.855280128;0.433544454;0.505013649;0.513925688;0.315245332;0.61697015;1.261835691;0.130798586;0.319566259;0.329242657;0.290154707;0.433464024;0.170251443;0.287806719;0.348709213
PF3D7_1443900;0.681214697;0.634016094;0.133275938;1.18040259;1.008156501;0.335898097;0.293087559;0.726758671;0.535992491;1.072063372;-0.194999884;1.066719067;0.874088122;1.388449766;1.450746251;0.990456207;0.911576815;0.989409292;1.022330017
PF3D7_1444100;-0.118878063;-0.248965678666667;-0.498871119333333;-0.336995118333333;-0.55320874;-0.881226061;-0.241799533333333;-0.291761569;-0.191426322666667;0.0103238223333333;-0.045466155;0.0633221933333333;-0.172187225;0.274369913;0.299997915333333;0.23377812;0.155523309;0.423639563;0.351980993666667
PF3D7_1444200;-0.136606905;-0.037009158;0.435734527;0.149356028;0.239162695;-0.461272439;-0.167452826;-0.343671803;-0.038022479;0.179596757;0.211454584;-0.449327462;-0.392607045;0.181645307;-0.041063156;0.13399543;-0.114045367;-0.296979921;-0.053256824
PF3D7_1444400;0.235003139;-0.183121323;0.183468331;0.304667143;0.062715445;-0.478069138;-0.590948333;-0.19451392;-0.38416781;0.002642112;0.006848393;-0.087850049;-0.234134612;-0.77475777;-0.667967567;-0.497983194;-0.411284652;-0.703183002;-0.233723281
PF3D7_1444500;-0.830026022;-0.776747149;-0.383548165;-1.504583935;-1.29720813;-1.08149721;-1.228433587;-0.960411741;-1.219925831;-0.833461679;-0.610977376;-1.021272143;-1.012694657;-1.697291518;-1.71007309;-1.063013228;-1.078210634;-1.018318484;-0.789513135
PF3D7_1444800;0.573752055;0.68881128;0.093024024;0.871283928;0.779452014;0.309642439;0.918358192;0.799187198;0.876920294;0.384187819;0.058107942;0.5839047;0.529662846;0.454646822;0.556602968;0.437150072;0.393224041;0.299941623;0.518057855
PF3D7_1444900;0.032049705;0.051224069;-0.589790283;-0.118178087;-0.260275266;0.005241225;0.274046147;0.199170906;0.113482204;-0.540617994;-0.093487849;0.436022266;0.223222463;-0.080918514;0.300403902;-0.230421212;-0.032871713;-0.314214053;-0.128374788
PF3D7_1445000;-0.046790303;-0.192265108;0.176858582;0.077979288;-0.232707956;-0.402580515;-0.006606491;-0.166648992;-0.008019798;0.839441301;-0.050451601;0.473027037;0.061082637;0.33576489;0.479912332;0.523024819;0.836284354;0.392643388;0.544528938
PF3D7_1445100;0.067619946;0.306416288;-0.108379969;-0.288220668;-0.049701784;0.046602476;0.074482477;0.057871418;-0.204960423;-0.44099659;-0.496668226;0.026528588;0.244026794;-0.380616777;-0.282157724;-0.400978317;-0.205262505;-0.390505765;-0.2771561
PF3D7_1445200;-0.358128302;-0.193490461;-0.441016117;-0.728415724;-0.649633393;-0.481230848;-0.89475585;-0.609567107;-0.775116523;-1.940632176;-1.196255728;-0.107953607;-0.50607487;-1.147363416;-1.205603683;-0.840404135;-0.900567425;-1.079069579;-0.938276144
PF3D7_1445300;-0.457950918;-0.300137474;-0.27172761;-0.469560541;-0.371694891;-0.554230046;-0.517602294;-0.467483893;-0.385164938;0.401961748;0.757687551;-0.1187622;-0.251960055;0.014073926;0.106187329;-0.174774825;0.021802406;-0.011813469;0.112477148
PF3D7_1445400;-0.605196064;-0.835259706;-1.537580332;-0.883839527;-0.877254816;-0.665105961;-1.137895379;-0.971198724;-0.974496758;-1.565630347;-1.503012524;-0.403037907;-0.349942648;-1.002862754;-0.931112306;-0.687614739;-1.180901618;-1.108410192;-1.094045239
PF3D7_1445500;0.551020565;0.772107717;-0.127934415;0.786177774;0.703663599;0.516055842;0.608919279;0.638875606;0.800872566;0.164512789;-0.116988878;-0.334044707;-0.323954844;0.318037154;0.331693198;0.087723637;0.054230024;0.003758418;-0.073842584
PF3D7_1445600;-1.255341452;-1.229210667;-1.584284778;-1.291517441;-1.312399873;-1.381330629;-1.044503603;-1.076117293;-1.289706061;-0.507469163;-1.533301369;-0.496754316;-0.509312039;-0.532676155;-0.655526383;-0.524462509;-0.315401549;-0.59070415;-0.292607466
PF3D7_1445700;-0.152580799;-0.265047109;-0.404472856;-0.226425712;-0.320442372;-0.191779789;-0.057434869;-0.291896575;-0.310850278;-0.89755255;-0.556918237;-0.350651132;-0.218732623;-0.855315116;-0.797872525;-0.687849699;-0.740307491;-0.833322133;-0.630370508
PF3D7_1445800;-1.008451784;-0.379264552;-0.248373164;-0.821509696;-0.473378101;-0.322637615;-0.352924407;-0.746924271;-0.647727069;-0.218784206;-0.196695072;-3.67e-05;0.185735441;0.039877718;0.142348613;0.401115757;-0.320975546;-0.00849223;-0.233740122
PF3D7_1445900;-0.116949678;-0.335732082;-0.498376983;-0.603682656;-0.727859524;-0.412451455;-0.263687349;-0.435846457;-0.873358937;-0.965767816;-1.370410213;0.134431515;0.071950727;-0.991931748;-0.898519326;-0.974280178;-0.458768471;-0.811223767;-0.524003851
PF3D7_1446100;-0.2478027865;-0.4793014245;0.5188500865;-0.1831759675;-0.3800931695;-0.5239928635;-0.5406941975;-0.7094898635;-0.3216218735;0.4006082625;0.276805896;-0.270203308;-0.352262029;-0.495045988;-0.1698580935;-0.0436039625;-0.518333193;-0.330795505;-0.355089042
