X;dnadTP1.1;dnadTP1.2;dnadTP1.3;dnadTP1.1C;dnadTP1.2C;dnadTP1.3C;dnad2TP1.1;dnad2TP1.2;dnad2TP1.1C;dnad2TP1.2C
PF3D7_0100100;-1.51146822125;-1.414985942;-1.480916905;-0.8369038935;-0.70265395325;-0.65827569875;-1.8270413495;-1.68022672225;-1.0564991965;-1.0564991965
PF3D7_0100200;-0.251848321;-0.275200852;-0.142688813;0.400384182;0.299196562;0.270167881;-0.55786634;-0.308982209;0.000621493;0.000621493
PF3D7_0100300;-0.7589901845;-0.5854848425;-0.4730428265;-0.0607702885;-0.214679237;-0.0721894175;-0.4869144035;-1.014128124;0.2244283965;0.2244283965
PF3D7_0100400;-0.028680924;0.296378181;0.118008675;0.644156487;0.592558742;0.589299026;-0.12685057;0.252653918;0.710756285;0.710756285
PF3D7_0100600;-1.310756532;-1.116829161;-0.391653287;-0.479173855;-0.140947117;0.044861278;-1.49756289;-0.198946562;-0.752122529;-0.752122529
PF3D7_0100800;-0.442389581;-0.756515036;-1.503239228;-0.327989511;-0.631312561;-0.570588984;-1.141061399;-1.209154151;-1.103687544;-1.103687544
PF3D7_0101000;-0.390098609;-0.65971818;-0.820999177;-0.126655698;-0.05264969;-0.225323778;-0.382622846;-0.670193669;0.338074603;0.338074603
PF3D7_0101600;-0.364527064;-0.349262964;-0.320056788;0.096668749;-0.052616502;-0.13556412;-0.434914913;-0.503936879;0.504067636;0.504067636
PF3D7_0101800;-0.931303403;-0.925350612;-0.658926073;-0.664143883;-0.384581669;-0.234028785;-1.016356295;-0.066427865;-0.123267918;-0.123267918
PF3D7_0102200;-0.2102099195;-0.736295825;0.228985827;-0.56538831;-0.233991046;-0.974954862;-1.02800251;-0.262422246;-0.7412643395;-0.7412643395
PF3D7_0102300;-0.424848564;-0.915921992;-0.484939751;-1.038121898;-0.13134071;-0.116211418;-0.942171858;0.202267868;-0.895079955;-0.895079955
PF3D7_0102400;0.143308765;0.227085972;0.337801172;0.354982732;0.016737637;-0.09970285;0.5066012;0.247629142;0.793740043;0.793740043
PF3D7_0102500;-0.967580651333333;-1.092632893;-0.479572569;-0.689065085333333;-0.217509850333333;-0.157359387;-1.55418909966667;-0.317695036666667;-1.13688755533333;-1.13688755533333
PF3D7_0102600;0.748321806;0.378020708;0.5806979035;0.537751317;0.4458147415;0.275812188;0.2836004285;0.080572666;0.2184570285;0.2184570285
PF3D7_0102700;0.240487902;-0.129109338;-0.599082497;0.44838412;-0.003219103;-0.165493697;0.32529492;-0.020253297;0.214281578;0.214281578
PF3D7_0102800;0.2193777155;0.365530395;1.0041931435;0.373553899;0.4032097875;0.392139485;-0.106500111;0.1810871215;-0.137154311;-0.137154311
PF3D7_0102900;0.0499082875;-0.048060674;-0.0357648575;0.1658319115;0.0586598975;0.0345907435;-0.189877494;-0.364758468;-0.03162628;-0.03162628
PF3D7_0103000;-0.035638193;0.183257428;0.2457973;-0.094475279;-0.052732246;0.158582047;-0.145402644;0.011179514;-0.529241188;-0.529241188
PF3D7_0103100;-0.145783483;-0.208994125666667;0.092416757;-0.158712618666667;-0.000783313000000008;-0.0768067123333333;0.418365379;-0.0990602163333333;0.0708254156666667;0.0708254156666667
PF3D7_0103200;0.6315140005;0.7462769955;0.8018233065;0.385371068;0.239515196;0.3685549755;0.577035344;1.1144184785;0.446373694;0.446373694
PF3D7_0103300;-0.9709621065;-0.979961267;-1.219673343;-0.7265598615;-0.218658668;-0.322676872;-0.753450787;-0.00256126;-0.4019709105;-0.4019709105
PF3D7_0103400;-0.366716297;-0.2238038955;0.0218427926666667;-0.182621476666667;-0.4432599835;-0.243001773;-0.197903211666667;-0.415458399666667;-0.0826603036666667;-0.0826603036666667
PF3D7_0103500;-0.507651967333333;-0.435724282;-0.466994337666667;-0.274574343666667;-0.175631508;-0.163833403;-0.600686313666667;-0.219906333;-0.501760586333333;-0.501760586333333
PF3D7_0103600;0.181755060333333;0.126083105;0.0926110493333333;0.278011405;0.379615970666667;0.249886244;0.310744404666667;-0.621925139;0.246781868333333;0.246781868333333
PF3D7_0103700;-0.0407998;0.0496590645;-0.0605245485;-0.178733067;-0.2193235845;-0.12923732;0.1126661;0.302235644;0.1578787905;0.1578787905
PF3D7_0103800;-0.128194133;0.00754140849999999;-0.056530648;-0.074345059;-0.079864887;0.071389635;-0.2028747045;0.502769562;-0.130169931;-0.130169931
PF3D7_0103900;-0.91672378;-0.0928655765;0.1619642865;-0.125145503;-0.2464539305;-0.1714642815;-0.1172473815;-0.4881498145;0.0377791505;0.0377791505
PF3D7_0104000;0.020107058;0.019678413;0;0.005324755;-0.001506891;-0.00318594;0.011149021;0.003452079;0.030007165;0.030007165
PF3D7_0104100;-0.8970327305;-0.570724908;-1.000730788;-0.982776704;-0.5990150965;-0.4161471985;-0.701792771;-0.204442356;-0.9682386655;-0.9682386655
PF3D7_0104200;-0.2367835465;-0.0279321935;-0.580670882;-0.1510934365;0.057983433;-0.0465479635;-0.15774286;0.2508788535;-0.7570838185;-0.7570838185
PF3D7_0104300;-0.692689406875;-0.709434853875;-0.7831144865;-0.41284031425;-0.170572614;-0.01275778475;-0.450906638375;-0.12419880975;-0.30394902475;-0.30394902475
PF3D7_0104400;-0.725275158;-0.692203653;-0.429998121;-0.2480083585;-0.52057735;-0.281409775;-1.0925399835;-0.9570416565;-0.262683603;-0.262683603
PF3D7_0104500;0.758143382;0.182126612;-0.679093438;0.220256851;0.927572962;0.870694486;0.228462511;1.005300776;-0.62191933;-0.62191933
PF3D7_0104600;-0.0990323706666667;-0.118621119333333;-0.462482468;-0.1879754;0.023567445;-0.020636897;-0.224754256333333;0.372534184;-0.208155092;-0.208155092
PF3D7_0104700;0.3043642515;0.3417458065;-0.0024943255;0.6828991415;0.3413541325;0.4607248125;0.2258401;0.0224724995;0.281896038;0.281896038
PF3D7_0104800;0.5395730375;0.214407775;0.2986045785;0.5315112325;0.3939595705;0.3919480935;0.651160428;0.160336376;0.741327162;0.741327162
PF3D7_0105200;0.2740127375;0.3997450035;0.277891633;0.022001303;0.2527517425;0.200637534;0.344792065;0.552124266;0.062373571;0.062373571
PF3D7_0105300;-0.281798863;-0.243505607;-0.034518396;0.37118515;-0.281887366;-0.177713498;-0.287178968;-0.482754309;-0.000952557;-0.000952557
PF3D7_0105400;1.091111882;1.103798403;0.65861642;1.343774645;1.29232596;1.273849815;0.661394825;0.48140254;0.965642936;0.965642936
PF3D7_0105500;0.151621627;0.365441116;0.1997976275;0.2491069655;0.145956025;0.1477683075;-0.3139326295;0.4326788875;0.0518054135;0.0518054135
PF3D7_0105600;-0.157213641;-0.257225014;-0.102269778;-0.232475269;0.040219418;0.081409223;-0.5046268455;-0.266008435;-0.374962161;-0.374962161
PF3D7_0105700;-0.5802309688;-0.523806072;-0.2876493712;-0.1938364454;-0.262893351;-0.2446462434;-0.1203479858;-0.2989386338;-0.151731681;-0.151731681
PF3D7_0105800;-0.203729522;-0.196472407;-0.1351721885;-0.172958491;-0.0941086855;0.3305502;-0.031622916;-0.0659622285;0.118801516;0.118801516
PF3D7_0105900;0.4754465585;0.445362199;0.372200988;-0.0263784515;0.017123267;0.1515381865;-0.030898614;0.3535268945;-0.2944997595;-0.2944997595
PF3D7_0106100;-0.3000838085;-0.1196940685;-0.157788315;-0.0446634695;-0.2035270715;-0.530227898;-0.1853762945;-0.458107196;-0.118262212;-0.118262212
PF3D7_0106200;0.850048858;0.758556502;0.203682905;0.50597997;0.40827313;0.368196407;0.797281867;-0.226623586;0.678591401;0.678591401
PF3D7_0106300;-0.384486519;-0.26611204;-0.361561572;-0.604032011;-0.6106081975;-0.564002323;-0.1857500005;0.062172227;-0.2039184495;-0.2039184495
PF3D7_0106400;0.439699243;0.427219989;0.545104103;0.284395909;-0.132524601;0.142154041;0.480951019;-1.171560523;0.365411032;0.365411032
PF3D7_0106500;-0.189726241;-0.113603034666667;-0.5098599465;-0.167672335666667;-0.113783315;-0.19030503;-0.21800807;-0.425909659333333;-0.253183519;-0.253183519
PF3D7_0106600;-0.029656411;-0.051484019;-0.091882719;-0.135822731;-0.047133601;-0.241227065;0.02647845;0.172519832;0.187684789;0.187684789
PF3D7_0106700;-0.631961443;-0.563334683666667;-0.606940601666667;-0.446142352666667;-0.0388420763333333;0.121082209;-0.585955566666667;0.179772987;-0.469405025666667;-0.469405025666667
PF3D7_0106900;0.3391357075;0.37152367;-0.0066299495;-0.225642894;-0.326716726;-0.200195602;-0.351737873;-0.1076029475;-0.8694130945;-0.8694130945
PF3D7_0107000;0.455008953;0.405283954;1.219116168;0.358930411;0.255870459;0.419562437;0.547391797;-0.912366941;0.418900175;0.418900175
PF3D7_0107100;0.057622847;0.0256449645;0.089331711;-0.00740457649999998;-0.0858839975;-0.188529588;0.1577832895;0.3907013085;0.01088332;0.01088332
PF3D7_0107200;-0.0669912165;-0.016398742;-0.2918482855;0.122341706;0.333499605;0.3202765655;-0.112905671;0.65577579;0.170474915;0.170474915
PF3D7_0107300;0.68376802;0.818726513;0.7651351635;0.5482141835;0.5194430685;0.4822605665;0.9061113715;0.1293991385;0.9171712515;0.9171712515
PF3D7_0107400;1.411094223;1.177609849;1.129866412;0.743567795;0.828926497;-0.176411803;1.34575792;0.8625925;1.524160033;1.524160033
PF3D7_0107500;-0.078413236;-0.107600723;0.0631277746666667;0.109991331666667;0.0159092336666667;-0.0518770693333333;0.239418916666667;-0.409327579333333;0.581813805;0.581813805
PF3D7_0107600;0.28593709;0.180340685666667;0.09089454;0.192777836;-0.00358124299999999;-0.0238424863333333;0.181974753333333;0.087546844;1.03952739133333;1.03952739133333
PF3D7_0107700;-0.206057835;-0.174669864;-0.002474588;-0.264493344;-0.538626607;-0.5002542975;-0.474096978;-0.734648294;-0.7000863165;-0.7000863165
PF3D7_0107800;0.530287355;0.599613472;0.5780337695;0.4341680025;0.5561219405;0.7938137485;0.1950921905;0.615847901;0.26833253;0.26833253
PF3D7_0107900;-0.184839386;-0.15076167;0.06062821;-0.310086427;-0.167399083;-0.377436688;0.146303174;-0.154867158;0.222977239;0.222977239
PF3D7_0108000;0.611889889;0.705248758;1.012608168;0.579856867;0.470100261;0.624664843;1.185244488;1.043141194;0.805408654;0.805408654
PF3D7_0108100;-0.1681244215;0.0477006285;0.333727315;-0.27566331;0.0816420275;0.055777294;-0.157900567;0.379785993;-0.198769813;-0.198769813
PF3D7_0108300;-0.30588392925;-0.37684116825;-0.7913219065;-0.03180243775;-0.15912675975;-0.32817667625;-0.1364922435;-0.0906569166666667;-0.122926554333333;-0.122926554333333
PF3D7_0108400;1.181844886;1.026980956;0.02471695;0.710822239;0.441316847;0.42463689;0.907488274;0.534977534;0.742088798;0.742088798
PF3D7_0108500;-1.054739953;-0.16605874;0.168852086;-1.332450607;-0.390773009;-0.245042136;-0.87390192;0.335266778;-0.648384922;-0.648384922
PF3D7_0108600;-0.230098508;-0.198569291;0.036980752;0.029563528;-0.330775294;-0.381780322;0.13901686;-0.08184937;0.60478604;0.60478604
PF3D7_0108700;-0.7576488605;-0.3950150925;-0.5516746545;-0.430841549;-0.2034713285;-0.114393314;-0.314576156;-0.549601986;0.1590657345;0.1590657345
PF3D7_0108800;-0.04042787;-0.044637442;0.1327428655;-0.0245064115;-0.1607949725;-0.0024722555;-0.271298801;-0.0032040265;-0.136217962;-0.136217962
PF3D7_0109000;0.731807212;1.048324408;0.971154434;0.74402075;0.816095101;0.753534469;1.039921864;0.822033662;1.250092948;1.250092948
PF3D7_0109100;-0.2819470945;-0.206440032;0.014444623;-0.000722642999999995;-0.103193083;-0.012362174;-0.2974841805;-0.121581566;-0.201846988;-0.201846988
PF3D7_0109300;0.411459746;0.610269351;0.612271579;0.685781537;0.256645763;0.360091852;0.823459382;0.810697163;0.846396032;0.846396032
PF3D7_0109400;0.459725571;0.664303476;0.607509067;-0.226146439;-0.329485052;-0.341799912;0.413479595;-0.007419056;-0.119053502;-0.119053502
PF3D7_0109600;0.701917912;0.757693685;0.49698236;0.114535233;-0.071960305;-0.048667822;0.650162115;0.089840444;0.277801368;0.277801368
PF3D7_0109700;0.734052455;0.66047059;0.947985189;-0.4344937;0.240813816;-0.0763568;-0.093330359;0.995867051;-0.188571298;-0.188571298
PF3D7_0109800;0.271798245;0.559951533;0.161358894;-0.448943369;0.0325275435;0.00700025299999998;0.0625438925;0.69445734;0.0367715535;0.0367715535
PF3D7_0109900;0.2510671025;0.312034613;0.4280658175;0.0257665225;0.484820634;0.297620354;0.99162157;0.1131823;0.473502515;0.473502515
PF3D7_0110000;0.547084672;0.473340974;0.680444012;-0.28635151;-0.712287383;-0.516950872;0.030099075;-1.383055348;0.061671521;0.061671521
PF3D7_0110100;-0.7309650165;-0.362693163;-0.166428149;-0.5161462115;-0.190641106;0.031668687;-0.47763464;0.17410347;-0.2407533735;-0.2407533735
PF3D7_0110400;0.64612695;0.292371403;-0.472105144;0.27233878;-0.094155339;0.193710779;0.189613081;-0.112506716;-0.535115676;-0.535115676
PF3D7_0110500;-0.74585573675;-0.398348915;-0.531350337;-0.66177232175;-0.52232397075;-0.57526963875;-0.9875722895;-0.005137496;-0.934251936;-0.934251936
PF3D7_0110600;-0.5892828755;-0.6008987525;-0.125294496;-0.572974985;0.005616022;0.020792048;-0.522209687;0.519411516;-0.758448794;-0.758448794
PF3D7_0110700;0.494001082;0.586741521;0.4162795785;0.1351596475;0.2314706245;0.2511019185;-0.1824928155;0.370690845;-0.037835776;-0.037835776
PF3D7_0110800;-0.018244804;0.120201912;0.185906996;0.159807111;0.4903219005;0.614623237;0.526371969;0.451263107;0.153210917;0.153210917
PF3D7_0110900;0.294420254;-0.188346057;-0.428582468;0.168591943;-0.132334846;0.018416192;-0.604069285;-0.321845356;-0.535519787;-0.535519787
PF3D7_0111000;-0.833095382333333;-0.877714781333333;-0.714398824;-0.519105511666667;-0.412614213666667;-0.519747107666667;-0.751163657333333;-0.204127138;-0.483466831666667;-0.483466831666667
PF3D7_0111200;0.464390551;0.317739749;0.561844907;0.159525217;0.228360156;0.325705366;0.268933187;-0.046949114;0.279042016;0.279042016
PF3D7_0111300;-0.7450594515;-0.1648788745;-0.044335051;-1.023938194;-0.6869822845;-0.6485423215;-0.3823101995;0.286080867;-0.924830471;-0.924830471
PF3D7_0111400;0.5584146885;0.5143882605;0.295063064;-0.0454704795;0.035882292;-0.0802328305;-0.3343872715;0.5042168865;-0.6129039025;-0.6129039025
PF3D7_0111500;-0.248045067;-0.2005431745;-0.1926747805;-0.287130999;-0.3128501825;-0.335413089;-0.233793763;0.056634327;-0.186360097;-0.186360097
PF3D7_0111600;0.004707818;-0.007890515;0.019581809;-0.021482417;-0.005735009;-0.010405569;-0.022514424;0.010430088;0.116309691;0.116309691
PF3D7_0111800;0.065960054;-0.444706775;-0.220487744;-0.2684580485;-0.213866729;-0.281503359;0.0526429125;0.065856283;-0.2599562855;-0.2599562855
PF3D7_0112000;0.089175513;0.4954672505;0.427870331;-0.346554941;0.10465578;0.168666358;0.024032929;0.4848795755;-0.1151725705;-0.1151725705
PF3D7_0112100;-0.383558365;-0.297077312;0.03330744;-0.234776902;0.187552265;0.139974744;-0.189419819;0.099156156;-0.332685023;-0.332685023
PF3D7_0112200;0.192049391666667;0.219769652333333;0.0957141583333333;0.242659550666667;0.101330462;0.2563827305;-0.035954281;0.0134896426666667;-0.035498677;-0.035498677
PF3D7_0112900;-0.015719743;0.188948277;0.055282946;-0.16945817;0.38168586;-0.008494752;-0.676403787;0.816281187;-0.906207799;-0.906207799
PF3D7_0113000;0.2570100785;0.2810765645;-0.0602823885;-0.1032764415;-0.001506891;-0.095032233;-0.1944692025;-0.542159288;-0.095711662;-0.095711662
PF3D7_0113100;-0.077636825;-0.27940353;0.153500994;-0.157691068333333;-0.0650509983333333;-0.103650427;-0.103337748;0.136514865;-0.166065981;-0.166065981
PF3D7_0113200;-0.6576265385;-0.317785553;0.1752259395;-0.203928457;-0.468525624;-0.4988043305;-0.1574764275;-0.209162989;0.0602503495;0.0602503495
PF3D7_0113300;-0.028729611;0.0248889295;-0.484288632;-0.1135328015;-0.4043297405;-0.160631184;0.250179766;-0.0283095675;0.300458969;0.300458969
PF3D7_0113400;0.2885439915;0.1735994655;0.426932078;0.4125237665;0.1827617485;0.2616211925;0.476619814;0.563559295;0.339553638;0.339553638
PF3D7_0113600;-0.80315304825;-0.681942838;-0.6454962695;-0.2059800435;-0.49929959675;-0.42823639725;-0.5966213345;-0.69193776475;-0.222936594;-0.222936594
PF3D7_0113700;0.268963731;0.2252253175;-0.097168771;-0.0671153975;-0.0322293775;-0.1565186725;-0.480949871;-1.19611543;-0.2291915145;-0.2291915145
PF3D7_0113800;-0.7437628598;-0.7242502412;-0.7052149252;-0.5430596264;-0.5336109624;-0.5117345052;-1.09932405;-0.8512131394;-0.6596805448;-0.6596805448
PF3D7_0113900;0.915136778;0.667150604;0.599353588;0.788158066;0.913796747;0.710362957;0.924698843;0.306437661;1.19310163;1.19310163
PF3D7_0114000;-1.1587993;-0.6777449605;-0.977300495;-0.807576972;-0.463369805;-0.776028185;-1.0504151285;-1.24623303;-0.6886202515;-0.6886202515
PF3D7_0114200;-0.762715534;-0.76660926;-0.62614932;-0.608567879;-0.551763192;-0.468686166;-0.872966723;-1.076184409;-0.404545775;-0.404545775
PF3D7_0114300;-1.360759909;-1.088813841;-0.799229872;-1.010127918;-0.8114563125;-0.6855821695;-1.625408042;-0.94493822;-1.1521875225;-1.1521875225
PF3D7_0114400;-0.759066775;-0.868990052;-0.773141106;-0.160342101;-0.252873813;-0.255677267;-0.685945221;-1.230554945;-0.035167797;-0.035167797
PF3D7_0114600;-0.41011191;-0.433091342;-0.666680875;-0.220649652;-0.945111812;-0.624114489;-0.60976676;-0.906359866;-0.663235695;-0.663235695
PF3D7_0114700;-0.787666603;-0.671432598;-0.430687534;0.098127122;-0.094697723;-0.153071019;-1.438735583;-1.455149901;-0.795830427;-0.795830427
PF3D7_0114800;-0.274997412;-0.214264037;-0.288146054;-0.170324038;-0.180343116;0.517783658;-0.181288503;-0.421261123;0.107971188;0.107971188
PF3D7_0114900;-0.362585927;-0.27939433;-0.242363146;-0.25862608;-0.264819893;-0.16169471;-0.316746589;-0.26950886;-0.139920391;-0.139920391
PF3D7_0115400;-0.475962182;-0.40111381;-0.367045321;0.051451792;0.032305757;0.014066517;-0.80123625;-0.487565439;-0.072327685;-0.072327685
PF3D7_0115500;-1.074624533;-0.990886756;-0.917987857;-0.355127527;-0.396594751;-0.373615149;-1.613063346;-1.246907823;-0.136678354;-0.136678354
PF3D7_0115700;-1.247803855;-0.75845526675;-0.96257030125;-0.26825880525;-0.367341088;-0.28312374175;-0.8509508575;-0.968361017;-0.2478914555;-0.2478914555
PF3D7_0200100;0.008129879;0.0155191075;0.007986468;-0.00569264533333333;-0.0106772336666667;0.567166385666667;0.0581103043333333;-0.103960437666667;0.0663036976666667;0.0663036976666667
PF3D7_0200200;-0.445779209;-0.385755291;0.053141385;0.004834482;-0.263577343;-0.095267989;-0.686684045;-0.402965525;-0.408341094;-0.408341094
PF3D7_0200400;0.023402129;0.023330896;-0.010177355;0.026909779;0.037854503;0.027545727;0.004882286;-0.004042371;0.049226783;0.049226783
PF3D7_0200500;0.866171054;-0.024587382;0;0.023022703;-0.027988718;0.044048366;-0.021016301;-0.050308491;0.212532157;0.212532157
PF3D7_0200700;0.764702066;0.674912448;0.272550045;0.54192705;0.899938678;0.89503772;0.929855432;1.659194051;0.480710403;0.480710403
PF3D7_0201400;-0.437470474;-0.464539096;-0.010613524;-0.339620333;-0.220122258;-0.165783943;-0.536620594;-0.265794448;-0.204453205;-0.204453205
PF3D7_0201600;0.208531277;0.377793767;0.3997261525;-0.09656131;0.248073591;0.258657937;0.2210602395;-0.310832296;0.2606333235;0.2606333235
PF3D7_0201700;0.08034541;0.037854503;-0.009869758;0.080342831;0.162191702;0.1019157455;0.021836927;0.00955098;-0.1013750795;-0.1013750795
PF3D7_0201900;0.428780266333333;0.263751443;0.22922204325;0.312311859666667;-0.02713849075;0.03844621325;0.23628317825;-0.00867549299999999;0.264435042666667;0.264435042666667
PF3D7_0202100;0.03261759;0.023330896;0.005489687;-0.046054945;0.047802342;0.027199944;-0.024478124;0.003452079;-0.001268808;-0.001268808
PF3D7_0202400;-1.214937131;-0.909379564;-1.4148855965;-0.6809616155;-0.6105407855;-0.378102816;-1.1929295885;-1.051972281;-1.032483635;-1.032483635
PF3D7_0202500;0.679767313;1.161933974;0.884765447;0.099681271;-0.087040567;0.415028356;0.452511724;-0.012743026;0.517961484;0.517961484
PF3D7_0202600;-0.172390179;-0.3145912265;-0.2102083975;-0.027617805;-0.0644913235;-0.039952857;0.0302396765;-0.6344939045;0.3647660915;0.3647660915
PF3D7_0202700;-0.5058095885;-0.394398235;-0.360905687;-0.1527133005;-0.2582943555;-0.1811917315;-0.514485789;-0.481501588;-0.1237603805;-0.1237603805
PF3D7_0202900;0.344938792;-0.02763927;0.402686535;0.693885513;0.444713858;0.479828288;1.063739795;-0.329196175;1.123453414;1.123453414
PF3D7_0203000;-0.233416477666667;-0.241403326;-0.480742031;-0.0970369323333333;-0.156501739;-0.0908027723333333;-0.0667796253333333;-0.0245569656666667;-0.345744787666667;-0.345744787666667
PF3D7_0203100;0.0283106912;0.00328655339999999;-0.2651641844;-0.0869195328;-0.0945934864;-0.1171334558;-0.211676919;-0.08846842;0.1152900696;0.1152900696
PF3D7_0203600;-0.3465105015;-0.2921783035;-0.4672630225;-0.2533122595;-0.272423965;-0.3243685815;-0.5881026405;-0.4137552945;-0.4270010075;-0.4270010075
PF3D7_0203700;0.5628543335;0.5478460205;0.622087652;0.2089194895;0.4137384815;0.2278365765;0.1820551475;0.533232766;0.2258786115;0.2258786115
PF3D7_0203800;0.1598479675;0.2510783385;0.3349036515;0.267427921;0.2214249155;0.1212098505;0.4483726785;0.296798842;0.4195847545;0.4195847545
PF3D7_0203900;-0.239705634;-0.040330523;-0.262634547;0.2655197715;0.315535958;0.1165211315;-0.323895439;-0.878425403;-0.492039225;-0.492039225
PF3D7_0204000;-0.3263875445;-0.140911978;-0.026189177;-0.157520109;0.161715878;0.1842087185;-0.07543346;-0.4012750625;0.072464454;0.072464454
PF3D7_0204100;-0.42048166275;-0.2248008955;-0.448706680666667;-0.27928136875;0.00119941949999999;-0.04859643575;-0.43038889625;0.08515432725;-0.717602453;-0.717602453
PF3D7_0204200;0.038006512;0.169311808;0.251875582;-0.703987823;-0.598349793;-0.057707862;-0.079591969;-0.538292475;-0.473287101;-0.473287101
PF3D7_0204300;-0.5937628255;-0.245588645;-1.381556261;-0.394752407;-0.105937889;-0.0786377255;-0.5612565135;-0.3432007945;-0.667105033;-0.667105033
PF3D7_0204500;0.188510664;0.0420992005;-0.1499358785;0.349240028;0.285058097;0.341304693;0.420305199;0.351780706;-0.1149090965;-0.1149090965
PF3D7_0204600;-0.0853758435;-0.047589822;0.085297632;-0.0812602645;-0.2837741645;-0.412037749;0.0835068445;0.506036882;0.5143530445;0.5143530445
PF3D7_0204700;-0.2035903935;-0.060924872;0.1669285285;-0.445628179;0.1031327765;0.099628049;-0.4187266045;0.5020631305;-0.194259889;-0.194259889
PF3D7_0204800;0.1187722535;-0.064175919;0.020114479;-0.1129051125;-0.05659626;0.062436742;-0.108394411;0.1834008785;-0.2059679525;-0.2059679525
PF3D7_0204900;0.438176201;0.833448353;0.651967955;0.527147864;0.663060522;0.447701507;0.613848272;0.190604382;0.723296633;0.723296633
PF3D7_0205000;0.207064999;0.425785682;0.848255903;0.35282147;0.056552302;0.275139394;0.310488402;-0.2264943025;0.65074078;0.65074078
PF3D7_0205100;0.607968414;0.4612126215;-0.0450668675;0.3261210005;-0.054555753;0.1159634025;0.3882287045;-0.045323398;-0.097563269;-0.097563269
PF3D7_0205300;-0.090142208;-0.059504045;-0.015164717;-0.2034236225;-0.276543692;-0.2824925265;-0.051002043;-0.567358371;0.14354586;0.14354586
PF3D7_0205400;-0.074441397;-0.0367442135;0.2569219825;-0.149771511;-0.048745405;-0.121500317;-0.0507416525;-0.4486048825;0.16197826;0.16197826
PF3D7_0205500;1.444955666;1.170327996;0.592252567;0.860412997;0.184974775;0.663870323;0.939967205;0.35691372;0.379661632;0.379661632
PF3D7_0205600;0.3214816615;0.2682228365;-0.185937131;0.0559989455;0.107975171;0.1494063075;0.3346867685;0.5488083665;0.530046319;0.530046319
PF3D7_0205700;0.1276072895;0.025974034;0.092054297;-0.0471866245;-0.073937157;-0.1143782125;0.415157431;0.1394871445;0.229026589;0.229026589
PF3D7_0205900;-0.3167375415;-0.374011609;-0.6456064375;-0.0146921385;-0.150076493;-0.1974485295;-0.0603154175;-0.5159908375;-0.0111504225;-0.0111504225
PF3D7_0206000;-1.189950027;-0.835379984666667;-0.731296039666667;-0.410753706333333;-0.0907184236666667;-0.0342118193333333;-0.798695738666667;-0.493649524333333;-0.715116131;-0.715116131
PF3D7_0206100;-0.35358241;-0.396997443;0.108660396;-0.313270754;0.281812012;0.538200646;-0.79220253;0.592738571;-0.308846604;-0.308846604
PF3D7_0206200;-0.3218536625;-0.248183771;0.0579543335;-0.3413767085;-0.157640388;-0.0819410425;-0.435748296;0.2122103235;-0.346759668;-0.346759668
PF3D7_0206300;-0.63191849675;-0.465649172;-0.18804448525;-0.416276976625;-0.241899341375;-0.2987668035;-0.5868198945;-0.2327260775;-0.399407034875;-0.399407034875
PF3D7_0206500;-0.427363969333333;-0.587939217;-0.5267636955;-0.199229497666667;-0.358930037333333;-0.0406438083333333;-0.223858448;-0.346924288333333;-0.0870625376666667;-0.0870625376666667
PF3D7_0206600;0.002167742;-0.014678149;0.104224453;-0.193099584;-0.140448489;-0.132508574;-0.184579455;-0.677019038;-0.04881845;-0.04881845
PF3D7_0206700;0.8112399505;0.669871388;0.7306376275;0.4063192865;0.472622432;0.3129531265;0.3650151905;0.7865416395;0.1801429985;0.1801429985
PF3D7_0206800;-0.280596755;0.008644698;0.036746894;-0.412645774;-0.349899289;-0.244358385;-1.139516797;-1.290133433;-0.563481141;-0.563481141
PF3D7_0206900;0.151258567;0.029927562;0.374278693;0.741752334;0.416503426;0.421669827;-0.268209086;-0.74698538;0.878491896;0.878491896
PF3D7_0207100;-0.127314034;0.279418028;0.1472330245;0.022649586;0.032069974;0.12982012;0.1844316995;-0.3869069945;0.319727452;0.319727452
PF3D7_0207300 ;-1.094338985;-1.083506962;-0.880617779;-0.842340736;-0.117401567;-0.05650887;-0.881272629;0.332896769;-0.5320099535;-0.5320099535
PF3D7_0207400;-0.583526525;-0.6794552985;-0.095353612;-0.7909440455;-0.306813174;-0.4281443335;-0.828254472;-0.550582791;-0.808288151;-0.808288151
PF3D7_0207500;0.3627337245;0.3031116935;0.003347594;0.16659075;0.119255648;0.0227405475;-0.207981294;-0.6273092095;-0.1404049895;-0.1404049895
PF3D7_0207600;-0.575087317;-0.669731195;-0.5376823415;-0.388528772;-0.02691672;-0.0969993805;-0.464181347;-0.1660305455;-0.204006934;-0.204006934
PF3D7_0207700;-0.2171986755;-0.141460732;-0.1003689855;-0.08129019;0.10612949;-0.0693695215;-0.176936442;-0.000763052;-0.21197099;-0.21197099
PF3D7_0207800;0.245392878;0.1563657165;0.0580515645;0.0049538145;-0.514436103;-0.3761303585;0.227020188;0.190744829;-0.3310288235;-0.3310288235
PF3D7_0207900;0.1942878295;0.4444046665;-0.191229865;-0.5754595105;-0.243897041;-0.444393552;-0.110167111;-0.6355626925;-0.8240626675;-0.8240626675
PF3D7_0208000;-0.261939148;-0.1689070045;-0.048587979;-0.427994784;-0.221540054;-0.287341545;-0.497321024;-0.2291666185;-0.383504666;-0.383504666
