"","MAL13P1.127","MAL13P1.137","MAL13P1.165","MAL13P1.183","MAL13P1.229","MAL13P1.253","MAL13P1.269","MAL13P1.301","MAL13P1.334","MAL13P1.82","MAL7P1.122","MAL7P1.134","MAL7P1.137","MAL7P1.18","MAL7P1.29","MAL7P1.74","MAL8P1.4","MAL8P1.55","MAL8P1.65","MAL8P1.86","PF07_0015","PF07_0020","PF07_0037","PF07_0049","PF07_0125","PF08_0012","PF08_0054","PF08_0057","PF08_0068","PF10_0030","PF10_0046","PF10_0060","PF10_0142","PF10_0182","PF10_0203","PF10_0215","PF10_0293","PF10_0309","PF10_0320","PF10_0321","PF10_0374","PF11_0038","PF11_0053","PF11_0108","PF11_0129","PF11_0141","PF11_0146","PF11_0170","PF11_0184","PF11_0210","PF11_0228","PF11_0276","PF11_0321","PF11_0354","PF11_0396","PF11_0438","PF11_0471","PF11_0527","PF13_0036","PF13_0073","PF13_0077","PF13_0081","PF13_0107","PF13_0120","PF13_0131","PF13_0137","PF13_0166","PF13_0347","PF14_0013","PF14_0021","PF14_0035","PF14_0038","PF14_0041","PF14_0062","PF14_0117","PF14_0123","PF14_0133","PF14_0139","PF14_0231","PF14_0238","PF14_0248","PF14_0249","PF14_0346","PF14_0368","PF14_0380","PF14_0392","PF14_0433","PF14_0454","PF14_0461","PF14_0507","PF14_0512","PF14_0519","PF14_0559","PF14_0564","PF14_0565","PF14_0598","PF14_0633","PF14_0642","PF14_0719","PF14_0736","PFA0130c","PFB0125c","PFB0161c","PFB0410c","PFB0530c","PFB0655c","PFB0745w","PFB0820c","PFC0070c","PFC0090w","PFC0390w","PFC0455w","PFC0570c","PFC0805w","PFC0885c","PFC0925w","PFC0960c","PFC0970w","PFD0265w","PFD0400w","PFD0625c","PFD0830w","PFD0980w","PFD1050w","PFE0285c","PFE0310c","PFE0335w","PFE0400w","PFE0515w","PFE0585c","PFE0715w","PFE0810c","PFE0830c","PFE1000c","PFE1320w","PFE1445c","PFE1510c","PFE1520c","PFF0200c","PFF0610c","PFF0625w","PFF0690c","PFF0875w","PFF0940c","PFF0950w","PFF1080w","PFF1150w","PFF1315w","PFF1335c","PFF1370w","PFF1440w","PFF1580c","PFI0170w","PFI0590c","PFI0915w","PFI1020c","PFI1105w","PFI1175c","PFI1280c","PFI1580c","PFI1650w","PFI1770w","PFL0175c","PFL0585w","PFL0695c","PFL1125w","PFL1240c","PFL1245w","PFL1260w","PFL1335w","PFL1700c","PFL1815c","PFL2230c","PFL2235w","PFL2335w","D_class","Class","Compound"
"HDATP1","-0.5407450123"," 0.316768853"," 0.869451060"," 0.121404983","-0.9006137648","-0.496690603","-0.020772837","-1.139620579","-0.099484673","-0.184933228","-0.472637631"," 0.478383854"," 1.29754783"," 1.187050882","-0.025088027","-0.19114339"," 2.355379080","-0.507939951"," 0.5442625041","-1.2940293170"," 0.655068462"," 0.7804236252","-0.350478079","-0.174824374","-2.502992e-01","-0.195900514","-0.455353246"," 1.016615826"," 0.332870966","-0.140923006"," 1.337237293","-0.2445568215","-0.278303885"," 0.678332510","-0.0328416526","-0.6812559840"," 0.306688848"," 1.227311850"," 0.363703350","-0.390101180"," 0.360651106"," 3.46112888"," 0.0205836953"," 0.53988397"," 0.711923866","-0.9628359906","-0.422086428","-0.222788602"," 0.0290763997","-0.354459807","-0.602850736"," 0.1538408047"," 0.161852192"," 1.682240e-01"," 1.045323687","-0.2650546899"," 2.865062e-01"," 0.79786161"," 0.064544012"," 1.099380995"," 0.246475284"," 0.044784972","-0.484307000","-0.016274667"," 0.657417739"," 1.5164228459","-0.33663315"," 0.279135930"," 0.406985081"," 0.16404172","-0.4363422275"," 0.643229792"," 1.152399519","-0.84546545","-0.515416179"," 0.311429927"," 0.158688950"," 0.8583952953","-0.4288483713"," 0.139804803","-0.030355537"," 0.593256354","-0.4850207992","-0.419134869","-0.138400883"," 0.107869660"," 0.6885397923","-0.534768301"," 0.05955740","-0.9892701879"," 0.743544561"," 0.9812406618"," 0.250326303"," 0.040389865"," 1.088932507"," 0.122721030"," 0.358539446","-1.038829259","-0.3580350006","-0.68234056","-0.337358199","-0.0670446466"," 0.19559782"," 0.510303845","-0.160819862","-0.150006979","-0.614965888"," 6.231837e-01","-0.022221400"," 0.746242952"," 0.553603028","-0.102371683"," 0.451216537"," 0.114026790"," 0.915885348","-0.2292842548"," 0.0001286056"," 0.237484691","-0.082516906"," 0.24222019"," 0.216384086","-0.5164123881"," 0.028039704"," 5.0971985755"," 0.093360358","-0.656239201","-0.5505887315"," 0.07652958","-1.074163052","-0.3038339418","-0.03846259","-0.001795476","-0.269300522"," 0.963229320"," 0.325559059"," 0.15936951","-1.05752071","-0.846983438"," 0.39835576"," 0.330104665","-0.307949883"," 0.221398250"," 0.3563599044","-0.802065346","-0.484050924","-1.88613933"," 0.421092401"," 0.426199970","-0.773876745"," 0.015899946"," 0.520586401","-1.5726271488","-0.630188097"," 0.876544836"," 1.22583485","-0.371870152","-0.098182180"," 1.143773071"," 0.7409658874"," 0.424406958"," 0.241870290","-1.399255866","-0.8728944983","-0.327746989"," 0.0161200848"," 0.2215403578"," 0.957239806","-0.870605778"," 5.572313899"," 0.241152624"," 0.2356662847"," 0.539638795"," 0.501004315"," 0.4089081835"," 0.384927055",1,1,"HDA"
"HDATP1.1","-0.3111671327"," 0.141389427","-0.072343214","-0.491516098","-0.1093866189","-0.459887558","-0.205388194"," 0.295019713"," 0.249558981","-0.126755159","-0.267734003"," 0.102389240"," 0.19726455","-0.058054760","-1.058675749","-0.20831325"," 1.532609404"," 0.022605349"," 0.4617618562","-0.1576159386"," 0.208065379"," 0.4364017930","-0.488257486","-0.765414947"," 5.836327e-01","-0.107012979","-0.123303492"," 0.156416079"," 0.226011818","-0.413089390"," 0.498268995","-0.0972540807","-0.139930990"," 0.819849008","-0.1532906049","-0.1436921784","-0.054541892"," 0.370852146","-0.184995706"," 0.396992774","-0.192086718"," 2.60769560"," 0.0635634616"," 0.41569042"," 0.373300383","-0.7298508519","-0.122540038","-0.622631048","-0.4018741666","-0.382886161","-0.351107511","-0.2139358620","-0.134887220"," 1.204764e-01"," 0.236921855"," 0.8522357912","-1.808552e-01"," 0.48435463","-0.364219103"," 0.029866932"," 0.149581070","-0.068459571"," 0.263303291"," 0.062716446"," 0.071943898","-0.1667493669","-0.13343665","-0.116301473"," 0.671333172"," 0.89487261","-0.1238900185","-0.074515184"," 0.478455893","-0.35516935","-0.170100460","-0.237502649","-0.137719569"," 0.3722527518","-0.3982777938","-0.683072225","-0.330141145","-0.335880142","-0.7338668720","-0.576309705"," 0.134356476"," 0.146367804"," 0.4083132132","-0.028465057"," 0.50610270"," 0.0918822852"," 0.204523015"," 0.1655639244"," 0.676803845","-0.177379246"," 0.409223248"," 0.394976646","-0.328178127","-0.634430446","-0.3573293118","-0.78987942"," 0.018783571"," 0.1518277688"," 0.13447649"," 0.045328752","-0.132207904"," 0.095652221"," 0.864540125"," 2.994854e-01"," 0.238129110"," 0.451847455"," 0.371202314"," 0.153928665"," 0.230185635"," 0.227631223","-0.210865612","-0.1572671363"," 0.0406545662"," 0.273346277"," 0.263967231"," 0.14033545","-0.527005780","-0.2457244090","-0.437349994"," 4.4229623185","-0.494095923","-0.646146351","-0.1391753910"," 0.16885873","-0.155053750","-0.0445760667"," 0.15713463","-0.100350320"," 0.209325329"," 0.028051237","-0.407432451","-0.15983314","-0.05283035"," 0.647195595","-0.05209524"," 0.001531456","-0.035269730","-0.096069800"," 0.4983639547","-0.339852665","-0.005153190","-0.66883467","-0.415638803"," 0.162643446","-0.401422829"," 0.181493306"," 0.193884696","-0.3891369340","-0.360397281"," 0.192591773","-0.28943653","-0.279231749"," 0.014957885"," 0.156261731","-0.0419768498"," 0.124426896","-0.249214223"," 0.822825317","-0.0994131748"," 0.239231113","-0.3852391774"," 0.1219869692"," 0.506278783","-0.379773707"," 1.698001800"," 0.003348436"," 0.0468852931"," 0.190073438"," 0.216942047","-0.0726791136"," 0.653600873",1,1,"HDA"
"HDATP2","-0.0860655522"," 0.273474890"," 0.244197080","-0.332404710","-0.5523560744","-1.084535623","-0.533936601","-0.767490616","-0.259504606"," 0.440955349","-0.488424721"," 0.275987818"," 0.69273347"," 0.657141006","-0.405513451","-0.03322125"," 1.835322058","-0.269610247"," 0.0157716955","-0.1543524144"," 0.341250808"," 0.7000068228","-0.277459530","-0.029958806"," 3.910974e-01","-0.460766340"," 0.315200515"," 0.462884920","-0.111026829","-0.413003498"," 0.931648785","-0.6310269413","-0.178627302"," 0.457875965"," 0.0448496364","-0.2330630401"," 0.060317426"," 0.628255832"," 0.100660377","-0.248007055"," 0.336350326"," 3.27638281"," 0.2242399142"," 0.04056283"," 0.549503381","-0.6911761995","-0.029493396","-0.362907083","-0.0943331943","-0.200450698","-0.307451261"," 0.0356745885","-0.223064301","-2.709832e-01"," 0.414070273"," 0.4303856780"," 2.567236e-01"," 1.04950887"," 0.063271279"," 0.861082931"," 0.432268706","-0.796323986","-0.915594601"," 0.348833574"," 0.233218925"," 1.1267684990","-0.50768588"," 0.305391970"," 0.091170645","-0.28686091","-0.4766966529"," 0.095680037"," 0.773674180","-0.50620868"," 0.085932009"," 0.030705146","-0.304585734"," 0.6717640838","-0.2562708705","-0.286464150","-0.316522176"," 0.380107614","-0.4491593897","-0.073127426"," 0.092431751"," 0.032528369"," 0.9371239939","-0.603854231"," 0.18665929","-0.0452778323"," 1.007961234"," 0.3167386656","-0.114379373","-0.210922314"," 0.769517133"," 0.608045003"," 0.779571794","-1.006491060","-0.2093895864","-0.86917547","-0.153795629","-0.6867651963"," 0.39041528"," 0.247078897"," 0.105145659","-0.103291767","-0.252390372"," 4.728288e-02"," 0.226389653"," 0.321200863"," 0.708915457"," 0.105922124"," 0.148861796","-0.062626934"," 0.353734514","-0.3615623594"," 0.0786063724","-0.154701658","-0.371519065"," 0.12039891","-0.171523750"," 0.1885108877","-0.890454846"," 4.7217647210","-0.090362959","-0.741805035","-0.6340591284","-0.38137291","-0.547442451"," 0.1671929089"," 0.23937106"," 0.025329445","-0.633127478"," 0.476862537"," 0.074610064","-0.19258351","-0.21628505"," 0.125272616"," 0.34289732","-0.027247997","-0.455748822"," 0.422418726"," 0.3361640448","-0.412311696","-0.396344940","-1.08021973"," 0.100165532"," 0.488620319"," 0.466418420","-0.218740368"," 0.186878702","-1.7140985879","-0.220234811"," 0.324746216"," 0.78433709","-0.133228269"," 0.233364751"," 0.528133904"," 0.7600419286"," 0.158916084","-0.101631776","-0.815826435","-0.1320605797"," 0.090292887"," 0.0533354760"," 0.2121158559"," 1.022780082","-0.222487376"," 4.339202219"," 0.069447984"," 0.3258155093"," 0.119704714"," 0.458743075"," 0.1267542425"," 0.357607447",1,1,"HDA"
"HDATP2.2","-0.1084386788"," 0.107947623","-0.104421451","-0.205700267","-0.0527522949","-0.369459740","-0.379210502"," 0.266236270"," 0.232553314","-0.172983403","-0.240971424"," 0.113407870"," 0.05674341","-0.261872206","-0.192191091","-0.19062803"," 1.264802779"," 0.092344466"," 0.5025076621","-0.2250729047"," 0.012410092"," 0.4690853395","-0.320039705","-0.424767033","-6.254286e-02"," 0.078988253","-0.329743552","-0.035832321"," 0.183652562","-0.369684889"," 0.429861088"," 0.1341232338","-0.023856034"," 0.390732801","-0.0446430595","-0.3486290673","-0.394811377"," 0.210488687","-0.058883031"," 0.064008282","-0.583802270"," 2.59489771","-0.0343653145"," 0.23814816"," 0.147232179","-0.5911227177","-0.358242623","-0.472755683","-0.2638767179","-0.464039403","-0.614514712"," 0.1485152109","-0.091509368"," 1.876857e-01"," 0.417745916"," 0.3232137010","-2.441114e-01"," 0.22345964","-0.486650090","-0.233220932","-0.813349964"," 0.024319296"," 0.649806378","-0.589838734","-0.057802789"," 0.0243161945"," 0.01483355","-0.194101772"," 0.713698661"," 0.04994985"," 0.0245788180","-0.161256147"," 0.154814107"," 0.45165328","-0.263736423","-0.066533493","-0.218746331"," 0.0923838327","-0.4541400893","-0.360382903","-0.125788685","-0.331090014","-0.3924828938","-0.654190191"," 0.035139150"," 0.150918746"," 0.2651719275"," 0.158882236"," 0.33021623","-0.0716882242"," 0.008465229","-0.4263713339"," 0.687545856","-0.210169254"," 0.185981819"," 0.327162120","-0.640758464","-0.288439576","-0.4581490965","-0.19473846","-0.402288188"," 0.2203066814","-0.17600151"," 0.192107777","-0.174602788","-0.012928384"," 0.487065086"," 7.121495e-02"," 0.343980452"," 0.295832531"," 0.435586739"," 0.152728948"," 0.136047312"," 0.187361342"," 0.065117021"," 0.0317067640"," 0.1220187232"," 0.258606204"," 0.389001764","-0.04737935","-0.458924923","-0.2875640583","-0.059625943"," 4.2355067738","-0.517670568","-0.646942598","-0.0184529546"," 0.26079688"," 0.200964063","-0.1254567003","-0.03758518","-0.335229149"," 0.163879485","-0.259008707","-0.275722144","-0.18204142"," 0.17180956"," 0.620720531","-0.03864190"," 0.088294448"," 0.145198178","-0.165767225"," 0.3986275880","-0.322931787"," 0.172043820","-0.49504015","-0.308264460"," 0.128456618","-0.531592593"," 0.179676295"," 0.344061390","-0.5341031380"," 0.238082730"," 0.028677437","-0.64672920","-0.340756348","-0.260014418"," 0.322354448","-0.2599162633"," 0.458474418","-0.127594968"," 0.704604255"," 0.0009130111","-0.064657138","-0.4456105393","-0.0775694509"," 0.144393534","-0.118460032"," 0.454168628","-0.135841851","-0.0087518980"," 0.362446880"," 0.354739612","-0.2606444551"," 0.467616174",1,1,"HDA"
"HDATP3","-0.4337965029","-0.145917703"," 0.201024590","-0.455494329","-0.0811933020","-0.491601411","-0.643315885","-0.073853254"," 0.327277666","-0.415741408","-0.208373752","-0.084694167"," 0.32358145","-0.166752192"," 0.140289642","-0.11525517"," 1.662772669"," 0.011999543"," 0.2553530009","-0.4756632326","-0.145806107","-0.0425011651","-0.004355384"," 0.174885890","-1.370669e-01","-0.130775358"," 0.694910653"," 0.491893934"," 0.028723994","-0.292824948"," 0.177691128","-0.0377894418"," 0.045738043"," 0.159446547","-0.1854570102","-0.1421995787"," 0.186039391"," 0.241553283"," 0.001713473","-0.180040072"," 0.299636637"," 2.52503304"," 0.0356126922"," 0.86402292"," 0.150321061","-0.2265491503"," 0.013961180","-0.284418555","-0.0310524265","-0.220480112","-0.268139110"," 0.0423042876","-0.364854541"," 1.625406e-01"," 0.053970745"," 0.1500380808"," 5.854469e-02"," 0.57564540","-0.109171885","-0.472239012","-0.237203030"," 0.224319098"," 0.395607195","-0.461571116","-0.129091325"," 0.3962719695","-0.15391190"," 0.545032367"," 0.690858245"," 0.67795030","-0.3396522168","-0.170353550"," 0.237912064","-0.14073363","-0.129546800","-0.021968367","-0.310068282"," 0.3629786839","-0.5198041999","-0.217022395","-0.061498840","-0.227576211"," 0.0864513226","-0.532792321"," 0.097693738","-0.084324830"," 0.5485241509"," 0.450182467"," 0.13320781","-0.2326854304"," 0.052506073"," 0.4204430006"," 0.133846757","-0.154154510"," 0.588972738"," 0.223343629","-0.192492421","-0.295197936","-0.5005300206","-0.22167348","-0.668224094"," 0.3918475354","-0.07919616"," 0.047810837","-0.157254289","-0.502590085"," 0.041741340"," 1.558016e-01"," 0.046782101"," 0.404895309"," 0.064468051"," 0.174971184","-0.029996732"," 0.093804631"," 0.407237323","-0.4019257411","-0.1442935090"," 0.105864030"," 0.212146393","-0.34108861","-0.266143226","-0.1269404194","-0.464785493"," 4.0474969568","-0.271095539","-0.751736901","-0.2411587075"," 0.07558626","-0.388788434","-0.0154585215"," 0.00135766"," 0.065772732","-0.271607077","-0.164723479"," 0.171522379","-0.03575700"," 0.04851734"," 0.168779637","-0.42379332","-0.147470106","-0.323430013"," 0.117641230"," 0.3114165011"," 0.155024473"," 0.365234424","-0.53832928","-0.167358371"," 0.062136844","-0.235126901"," 0.206457187","-0.119564050","-0.3785843486","-0.031889481","-0.015363761","-0.10230077","-0.292890226","-0.074196295","-0.061402621","-0.0846155573"," 0.088732827"," 0.014154771"," 0.697154160","-0.7006300639"," 0.412760235","-0.4471834010"," 0.1407920300","-0.034307608"," 0.010031019"," 2.039561911","-0.070503358"," 0.1573935120"," 0.513769332"," 0.097463618","-0.3260964084"," 0.193325325",1,1,"HDA"
"HDATP3.3","-0.1806433172","-0.092838517","-0.006243522","-0.446892580","-0.0728194437","-0.499833571","-0.624838027"," 0.256021011"," 0.212784353","-0.436040561","-0.319974892","-0.180997120"," 0.19817313","-0.585080019","-0.201364434","-0.30260741"," 1.590578526"," 0.075286479"," 0.5796174988","-0.3509398792"," 0.115221762"," 0.3837616556"," 0.085242886","-0.275179453","-5.081817e-02","-0.136082095","-0.101535160"," 0.432054238"," 0.220439631"," 0.028363303"," 0.355292825"," 0.0103535467"," 0.100085912"," 0.241765221","-0.0005845501"," 0.0128966301"," 0.009332906"," 0.435105064","-0.065600614"," 0.017066044"," 0.235180556"," 3.27768091","-0.2124714239"," 0.83951061"," 0.130298438","-0.4441794463","-0.164897282","-0.462303057","-0.1884220630","-0.129198637","-0.071898460","-0.0787969064","-0.018397668","-9.723738e-02"," 0.443242724"," 0.4357025628","-2.633426e-02"," 0.37343813","-0.328912527","-0.460471522","-0.064877271"," 0.235891282"," 0.506473231","-0.743348860","-0.040219624"," 0.1323577017","-0.13687924"," 0.071681785"," 0.793506790"," 0.26101971","-0.0952948851","-0.162252510"," 0.519129100","-0.02917177","-0.438533127"," 0.030088611","-0.291774854"," 0.0792783920","-0.7922811121","-0.225830187","-0.105610351","-0.370223337","-0.2721755325","-0.655066668"," 0.060572133","-0.058501374"," 0.3227830052"," 0.070799461"," 0.41409946","-0.1609041078"," 0.089038824"," 0.2865274452"," 0.597716976","-0.542522233"," 0.217751218"," 0.156775836","-0.220909867","-0.278265362","-0.5011821084"," 0.03050965","-0.418972571"," 0.0804077214","-0.03083242"," 0.154251997","-0.109557876","-0.297151491"," 0.215382680"," 1.738743e-01","-0.145128338"," 0.565712033"," 0.144586291"," 0.200385570","-0.032943202"," 0.115480277","-0.115858651","-0.0240776538","-0.0470686137"," 0.390165752"," 0.087998642","-0.25784460","-0.261776637","-0.0124618884","-0.383141475"," 4.5369261706","-0.287401879","-0.678037070","-0.2593487120"," 0.11350932","-0.277030164"," 0.1363015972","-0.02866370"," 0.027236630","-0.034485810","-0.196424390"," 0.284936535","-0.03846209"," 0.13502578"," 0.404829384","-0.22959708","-0.072106864","-0.039551453","-0.229008936"," 0.1975745634","-0.242252790"," 0.239452605","-0.61694169","-0.177457330"," 0.086620046","-0.199272704"," 0.107843390","-0.068962028","-0.1634506603","-0.080046730"," 0.615611595","-0.65572715","-0.385966995","-0.185090224"," 0.192378502","-0.3337802969"," 0.186669420","-0.090566873"," 1.475181931","-0.4599556726"," 0.173661835","-0.3634090761","-0.1349246735"," 0.046305963"," 0.022154287"," 1.211900493"," 0.044976474"," 0.1868725335"," 0.231472004"," 0.385558255","-0.4245738873"," 0.106121264",1,1,"HDA"
"ACTTP1","-0.1573999093","-0.038147474","-0.141897741","-0.244876125","-0.1095305272"," 0.382459793"," 0.234616492"," 0.099714810"," 0.201546753","-1.331593766","-0.527335577"," 0.301299770"," 0.20795556","-0.120705055"," 0.321873851"," 0.11668647"," 0.109874944"," 0.090494364"," 0.1826509436"," 0.8016230139"," 0.086189631"," 0.3868467773"," 0.028785431"," 0.159182485","-4.001061e-01","-0.831917445"," 0.042094777","-0.251374020","-0.501107238","-0.370836426"," 0.118323114"," 0.2150034631"," 0.003673133"," 0.385065655"," 0.7653525969"," 0.0659683970","-0.104078275","-0.030741536","-0.234009811"," 0.334866878"," 0.193954445"," 0.45444458","-0.1991913573"," 0.46253780","-0.012561873","-0.3922772003","-0.910055648","-0.694361110"," 0.1755598705"," 0.193035605","-0.941320234","-0.2667900881"," 0.133981509"," 9.973085e-02"," 0.091843058","-0.9367188175","-6.456441e-02","-0.72307727","-0.169511868","-0.013499914","-0.151768337"," 0.058758380"," 0.416773959","-0.052912049","-3.968435852","-0.5995011482"," 0.22044390","-0.133554904"," 0.553614694"," 0.27563495"," 0.0284589085"," 0.529073410"," 0.428941401"," 0.54400965","-0.155641842","-0.024567412","-0.112394787","-0.1375425846","-1.3213090294"," 0.218046497"," 0.110428973","-0.163164379"," 0.1889175542","-0.209239234"," 0.066941242"," 0.225064068"," 0.1106833914"," 0.182638101"," 0.25916341","-0.4502181951"," 0.094298509"," 0.8672501269"," 0.335997067","-0.286786756"," 0.132681529"," 0.452563391"," 0.225277253","-0.465218240"," 0.0762081898"," 0.29621689"," 0.007493277","-0.3677488428"," 0.20618192"," 0.047880709","-0.086559267","-0.359666898","-0.091653215"," 2.441397e-01","-0.553022306","-0.308834917"," 0.406269409","-0.246345663"," 0.064119747"," 0.185898001"," 0.346979140","-0.6539573948","-0.2959197485"," 0.135517242"," 0.128392314","-0.13530416","-0.301210567","-0.0198107316","-0.444046015"," 0.3917344576","-0.364646177","-0.748111057"," 0.1811834055"," 0.04968184","-0.427257988","-0.0519485032","-0.41656360"," 0.020632581"," 0.498473689"," 0.089411825","-0.217367452","-0.24414871"," 0.49643560","-0.333748340","-0.23038200"," 0.371603352","-0.092415086"," 0.267242485","-0.2977171072","-0.406401629"," 0.161034775","-1.24779658"," 0.803219664","-6.183791401","-0.186676784","-0.023237925"," 0.232287812","-0.3204970310","-0.082604424"," 0.551088281","-0.53831614"," 0.066063032"," 0.167113973"," 0.154504916"," 3.4450500306"," 0.166795968","-0.264490045"," 0.147637208","-0.2855442308","-0.007333311","-0.5802433489","-0.1605330262"," 5.169503483"," 0.256920867"," 0.276344257"," 0.602575191"," 0.0443491835"," 0.461946325"," 0.311743595"," 0.0392115457"," 0.296863842",2,2,"ACTd"
"ACTTP2","-1.4735536044"," 0.449399563","-0.274125406"," 0.452242123"," 0.1683361169"," 0.697193303"," 0.978960616","-0.331436344","-0.268269650"," 0.053594046","-0.648100389","-0.257919549","-0.28549264"," 0.091426207","-0.081875483"," 0.04888183","-0.504905166","-0.162662785","-0.3085387163","-0.5244193972"," 0.209745607","-0.3832988303","-0.391208720","-0.394066193","-1.244435e-02","-0.240132362"," 0.790170156"," 0.647172048","-0.160338552"," 0.204621929"," 0.362433563"," 0.3160062898"," 0.119321070","-0.131894265"," 0.9152848105"," 0.8222717733"," 0.767650677","-0.010522636"," 0.070754733"," 0.304380160"," 0.196059729"," 0.56314083","-0.2786418187"," 0.20666316"," 0.364045890","-0.4810942075","-0.648694966"," 0.078761963","-0.0514639353"," 0.505823716","-0.418354491"," 0.1899025226"," 0.296851739"," 4.510038e-01"," 1.124838201"," 0.0219687801"," 2.301977e-01","-0.15494751","-0.163553759"," 4.254895485","-0.146782647"," 0.565723851"," 0.739460338","-0.716292857"," 0.002553539"," 0.2948070935"," 0.53431679","-0.407862443","-0.432586904"," 0.08332224"," 0.3203834617","-0.248467804","-0.076521793","-0.30274288","-0.132019087","-0.504861307","-0.119101436","-0.3281281609","-0.3536807980","-0.043037473"," 1.016877577"," 0.208662767"," 0.0351015128"," 0.092404728"," 0.698595981","-0.286794139","-0.6127662065","-0.284042145","-0.15237139","-0.1818236578"," 0.226173758"," 0.2673794587"," 0.057994865"," 0.187560161"," 0.134128030"," 0.224362210"," 0.101931962","-0.006808500"," 0.0819345616","-0.56692329"," 0.591088174","-0.2528628121","-0.11805469"," 0.923372937"," 0.433886705"," 0.552425148","-0.142608439"," 1.770741e-01","-0.100825267","-0.535363640"," 0.747044989"," 0.154875655"," 0.671838614"," 0.041453103","-0.107601058"," 0.4048367474","-0.4457109033","-0.200638720","-0.060706191"," 0.58254024"," 0.634282497","-0.1325248247","-0.184133071","-0.7025936132","-0.138184499"," 0.594896106"," 0.8859216650","-0.18612966","-0.078326507","-0.5927841970"," 0.18844214","-0.815327845"," 0.525891603"," 0.614310587","-6.176028104","-0.26627331","-0.38292903","-0.172080748"," 0.19230830","-0.462228489","-0.554896659","-0.326204075","-0.1599634264","-0.426614334","-0.566157809","-0.36826412"," 0.127128356","-0.159726077","-0.187289683","-0.014356134","-0.039174178"," 0.1003543284","-0.158843404"," 0.611562210"," 0.24670136","-0.145734076","-0.896858349"," 0.679281710","-0.5390242122"," 0.325087233"," 0.240544173","-1.552235539"," 0.5994051494"," 0.069631995","-0.5659330198","-0.4246339569"," 5.997942107","-0.344815087"," 0.046284411"," 0.232389894","-0.5256038830","-0.077739651"," 0.278508526","-0.2736963897","-0.070328196",2,2,"ACTd"
"ACTTP3"," 0.8055358382"," 0.389143838","-0.074236948","-0.655098011","-0.1096805841","-0.173313759"," 0.463151964","-0.030341147"," 0.235712845","-0.465484170","-0.502713468","-0.203737390","-0.15475977","-0.199208135","-0.124747265","-1.13521553"," 0.522385555","-0.481124063"," 0.7265353509","-0.5722757407"," 0.807725041"," 0.2733138576","-0.281229235"," 0.065647051"," 4.463849e-01","-0.056364329"," 2.399922893","-0.640461931"," 0.010143885"," 0.234545542"," 0.382379828"," 0.6294309955","-0.001960891","-0.354750456","-0.0326683050","-0.1822575948","-0.014646726","-0.060564217","-0.163429584"," 0.440726103"," 0.044743722"," 0.77992022","-0.5093868040"," 0.37080878","-0.237067552","-1.7392558353","-0.541133627","-0.283239972"," 0.3316242728","-0.224773423","-0.696388586","-0.0250411652"," 0.309544456"," 7.059190e-01"," 0.077163813","-1.2322084955"," 5.073681e-01","-0.42956604"," 0.137945272"," 1.545162376"," 0.098974255","-0.748118486"," 0.730064475","-0.511572251","-0.871096509","-0.0548092492"," 0.26765395","-1.233076780","-0.397431997","-0.22105240","-0.4456633932","-0.587305987"," 0.350603527","-0.62953485"," 0.512791942","-0.114507403"," 0.027794428","-0.3730839028","-1.0088453385","-0.001583855","-0.402200367","-0.049298113","-0.3728793939","-1.536978986","-0.035754099","-0.619478620","-1.1892471089","-0.630045507"," 0.27164022","-0.0561970055"," 0.070678577"," 1.1051529725"," 0.322911963"," 0.184281845"," 0.735734883","-0.226357033"," 0.459285183","-0.011000116"," 0.1135519431","-0.40374009"," 0.346052048"," 0.1997229738","-0.45568213"," 0.025777469"," 0.048219052"," 0.367586442"," 0.089384138"," 2.986214e-01","-0.483958484"," 0.122444665"," 0.786061176","-0.182701935","-0.096362660","-0.483183268"," 0.614331728"," 0.5746134768"," 0.2346743051"," 0.366215587"," 0.147470459","-0.78118914","-0.567633042"," 0.0822259008"," 0.860810228"," 0.7547037168","-0.857588223","-0.597990856"," 0.4156185956","-0.06109611"," 0.042516740","-0.2695612433"," 0.01706945","-0.525688734"," 0.772520055","-0.060286638","-5.705336255"," 0.15502886"," 0.02974555","-0.831494259","-0.32470472","-0.045344622"," 0.102811874","-0.228922916","-0.1839630876","-0.304255988","-0.088810704","-0.73545050"," 0.045918073"," 0.178574841","-1.500128120"," 0.153905942"," 0.533042298","-0.8704659609","-0.215482186"," 0.146975840","-0.71288382"," 0.371032342","-0.806029219"," 0.709341326"," 0.2292667074"," 0.215742456"," 0.432691333","-0.623238744"," 0.4578829735"," 0.466539770"," 0.0427509574"," 0.1273770879"," 1.710664889"," 0.164151961"," 2.412159847"," 0.133131972","-0.1724754654"," 0.440850715"," 0.624923864"," 0.7376116891"," 0.500986551",2,2,"ACTd"
