"","MAL13P1.124","MAL13P1.137","MAL13P1.179","MAL13P1.206","MAL13P1.262","MAL13P1.321","MAL13P1.40","MAL7P1.18","MAL7P1.29","MAL7P1.65","MAL8P1.132","MAL8P1.91","PF07_0074","PF07_0079","PF08_0032","PF10_0111","PF10_0136","PF10_0191","PF10_0243","PF10_0307","PF10_0374","PF11_0087","PF11_0090","PF11_0260","PF11_0290","PF13_0032","PF13_0087","PF13_0095","PF13_0135","PF13_0137","PF13_0170","PF13_0219","PF14_0041","PF14_0112","PF14_0286","PF14_0360","PF14_0384","PF14_0562","PF14_0642","PF14_0713","PF14_0719","PF14_0730","PFA0180w","PFA0430c","PFB0270w","PFB0590w","PFC0230c","PFC0375c","PFC0400w","PFC0440c","PFC0760c","PFC0980c","PFD0470c","PFD0785c","PFE0165w","PFE0430w","PFE0585c","PFE0815w","PFE1280w","PFE1340w","PFF0200c","PFF0490w","PFF0610c","PFF0875w","PFF0965c","PFF1150w","PFF1155w","PFF1280w","PFI0855w","PFL0685w","PFL0885w","PFL0980w","PFL1270w","PFL2370c","PFL2520w","D_class","Class","Compound"
"Cyclosporine_H2"," 0.301373712","-0.092879603","-0.2536438966"," 0.56889482","-0.1620489114"," 0.0615971018"," 0.050596795","-0.111764606","-0.034452998","-0.074650616"," 0.1150720025"," 0.315829579","-0.024315570","-0.853025877"," 0.1683857038","-0.010400623"," 0.1283068502","-0.228551152"," 0.316902409","-0.179946925"," 0.820602308","-0.021392405","-0.134930008","-0.3159018895"," 1.156333437","-0.424618242","-0.206744792","-0.14385907","-0.0980792128","-0.2575973797"," 0.027800614","-0.144862258","-0.289693636"," 6.815847e-01","-3.099673e-01","-0.285768714"," 0.260250739"," 0.82053621","-0.272796983"," 0.567851074","-0.2046128310","-0.347906550","-0.051880639"," 0.121713987","-0.325968892"," 0.032754726","-0.0939163996"," 0.040653801","-0.389414728"," 0.001567139"," 0.692894929"," 0.016625495","-0.507752804","-0.250367333","-0.160384831"," 0.204294988","-0.3034352649","-0.021445492"," 0.570764068"," 7.810819e-02"," 0.04455787"," 0.020671084"," 0.026028574","-0.1564621043"," 0.110949573","-0.196589129","-0.361118090","-0.407375531"," 0.0824962027","-0.409957680"," 0.0035901529","-0.2625500087"," 0.122746870","-0.269698594"," 0.543894957",6,5,"Cyclosporine"
"Cyclosporine_H4"," 0.230110721","-0.201378551","-0.4266984572"," 0.86984930","-0.2938187987"," 0.1495680037","-0.060717685","-0.258404993","-0.679281522"," 0.183149329"," 0.1977665357"," 0.240021382","-0.281645022","-0.544264529"," 0.3629084144"," 0.660655644"," 0.2177775033","-0.279410701","-0.198358669","-0.400401608"," 0.138430164","-0.807298316"," 0.043294006","-0.4532272236"," 1.733084603","-0.460035069","-0.653744451","-0.23776087","-0.0478954715","-0.2182261493"," 0.413768312","-0.147200327","-0.123930758","-2.903683e-02","-6.541599e-01","-0.356964695","-0.093777813"," 0.78003757","-0.148700622"," 0.888138666","-0.0988884726","-0.705967453","-0.059445693"," 0.014148399","-0.182237621","-0.352455773"," 0.0449194158","-0.042274656","-0.675505467"," 0.063472391"," 0.716722454","-0.267761257","-0.465510978","-0.295714148"," 0.150880083"," 0.209308160","-0.1369560572","-0.265417593"," 0.820195897"," 3.441568e-01"," 0.15803175"," 0.046186257","-0.103588619","-0.3053732604"," 0.069416498","-0.271476573","-0.256507295","-0.188562730","-0.1338232479","-0.341829863"," 0.0270744492","-0.2568822430"," 0.462677825"," 0.019594286"," 0.655414404",6,5,"Cyclosporine"
"Cyclosporine_H6"," 0.132608385","-0.075262884","-0.3909956274"," 1.12425231","-0.3631734960"," 0.0782799399"," 0.056407880","-0.152834744","-0.366763379","-0.448487520","-0.1222954260"," 0.158434260","-0.020309413","-0.268381683"," 0.5384224900"," 0.986137848"," 0.2962774717","-0.236817419","-0.500091368","-0.471021731"," 0.715920002"," 0.204068021","-0.116564631","-0.3053650517"," 1.378663308","-0.599196639","-0.376271356","-0.20493663"," 0.0438045738","-0.2534679237","-0.237414492","-0.124828474","-0.159712311","-2.141715e-02","-4.300806e-01","-0.488621173","-0.115624790"," 1.52972171","-0.621033282"," 0.718928821","-0.1404963449","-0.298503135","-0.376931957"," 0.205066852","-0.370835519","-0.273096589"," 0.0142471212","-0.183727647","-0.197418542","-0.111918986"," 0.642612011","-0.379625515","-0.088812782","-0.234378227","-0.076711533"," 0.221932274","-0.2480369305","-0.427243223"," 0.726265968"," 1.197579e-01"," 0.54563196"," 0.020630396"," 0.054072978"," 0.1324635331"," 0.039324178","-0.499047918","-0.041218086","-0.421098225","-0.1991137218","-0.165373616"," 0.2327797528","-0.1428514247"," 1.179622773","-0.088834799"," 1.094326834",6,5,"Cyclosporine"
"Cyclosporine_H8"," 0.451804920","-0.117020541","-0.7871716053"," 1.09498767","-0.4097935683","-0.0524466252","-0.428965227"," 0.034053602"," 0.178853696"," 0.030378331"," 0.0840684005"," 0.005714495","-0.291178406","-0.445260424"," 0.7536653987"," 0.614465511"," 0.4070134351","-0.522232066","-0.207470132","-0.437743609"," 0.887189978"," 0.291342553","-0.082911938","-0.2666571356"," 1.321718707","-0.387107064","-0.304762391","-0.05772741"," 0.1170046153","-0.0466821396"," 0.448957390"," 0.020854804","-0.347787148"," 1.488347e-01","-4.120048e-01","-0.371833631"," 0.103932223"," 1.00824053","-0.765208036"," 1.157288984"," 0.0664842334","-0.187916771","-0.303134436"," 0.419453685","-0.088159762","-0.345510240","-0.0583877609"," 0.292400630","-0.767435430"," 0.051011794"," 0.903940835","-0.468392943","-0.268585894","-0.107220532","-0.008102426"," 0.242647261","-0.1025562415","-0.137160585"," 0.744241025"," 1.795227e-01"," 0.67345755"," 0.037001295","-0.362295947"," 0.0001095511"," 0.027307867","-0.694455205","-0.169778101","-0.139183686","-0.5498393756"," 0.021863812"," 0.1165261470","-0.3928775942"," 0.746654584","-0.349870518"," 1.108592567",6,5,"Cyclosporine"
"Cyclosporine_H10"," 0.420260927","-0.107083905","-0.3391801897"," 0.68234926","-0.2534188556","-0.0322757020","-0.041466264","-0.141954576","-0.352845327","-0.102578768","-0.0496415135","-0.019419783","-0.138223968","-0.645615979"," 0.5832018373"," 0.064715098"," 0.9350237795","-0.488510210","-0.249398595","-0.243529239","-0.888085043"," 0.442125233","-0.076127985","-0.4388602734"," 1.165527244","-0.485703465","-0.539545363","-0.16879826","-0.0133105985","-0.1233335235"," 0.373311854","-0.056573572","-0.394763500"," 1.338874e-01","-3.783761e-01","-0.201801045"," 0.058488878"," 0.29061787","-0.317785538"," 0.754145881"," 0.0214493260","-0.438911970","-0.306580475"," 0.311748702","-0.152620565","-0.450516598"," 0.0875413131"," 0.248816106","-0.514321947"," 0.022969494"," 0.646114459","-0.161569934","-0.310342083","-0.204812189","-0.047044822"," 0.379874665","-0.3945122061","-0.263905549"," 0.269536950"," 1.015369e-01"," 0.21049606","-0.125555573","-0.193284688","-0.4373431801"," 0.258721246","-0.634811173","-0.291924268","-0.027095540","-0.3461501818","-0.046446474"," 0.0960906806","-0.2785156626"," 0.561609441","-0.268691201"," 1.109520810",6,5,"Cyclosporine"
"Cyclosporine_H12"," 0.307436088","-0.105322297","-0.2355470781"," 0.76569290","-0.3534521808","-0.1294736698"," 0.039641491","-0.027635873","-0.144180844","-0.116577384"," 0.1516904722"," 0.069698869","-0.293779659","-0.816491808"," 0.4542511818"," 0.223141956"," 0.6025158924","-0.398115705","-0.117462976","-0.301788877"," 0.787684362"," 0.072127788","-0.040945058","-0.4750854462"," 1.645456257","-0.450294739","-0.644049490","-0.23883171","-0.0828199278","-0.2968770674"," 0.235594843","-0.073384969","-0.081659826"," 2.280839e-01","-3.557226e-01","-0.091274235","-0.211490789"," 0.79002524","-0.345809057"," 0.909489570","-0.0091972990","-0.612866125","-0.216324669"," 0.285604319","-0.082442121","-0.211894162"," 0.0890887543"," 0.252237062","-0.455576091","-0.091225903"," 0.797861042"," 0.010506836","-0.395091529","-0.161035027"," 0.046169472"," 0.319921066","-0.2884829889","-0.130535161"," 0.288513537"," 3.290546e-02"," 0.20801773"," 0.016259765","-0.111688344","-0.3521057173"," 0.117096079","-0.591677085","-0.318082375"," 0.747687820","-0.3535199978","-0.241569272","-0.1585474683","-0.0018244328"," 0.563318741","-0.371752533"," 0.899113938",6,5,"Cyclosporine"
"Cyclosporine_H14"," 0.528734817","-0.153617292","-0.4464169400"," 0.67482146","-0.4641640930","-0.1762101426","-0.072540856"," 0.039200342","-0.436754322","-0.186069463"," 0.4651765554","-0.048899230"," 0.170746347","-0.802049561"," 0.4868181551","-0.265849434"," 0.5230548925","-0.198027020","-0.081364882","-0.322291559"," 0.634491646"," 0.418076491"," 0.045205538","-0.5225387117"," 1.516203183","-0.591296977","-0.706205334"," 0.00300129","-0.0380195722","-0.2130406814"," 0.120255784"," 0.026735266","-0.155929215"," 1.284038e-02","-1.633367e-01","-0.132529915"," 0.271377858","-0.29178863","-0.604063051"," 0.938848317","-0.1726178632","-0.133503265","-0.095929623"," 0.147906236","-0.380174481","-0.422628335"," 0.0755344200"," 0.044485198","-0.559113190"," 0.187010640"," 0.894922291","-0.131025569","-0.033999459","-0.413574232","-0.081840745"," 0.499326958","-0.3487963060","-0.217616148","-0.577474422"," 2.966969e-02"," 0.32156310"," 0.062736848"," 0.047507677","-0.2565025271"," 0.089307946","-0.276714414","-0.512289122"," 0.057097767"," 0.1870545931","-0.017603580","-0.1192678624","-0.0560219689"," 0.440593428","-0.301920249"," 0.843331978",6,5,"Cyclosporine"
"Colchine_H1","-0.105673326","-0.114105789","-0.2224055758"," 0.01690747"," 0.0994814451"," 0.0552891218"," 0.462048410"," 0.403854158","-0.045767421"," 0.198840944"," 0.0378423338","-0.092247237","-0.218961137"," 0.697073286"," 0.2467293061"," 0.047867413"," 0.2816925242","-0.134592973","-0.152350557","-0.269873575","-0.195846122","-0.058918684"," 0.053869366"," 0.3687693052"," 0.489438438"," 0.171546114","-0.339766827","-0.21153986"," 0.1751793580"," 0.3927940856","-0.284824847","-0.237450158"," 0.433499658","-3.944865e-02","-5.073316e-01"," 0.079060912","-0.279731923"," 0.10269607","-0.344198877","-0.092827463"," 0.0631308532"," 0.507413678","-0.145596790","-0.254545609","-0.235865058"," 0.286665020","-0.1385838924"," 0.507042046"," 0.580927888","-0.180290664"," 0.101349226","-0.503513013","-0.226383989","-0.449490905","-0.196777767"," 0.124370121"," 0.1062068834"," 0.238573894"," 0.257512880"," 3.159327e-01"," 0.32814474"," 0.021291134","-0.162957356","-0.1613477293"," 0.079003030","-0.028682864","-0.119486166"," 0.603751339"," 0.1848341015"," 0.152756594","-0.1229880596","-0.3739392399","-0.074746406","-0.424798244"," 0.331999359",7,6,"Colchine"
"Colchine_H2","-0.062508419","-0.227446560"," 0.0021557398"," 0.16812422"," 0.0151746991"," 0.0712459771"," 0.007970343"," 0.101005553","-0.063193112","-0.020134999","-0.0833811525","-0.309328141"," 0.020436322"," 0.713662846"," 0.2619593648"," 0.459418693"," 0.1549516809"," 0.006580137","-0.092731809"," 0.012438173","-0.252976418","-0.096524182","-0.079970477"," 0.1453512720"," 0.023180707"," 0.019691425","-0.146819199","-0.02230266"," 0.0176436540"," 0.2437528582","-0.042958017","-0.122728100","-0.081499543","-1.145368e-01","-2.181114e-01"," 0.091771746","-0.072426373"," 0.08665765","-0.114814631"," 0.101228047"," 0.2081927418"," 0.146819645","-0.181978015","-0.148150204","-0.075005345"," 0.069288376","-0.1069164026"," 0.099166768"," 0.482748675"," 0.019860159","-0.030454709","-0.105938453","-0.141251816","-0.094793837"," 0.109063019","-0.074421924"," 0.3841286130"," 0.290097017"," 0.190288363"," 3.465024e-01"," 0.01323937","-0.292711270","-0.235683357","-0.0687264322","-0.022960508","-0.014569681"," 0.097604236"," 0.182258736","-0.0878566483","-0.005235923","-0.0680931785","-0.1121759931"," 0.047672213"," 0.086996676","-0.091949718",7,6,"Colchine"
"Colchine_H4","-0.001943864","-0.127412700","-0.1608943753","-0.24936428"," 0.0188305716","-0.1504361178","-0.190548201"," 0.060784888","-0.025481183"," 0.123759835","-0.0285508915","-0.123162223","-0.124935445"," 0.128457458","-0.0093554048"," 0.382663256","-0.0744895061","-0.193933279","-0.137622355","-0.221143249","-0.391630702","-0.220609961"," 0.060325991","-0.0660763624"," 0.340624945","-0.401212685","-0.457456026"," 0.22523318"," 0.1091291863"," 0.1966023948"," 0.071737432","-0.008515589"," 0.138176431","-1.357577e-01"," 5.790321e-02"," 0.125608230"," 0.112202956"," 0.07849881"," 0.063272767","-0.034487899"," 0.0001920367"," 0.053505392"," 0.072251163","-0.101030570"," 0.166159913"," 0.458122462","-0.0640055162"," 0.282316375"," 0.049852150"," 0.066159470"," 0.063331753"," 0.100272916","-0.104830158"," 0.136727262","-0.122923683"," 0.167243319"," 0.3141391489"," 0.234459037","-0.073962003"," 1.613721e-01"," 0.02199396","-0.101856280"," 0.321280667","-0.0388800825"," 0.092485672","-0.291973657"," 0.094226716","-0.064943306"," 0.1462768139"," 0.164864763","-0.1679623964","-0.1974441942"," 0.230487081","-0.074548556"," 0.076328255",7,6,"Colchine"
"Colchine_H6"," 0.069135065","-0.010508552","-0.0443723025","-0.27102785"," 0.0233595653","-0.1607026823"," 0.136865396"," 0.020061619"," 0.211873994","-0.004593383","-0.1414984702"," 0.022092074","-0.128297409","-0.004242378"," 0.1059885857","-0.026437034"," 0.0483797817","-0.069683866","-0.045032175","-0.261273490","-0.223963834","-0.411306302"," 0.079758079"," 0.0816906106"," 0.264665444","-0.055186028","-0.004294335","-0.09144410"," 0.0674087074"," 0.0779982997","-0.076027027"," 0.051143917"," 0.062785099"," 1.716051e-01","-2.222190e-01","-0.162161949"," 0.006378068"," 0.11697526"," 0.067772953"," 0.122363745"," 0.0998776882"," 0.217322592"," 0.018401659","-0.095292764"," 0.176286679"," 0.152383566","-0.1197123903"," 0.055728423"," 0.065437993"," 0.037475831"," 0.172686235","-0.156555205","-0.165164784","-0.035351979","-0.065825485"," 0.131334886"," 0.2170973746"," 0.028557897","-0.150249800"," 1.294614e-01"," 0.15672787"," 0.035291979","-0.006517744"," 0.0475669777"," 0.017804277","-0.187049967"," 0.003771761","-0.033119689"," 0.0752243196"," 0.126666549","-0.0190252779","-0.1931018399","-0.071902582","-0.094056151"," 0.005205303",7,6,"Colchine"
"Colchine_H8","-0.009236766","-0.141578180","-0.0117455532"," 0.05182466","-0.0754419346","-0.0415519557","-0.060388887","-0.274205889"," 0.113058303"," 0.013561727","-0.2415768012","-0.154799457"," 0.053740373"," 0.261236898"," 0.0180751669"," 0.732641056","-0.0964305113","-0.062311738","-0.026214840","-0.186291398"," 0.295196547"," 0.014233400","-0.094749909"," 0.0948203951"," 0.375007491","-0.202004463","-0.104862729"," 0.10751585","-0.2119445699"," 0.1282643129","-0.125451707"," 0.041891064","-0.044355337","-1.004836e-01","-7.868653e-02","-0.002320497","-0.021083768"," 0.50136961","-0.250615638"," 0.085592247"," 0.0312877940"," 0.005854509"," 0.039968895","-0.111748064","-0.073744520"," 0.260870885","-0.1922626586"," 0.139989052","-0.149065926"," 0.115507536","-0.102463432"," 0.065035757","-0.175623723","-0.217158113","-0.063934396","-0.005619798"," 0.3386004902"," 0.053488599","-0.017163281"," 9.278814e-02","-0.19097045","-0.004080893","-0.314184491"," 0.0761855908","-0.131461637","-0.213598050"," 0.283725408","-0.203505688"," 0.0234705865"," 0.023469305","-0.0274678016","-0.2477878681"," 0.007163578","-0.135887221"," 0.030614072",7,6,"Colchine"
"PMSF_H1"," 0.013878793","-0.079374456","-0.8655808065","-0.68370223"," 0.8409102365","-0.4344968191","-0.648449042"," 0.286440840"," 0.380738666"," 0.626132813","-0.5704677168"," 0.322333731"," 1.238583480","-0.637859576","-0.6084719110","-1.468365438"," 0.0498737545","-0.113486045","-0.211480253"," 1.296429254"," 0.346351105","-1.316666834"," 0.126167422","-0.5616809394"," 0.505998030","-0.676201132","-0.711975513"," 0.52669198"," 0.0545589886","-0.2734901042"," 0.423797476"," 1.042563122","-0.401780929","-1.967981e-01"," 7.113856e-01"," 0.699883577"," 1.151577523"," 0.04572665","-0.213857006"," 0.213268243","-0.1321603609","-0.540312562"," 1.098077122"," 0.176376690","-0.193828717","-0.489547021"," 0.3121461246","-0.324927697","-0.397519460"," 0.225651061"," 0.627845984"," 0.227747450","-0.022159375"," 0.875883240"," 0.111671288"," 0.549787066","-0.7707462237"," 0.849210327","-1.128535347","-6.813784e-01"," 0.26615608"," 0.168072560"," 0.004621575"," 0.5297296592","-0.328247634","-0.781154877","-0.466532564","-0.633311858"," 0.0792936604","-0.928817326"," 0.4465933847"," 0.0745221001","-0.143994928","-0.098549986"," 0.218276674",8,7,"PMSF"
"PMSF_H2"," 0.055628060"," 0.042742422","-0.5273214005","-0.45443042"," 0.1443225284","-0.1500501965","-0.104669119"," 0.236612457"," 0.341821380"," 0.150620029","-0.0004724186","-0.345669169"," 1.183216765"," 0.139543020","-0.5013948201","-2.171562075"," 0.2232006414"," 0.101320188","-0.459505141"," 0.986072115"," 1.168068416","-1.515529087","-0.057129459"," 0.0742949641"," 0.647614079","-0.585932285","-0.692850265","-0.10724502"," 0.0825341954"," 0.2656502283","-0.079534401"," 0.874152887"," 0.063067476","-2.120510e-01"," 4.926996e-02"," 0.275779917"," 1.081724471","-0.80413318","-0.466035331","-0.330167741"," 0.0099572942"," 0.644419592"," 0.767267048"," 0.121783287"," 0.034017374","-0.016900251"," 0.4398165869","-0.060106917"," 0.434779144"," 0.043077084"," 0.789797744","-0.438827503"," 0.106473046"," 0.258816881","-0.303479333"," 0.291365991","-0.7718034762"," 1.278778446","-0.878902244","-9.508613e-01"," 0.19613816","-0.004318678"," 0.272955316"," 0.9048633670","-0.432690170","-0.461710281","-1.065026893"," 0.338517793","-0.0923632487","-0.690488688","-0.0493120998"," 0.1034927632","-0.627548307","-0.150060333"," 1.781348962",8,7,"PMSF"
"PMSF_H4"," 0.194715738","-0.100765683","-0.4869777049","-0.02321564"," 0.9076468858"," 0.2719886214","-0.269766742","-0.258359429"," 0.125267204"," 0.210200010"," 0.2694533325","-0.478563365"," 1.288858803"," 0.275628055","-0.5506541429","-2.789447931","-0.0597863967"," 0.107131899","-0.145293030"," 0.830646412"," 1.097288781","-1.174879046"," 0.139871182"," 0.3451409858"," 0.742268086","-0.718913288","-0.554183428"," 0.02910867","-0.4564080427"," 0.2616051387","-0.323733170"," 1.044797156"," 0.165604744","-2.756711e-01"," 2.065003e-01"," 0.149486395"," 0.511494692","-1.09919451","-0.669657889","-0.333752233","-0.0656887381"," 0.249809628"," 0.740349063"," 0.128595724","-0.033005821"," 0.165717854"," 0.5889936345"," 0.055409324"," 0.141830135"," 0.072911523"," 0.969363820","-0.513303347","-0.074536447"," 0.251795245","-0.692523272"," 0.231004049","-0.9670671936"," 1.283814924","-0.594384781","-6.837545e-01","-0.18971303","-0.073503359"," 0.251459649"," 1.2153349578","-0.456117629","-0.027607867","-1.053554784","-0.129324679"," 0.0892779860","-0.623064618","-0.3438866354"," 0.0235981756","-1.046379206","-0.257051168"," 0.838674239",8,7,"PMSF"
"PMSF_H6","-0.149618302","-0.607675630","-0.4834849047"," 0.36144176"," 0.6394142237","-0.3921471619","-0.055234025","-1.110344088","-0.687624759"," 0.334646342"," 0.8585530397","-1.132871905"," 1.407769836"," 0.298179206","-0.3473273611","-2.032925353","-0.0740266415","-0.221053837"," 0.212460994"," 0.806970357"," 1.132796984","-1.126689570"," 0.150396251"," 0.7447600549"," 0.686568952","-0.471276742","-0.767840385","-0.20150151","-0.0581918247"," 0.3366256204","-0.442232803"," 1.024786936","-0.090672680","-2.984704e-01","-1.355819e-01","-0.004017084"," 0.075434660","-0.68730115","-0.436716843","-0.110369330"," 0.0523323291"," 0.518036426"," 0.801709104","-0.315224180","-0.033477844"," 0.174608263"," 0.4303486374"," 0.230927294"," 0.819085246"," 0.349007967"," 0.659723978","-0.449840772","-0.226543278","-0.038046370","-0.606506066"," 0.148631261","-0.5329419085"," 1.258657327","-0.479191100","-5.717696e-01","-1.00040539","-0.932430062"," 0.049626521"," 0.3911061764","-0.503982056"," 0.506436592","-0.848470693","-0.482136088","-0.0410659736","-0.723553758","-1.0684926752"," 0.0450024804","-0.692969092","-0.460373211","-2.545232472",8,7,"PMSF"
"PMSF_H8","-0.217755924","-0.948421944","-0.8593286768"," 0.01537116"," 0.6255167060","-0.7967400424","-0.703781271","-1.290650719","-0.811690992"," 0.480353289"," 0.5992667242","-1.427769287"," 1.191626326","-0.024019275","-0.4829813412","-1.749947951","-0.3738976787","-0.515678563"," 0.819866241"," 1.152427455"," 1.581226832","-1.075552006"," 0.187929414"," 0.7823721550"," 0.015973697","-0.887603743","-1.306364880"," 0.22409415","-0.4476317730"," 0.3012720528","-0.403269429"," 0.928509579","-0.174095755","-2.974434e-01"," 2.050688e-01"," 0.112801446"," 0.600022117","-0.41523750","-0.306027654"," 0.185427458","-0.0746006896"," 0.154235578"," 1.266471483","-0.448127151","-0.307111920"," 0.137265670"," 0.5020646541"," 0.295202257"," 0.209090511"," 0.519396682"," 0.685338591","-0.194396602","-0.603658767"," 0.203508703","-1.153929902"," 0.194635420","-0.4623234038"," 1.543489819","-1.107823223","-5.023722e-01","-1.32569911","-1.459457434","-0.051064278","-0.4517709310","-0.413146522"," 0.011263351","-1.028435566","-1.400104925"," 0.1186025113","-0.396792746","-2.1535007632","-0.4601279574","-0.766535151","-0.594536264","-5.171051371",8,7,"PMSF"
"Leupeptine_H1","-0.079025754","-0.064057340"," 0.0604225251","-0.17476520"," 0.5744502123","-0.2929276063","-0.114396003","-0.027123961","-0.070790000","-0.005768339","-0.3131008607","-0.168315304"," 0.042106324"," 0.115690136"," 0.1352406341","-0.288297953"," 0.2467473818","-0.048548048","-0.037234898"," 0.006256944","-0.226010684"," 0.202312008","-0.057527617","-0.2159496298","-0.278426928"," 0.011763522"," 0.383837535","-0.17057303"," 0.1262449524","-0.1742029304"," 0.184627249"," 0.196947220","-0.376392381","-6.269775e-02"," 2.531044e-01"," 0.008930599","-0.346514026"," 0.04319766"," 0.094436020"," 0.150481798"," 0.3039501247","-0.356007187","-0.058647976"," 0.277166288","-0.105034628"," 0.004087465"," 0.0082111872","-0.495004407"," 0.144826681","-0.070581388","-0.113305122"," 0.055064296"," 0.257631370"," 0.187831614"," 0.209893880","-0.037557568","-0.0824488525","-0.023316021"," 0.126307050","-9.668333e-02","-0.23348954"," 0.173901144"," 0.204857184","-0.1253969795"," 0.058915626","-0.141001983"," 0.382832305","-0.006631821","-0.3377125374","-0.172000304"," 0.1720019967"," 0.3803931140","-0.043547994"," 0.156139471","-0.635385516",9,8,"Leupeptine"
"Leupeptine_H2"," 0.023931270","-0.014012165"," 0.0798072013"," 0.27253556","-0.1665874613"," 0.1454721030","-0.021462934"," 0.076351760","-0.140957940","-0.064704784","-0.0973786999","-0.045001712","-0.111183823","-0.145888330"," 0.1282294923"," 0.405609251","-0.0894882327","-0.127049794","-0.011627617"," 0.178472428"," 0.113985880","-0.019201157","-0.126906139","-0.5354608582","-0.131651765"," 0.089535301","-0.238312509","-0.12223433"," 0.0005730812","-0.1133307523"," 0.088431545"," 0.007995550","-0.100417773"," 9.115196e-02"," 2.025806e-01"," 0.305191747"," 0.259359930"," 0.44254131"," 0.064789342","-0.187128185"," 0.1728680737"," 0.067320755"," 0.211498602","-0.002404116"," 0.194222929","-0.176961819"," 0.0265387805"," 0.142091012","-0.575705301"," 0.020654029","-0.046461523","-0.001746518"," 0.006241156"," 0.105103699"," 0.074103703","-0.134619079"," 0.2111169976"," 0.124985007","-0.208195801"," 1.138322e-01","-0.08541856","-0.028027162","-0.081885616","-0.1738713959"," 0.024196257"," 0.009207985","-0.048508374"," 0.119386756","-0.0436903079","-0.075780020"," 0.0130877715"," 0.1153746174"," 0.240459971","-0.045513557"," 0.558750320",9,8,"Leupeptine"
"Leupeptine_H4"," 0.100219197"," 0.033295023"," 0.1098522652","-0.05121864"," 0.4648729817"," 0.0541631048"," 0.097039036","-0.048883045","-0.083236663"," 0.033087316"," 0.1089489654"," 0.021332994","-0.054242586"," 0.098406313","-0.0829071168","-0.293669141","-0.1203030654","-0.034583439"," 0.006324790","-0.047992400","-0.095506849"," 0.229610418"," 0.191475442"," 0.1046713095"," 0.045566372","-0.039923309","-0.227094654","-0.06202353","-0.1490656298","-0.0129520056","-0.176151747","-0.129306597"," 0.187146751"," 1.802715e-02","-1.789036e-01","-0.063093527","-0.116853237","-0.23375390","-0.268151269","-0.068776774","-0.1087587185","-0.057704724","-0.232969656","-0.008275552"," 0.025100370","-0.014367431","-0.0227545112"," 0.193778991","-0.302374262","-0.099380997"," 0.112393993","-0.061530416"," 0.022896513","-0.090286699","-0.505474079","-0.166425080","-0.2378238957","-0.374897333"," 0.280125142"," 2.043670e-01"," 0.05261353"," 0.138263084"," 0.055837182"," 0.2371580502"," 0.015076165"," 0.283789027","-0.338595929","-0.246638523"," 0.1893960402"," 0.121516950","-0.1797963444","-0.1480688399","-0.040187538"," 0.119201792"," 0.131776162",9,8,"Leupeptine"
"Leupeptine_H6","-0.168978494","-0.053195305"," 0.2770947071"," 0.19712522","-0.1208444110"," 0.0320139767"," 0.197899399","-0.114437687","-0.310015544","-0.339417061"," 0.1449672624","-0.113903773"," 0.368045164"," 0.549749902"," 0.1411702575"," 0.129108343"," 0.0609150793","-0.033055155"," 0.015814485"," 0.107950811"," 0.243379444"," 0.023427255","-0.134053859"," 0.2293748971","-0.165383742","-0.111428992"," 0.039500655","-0.38552440"," 0.0570554275","-0.1373878363"," 0.109050861","-0.142142558","-0.147959948","-3.413696e-02","-1.459285e-01","-0.037574865","-0.138164629"," 0.22149274"," 0.077802019","-0.091035227","-0.0072061837"," 0.093700151","-0.221135318","-0.218308582","-0.104512863","-0.324135954","-0.0743491054","-0.062616578"," 0.375409104"," 0.024148491"," 0.007723352","-0.028156710"," 0.092533088","-0.082813417","-0.075754675"," 0.050982547"," 0.0501396752"," 0.103713924"," 0.297329747"," 1.902629e-01","-0.03851279","-0.119429492","-0.110328317"," 0.0385103025","-0.182565572"," 0.104247249","-0.056745766"," 0.053084497","-0.0449067644","-0.202460740","-0.0963990838","-0.0427664012"," 0.232291551","-0.159166753","-0.176348822",9,8,"Leupeptine"
"Leupeptine_H8"," 0.032937468"," 0.090306974"," 0.0706460299"," 0.12714112","-0.7502315264"," 0.1827158520"," 0.011024501"," 0.218587301"," 0.084576866","-0.020354874"," 0.0368633085"," 0.058329187"," 0.055631488","-0.002824348","-0.0898270421","-0.227081896","-0.0738502475","-0.096725224"," 0.098941187","-0.054169916"," 0.648959874","-0.047157232","-0.058672702"," 0.4307607040","-0.147977413"," 0.073115548","-0.159733051"," 0.05211846"," 0.1094216265"," 0.0577350987","-0.108014845","-0.087725629"," 0.237515369"," 1.900207e-01","-2.376401e-01","-0.098204803","-0.001319517","-0.40375286","-0.030471101"," 0.056235935"," 0.0371075898"," 0.141698460","-0.149748853","-0.455811288"," 0.161489694","-0.032866845"," 0.0016601775"," 0.100274442"," 0.466169763","-0.144491150"," 0.178023307","-0.367761839","-0.169654088","-0.078224486"," 0.001885840"," 0.044496629"," 0.0392692684"," 0.041113346"," 0.017381346"," 1.617132e-02"," 0.38547365"," 0.047754117","-0.129686790"," 0.0895779402"," 0.012597922"," 0.128860601","-0.311014137"," 0.099630781"," 0.1530814621","-0.030718284","-0.2362873627","-0.2739077017","-0.158022684"," 0.117242229","-0.161184850",9,8,"Leupeptine"
