"","MAL13P1.124","MAL13P1.135","MAL13P1.137","MAL13P1.206","MAL13P1.262","MAL13P1.322","MAL13P1.338","MAL13P1.40","MAL7P1.18","MAL8P1.105","MAL8P1.132","MAL8P1.91","PF07_0074","PF07_0079","PF08_0032","PF08_0069","PF10_0020","PF10_0085","PF10_0111","PF10_0132","PF10_0136","PF10_0152","PF10_0163","PF10_0191","PF10_0243","PF10_0299","PF10_0307","PF10_0374","PF10_0380","PF11_0090","PF11_0162","PF11_0214","PF11_0290","PF11_0348","PF11_0435","PF11_0527","PF13_0032","PF13_0042","PF13_0095","PF13_0135","PF13_0137","PF13_0170","PF13_0350","PF14_0041","PF14_0112","PF14_0138","PF14_0214","PF14_0238","PF14_0249","PF14_0360","PF14_0384","PF14_0499","PF14_0562","PF14_0593","PF14_0642","PF14_0713","PF14_0719","PFA0180w","PFA0430c","PFB0175c","PFB0270w","PFB0295w","PFB0590w","PFB0923c","PFC0090w","PFC0100c","PFC0375c","PFC0400w","PFC0440c","PFC0760c","PFC0980c","PFD0470c","PFE0165w","PFE0430w","PFE0450w","PFE0585c","PFE0815w","PFE1280w","PFE1340w","PFF0200c","PFF0610c","PFF0690c","PFF0875w","PFF0965c","PFF1150w","PFF1280w","PFI0500w","PFI0905w","PFI0965w","PFI1425w","PFL0580w","PFL0625c","PFL0685w","PFL0980w","PFL1135c","PFL1270w","PFL1680w","PFL2055w","PFL2200w","PFL2485c","D_class","Class","Compound"
"Apicidin_H6","-0.105196653","-0.024379805","-0.003886237","-0.01944052","-0.0702033636"," 0.0392858416"," 0.120679864"," 0.128324764"," 0.006989802","-0.095914242"," 0.8434544377","-0.056941422"," 0.220233033"," 0.344033319","-0.0021230272","-0.285463598","-0.1396337683","-0.073832062"," 0.014706495","-0.1577507895"," 0.2719806450"," 0.266900275"," 0.168323163"," 0.026764581","-0.048938953"," 0.140675630"," 0.128979539"," 0.279001233"," 0.0796238719"," 0.105210041","-0.125149066"," 1.131814675","-0.150614554","-0.073010059"," 0.135858721"," 0.39111169","-0.104605443"," 0.0911104003","-0.18771464"," 0.0388452056"," 0.3150737356","-0.213882250"," 0.044638555","-0.217721365"," 1.401918e-01"," 0.262019491"," 0.1075065204"," 0.261035443"," 0.518872027","-0.113246393"," 0.060674859","-0.035316629","-0.02171584","-0.1511904127"," 0.101604314","-0.134150437"," 0.0491114132"," 0.158391758"," 0.166298229"," 0.120550346","-0.165035588","-0.1289390302"," 0.055619618","-0.018154477","-0.031295548"," 0.292514543","-0.072105300"," 0.215284460","-0.085264897"," 0.008527172"," 0.037817282"," 0.182729994"," 0.090229931"," 0.145619452","-0.001723909"," 0.0664819121"," 0.135301087","-0.123570486","-7.020620e-02"," 0.08162083"," 0.029559544","-0.058375446","-0.1452639832","-0.037404738"," 0.094902201"," 0.272564577"," 0.051794118","-0.218887691"," 0.017375874","-0.018655539","-0.208241097"," 0.09998834","-0.228110345"," 0.2070862122","-0.139899667","-0.004798505","-0.048028043"," 0.110957224","-0.15976894","-0.1375222848",10,1,"Apicidin"
"Apicidin_H8","-0.131313769","-0.417628537","-0.095638965"," 0.12274900","-0.0779911548","-0.1854425928"," 0.143625461"," 0.219433866","-0.125623344","-0.147810358"," 0.4098764295"," 0.039551511"," 0.319424441"," 0.509780125"," 0.1099037166","-0.066313950","-0.2559307758"," 0.067461852"," 0.181936556"," 0.0502055200"," 0.1818417379"," 0.013167675","-0.274848674","-0.049326591","-0.159777551"," 0.118243450","-0.062680794"," 0.230931288"," 0.1511990142","-0.005309758"," 0.012362449","-0.333593246"," 0.119365472"," 0.098160422","-0.123432942"," 0.05860125","-0.092455228"," 0.1097986101","-0.09292746","-0.0710086263"," 0.1702683827","-0.238037988","-0.119625751","-0.169362791","-5.598409e-02","-0.197670874","-0.0050908690"," 0.158214892","-0.229204581","-0.195416921"," 0.243815212"," 0.082606733"," 0.01017960","-0.1815397412","-0.054461980","-0.032942726"," 0.0575261487","-0.098271897","-0.024705360"," 0.025801840","-0.048072549","-0.0490340083"," 0.174668355","-0.001169459","-0.218918297"," 0.010340149","-0.119042869"," 0.237866961","-0.071248713","-0.154298466"," 0.033709936"," 0.103852354"," 0.089811497","-0.019410451","-0.090406174","-0.0577473002"," 0.087644066","-0.040370108","-2.362202e-05","-0.10529933"," 0.034238504","-0.091941849"," 0.0513564785","-0.072419726","-0.066848241"," 0.096196841"," 0.046540452"," 0.205108321"," 0.225181932","-0.009227192","-0.160202600","-0.03647628","-0.153055160"," 0.0625640292","-0.035200373"," 0.241490258","-0.005391105"," 0.341904636","-0.12274735","-0.2140676824",10,1,"Apicidin"
"Apicidin_H10"," 0.050572731","-0.148266232","-0.038900026","-0.05410608"," 0.2314391797"," 0.2127511933","-0.048609223"," 0.415370371","-0.012127554","-0.080874389","-0.0433390023","-0.015285951"," 0.150645252"," 0.380615400"," 0.0373807495"," 0.460146031","-0.1646973924","-0.110604445"," 0.059671706","-0.0712806966"," 0.0404969519"," 0.380075687","-0.001970426"," 0.212242815"," 0.191433370","-0.177321327","-0.218157391"," 0.090051272"," 0.1562595748","-0.140623145","-0.193718903","-0.041265127","-0.015198068","-0.198386917","-0.065788933"," 0.41621616","-0.118111188"," 0.1383114864","-0.15576070"," 0.1793598728"," 0.1845012387","-0.285106996","-0.224657871"," 0.008424697","-3.841074e-02","-0.037128265","-0.1110541359"," 0.093985980"," 0.388692578","-0.332373808","-0.009002542"," 0.064966822","-0.28205582","-0.1207184423","-0.024515086"," 0.111765351"," 0.1429936978"," 0.021243498"," 0.031676583","-0.036437303","-0.265172974","-0.0457604799","-0.100357986","-0.017949181"," 0.062309463"," 0.259985091","-0.033175064"," 0.570294749","-0.085364384","-0.035432698","-0.056564499"," 0.161880119","-0.177403534"," 0.011270195","-0.052848637","-0.1046635333"," 0.183088465"," 0.110033826","-1.080900e-01"," 0.08694159"," 0.192416939"," 0.057370256"," 0.0498941053","-0.105489467"," 0.147942886"," 0.003855741","-0.115283588","-0.033039882","-0.086238162"," 0.007813540"," 0.092779064"," 0.27352806"," 0.144046007","-0.0550401384"," 0.005282046","-0.084972845","-0.167877278","-0.210787533","-0.03990977"," 0.0084786393",10,1,"Apicidin"
"Trichostatin_H1","-0.113532479","-0.551221452"," 0.061456630"," 0.30952096"," 0.1196125217","-0.9559988754"," 0.489103089"," 0.118976257"," 0.865147490","-0.423894209"," 0.4693055248","-0.790517252","-0.237501485"," 0.112106827"," 0.0371063821"," 0.416150547"," 0.5634097300","-0.134587706","-0.288973583"," 0.0325748885","-0.0455695214","-0.636867925","-0.823127654"," 0.491858627","-0.695228708"," 0.009001207","-0.573250191"," 0.360978267"," 1.0688532706"," 0.383325087"," 0.561382375","-0.744807693"," 0.450136760"," 0.280168664","-0.860415732"," 0.02941299","-0.166945442"," 0.1158867124","-0.52252414","-0.4999851145"," 0.6043252884","-0.416770464"," 0.139282905","-0.052457027"," 2.828524e-01","-0.152343119"," 0.0879976301","-0.486700096"," 0.434699623"," 0.869864019"," 1.072431022"," 0.077542544"," 0.09335618"," 0.3948900805"," 0.543850093"," 0.341063698"," 0.0820749127"," 0.525643048"," 0.391969873"," 0.547129613","-0.640476754","-0.6840301569","-0.330300740"," 2.340805233"," 0.238246240","-0.478595157","-0.108062646"," 0.473590755","-1.073009960"," 0.298571687"," 0.454066666","-0.158379350"," 0.631451768","-0.210933914","-0.475998453"," 0.0022339841"," 0.949277098","-1.676235367"," 1.136699e-01"," 0.71826027"," 0.197514786"," 0.699108028"," 0.0552648001","-1.244880386"," 0.323096289","-0.279065539","-1.022931795"," 0.428955334"," 0.295736592","-1.612094038","-0.116628978"," 0.94688702","-0.814841070"," 0.4955563322","-0.328756331"," 0.450766990","-1.373200393","-0.125900515"," 0.41754605","-1.2874839322",11,1,"Trichostatin"
"Trichostatin_H2"," 0.099077134","-0.342096852"," 0.167781239","-0.02132999","-0.3709153519","-0.5779913649","-0.361802591"," 0.676020112"," 0.698739963"," 0.752072664"," 1.0243514379","-0.276256551","-0.621181831"," 0.069238450","-0.6638780348"," 0.513412870"," 0.8578118619"," 0.068345237"," 0.065360575"," 0.0585486656","-0.2331888785","-0.785355715","-0.608313932"," 1.082836183","-0.627538425","-0.889738959","-0.268818625"," 0.934568862"," 0.8309019558","-0.187998259","-0.270236277","-0.431039343"," 0.559728626"," 0.526539231","-0.263984959"," 0.74300668","-0.265563014","-1.1957062503","-0.51727144","-0.8170219693"," 0.7677983175"," 0.131435559","-0.185754104"," 0.616489894"," 7.280272e-01","-0.640519370"," 0.3981639849","-0.473172035","-0.110587813"," 1.061580489"," 0.069166299","-0.254612189","-0.35900203"," 0.0576586587","-0.808440612"," 0.526275690","-0.2938361025"," 0.460773403"," 0.059111524"," 0.482661395","-0.275719195"," 0.8738835437","-0.548846916"," 2.134970095"," 0.009895266","-0.412728065","-2.158272784"," 0.109453787","-0.745450484"," 0.278944485","-0.862155186","-0.198136259"," 0.984914100"," 0.196031156","-0.973111035","-0.1378585146"," 0.718997043","-1.271546201","-3.359968e-01"," 0.23367988"," 0.079852463"," 0.385073481"," 0.4855152817","-0.996236575"," 0.629706344","-0.065911345","-0.581062427"," 0.248897658","-0.052416784","-0.433372438","-0.661674786"," 0.82357901","-1.442135477","-0.1778295829","-0.309900733","-0.082497773","-0.716676805","-1.025849582","-0.10875262","-0.1171191945",11,1,"Trichostatin"
"Trichostatin_H4","-0.014667208","-0.596792435"," 0.020013907","-0.12384553","-0.5031203580","-0.8366097910","-0.205027849"," 0.384174731"," 0.310684404"," 0.247713670"," 1.0254172432","-0.508206668","-0.449648696","-0.132128714","-0.7422640407"," 0.788603438"," 0.2792056953"," 0.493753678","-0.387151547","-0.0056863108","-0.4574481386","-1.686798644","-0.907423396"," 0.631657120","-0.945762330","-0.284607053"," 0.268485291"," 1.019903307"," 0.9764067963","-0.331042859","-0.173776796","-0.200557906"," 0.318134576"," 0.498009344","-0.674251276"," 0.88992957","-0.123550803","-1.2238244078","-0.31653171","-1.3266828549"," 0.9497754811"," 0.418104750","-0.124139969"," 0.200375690"," 5.582193e-01","-0.518928338"," 0.3354780454","-0.503976114","-0.061389201"," 1.259675199"," 0.373002447","-0.025348586","-0.25677510","-0.0332291874"," 0.014654459"," 0.561572012","-0.0676475615"," 1.100084726"," 0.159017714","-0.606225793","-0.720682145"," 0.1374897969"," 0.007877388"," 2.444694956","-0.075236604","-0.691196147","-1.645170464"," 0.108947943","-0.497571703"," 0.123100235","-0.849344322"," 0.049064310"," 0.701617623"," 0.293330029","-0.699724835"," 0.1454012646","-0.039397854","-1.503134132","-5.153276e-01","-0.37609752","-0.335600427"," 0.330789552"," 0.3578040337","-1.003904711"," 0.026875852","-0.420671846","-0.637135463"," 0.228531145","-0.082841012","-0.833274069","-0.076000832"," 0.99991599","-1.402174035","-0.2886944240"," 0.102259915"," 0.536827773","-0.484230252","-0.664571863","-0.13714912","-0.2071688557",11,1,"Trichostatin"
"Trichostatin_H6"," 0.034241838","-0.484856085","-0.177940898","-0.08534992","-0.5299229851","-0.6530211733","-0.136347385"," 0.587833055"," 0.083367489"," 0.935263115"," 0.4936356427","-0.423419007","-0.741608766"," 0.075299270","-0.4375938544"," 1.014912446"," 0.2046093875"," 0.838294255"," 0.094708152"," 0.0903791596","-0.2749166286","-1.072400869","-0.792684867"," 0.646753027"," 0.080309265","-0.740219878"," 0.081685184"," 0.777790181"," 0.4003392122","-0.460162714","-0.160522581","-0.795756124","-0.169249787"," 0.275741213","-0.678581692"," 0.91778883"," 0.290270091","-1.3513260732","-0.09751882","-1.3910294280"," 0.4995308121"," 0.365118795","-0.285963554"," 0.180610547"," 8.263744e-01","-0.507165729"," 0.1627304170","-0.468672663","-0.487374886"," 0.998518603","-0.142269681","-0.057208680","-0.26089721"," 0.3770091578","-0.812144177"," 0.481728376","-0.4704632438"," 0.256246826"," 0.092754022","-1.307119542","-0.333861146"," 0.5085987225"," 0.112281880"," 3.474329865","-0.581290864","-0.566507978","-1.179308410"," 0.110278056"," 0.080617541"," 0.091942557","-1.505657223"," 0.265760788"," 0.703490254","-0.314834403","-0.579939396"," 0.1431951882"," 0.847047780","-0.882059787","-1.501579e-01","-0.07685575","-0.165744864"," 0.576941952"," 0.3447272435","-0.553031684"," 0.366053336","-0.031639545","-0.361829295"," 0.055465852"," 0.200986539","-0.148557059"," 0.161785526"," 0.77679457","-1.472168072","-0.4852810858"," 0.104815999"," 0.749869988","-0.373943876","-0.051428495","-0.31231124","-0.0203406274",11,1,"Trichostatin"
"Trichostatin_H8","-0.049319287","-0.598651616","-0.118276968","-0.60144497","-0.0663582039","-0.5474189572"," 0.006309596"," 0.903791864"," 0.462180548"," 0.206590025"," 0.3124520012","-0.048915717"," 0.085951843"," 0.253519128"," 0.0607204604"," 0.685029486","-0.1042538242","-0.356122545"," 0.132854474"," 0.0488774553"," 0.2682621563","-0.605034672","-1.749600963"," 0.163395166","-0.222957894","-0.391917540","-0.005124380","-0.031519838"," 0.8439756366","-1.158834029"," 0.124291444","-0.097125887"," 0.012706995"," 0.093914982","-0.706994266"," 0.07805134"," 0.481153788","-0.6473104184","-0.03127859","-0.2425494131","-0.0521631900"," 0.128861671","-0.377282382"," 0.018221999"," 2.324994e+00","-0.255920074","-0.5282584781"," 0.186576295","-0.234482982"," 0.854688883"," 0.149981017"," 0.255055771","-0.29248781"," 0.3101213081"," 0.048806143"," 0.199558188","-0.0899176926"," 0.101335792"," 0.280212471","-0.204987600","-1.283450294","-0.0104187119"," 0.142887311"," 6.231982891","-0.474704772","-0.879262179","-1.803965132"," 0.067551250"," 0.008544333"," 0.156708375","-0.189897971","-0.218697538","-0.001188659","-0.185173722","-0.078464195"," 0.0291894088"," 0.290243963"," 0.024439764","-2.990982e-02"," 0.10782081","-0.140209929"," 0.701749222","-0.1833129435","-0.215923930"," 0.039254718","-0.336569545","-0.536277325"," 0.032763321","-0.540385959","-0.207615419"," 0.434429540"," 0.54796750","-0.283352255","-0.0507105473"," 0.627843518"," 0.222138969","-0.400655177","-0.486887714"," 0.06652334"," 0.9362952669",11,1,"Trichostatin"
"Trichostatin_H10"," 0.639604862","-1.017338406"," 0.441104320","-0.78056625"," 0.3830591297","-1.2779942313"," 0.625210614"," 0.879043449"," 1.895970326","-0.204362461","-1.0054166573"," 0.422265972"," 0.438876276","-1.093504889"," 0.1697128483","-0.052676496"," 0.5694220125","-0.492093177"," 0.036181696"," 0.0656194589","-0.3863775652"," 0.736534576","-1.448149571"," 0.479274932"," 0.189463774","-0.668403583"," 0.627590130"," 0.388078205"," 1.4685472543","-1.618553716","-0.639935485"," 0.308202297","-0.558533956"," 0.481028809","-0.492624242"," 0.82944140"," 3.182363687","-1.4226014523"," 1.97743342"," 0.0222808615"," 0.2568078184"," 0.366010037","-0.747579530"," 0.304539073"," 1.337264e+00"," 0.368397606","-0.3935185908"," 0.400876847","-0.060929308"," 0.123962887"," 0.348395298","-0.245815361","-0.29028360","-1.5496973835"," 0.464307664"," 0.926256718"," 0.4765665260"," 0.845527946"," 0.915811655","-1.000324988","-0.252782985","-1.2260848635"," 0.721540113"," 1.388477276","-0.835150469","-1.518682306","-1.912155018","-0.542619894"," 0.167697573","-0.454369929","-0.894160997"," 0.825891166","-0.174843494","-0.430579486"," 0.610167997"," 0.2163576643"," 0.600373408"," 1.054381237","-3.679961e-01"," 0.68062499","-1.034340064"," 1.069907297","-0.3640616424","-0.300819896"," 0.411313046"," 0.401446064","-0.034052569"," 0.455250213","-2.044677227","-1.345140439"," 1.084514120","-0.18726619"," 1.621934663","-0.6298908526"," 1.067952650","-0.332859263","-1.427584133","-1.026588426"," 0.26214029","-0.0472726094",11,1,"Trichostatin"
"Quinine_H1","-0.347293773"," 0.200949351","-0.688691618","-0.23269274"," 0.0133844396","-0.0451556575","-0.073801369"," 0.186954272","-0.089348358"," 0.015237194"," 0.2001824981"," 0.063694957","-0.153774253"," 0.144706174"," 0.1654300791"," 0.061898928"," 0.3328853634"," 0.057268922"," 0.132901067"," 0.0471961511","-0.0810305520","-0.047669002"," 0.185489033","-0.226053632","-0.299469013"," 0.470946137"," 0.171332473","-0.137941798","-0.0410663028"," 0.248161154"," 0.033088335"," 0.096605887"," 0.462261054"," 0.086561512","-0.075401068"," 0.11751721","-0.318790005","-0.1948168770","-0.16715262","-0.1585148612","-0.0366470574"," 0.179587427","-0.139217616"," 0.118478078","-3.344623e-01","-0.183515144"," 0.1120866282","-0.503658864","-0.423041771"," 0.023217979"," 0.016735566"," 0.222701019"," 0.22860332"," 0.2376289558","-0.319200691"," 0.033814241","-0.1594318478","-0.422727069"," 0.091617017"," 0.370894996","-0.060503623"," 0.0689115042","-0.628609277","-0.464199883"," 0.147437905","-0.081913814"," 0.131315916","-0.246033400"," 0.112152164"," 0.328502772"," 0.039002035","-0.087165519"," 0.055531793"," 0.144811698","-0.227597112"," 0.2699512324","-0.116668023","-0.314272858"," 5.037274e-01","-0.49233648"," 0.055391438"," 0.046845067"," 0.0831835025","-0.017609746","-0.356289718","-0.248706648"," 0.182916302"," 0.251986231"," 0.139550958"," 0.158185662","-0.370335125"," 0.16988101","-0.341348788"," 0.1453664973","-0.196333603"," 0.101704073"," 0.003337779"," 0.105213163"," 0.17337849","-0.0390700987",12,9,"Quinine"
"Quinine_H2","-0.463497395"," 0.104103454","-1.213104322"," 0.21817362","-0.0539925242"," 0.2878068963"," 0.001318236","-0.337312985","-0.772437706"," 0.110560187"," 0.0908464467","-0.524580122","-0.676209633"," 0.145378729"," 0.4984418951"," 0.575376904","-0.0001076043"," 0.265914165"," 0.301494129"," 0.0971442155"," 0.0685060746","-0.123902820"," 0.420486704","-0.525765977","-0.451731890"," 0.241655751"," 0.154710262","-0.015392012"," 0.3625734987","-0.025087322"," 0.291786674","-0.184105231"," 0.380006920"," 0.193432436"," 0.124265102"," 0.11530719","-0.450254721"," 0.2632131694","-0.36398183","-0.1131366047"," 0.1463490557"," 0.120857250"," 0.419192309","-0.024466015","-9.117568e-01","-0.405434493","-0.0008564123","-0.939724020","-0.457444395","-0.016019299"," 0.157045662"," 0.259780460"," 0.33759786"," 0.4702672245","-0.944296396"," 0.381152960"," 0.0580235450"," 0.087278873"," 0.140141624"," 0.399308411"," 0.012914074","-0.0300827384","-1.038542869","-0.339952610","-0.076765806"," 0.117145478"," 0.189865547","-0.221968313"," 0.222397007"," 0.406113918"," 0.416705442","-0.063984952","-0.393594708"," 0.013432896","-0.493715381"," 0.4909903689"," 0.207078694","-0.422044542"," 4.734055e-01","-1.44327117"," 0.334000939"," 0.341865969","-0.2572850280"," 0.201445721","-0.638103709","-0.515773313"," 0.382402332","-0.369864573"," 0.425580066","-0.139376360","-0.984974696"," 0.20357639","-1.117792364"," 0.3700306910","-0.018157769"," 0.135575779"," 0.255062505","-0.023588683"," 0.14221950","-0.0518046363",12,9,"Quinine"
"Quinine_H4","-0.293353325"," 0.193563988","-0.162857750","-0.26135688"," 0.0637329587","-0.0090667293"," 0.128988544"," 0.268261870"," 0.018684855","-0.008181466"," 0.3148543988","-0.113915046","-0.607618772"," 0.024905652","-0.0238865384"," 0.045919930"," 0.0442314967"," 0.180154278"," 0.026030107"," 0.0510766250"," 0.0754758942","-0.156085239"," 0.285318145","-0.243935750","-0.364853219"," 0.908009090"," 0.470184394","-0.002636156"," 0.2329877763"," 0.232529741","-0.099016824"," 0.220259512"," 0.441766486"," 0.134052514"," 0.086201929","-0.16096226","-0.413044462"," 0.0565135105","-0.46163379"," 0.1783720001","-0.0815126838","-0.003881334"," 0.596004161","-0.041581258","-1.109241e-01","-0.337725088"," 0.2116348284","-0.353762375","-0.299639624","-0.147260351"," 0.121076470"," 0.238973105","-0.08219568"," 0.2468804041","-1.102285540"," 0.194433717"," 0.0217319413","-0.179327558","-0.176564010"," 0.146880595","-0.268588157","-0.0353187069","-0.236638341"," 0.004390946"," 0.211466634"," 0.071498501"," 0.252323965","-0.415872245"," 0.151449245"," 0.424304810"," 0.291705653"," 0.099684003","-0.033019516"," 0.299430057","-0.217384958","-0.0337462852"," 0.004525794","-0.415208128","-1.663728e-01","-0.81235758"," 0.103482657","-0.189674441"," 0.0357057013"," 0.302821910","-0.772466399","-0.255100703"," 0.240923193","-0.206960459"," 0.009061397","-0.170295957","-1.002702519"," 0.15162702","-0.581200398"," 0.3113707898","-0.116558009","-0.213720298"," 0.094526454","-0.152664046"," 0.11139773","-0.3493170144",12,9,"Quinine"
"Quinine_H6","-0.397897513","-0.009914833","-0.575413517"," 0.11503011"," 0.0397741929"," 0.1912034203"," 0.096772260"," 0.125620078","-0.360102419"," 0.100713178"," 0.1502189884","-0.556237337","-0.243181173"," 0.231439299"," 0.3754593005"," 0.488072286","-0.1324427494"," 0.400698498"," 0.566463637","-0.0781823840","-0.1287116932","-0.028209811","-0.114390796","-0.319326445","-0.188859237"," 0.159663648"," 0.168712305","-0.077838635"," 0.2868469055"," 0.104950808"," 0.115138214","-0.136010303"," 0.203186220"," 0.094550767","-0.018598546","-0.29244820","-0.340101008"," 0.1276404601","-0.38502086","-0.1400109447"," 0.0214568727","-0.132068822","-0.302233410","-0.032618297","-3.352182e-01","-0.225154785","-0.0031265965","-0.690022303","-0.318608167","-0.087603730"," 0.285259116"," 0.167066900","-0.09355346"," 0.2093874387","-0.285497898"," 0.197603148","-0.2249826619"," 0.074142424","-0.029904857"," 0.107867262","-0.063815205"," 0.0554896535","-0.289410252"," 0.364796459","-0.278584785"," 0.376048999"," 0.170783641","-0.868162012"," 0.155514114"," 0.233075312"," 0.298709593"," 0.142404881","-0.329042317","-0.048437604","-0.270634694"," 0.0935947332"," 0.114373301","-0.135451942"," 1.060535e-01","-1.02498966"," 0.316296093"," 0.015792453","-0.0289865081"," 0.232444938","-0.246963009","-0.338127778"," 0.098345292","-0.308910305","-0.002198746","-0.084752408","-0.567615747"," 0.11888298","-0.522228842"," 0.1400217245","-0.002022329"," 0.223382825"," 0.226939730","-0.070775796"," 0.04419889","-0.2395936157",12,9,"Quinine"
"Quinine_H8","-0.197379372"," 0.054372030","-0.379311723","-0.60082857","-0.2021020717"," 0.1274346735","-0.160912634"," 0.748198122","-0.323229003","-0.189698311","-0.1241925316","-0.253318218","-0.377714083"," 0.261020244","-0.1734352480"," 0.559952482"," 0.7176302583"," 0.066537994"," 0.351086622"," 0.1458345701","-0.2012086371"," 0.109158446","-0.320682322","-0.119231282","-0.019386782"," 0.197200284","-0.093948154","-0.468798443"," 0.3166216806","-0.041616613","-0.215676873"," 0.180112525"," 0.535139140"," 0.170411098","-0.204772267","-0.35751133"," 0.136022056"," 0.1969534374"," 0.40867148","-0.2714822568","-0.1180424241"," 0.068369713","-0.151008748","-0.129608090"," 3.914150e-01"," 0.120925997","-0.2315624409","-0.879346743","-0.157655693","-0.440127734","-0.123480533"," 0.174047850","-0.39459568","-0.0457443178","-1.341288308"," 0.398765786","-0.5477562008","-0.203343559"," 0.185352888","-0.387987113","-0.190552646","-0.0053686879","-0.018608163","-0.210742707","-0.330000886","-0.096825228"," 0.001313984","-0.258857527"," 0.065361614"," 0.045640948"," 0.264365726"," 0.319660981"," 0.126736329"," 0.029894502"," 0.214811975"," 0.1408005965"," 0.351258182"," 0.393068336","-2.036014e-01","-1.47273840"," 0.308049084","-0.064730888"," 0.1655059004"," 0.132874499","-0.279423420","-0.158117759","-0.138942109","-0.116441627","-0.242905374","-0.141658184"," 0.040889607"," 0.05952750"," 0.123881731","-0.2643285967","-0.029830088","-0.009517163"," 0.299747684","-0.128902357","-0.01620245","-0.1034323121",12,9,"Quinine"
"Quinine_H10","-0.333951259","-0.017231628","-0.579695151","-0.28455360"," 0.1572476488"," 0.0993033947"," 0.537077672","-0.240791060","-1.391107981"," 0.095075477","-0.0538995020","-0.499679485","-0.059107094"," 0.159265809"," 0.6526414563"," 0.308833373","-1.2678078623"," 0.333430699"," 0.188325231","-0.4007115369"," 0.4880707068"," 0.106069382"," 0.574180579"," 0.077646563","-0.247630942","-0.096820823"," 0.435921981"," 0.215703717"," 0.6503275322","-0.178539353","-0.183889664"," 0.237273521"," 0.086285802","-0.053392082"," 0.224547376"," 0.42182832","-0.574201240"," 0.0336787949","-0.58541119"," 0.1061405269"," 0.2883292955"," 0.239066730"," 0.110944630","-0.153165575","-2.787826e-01","-0.285137978"," 0.1136755102","-0.204166589","-0.243452197","-0.006180873"," 0.291554660"," 0.049624925","-0.26543910","-0.2542133561","-0.671861728"," 0.410467362"," 0.5409116054","-0.086285762"," 0.101895118"," 0.023271830","-0.304829317","-0.0007090302","-0.314478791"," 0.435877041"," 0.044443974"," 0.727970665"," 0.044231465"," 0.101486749"," 0.110471796"," 0.170737106"," 0.577471325"," 0.134814614","-0.104377952","-0.128207426","-0.296515507"," 0.0412797417"," 0.378810681","-0.520793884"," 5.344642e-01"," 0.06542312"," 0.240658466","-0.157758178","-0.0749559919"," 0.684173565","-0.205791018","-0.659679750"," 0.389075079","-0.751266739"," 0.235224059"," 0.216877820","-0.813588604"," 0.09205924","-0.867217800"," 0.5519926341","-0.273139872"," 0.153923116"," 0.303904611","-0.319105177"," 0.22488556"," 0.3015084179",12,9,"Quinine"
"Chloroquine_H1"," 0.288754930"," 0.104928756"," 0.619712631","-0.18322988","-0.0111172319","-0.2550712231"," 0.245638497","-0.218176785"," 0.777687675"," 0.258183191","-0.4806345117"," 0.732921611","-0.126431195","-0.757248398","-0.4701181062","-0.213983811"," 0.6171138566","-0.347762864","-0.053361471"," 0.1904182473","-0.3788603225","-0.436910200"," 0.446551753"," 0.130462748","-0.564094880","-0.176449683"," 0.598014243"," 0.187668054","-0.0685814421","-0.011314013","-0.170155688","-0.067846602"," 0.189446505"," 0.364605241"," 0.480365450","-0.84969202"," 0.654910047","-0.5410696226"," 0.76720879"," 1.0388091543","-1.0398897461"," 0.703257165"," 0.445824086"," 0.329879254"," 6.308491e-02"," 0.546102757","-0.0178222799"," 0.351507412","-0.481161061"," 0.291294203","-0.115998091","-0.144511839","-0.54947930","-0.4348475130"," 0.190127308","-0.304937713","-0.1449001387","-0.163188806","-0.508837814","-0.176165404"," 0.331566056"," 0.3529831985","-0.433426508"," 0.512891905"," 0.511916645","-0.293605566"," 0.572849803","-0.760683083"," 0.081202403","-0.324498625"," 0.049036600","-0.485316447"," 0.717647841","-0.115211334"," 0.090024809"," 0.0781243631","-0.514428693"," 0.128217608"," 2.169104e-01"," 1.00526409","-0.295545822","-0.320320758"," 0.1611252069"," 0.099776835"," 0.273244895"," 0.383292923"," 0.528437545"," 0.197286100","-0.323178648"," 0.612121767","-0.070365390","-0.36397658"," 0.465975089"," 0.4204489846","-0.180240522","-0.287882818","-0.240818830","-0.449508596"," 0.87772667","-0.0997856176",13,10,"Chloroquine"
