"","MAL13P1.124","MAL13P1.135","MAL13P1.137","MAL13P1.206","MAL13P1.262","MAL13P1.322","MAL13P1.338","MAL13P1.40","MAL7P1.18","MAL8P1.105","MAL8P1.132","MAL8P1.91","PF07_0074","PF07_0079","PF08_0032","PF08_0069","PF10_0020","PF10_0085","PF10_0111","PF10_0132","PF10_0136","PF10_0152","PF10_0163","PF10_0191","PF10_0243","PF10_0299","PF10_0307","PF10_0374","PF10_0380","PF11_0090","PF11_0162","PF11_0214","PF11_0290","PF11_0348","PF11_0435","PF11_0527","PF13_0032","PF13_0042","PF13_0095","PF13_0135","PF13_0137","PF13_0170","PF13_0350","PF14_0041","PF14_0112","PF14_0138","PF14_0214","PF14_0238","PF14_0249","PF14_0360","PF14_0384","PF14_0499","PF14_0562","PF14_0593","PF14_0642","PF14_0713","PF14_0719","PFA0180w","PFA0430c","PFB0175c","PFB0270w","PFB0295w","PFB0590w","PFB0923c","PFC0090w","PFC0100c","PFC0375c","PFC0400w","PFC0440c","PFC0760c","PFC0980c","PFD0470c","PFE0165w","PFE0430w","PFE0450w","PFE0585c","PFE0815w","PFE1280w","PFE1340w","PFF0200c","PFF0610c","PFF0690c","PFF0875w","PFF0965c","PFF1150w","PFF1280w","PFI0500w","PFI0905w","PFI0965w","PFI1425w","PFL0580w","PFL0625c","PFL0685w","PFL0980w","PFL1135c","PFL1270w","PFL1680w","PFL2055w","PFL2200w","PFL2485c","D_class","Class","Compound"
"ACTTP5","-0.027316587","-1.849703283"," 0.114292517","-0.84301290"," 0.9088081485"," 0.1410185778"," 0.235452449"," 0.125007898","-0.065142651"," 0.126381530","-0.1182237659","-0.126929387","-0.329116191","-0.980156984"," 0.0992082077"," 0.132759763","-0.1220649732","-0.180454049","-0.330549868"," 0.1664396661"," 0.5953151230"," 0.282937216","-1.426947741"," 1.196035785","-0.574118750"," 0.297160350"," 0.369307815","-0.230980675"," 1.4686169264"," 0.706940463","-0.222687062"," 0.315384374","-0.713872028","-0.268677295"," 0.700895802","-0.41246748"," 0.374782289","-0.0821950844","-0.11218169","-0.1021402583"," 0.3960880218","-0.474843514","-0.315472646"," 0.016522061"," 1.405340e-01"," 0.011712431"," 0.0335295053","-0.078239365","-0.192667194","-0.496010032"," 0.874772792"," 0.602983756"," 0.45757797"," 0.1124342728","-0.169054684","-0.271164784","-0.1067360897"," 0.092198304"," 0.606732612"," 0.305724351","-0.802213241","-0.1688868393","-0.593653095"," 1.493362257","-0.483878528"," 0.908136375"," 0.216009901","-0.229487896"," 0.162602512","-0.027218233"," 0.139003096"," 0.389050712","-1.641621932"," 0.507265175"," 0.523071746","-0.7661924788","-0.286613800","-1.004229432"," 1.062842e-02"," 0.27602046","-0.829897719"," 0.534711356","-0.7183068260","-0.338780739"," 0.213815151","-0.153506930"," 0.377523531","-0.902522350"," 0.452045292","-0.113621013"," 0.199079675"," 0.20062051","-0.659746787","-1.0028763472","-0.201358226","-0.819587446"," 0.404382437","-0.691063453"," 0.17532678"," 0.3004531927",2,2,"ACTd"
"ML_7_H1"," 0.409124218","-0.119683593"," 0.205364855"," 0.73024941","-0.1244146313"," 0.6186470471"," 0.783387813","-0.878275840"," 0.632954151"," 0.009156192","-0.1830838845","-0.550546431","-0.011927297","-0.463783955"," 0.0365191483"," 0.716295002"," 0.5318233904","-1.211730566"," 0.571617868"," 0.8808146460","-0.4584496056"," 0.109403873","-0.112573447","-0.246186088"," 0.067561411","-0.178376164"," 0.213777254"," 0.429883626","-0.1996994935","-0.473622115"," 0.216839594"," 0.509459074"," 0.208474426"," 0.289350743"," 0.464243833","-0.22909618","-0.380534941"," 0.0577779377"," 0.32858807"," 0.6101402464"," 0.0197223510"," 0.286811063","-0.762879475"," 0.126554535","-4.451680e-01","-0.027747089"," 0.0855371954","-0.117300163","-0.080106251"," 0.529313875"," 0.511506309"," 0.192351424"," 0.48358341"," 0.5090079699"," 1.381613681"," 0.182821488"," 0.3358842993"," 0.083915175"," 0.923253973","-0.620469190","-0.247695638","-0.9277023397","-0.436843996","-0.012774107","-0.144204774"," 0.412741164","-0.102516664","-1.170097348","-0.024468130"," 0.278858958"," 0.656873367"," 1.051945582","-0.163281493","-0.789166281","-0.328237371"," 0.0630277666"," 0.307033474","-0.788327959"," 2.475465e-01","-0.11943690","-0.248523913"," 0.260677164","-0.5270685025"," 0.036587662"," 0.268154668","-0.002444691","-0.495902620","-1.616078779"," 0.064283684"," 0.006273720"," 0.543334485"," 0.04380847","-0.602821991","-0.7171114437"," 0.742802184"," 0.885055020"," 0.052372364","-0.008355227"," 0.76929046"," 0.0578032796",3,3,"ML_7"
"ML_7_H2"," 0.289426667","-0.088981355"," 0.225836892"," 1.03413592"," 0.0514703070"," 0.6107436363"," 0.766715304","-0.947343950"," 0.663620520"," 0.220179149","-0.0996289155","-0.925955978"," 0.118442476","-0.132382013"," 0.5250246091"," 1.001470472"," 0.4843555741","-0.720295320"," 0.587889281"," 0.3154000029","-0.7207025762"," 0.646579792","-0.077013130"," 0.239548035","-0.075552224","-0.089709325"," 0.224482984","-0.771564077","-0.1702125364","-0.604932611"," 0.155531423"," 0.321909105","-0.089542080"," 0.271337633"," 0.700419903"," 0.01026495","-0.195098816","-0.1700988355"," 0.23222129"," 0.2194885914"," 0.0435640376"," 0.330525932","-0.704067846","-0.515704705","-7.605009e-01","-0.188603220"," 0.2908911867","-0.442216012","-0.335482995"," 0.267217676"," 0.127610870"," 0.245416413"," 0.57699104"," 0.5832715422"," 0.554136004"," 0.493172238"," 0.2489086969"," 0.966328835"," 0.974641776","-0.748146686","-0.143639474","-1.1307077494","-0.497215787"," 0.082856595","-0.338604673"," 0.649239920","-0.067523754","-1.202790976"," 0.213878025"," 0.318116496"," 0.495204194"," 1.357396584"," 0.289974538","-0.441921460","-0.331284288","-0.0318315137","-0.156452290","-0.981579835"," 2.405135e-01","-0.07693573"," 0.266298721"," 0.479992608","-0.2915469404"," 0.013916170"," 0.266985138","-0.452815216","-0.274458212","-1.771565828"," 0.637949075","-0.066152719"," 0.478752651"," 0.02423105","-0.532006601","-0.4937543917"," 0.321815822"," 1.051723697"," 0.354505353","-0.331524896"," 0.67288379","-0.2144945725",3,3,"ML_7"
"ML_7_H4"," 0.318901060"," 0.072497828"," 0.018675555"," 0.91656917","-0.1430563105"," 0.2799882539"," 0.715023644","-0.952678322"," 0.275564868"," 0.080349376","-0.1603121260","-0.547822489","-0.093388293","-0.318761438"," 0.1050374574"," 0.639134405"," 0.6446030150","-0.519368115"," 0.544740200"," 0.4573583321","-0.6522674154"," 0.321650066"," 0.045755982","-0.181735372"," 0.296487831"," 0.203317786"," 0.080498134","-0.073458398","-0.0713830567","-0.405193966"," 0.211657490"," 0.328421925"," 0.306688898"," 0.185539224"," 0.744104562"," 0.27513931","-0.441591622","-0.0793278874"," 0.26670151","-0.0369705601"," 0.0920811706","-0.015455475","-0.679862399"," 0.401182632","-5.905855e-01"," 0.058161112"," 0.0521221074","-0.179439741","-0.284139849"," 0.298406005","-0.120599367"," 0.186933996"," 0.77948929"," 0.3587773880"," 0.546061286"," 0.133268916"," 0.1791204450"," 0.301092609"," 0.753260414","-0.402749470","-0.140730699","-0.9265466196","-0.496492136","-0.373961791","-0.372847272"," 0.558535096","-0.032763126","-1.235541646","-0.106888868"," 0.155998063"," 0.450501601"," 0.996883997"," 0.213451872","-0.387677248","-0.303406842"," 0.0916149170","-0.201303135","-0.712542990"," 4.272374e-01","-0.11370141","-0.031772346"," 0.330061156","-0.5193108223"," 0.002945456"," 0.368240967","-0.325850227","-0.107129775","-1.386569518"," 0.415857305","-0.240445799"," 0.283255920","-0.09034344","-0.341509157","-0.5264901821"," 0.509667368"," 0.772509814"," 0.127392885"," 0.054535993"," 0.69849072","-0.0119325302",3,3,"ML_7"
"ML_7_H6"," 0.286227967"," 0.318134859"," 0.011787464"," 1.03802016"," 0.2423608064","-0.4885601986"," 0.508398244","-0.874405185"," 0.106295221"," 0.152394557","-0.6196054155","-1.072363174","-0.580935533","-0.108208035","-0.2339859527"," 0.366452594"," 0.4178570061","-0.580113902"," 0.220283225"," 0.6578988446","-0.6597008284"," 0.114353114"," 0.011577966"," 0.209148237","-0.153361220","-0.209051793"," 0.359544884","-1.764416657","-0.3554679361","-0.394548099"," 0.152569113"," 0.306055111","-0.015150452"," 0.232323529"," 0.717952340"," 0.12159641","-0.279930869","-0.1180362538"," 0.42339367"," 0.2931281325","-0.3055342199"," 0.536312885","-0.583062853"," 0.189829897","-4.800860e-01"," 0.486225659"," 0.1558895707","-0.272246140","-0.472432258"," 0.431000704","-0.393242557"," 0.037474886"," 0.49947747"," 0.2978964138","-0.505467631","-0.182076438","-0.2041825171","-0.096170686"," 0.882654191","-0.330239232"," 0.013089229","-0.8466543611","-0.531478352"," 0.116604325","-0.319259023","-0.552762965","-0.139796799","-0.710279012","-0.231349735"," 0.133272008"," 0.482686940"," 0.868033005"," 0.219724599","-0.316791699","-0.242099801"," 0.3065607042","-1.021341058","-0.060022757"," 9.014643e-01","-0.11021971"," 0.085031323"," 0.219825571","-0.2440992810"," 0.104381456"," 0.278779186","-0.339529391","-0.214207665","-0.906081420"," 0.001834955"," 0.689013262"," 0.354230052"," 0.15355584","-0.364345539","-0.6267040468"," 0.397144091"," 0.980810333","-0.053410231"," 0.598337250"," 0.68136782"," 0.3313576227",3,3,"ML_7"
"ML_7_H8"," 0.622939985"," 0.047234608"," 0.212151991"," 1.07607143"," 0.0373611352"," 0.1861235518"," 0.529730033","-0.776380876"," 0.557542475","-0.107040015"," 0.2511630297","-0.842474843"," 0.165536393","-0.190703946"," 0.7176759704"," 1.233492716"," 0.1308570839","-0.882282494"," 0.403319084"," 0.4408917715","-0.8067667507"," 0.130447711","-0.728805578","-0.862672415"," 1.108124611"," 0.482620102"," 0.879592939"," 0.130867043","-0.3735391270","-0.197310550"," 0.150747516"," 0.368481582","-0.083541792"," 0.276991212"," 0.325631903","-0.19370817","-0.036647826"," 0.2348901666"," 0.45864650"," 0.0608929280","-0.2018917294","-0.055853861","-1.109811639"," 0.409373825","-3.493134e-01","-0.671250284"," 0.2909759682"," 0.183755009","-0.488077982"," 0.277691894"," 0.076960485"," 0.461504280"," 1.20039197"," 0.7294473121"," 1.021705060"," 0.436365522"," 0.3002878634"," 0.361922051"," 1.138935213","-0.591445013"," 0.251113047","-1.0895598986","-0.896274533","-0.444751518","-0.692163884"," 0.336772213","-0.006796874","-1.291195056"," 0.160559621"," 0.256157391"," 0.923391340"," 1.173670548","-0.282261152","-0.363785258"," 0.012336529","-0.2246010459"," 0.017416062","-0.654274469","-1.581374e-01","-0.59523632"," 0.178879275"," 0.434626604","-0.3729004376"," 0.132604737"," 0.181241890","-0.616983869","-0.484688680","-1.332343687"," 0.323316577","-0.141837410"," 0.395662710","-0.13502182"," 0.173022593","-0.2582202706"," 0.592242170"," 0.741733735"," 0.409145072","-0.429432973"," 0.62349574","-0.0428770726",3,3,"ML_7"
"ML_7_H10"," 0.031672403"," 0.298122249"," 0.047572144"," 0.76391411","-0.0866852967"," 0.6526372929"," 0.119525801","-0.914373966","-0.277833182","-0.225480141","-0.1412058711","-0.266693390","-0.328343084"," 0.085888110"," 0.1084361036"," 0.416411055","-0.0462771591","-0.203755235"," 0.306431697","-0.3631035621","-0.1630321262"," 0.334828934","-0.893792310","-0.279742649","-0.048605356"," 0.346123045","-0.025945028"," 0.113031397","-0.1686229648","-0.319122427"," 0.048759277","-0.613944606","-0.082943995"," 0.069297437"," 0.050599313","-0.09822164"," 0.045756509","-0.1799096014"," 0.37150330"," 0.1696788120"," 0.2856709126"," 0.070226418","-0.155702911","-0.107343417","-1.912675e-01"," 0.133159695","-0.5484978908","-0.375033517","-0.025701731","-0.110635719"," 0.105040317"," 0.108621899"," 0.54145815"," 0.1772376697"," 0.811057416","-0.013715842"," 0.1859876139","-0.378824486"," 0.227851513"," 0.053997452","-0.121409487","-0.4534516042"," 0.024670974","-0.887673738","-0.239386693","-0.242804340"," 0.180771152","-0.331160969","-0.037334595"," 0.184197782","-0.063395368"," 0.123998360"," 0.463074033","-0.442357266","-0.174509032"," 0.2296326374"," 0.196531148","-0.547102285"," 4.449116e-01"," 0.08441433","-0.348379772"," 0.554088638","-0.4013984341","-0.240007799"," 0.664940035","-0.536041274","-0.646552730","-0.607963803","-0.294859724","-0.441274937"," 0.330279442","-0.04368766","-0.491029464","-0.3520470248"," 0.293616949"," 0.052514511","-0.154620645","-0.146350872"," 0.00460641"," 0.2903981030",3,3,"ML_7"
"ML_7_H12","-0.028342590","-0.085560883","-0.033055967"," 0.18441603","-0.0298477317"," 0.3891929991"," 0.643902286","-0.903523527","-0.663256937"," 0.049499195","-0.3065727973","-0.244013548","-0.196534826"," 0.157188225"," 0.0537100090"," 0.188565743"," 0.2644303619","-0.528208272"," 0.416217943","-0.3444395557","-0.0736901190","-0.036678874","-0.598791374","-0.756505620"," 0.084109514"," 0.367189545","-0.416267255","-0.211389295"," 0.0079769055","-0.606721240","-0.076409470","-0.619337119","-0.438193967","-0.072201909"," 0.379436571"," 0.16686363","-0.104775552"," 0.1515366533"," 0.45639820"," 0.1297441023"," 0.3619641119","-0.003164535","-0.484462410"," 0.353945285"," 1.234333e-01","-0.074249365","-0.6807252428","-0.355613456"," 0.086615645","-0.358349872","-0.222116288"," 0.174951233"," 0.07889643"," 0.0317914625"," 0.320529774","-0.480901590"," 0.0186092989","-0.832744866","-0.001956810"," 0.013741853","-0.341044129","-0.2672222332","-0.052879115"," 0.680886315"," 0.044308914"," 0.379200916"," 0.453364394","-0.069227063"," 0.333665837","-0.141513899","-0.103703679","-0.081238093","-0.348654145","-0.616879131"," 0.067595522"," 0.2591997429","-0.162205019","-0.448145872"," 4.336043e-01","-0.04290429","-0.604580846"," 0.641773477","-0.3772800676","-0.418539798"," 0.775359811","-0.525374507","-0.138273073","-0.324328586","-0.139162601","-0.277499800"," 0.335266933"," 0.11083588","-0.459143399","-0.2954743129"," 0.220520899","-0.315543245"," 0.176899300","-0.184396550"," 0.29462643"," 0.4222044767",3,3,"ML_7"
"W7_H1","-0.140843916","-0.079974454","-0.207598638"," 1.07372771"," 0.2895592693"," 0.3586683548"," 0.055132404","-0.712895573"," 0.141971935","-0.399406663"," 0.0829415862"," 0.063559340"," 0.271906673","-0.909976170","-0.3451140986"," 0.432368018"," 0.5002360363","-0.757747938"," 0.302822530"," 1.0083603869","-0.5763939857"," 0.028884412"," 0.563639439"," 0.199260843","-0.324699499"," 0.148260087","-0.193270729","-0.256344861","-0.2594158656","-0.228758339"," 0.221904038"," 0.372782881"," 0.315713011","-0.125864972","-0.037545005","-0.24931613","-0.615600863"," 0.2424612031"," 0.07777226","-0.2713212253"," 0.0485169303"," 0.088545420","-0.582776799"," 0.253368687","-1.283533e-01","-0.220942808","-0.1930346813"," 0.376996885","-0.273224153"," 0.102938370"," 0.257802340","-0.019197590"," 0.72599908"," 0.2715840478"," 0.360041774"," 0.030031611"," 0.0171024591","-0.158262990"," 0.395933365","-0.197809763"," 0.175262106","-0.5524961969","-0.206832962"," 0.234574178"," 0.103828210","-0.424877023","-0.264740523","-0.911240055","-0.037206391","-0.418409027"," 0.474226992"," 0.064369248"," 0.310707615","-0.288785321","-0.373962589","-0.3915677898"," 0.043662861","-0.514028184"," 4.166988e-01","-0.29445186","-0.242860869","-0.097471572","-0.5988300845","-0.006204569"," 0.981640953"," 0.277428207"," 0.232270326","-1.205633445"," 0.797230041","-0.614699385"," 0.266513959","-0.21993173","-0.415621955","-0.2943142678"," 0.378469140"," 1.308383776"," 0.154367137"," 0.514590579"," 0.50871613"," 0.0002780666",4,3,"W_7"
"W7_H2","-0.069354853"," 0.192127905"," 0.018755729"," 1.00980174"," 0.3195365625"," 0.4967775707"," 0.151676284","-0.419274046"," 0.029343835","-0.200157337","-0.0470598766","-1.334929888"," 0.332747932","-0.161937669","-0.2907364331"," 0.410611888"," 0.9540834101","-0.373211506"," 0.099379211"," 0.2709611129","-0.4596539903"," 0.830331728"," 5.347595566"," 0.200006628","-0.237313834"," 0.032753531","-0.382577894","-0.430419654","-0.0124045711"," 0.083906187"," 0.039429935"," 0.144638550","-0.095179703","-0.161740575"," 0.279203807"," 0.27835493","-0.452209575","-0.0155865594"," 0.29534199"," 0.2413589976","-0.0009508931"," 0.218632665","-0.499980476"," 0.100701502","-1.646073e-01","-0.173783058","-0.2324482837","-0.191013287","-0.015411377"," 0.046152130","-0.226427308"," 0.130203006"," 0.60322079"," 0.3404046390","-0.160511091"," 0.033753002"," 0.0743204115"," 0.856424442"," 0.302917361","-0.306028404"," 0.095965349","-0.6613862193","-0.535184283"," 0.615744943","-0.260154793"," 0.325424441","-0.082389617","-0.592913182"," 0.085170799","-0.204435586"," 0.446417380"," 0.041925184"," 0.288414534","-0.307505225","-0.427203887","-0.0109372540","-0.119036174","-0.579880111","-6.024883e-01","-0.15259025"," 0.295927212"," 0.076741080","-0.3281168998"," 0.081421365"," 0.581332226"," 0.069193864"," 0.357889661","-0.958713350"," 0.850308534"," 0.195683444"," 0.500656884","-0.04091374","-0.761567259","-0.1551413878"," 0.462126314"," 1.555803437"," 0.280014167"," 0.439395940"," 0.81311082"," 0.1126152701",4,3,"W_7"
"W7_H4"," 0.626128179"," 0.304644450"," 0.356811839"," 1.05205749","-0.2427296339"," 0.2788018160"," 1.019328838","-1.163063660"," 0.754698487","-0.091825506","-0.0100240855","-0.828949459","-0.077716981","-0.272191457"," 0.3904320814"," 0.890762768"," 0.4453940432","-0.542282841"," 0.649738805"," 0.5648609815","-0.8639538074"," 0.285282018","-0.018455668"," 0.079206360"," 0.629923944"," 0.032643683"," 1.006467703"," 0.651522919","-0.1019833382","-0.576484554"," 0.454964639"," 0.625547528"," 0.215464833"," 0.379516928"," 0.930868101"," 0.20379192","-0.318024728"," 0.0005750994"," 0.52413452","-0.0117507192"," 0.1093948084"," 0.116438661","-0.891320170"," 0.385298468","-6.513317e-01"," 0.332387458"," 0.1801916414","-0.170333358","-0.116363127"," 0.715230721"," 0.243529191"," 0.141807970"," 0.53351735"," 0.7299856759"," 0.851228884"," 0.116141802"," 0.0718323661"," 0.047029269"," 1.121516294","-0.548663266"," 0.201858314","-0.9661500880","-0.477149415","-0.806571469","-0.365511050"," 0.777136287"," 0.124534315","-1.408097371"," 0.311535716"," 0.357363991"," 0.822425598"," 1.757089749","-0.222041401","-0.465039353","-0.025494322"," 0.1881171484"," 0.184211039","-0.860144089"," 1.786248e-01"," 0.07580071"," 0.443752539"," 0.546338227","-0.6989806146","-0.034601336"," 0.063941046","-0.581497729","-0.368120228","-1.769151616","-0.074946704"," 0.105339412"," 0.536567349","-0.08834991","-0.388818867","-0.7350547976"," 0.383035506"," 0.980782135"," 0.199304187","-0.205017875"," 0.64409164","-0.1630967033",4,3,"W_7"
"W7_H6"," 0.406088887"," 0.528227633"," 0.090519569"," 1.05244464"," 0.1450520528","-0.3840428786"," 0.391274820","-1.057324675"," 0.102996343"," 0.193387289","-0.7023244418","-0.953774802","-0.572936898","-0.236852483","-0.4715902490"," 0.208490344"," 0.4308277791","-0.489473242"," 0.120363975"," 0.6623401936","-0.7340098824","-0.038328635"," 0.189132605"," 0.254786078","-0.205170724","-0.196709026","-0.003958876","-1.352267331","-0.2225003912","-0.378842872"," 0.054485484"," 0.499516606"," 0.006864363"," 0.324477958"," 1.010274245"," 0.11948086","-0.282130517","-0.3818215001"," 0.67892845"," 0.2180494651","-0.1941836059"," 0.699508379","-0.672550739"," 0.475810888","-4.168990e-01"," 0.912216227"," 0.0922061480","-0.083233571","-0.498835945"," 0.582204159","-0.395671866","-0.075121963"," 0.42371125"," 0.3996933173","-0.486872928","-0.366173163","-0.2446828579","-0.175996431"," 0.710597628","-0.249197686"," 0.104871539","-0.7384327597","-0.633111581","-0.327308703","-0.327253364","-0.480560253","-0.106437944","-0.774093755","-0.220555788"," 0.201548776"," 0.328346880"," 1.275041600","-0.074398425","-0.349035253","-0.075711904"," 0.2245299257","-1.392801471"," 0.044447831"," 7.348697e-01","-0.09543778"," 0.163079020"," 0.299443726","-0.2557164451"," 0.001115655"," 0.107752384","-0.331657167","-0.238990651","-0.942712464","-0.385877461"," 0.545284918"," 0.362255515"," 0.19328650","-0.462871878","-0.8405282381"," 0.336625705"," 0.860726889","-0.329076033"," 0.456161128"," 0.72326249"," 0.2578286091",4,3,"W_7"
"W7_H8"," 0.768881766"," 0.257130496"," 0.580240745"," 1.18058197","-0.3372981832"," 0.3063112176"," 0.911341108","-1.095643533"," 1.092836318","-0.120115508"," 0.0587649991","-0.664049085"," 0.063728089"," 0.011577653"," 0.8261027970"," 1.362670448","-0.1284070462","-0.814725510"," 0.581308260"," 0.5315128563","-1.0395818765"," 0.378085124","-1.048138375"," 0.371158075"," 1.106750417"," 0.212267969"," 0.635260342"," 0.640287957","-0.3892775824","-0.824134657"," 0.370578327"," 0.612621308"," 0.151754048"," 0.451450527"," 0.497128177","-0.22135397","-0.010779895"," 0.3064186058"," 0.86882560","-0.0612967272","-0.0478788966"," 0.108724481","-1.253430483"," 0.597612309","-7.784649e-01","-0.239689922"," 0.5270243118","-0.055623989","-0.378678649"," 0.618541382"," 0.320077831"," 0.401755594"," 1.30264354"," 0.8755045709"," 1.003989173"," 1.152410138"," 0.2672453705","-0.079746928"," 1.544571490","-1.015395064"," 0.622274298","-0.9412280766","-0.739164555","-0.964882906","-0.687618824"," 0.699543574","-0.076184509","-1.671028126"," 0.018623723"," 0.499898922"," 0.955433809"," 1.973724075","-0.150300263","-0.562912150"," 0.067872431","-0.1603974309","-0.391026047","-0.703375258","-4.264894e-01","-0.15501034"," 0.625665817"," 0.458988824","-0.5431188669"," 0.162043656","-0.125613237","-0.639988186","-0.855528323","-2.072362727","-0.136404269"," 0.185446413"," 0.720643913","-0.24089333"," 0.099556183","-0.6343257460"," 0.406496284"," 0.991345488"," 0.361743700","-0.596373724"," 0.57377861","-0.1675016250",4,3,"W_7"
"W7_H10"," 0.068050143"," 0.391427867","-0.146976331"," 0.78224387"," 0.1127308532"," 0.4246498903"," 0.074827023","-0.339670720"," 0.103086442","-0.446451183"," 0.4208523033"," 0.126178496"," 0.580041291","-0.425385395","-0.3246450913"," 0.697024461"," 0.5258745440","-0.944577885"," 0.500075179"," 0.5476746434","-0.4363370156"," 0.487188513"," 0.267573212","-0.003844772","-0.126966045"," 0.293498772","-0.125058166"," 0.141733598","-0.2432278116","-0.364798957","-0.511612236","-0.299062334"," 0.352786278","-0.031587907"," 0.162470247"," 0.35577131"," 0.137057638","-0.2552351645"," 0.04001783"," 0.3873531017"," 0.1312699522","-0.034135851","-0.955918535"," 0.703059973","-1.369292e-01","-0.122237181","-0.0670369766","-0.195992758","-0.309685563"," 0.025439732"," 0.276652515"," 0.022443500"," 0.61327394"," 0.1544511711"," 1.018942589","-0.083385703"," 0.1752430207","-0.159074176"," 0.298819545","-0.159246158","-0.005326173","-0.9440550734","-0.282289079"," 0.157432242","-0.369305800","-0.681336174","-0.132923816","-1.042046723","-0.004165385","-0.154633021"," 0.542548707"," 0.110424416","-0.659424167","-0.364422979","-0.411608131","-0.5036667398","-0.194258044"," 0.013698317"," 2.457125e-01","-0.12448520"," 0.158426497"," 0.293035518","-0.2861795928"," 0.566730926"," 0.265138970","-0.113160805","-0.022332822","-0.818891612","-0.140637942","-0.652405328"," 0.600901893","-0.16618245"," 0.234110345","-0.0331439558"," 1.000167018"," 1.177685035"," 0.030288333"," 0.319523105"," 0.20285799","-0.0685787996",4,3,"W_7"
"W7_H12"," 0.226112742"," 0.044145324"," 0.310847661"," 0.75318358"," 0.2778749671"," 1.0446922237"," 1.001388714","-0.667052827"," 0.488418735","-0.059778765"," 0.0867501321","-0.592922306"," 0.372018864","-0.091797171"," 0.5351234439"," 1.086263136","-0.0335626363","-0.899939682"," 0.225449479"," 0.6213434781","-0.6775704658"," 0.362881825"," 0.077029511","-0.089769655"," 0.560461531"," 0.005148386"," 0.154437603"," 1.277160916","-0.2685187847","-0.558812508"," 0.120982976","-0.173511093"," 0.136241915"," 0.113887391"," 0.438123692"," 0.17280701","-0.099433582"," 0.1125879648"," 0.02111293"," 0.1484667042"," 0.2293722206"," 0.222782763","-1.122856023"," 0.129268281","-3.364588e-01","-0.100070547"," 0.1875950237","-0.157771881","-0.131618919"," 0.332386531"," 0.024431584"," 0.392132439"," 0.56402747"," 0.5046630668"," 0.725791375","-0.113723835"," 0.2337814305","-0.654950805"," 0.937556489","-0.587417394","-0.088438367","-0.6881613844","-0.431159423","-0.116970406","-0.337020270"," 0.761013895","-0.417405280","-1.284844311"," 0.272881896"," 0.121430153"," 0.469710991"," 1.238355113","-0.745848850","-0.496387639"," 0.058639805","-0.2217604617"," 0.252681375","-0.509766225","-1.203511e-01","-0.32104685"," 0.697377664"," 0.514901357","-0.4343693802"," 0.400707881","-0.180346920","-0.501379156","-0.482758533","-1.318920253"," 0.190326638"," 0.131612931"," 0.837012238"," 0.08333718","-0.063712113","-0.4389759572"," 0.081820314"," 0.660779556"," 0.100307957","-0.241735475"," 0.11710607"," 0.1537100453",4,3,"W_7"
"Staurosporine_H1"," 0.151460335","-0.064570748"," 0.389469770"," 0.53638397"," 0.0730580830"," 0.4388526852"," 0.797540903","-0.555632340"," 0.296171209"," 0.354288032","-1.0847930649","-0.567336863"," 0.426362602"," 0.056513161"," 0.1550873585"," 0.135530505"," 0.6623366257","-0.032082640"," 0.789366495"," 0.3646994350"," 0.7445384228","-0.005730501","-0.462880285","-0.370467188","-0.843969820","-0.330259724"," 0.151544025"," 0.020725293"," 0.2403129143"," 0.085988870"," 0.605947479"," 0.147652696"," 1.460407789"," 0.007250381"," 1.013402912"," 0.10126437","-1.206067988"," 0.3147255423"," 1.15366070"," 0.2334420482","-0.0893759857"," 1.006196741"," 0.052512162"," 0.312088032","-7.874631e-01"," 0.460933960","-0.4924031256"," 0.085547390","-0.160559812"," 0.048974931"," 0.600709864"," 0.069979702"," 0.07676512"," 0.2180301372","-0.068172860"," 0.007658657","-0.9848395293","-0.623439903"," 1.040383596"," 0.395118365","-1.217710253","-0.2183534513","-0.732406617","-0.257737955"," 0.020260163"," 0.342799909"," 0.097514473"," 0.482262193"," 0.179256424"," 0.642098552"," 0.222853313"," 0.757715046","-0.069386369"," 0.365375641","-0.043726844"," 0.3364182634"," 0.151440897","-0.112724108"," 5.127875e-01"," 0.67751398","-0.271658078","-0.350150417","-0.0471356010","-1.081005648","-0.639373929"," 0.157947241","-0.655628997","-0.273936558"," 0.007843345"," 0.207601080"," 0.457207086"," 0.57636729","-1.099107988","-1.0490072368","-0.649904744"," 0.621936392"," 0.064185601"," 0.769998250","-0.07316901"," 0.4175059432",5,4,"Staurosporine"
