X;ArtTP1;ArtTP2;ArtTP3;ArtTP4;ArtTP5;ArtTP1c;ArtTP2c;ArtTP3c;ArtTP4c;ArtTP5c
PF3D7_1123900;-0.847;-1.39;-2.07;-1.939;-2.301;-1.177;-1.049;-1.707;-1.842;-1.804
PF3D7_1124000;0.4805;-0.068;-0.0675;0.2525;-0.3765;0.4465;0.435;0.064;-0.459;-0.179
PF3D7_1124100;0.496;0.614;0.150666666666667;0.0956666666666667;-0.336666666666667;0.667666666666667;0.655666666666667;0.431333333333333;-0.115333333333333;-0.437333333333333
PF3D7_1124200;-0.141;1.0245;0.0815;0.44;0.1545;-0.4075;0.3485;0.343;0.5075;0.4415
PF3D7_1124300;0.0375;0.234;0.3245;0.673;0.0785;0.2585;0.1345;0.0105;-0.5685;-0.505
PF3D7_1124400;-0.346;0.853;0.243;0.799;0.315;-0.153;0.534;0.345;-0.161;-0.274
PF3D7_1124500;0.0335;0.2795;0.1285;0.662;0.6375;-0.2695;0.202;-0.0945;-0.295;0.014
PF3D7_1124600;0.245;1.971;1.465;1.6175;1.2895;0.3275;0.8145;0.699;0.085;0.6095
PF3D7_1124700;-0.89;-0.301;-1.043;-0.783;-1.021;-0.819;-0.697;-1.371;-1.774;-1.938
PF3D7_1124800;-1.26;-0.694;-0.502;0.025;-0.61;-0.941;-0.996;-1.332;-1.855;-1.75
PF3D7_1124900;-0.573;0.394;-0.952;-0.741;-1.585;-0.696;-0.199;-0.452;-1.34;-1.536
PF3D7_1125100;0.4895;0.174;0.2615;0.5735;0.2525;0.646;0.81;0.3125;-0.1145;-0.075
PF3D7_1125200;-0.309;0.782;-0.239;0.234;-0.452;-0.669;0.016;0.149;-0.333;-0.243
PF3D7_1125300;-0.306;0.7605;-0.053;0.075;-0.234;-0.120333333333333;0.0366666666666667;-0.274333333333333;-0.626666666666667;-0.834666666666667
PF3D7_1125400;-1.448;-1.0985;-0.8145;-0.6875;-1.148;-1.282;-1.107;-1.7165;-2.153;-1.9665
PF3D7_1125500;-1.015;-1.133;-1.625;-1.997;-2.049;-1.141;-0.377;-1.19;-1.625;-1.175
PF3D7_1125700;-3.3205;-1.479;-1.177;-0.437;-0.882;-2.946;-2.0095;-0.909;-0.049;0.7095
PF3D7_1125800;-4.459;-4.243;-2.117;-1.433;-1.645;-4.6965;-3.372;-1.3675;0.328;1.2915
PF3D7_1126000;-0.3845;0.512;-0.1395;0.3275;-0.525;-0.3475;0.0355;-0.592;-0.58;-1.3105
PF3D7_1126100;-0.5925;0.694;0.306;0.0905;-0.1355;0.706;0.9665;0.595;0.026;-0.2305
PF3D7_1126200;-0.523;-0.962;-1.309;-1.855;-2.289;-0.836;-0.412;-0.896;-1.461;-1.291
PF3D7_1126300;-0.28;0.5525;-0.091;-0.028;-0.016;-0.159;0.114;0.1845;0.119;-0.255
PF3D7_1126400;0.048;0.841;-0.676;0.137;-0.357;0.103;-0.193;-0.606;-1.069;-0.993
PF3D7_1126500;-0.520333333333333;-0.8045;-0.865;-0.783666666666667;-1.12233333333333;-0.603333333333333;-0.471666666666667;-0.87;-1.023;-1.18466666666667
PF3D7_1126600;-1.143;-0.478;-0.4565;-0.2275;-0.398;-0.783;-0.627;-0.677;-0.631;-0.038
PF3D7_1126800;-1.115;-1.157;-0.3745;-0.018;-0.164;-0.2855;-0.1825;-0.4715;-0.399;-0.1845
PF3D7_1127100;1.082;1.847;0.205;0.368;-0.558;1.203;1.289;0.874;-0.114;-0.476
PF3D7_1127300;-0.261;0.268;0.018;0.052;-0.079;0.061;0.137;0.135;-0.901;-0.359
PF3D7_1127500;0.6235;0.599;0.7575;1.4125;1.0505;0.915;0.834;0.6905;0.4445;0.527
PF3D7_1127600;-0.871;1;-0.254;0.081;0.082;-0.522;-0.11;0.242;0.261;0.55
PF3D7_1127800;-0.407;-0.058;-0.0413333333333333;0.0836666666666667;-0.205666666666667;-0.262666666666667;0.017;-0.223;-0.734666666666667;-0.969
PF3D7_1127900;-1.727;-0.6425;-0.909;-0.225;-0.288;-1.552;-0.7885;-0.407;0.0155;0.3685
PF3D7_1128000;-0.335333333333333;0.114333333333333;0.016;-0.0226666666666667;-0.517333333333333;-0.233666666666667;0.274666666666667;-0.00366666666666666;-0.161;-0.262
PF3D7_1128100;-0.037;-0.019;-0.665;-0.441;-0.793;0.119;0.114;-0.142;-0.891;-1.059
PF3D7_1128300;-0.4915;-0.421666666666667;-0.2345;-0.0165;0.342;-0.01;-0.342333333333333;-0.677;-0.849;0.179333333333333
PF3D7_1128400;0.595;0.281;0.0995;-0.0305;-0.4005;0.3285;0.3465;-0.157;-0.6045;-0.8525
PF3D7_1128500;-0.7915;-0.1685;-0.3425;-0.8295;-1.1605;-0.6315;-0.5175;-1.0065;-1.414;-1.6065
PF3D7_1128600;-0.818;0.407;0.8265;1.705;1.2995;-1.464;-0.2365;-0.512;0.018;-0.3925
PF3D7_1128700;0.9035;1.373;0.851;0.8465;0.722;0.6975;1.143;1.238;0.611;0.962
PF3D7_1128900;0.187;1.0315;0.448;0.3125;0.569;0.106;0.8295;1.0045;1.1335;1.1875
PF3D7_1129000;-0.114;-0.039;-0.211;-0.113;-0.69;-0.22;0.429;-0.011;-0.346;-0.238
PF3D7_1129100;-1.4145;-1.035;-1.0885;-0.5085;-0.8775;-1.279;-1.0535;-1.2015;-1.075;-0.567
PF3D7_1129200;1.4615;0.8535;0.482;0.7425;0.4605;0.778;1.065;0.8295;0.266;0.3935
PF3D7_1129300;-0.0476666666666667;1.15633333333333;0.800333333333333;1.11;0.881333333333333;0.414666666666667;0.419666666666667;1.12433333333333;1.23733333333333;1.42233333333333
PF3D7_1129500;0.207;0.32;0.524;0.7465;0.1445;0.2925;0.7285;-0.1335;-0.664;-0.843
PF3D7_1129600;-1.285;-0.4275;0.37;1.145;8.7495;-0.181;-0.841;-0.435;1.3025;0.386
PF3D7_1129700;-0.203;0.522;0.416;0.651;0.142;-0.266;0.614;0.041;-0.229;-0.492
PF3D7_1129900;-0.998;-0.367;-0.317;-0.2025;-0.56;-0.7215;-0.7175;-1.0695;-1.357;-1.449
PF3D7_1130000;0.1025;-0.365;0.0275;-0.1715;-0.352;-0.465;0.092;-0.6555;-0.8935;-1.2205
PF3D7_1130100;-0.388;-0.78;-1.054;-1.195;-1.516;-0.479;-0.525;-0.938;-1.347;-1.51
PF3D7_1130200;0.974;-0.059;-0.058;-0.591;-1.342;-0.353;0.343;-0.711;-1.355;-1.098
PF3D7_1130400;0.3685;0.9095;0.275;1.063;0.6985;0.568;1.103;0.9215;0.9495;1.055
PF3D7_1130500;0.297;0.2505;-0.3115;-0.324;-0.6715;0.056;0.687;0.642;0.181;0.1045
PF3D7_1130600;-0.988;-1.56;-1.518;-1.435;-1.656;-1.514;-1.298;-1.8085;-1.7155;-1.5375
PF3D7_1130700;-0.386666666666667;0.904666666666667;0.478;0.803666666666667;0.274333333333333;0.349;0.576666666666667;0.245333333333333;-0.413;-0.424333333333333
PF3D7_1130800;-0.304;1.461;-0.3455;-0.416;-1.037;0.522;0.513;-0.288;-0.28;-0.5955
PF3D7_1130900;-0.827;0.889;0.1075;0.4415;0.4;0.153;0.3745;0.398;0.031;0.2955
PF3D7_1131000;0;-0.256;-0.49;-0.419;-0.914;-0.998;-0.217;-0.555;-0.865;-1.703
PF3D7_1131100;0.483;1.523;1.0615;1.6085;1.201;0.6135;1.039;0.995;0.8495;0.8045
PF3D7_1131200;-0.221;-0.575;-0.603;-0.522;-0.348;-0.232;-0.131;-0.38;-0.218;-0.261
PF3D7_1131300;0.148;0.703;-0.016;-0.063;-0.5155;0.6345;0.3315;0.0165;-0.5355;-0.774
PF3D7_1131400;0.258333333333333;0.355;0.118666666666667;-0.0253333333333333;-0.350333333333333;0.166333333333333;0.161333333333333;-0.047;-1.43933333333333;-0.77
PF3D7_1131500;-0.682;0.224;0.273;1.826;1.786;-0.692;-0.597;-0.526;-0.66;-0.591
PF3D7_1131600;0.07525;3.7398;0.1822;0.3798;3.4826;-0.62675;-0.0578;0.3778;-0.24525;2.9868
PF3D7_1131800;-0.543;0.00666666666666666;0.212;0.44;0.0153333333333333;-0.316666666666667;-0.392;-0.192333333333333;-0.223333333333333;0.23
PF3D7_1131900;-0.6075;-0.704;-0.429;0.246;0.0025;-0.6615;-0.3645;-0.493;-0.679;-0.06
PF3D7_1132000;0.267;0.491;0.3995;0.7885;0.3945;-0.146;-0.0375;-0.0885;-0.0675;-0.014
PF3D7_1132100;-0.3075;-0.1295;-0.3395;-0.6875;-0.24;-0.95;0.096;-0.021;-0.67;-0.273
PF3D7_1132300;0.237;-0.457;-0.296;-0.44;-0.082;0.689;1.056;0.1;0.037;-0.34
PF3D7_1132400;0.4685;0.0866666666666667;0.724;0.199666666666667;-0.291333333333333;-0.327333333333333;0.0483333333333333;0.0103333333333333;-0.546666666666667;-0.451
PF3D7_1132600;0.2595;0.844;0.2735;-0.0475;0.151;0.5975;0.655;0.4485;-0.7805;0.3565
PF3D7_1132700;0.169;1.003;0.601;0.439;0.098;0.569;0.382;0.181;-0.119;-0.517
PF3D7_1132800;-0.285;0.057;-0.221;-0.798;-0.133;-0.006;0.097;0.549;0.763;0.568
PF3D7_1133000;0.385;0.28;-0.117;0.237;-0.216;0.436;-0.03;1.018;1.606;1.561
PF3D7_1133100;-1.526;-1.573;-1.2435;-0.7575;-0.9365;-1.4745;-1.2885;-1.6285;-1.713;-1.593
PF3D7_1133200;0.7905;0.736;0.44575;1.2725;0.77775;0.46925;0.58725;0.723;0.143;0.02425
PF3D7_1133300;0.246;1.495;0.772;1;0.646;0.629;1.07;0.954;0.976;0.688
PF3D7_1133400;-2.6455;-1.3745;-0.97;-0.0265;-0.712;-2.3575;-1.454;-0.5265;0.2805;1.6185
PF3D7_1133500;-0.4355;0.531;0.1955;0.3505;-0.204;-0.187;0.5805;0.348;-0.0115;0.267
PF3D7_1133600;-0.3215;-0.5355;-1.007;-0.459;-0.968;-0.261;-0.4455;-0.7155;-1.1475;-0.89
PF3D7_1133700;-2.4015;-0.87;-0.5995;-0.376;-0.788;-2.2345;-1.818;-2.069;-2.151;-2.3065
PF3D7_1133800;0.05;0.822;0.319;0.4565;0.061;0.23;0.4255;0.294;0.128;0.1355
PF3D7_1133900;0.0615;0.432;0.84175;0.868;0.556;-0.00425;0.60725;0.12125;-0.355;-0.341
PF3D7_1134000;-0.7075;-0.817;-0.3455;-0.1255;-0.968;-0.877;-0.582;-1.3465;-1.926;-1.73
PF3D7_1134100;0.9645;1.262;0.75;0.6395;0.4485;1.019;1.279;0.9825;0.4475;0.205
PF3D7_1134200;-1.41766666666667;-1.427;-0.753666666666667;-0.846333333333333;-1.12766666666667;-1.39566666666667;-0.853666666666667;-1.34866666666667;-1.81933333333333;-1.98466666666667
PF3D7_1134300;0.577;1.395;1.7445;2.131;1.43625;0.629;0.926;1.05625;0.75275;0.591
PF3D7_1134500;-0.0973333333333333;0.234;0.106;-0.0403333333333333;-0.000666666666666672;0.351333333333333;0.602;0.126;0.0533333333333333;0.0776666666666666
PF3D7_1134600;-0.975;-0.652;0.843666666666667;0.841;0.259;-0.984333333333333;-0.508333333333333;-0.688666666666667;-0.741;-0.928
PF3D7_1134700;-2.156;-0.863;-0.993666666666667;-0.902666666666667;-0.776666666666667;-1.38766666666667;-0.937333333333333;-1.07533333333333;-1.60833333333333;-1.20133333333333
PF3D7_1134800;0.2815;0.389;0.6755;0.57;0.6605;0.66;0.6745;0.5655;-0.246;-0.04
PF3D7_1134900;0.7725;0.391;-0.049;-0.169;-0.388;-0.1115;0.282;0.562;0.374;0.2305
PF3D7_1135000;0.556;0.564;-0.485;0.688;0.014;0.625;0.945;0.513;-1.294;0.454
PF3D7_1135100;0.3015;1.029;0.827;1.0875;0.8785;0.3305;0.529;0.8655;0.939;1.074
PF3D7_1135300;-0.138;-0.1615;-0.8115;-0.4425;-0.7335;0.2155;0.49;0.021;-0.0905;-0.3705
PF3D7_1135400;0.724;0.212;-0.038;0.507;-0.315;0.115;0.537;0.268;-0.312;-0.416
PF3D7_1135500;-0.006;1.11;0.991;0.684;-0.007;0.077;0.709;0.129;-0.399;-0.073
PF3D7_1135800;-0.562;0.472;-0.749;-0.601;-1.142;-0.324;-0.35;-0.43;-0.528;-0.629
PF3D7_1135900;0.713;1.077;0.45;-0.05;-0.062;0.762;1.301;0.902;1.102;1.118
PF3D7_1136000;0.406333333333333;1.083;1.30983333333333;1.561;0.9475;0.3685;0.839666666666667;0.720166666666667;0.458;0.298166666666667
PF3D7_1136100;-0.7385;-0.15;-0.338;0.035;-0.024;0.236;-0.014;0.658;-0.2855;-0.0365
PF3D7_1136200;0.3615;0.876;0.555;1.3735;0.937;0.3225;0.4065;1.149;1.4505;1.692
PF3D7_1136300;0.206;0.6555;0.387;0.5895;0.2265;0.0895;0.54;0.07;-0.143;-0.3775
PF3D7_1136400;-0.421;-0.434;-0.1515;0.3725;0.008;-0.3595;0.143;-0.1915;0.097;0.6375
PF3D7_1136500;-0.155;0.934;-0.3;0.244;-0.261;0.01;0.174;0.452;-0.526;0.674
PF3D7_1136600;-1.078;-0.812;-0.5765;-0.019;-0.605;-1.4235;-0.774;-1.25;-1.1315;-1.1215
PF3D7_1136700;-0.3805;0.533;0.4725;0.807;0.3605;-0.2295;0.031;0.478;0.9925;1.1725
PF3D7_1136800;0.192;0.327;0.321;-0.068;-0.02;0.555;0.482;0.192;-0.283;-0.22
PF3D7_1137100;-0.446;-0.103;-0.331;-0.791;-1.376;-0.917;-0.849;-1.171;-1.454;-1.962
PF3D7_1137200;-0.2065;0.968;0.8225;1.2555;1.0875;-0.1785;0.5155;1.16;1.6595;2.178
PF3D7_1137300;-0.505;0.751;-0.109;0.145;-0.3375;-0.299;0.078;-0.4075;-0.725;-0.2015
PF3D7_1137400;-0.6085;-0.3795;-0.59;-0.00900000000000001;-0.77;-0.1575;-0.1195;-0.935;-0.641;-0.7885
PF3D7_1137500;0.964;0.938;0.814;1.023;0.91;0.704;1.048;0.856;0.55;0.33
PF3D7_1137600;-1.80775;-1.336;-0.34375;-0.20175;-0.72325;-1.1645;-0.63175;-0.49425;-1.119;-0.92025
PF3D7_1137700;-0.8665;0.253;-0.428;0.234;0.558;-0.912;-0.115;-0.6555;-0.345;0.162
PF3D7_1137900;-1.42075;0.49125;-0.47725;-0.1635;-0.38125;-0.8215;-0.37575;-0.43775;-0.27;-0.10725
PF3D7_1138000;0.2078;0.864;1.257;1.3964;1.3186;0.1002;0.968;1.233;1.2146;1.2882
PF3D7_1138400;0.436857142857143;1.18642857142857;1.23114285714286;1.30828571428571;1.208;0.499428571428571;1.09485714285714;1.26028571428571;0.858857142857143;1.06742857142857
PF3D7_1138500;0.262;1.7555;1.1405;1.3015;1.356;0.2885;0.626;0.905;0.6625;0.5125
PF3D7_1138600;0.129;-0.009;-0.2805;-0.1125;-0.618;0.1865;0.361;0.0465;-0.5335;-0.934
PF3D7_1138700;-1.27366666666667;-0.705333333333333;-0.670333333333333;-0.533;-0.9325;-1.712;-1.519;-0.648;-0.191333333333333;0.575
PF3D7_1139100;-0.532;0.195333333333333;0.109333333333333;0.139666666666667;-0.0196666666666667;-0.53;-0.0876666666666667;-0.482333333333333;-1.14866666666667;-0.99
PF3D7_1139200;-0.4635;-0.644;-0.431;-0.528;-0.449;-0.01;-0.0705;-0.427;-0.6235;-0.722
PF3D7_1139300;-1.162;-0.648;-0.577;-0.02825;-0.457;-1.25925;-0.8365;-1.2945;-1.61625;-1.718
PF3D7_1139500;-1.734;0.0355;-0.717;0.084;-0.3755;-1.078;-0.2335;-0.5;-0.7005;-0.0915
PF3D7_1139600;-0.6615;-0.851;-1.252;-0.343;-0.8145;-1.3725;-0.1645;-0.7915;-0.431;-1.177
PF3D7_1139700;-0.0255;-0.058;-0.2395;-0.0855;-0.307;0.1905;0.5265;0.2055;0.1565;0.2435
PF3D7_1139800;0.39175;0.917;0.77375;1.06925;0.52775;0.66775;0.78575;0.421;0.065;0.0225
PF3D7_1139900;-0.586;-0.41;-0.195;-0.183;-0.428;-0.98;-0.07;-0.626;-0.98;-1.24
PF3D7_1140000;0.14275;0.6225;0.19025;0.56325;0.41175;0.5335;0.33325;0.19675;-0.01525;-0.087
PF3D7_1140100;0.155;1.629;0.264;0.458;0.455;0.631;0.713;0.877;0.944;0.272
PF3D7_1140200;0.653;1.405;1.355;1.61;1.02;0.726;0.81;0.593;0.302;0.248
PF3D7_1140300;-0.019;0.3125;0.1215;-0.128;-0.183;0.2355;0.2235;-0.2035;-0.1985;-0.422
PF3D7_1140400;-0.119;-0.131;0.21;0.157;0.947;-0.082;0.652;0.095;1.005;1.349
PF3D7_1140500;-0.418666666666667;-0.1785;0.133;0.841;0.624;-0.114333333333333;0.291666666666667;0.165666666666667;0.283333333333333;0.235333333333333
PF3D7_1140600;-0.114;0.441333333333333;0.240666666666667;0.397666666666667;0.417333333333333;0.0506666666666667;0.718666666666667;1.05866666666667;1.223;1.50833333333333
PF3D7_1140700;-1.079;-0.2;-0.3745;0.0975;-0.17225;-1.00225;-0.38925;-0.68325;-1.3405;-0.73325
PF3D7_1140800;-0.9545;-0.4795;-0.1655;0.2475;-0.0665;-0.447;-0.033;-0.2735;-0.172;-0.1985
PF3D7_1140900;0.728666666666667;1.1125;1.69066666666667;1.87233333333333;1.331;1.063;1.26866666666667;0.883666666666667;0.471333333333333;0.604333333333333
PF3D7_1141000;-0.634;0.6735;0.523;0.62;0.4325;-0.2375;0.204;-0.1375;-0.503;-0.5945
PF3D7_1141100;-0.462;-0.581;-0.32225;0.4375;0.3515;-0.1175;-0.337;-0.426;-0.56975;-0.7965
PF3D7_1141200;0.811;1.084;1.1;1.309;0.508;0.681;0.979;0.759;0.618;0.554
PF3D7_1141300;0.182;1.2605;0.8605;1.0585;0.8665;0.123;0.8365;0.75;0.53;0.181
PF3D7_1141400;1.189;1.806;0.863;1.279;1.057;1.093;1.265;0.95;0.551;0.031
PF3D7_1141500;0.127;1.248;0.384;0.475;0.282;0.56;0.467;0.523;-0.716;0.476
PF3D7_1141700;-0.106;0.272;0.171;0.03;-0.37;-0.299;-0.048;-0.401;-1.027;-1.602
PF3D7_1141800;0.91;1.677;1.443;1.711;1.462;0.847;1.271;1.414;1.528;0.982
PF3D7_1141900;-1.001;-0.3;-0.0435;0.5245;0.5295;-0.6665;-0.405;-0.7965;-0.633;-0.2995
PF3D7_1142000;-0.574;-0.441;-0.305;-0.2685;-1.2075;-0.3345;-0.136;-0.79;-1.1115;-1.0465
PF3D7_1142100;-0.0463333333333333;0.37;4.66775;-0.033;0.189666666666667;0.29275;0.264666666666667;0.17775;-0.109666666666667;-0.075
PF3D7_1142200;0.042;1.439;0.24;0.084;0.073;0.222;0.527;0.383;0.336;0.082
PF3D7_1142300;0.250666666666667;0.760666666666667;1.16166666666667;1.105;0.797333333333333;0.170666666666667;0.581333333333333;0.408666666666667;0.205;0.00433333333333331
PF3D7_1142400;0.03;0.3435;-0.1345;-0.277;-0.5915;-0.0935;0.296;-0.1005;-0.2105;-0.062
PF3D7_1142500;-1.92;-0.833;-2.319;-3.042;-2.615;-0.628;-0.39;-0.895;-1.542;-0.942
PF3D7_1142600;-2.24;-0.708;-2.23;-2.83;-2.444;-1.202;-0.72;-1.199;-3.713;-2.095
PF3D7_1142700;-1.4585;-1.5745;-1.3735;-0.842;-1.107;-1.4685;-1.0815;-1.8455;-1.794;-1.92
PF3D7_1142900;0.388;0.624;0.523;0.4955;0.3375;0.7655;0.95;0.7365;0.925;0.9285
PF3D7_1143100;-3.17733333333333;-1.23533333333333;-0.900666666666667;-0.584;-0.785666666666667;-3.06333333333333;-1.78466666666667;-0.417;0.454;1.17633333333333
PF3D7_1143200;0.347;0.529;0.986;1.01;0.678;0.3;1.147;1.104;0.818;0.62
PF3D7_1143300;-0.651;-0.746;-0.706;-0.326;-1.061;-0.775;-0.639;-0.866;-1.299;-1.117
PF3D7_1143400;0.008;0.347;-0.021;0.369;-0.235;0.033;-0.02;-0.327;-0.579;-0.721
PF3D7_1143500;-0.1695;1.3695;0.2485;0.27;-0.182;0.5445;0.945;0.7045;0.4105;-0.18
PF3D7_1143600;-0.647;-0.072;-1.006;-0.398;-0.431;-0.472;-0.013;-0.37;-0.753;-0.607
PF3D7_1143700;-0.0685;-0.4465;-0.74625;-0.10475;0.10475;-0.53625;-0.64;-0.3045;-1.15675;-0.78325
PF3D7_1143900;-0.869;-0.6675;-1.0225;-0.802;-1.143;-0.7145;-0.3635;-1.062;-1.187;-0.8495
PF3D7_1144000;-0.444;-0.048;-0.399;-0.544;-0.333;-0.444;0.161;-0.112;-0.184;-0.512
PF3D7_1144200;-0.301;0.435;-0.819;-0.108;-0.948;0.005;0.3;-0.139;-0.569;-0.837
PF3D7_1144400;-0.939333333333333;-0.287;-0.404333333333333;-0.260666666666667;-0.554;-0.873666666666667;-0.463333333333333;-0.659666666666667;-0.529;-0.188
PF3D7_1144500;-0.233;-0.294;-0.161;-0.193;-0.785;-0.404;-0.121;-0.303;-0.808;-1.024
PF3D7_1144600;0.069;0.33;0.413;0.697;-0.207;0.27;0.239;-0.233;-0.518;-0.884
PF3D7_1144700;0.077;1.266;-0.183;-0.979;-0.292;0.9;1.248;0.863;3.322;-0.047
PF3D7_1144800;0.0485;0.798;-0.024;0.428;-0.0265;0.1615;0.3075;0.2245;-0.789;-0.311
PF3D7_1144900;-0.167;0.629;0.195;-0.176;-0.097;-0.443;0.355;0.13;0.027;-0.391
PF3D7_1145000;-0.4055;0.446;-0.2645;-0.0975;-0.165;-0.272;-0.177;-0.289;-0.7135;-0.046
PF3D7_1145100;-0.1615;0.4005;0.1955;0.7875;0.5795;0.0185;0.5345;0.439;-0.551;-0.0555
PF3D7_1145200;-0.49975;0.5535;0.609;1.119;0.9155;-0.27725;0.37875;0.8035;1.14275;1.6545
PF3D7_1145400;0.3765;1.2625;0.6695;1.0875;0.938;0.195;0.9385;0.8785;0.825;0.833
PF3D7_1145500;-0.093;0.209;0.0735;0.3095;-0.397;-0.419;0.395;-0.2215;-0.6445;-1.0075
PF3D7_1145600;0.531;1.477;1.676;2.126;1.369;0.624;0.784;0.766;0.606;-0.246
PF3D7_1145700;0.519;1.232;0.8905;0.7745;0.5395;0.845;0.7945;0.7605;0.2605;0.3045
PF3D7_1145800;-1.216;-0.1415;-0.3255;0.1735;0.036;-0.717;-0.649;-1.0945;-1.5515;-1.278
PF3D7_1145900;-0.299;0.119;0.169;0.644;0.457;-0.526;0.495;0.794;0.587;0.991
PF3D7_1146000;-0.78;-0.348;-0.307;0.423;0.2765;-0.616;-0.558;-1.0255;-0.9735;-0.6615
PF3D7_1146100;-4.209;-1.026;-0.796;-1.307;-0.807;-1.447;-1.403;-0.895;-0.499;0.078
PF3D7_1146200;-1.635;-0.307;-1.114;-0.597;-0.312;-1.335;-1.11;-0.702;-0.221;0.192
PF3D7_1146600;0.214;0.4155;0.3755;0.477;0.1065;0.2205;0.5865;0.859;1.132;1.8475
PF3D7_1146700;-0.4015;0.482;0.07;0.864;0.5215;0.143;-0.118;0.6;0.332;0.23
PF3D7_1146800;-0.5218;0.4096;0.9518;1.3666;1.0544;-0.3102;0.282;-0.0232;-0.3226;-0.4158
PF3D7_1147000;-0.0458;1.13825;2.2398;2.8534;2.6712;0.5528;1.2666;1.014;0.524;0.5306
PF3D7_1147200;0.0758;1.12766666666667;1.8814;2.0132;1.9654;0.0032;0.2984;0.0402;-0.0204;0.3522
PF3D7_1147300;-0.435;0.698666666666667;0.562666666666667;0.755666666666667;0.307666666666667;0.109333333333333;0.61;0.449;-0.712333333333333;-0.33
PF3D7_1147600;0.1165;0.8155;0.885;1.1195;0.8555;0.5215;0.995;0.7825;0.5395;0.558
PF3D7_1147700;0.26;1.1;1.141;0.552;1.123;0.78;0.964;1.121;0.932;0.373
PF3D7_1147800;-0.530333333333333;0.045;4.0695;0.1495;0.30925;-1.25125;-0.504333333333333;-0.3685;-0.795;-0.86125
PF3D7_1147900;-0.042;0.35;-0.15;-0.499;0.063;0.778;1.146;0.894;0.96;0.505
PF3D7_1148000;0.795666666666667;0.208;0.777;0.791666666666667;0.450333333333333;0.817333333333333;0.837333333333333;0.243666666666667;-0.309666666666667;-0.134
PF3D7_1148900;-5.519;-3.655;-1.329;-2.433;-2.24;-4.632;-4.044;-4.594;-4.154;-3.519
PF3D7_1149000;-0.442888888888889;-0.685166666666667;0.07275;0.0639166666666667;-0.570861111111111;-0.692916666666667;-0.615027777777778;-1.14633333333333;-1.66236111111111;-1.72736111111111
PF3D7_1149100;1.867;2.453;1.6495;2.089;1.704;1.956;1.9195;1.741;0.863;0.485
PF3D7_1149200;-2.732;-1.986;-1.365;-0.5935;-0.07;-2.624;-1.7885;-0.4595;1.6035;3.255
PF3D7_1149300;0.0145;1.387;1.6145;1.5735;1.886;0.15;0.476;0.535;0.879;0.9575
PF3D7_1149400;0.431;1.929;1.905;2.093;1.394;1.274;1.513;0.952;0.033;-0.262
PF3D7_1149500;-1.009;-0.072;-0.2565;0.457;0.2725;-0.734;-0.033;-0.58;-1.1125;-0.7355
PF3D7_1149600;-2.702;-0.74;0.35;0.984;0.8345;-1.653;-1.1155;-0.591;-0.895;0.957
PF3D7_1149700;-0.562;-0.316;0.053;0.075;0.08;-0.415;-1.08;-0.785;-1.335;-1.397
PF3D7_1149800;-0.512;0.908;0.271;-0.047;0.34;-0.774;0.393;0.373;0.258;0.092
PF3D7_1150000;-0.492;-0.306;-0.113;0.255;-0.16;-0.737;-0.058;-0.09;-0.316;-0.457
PF3D7_1150100;-0.742;-0.029;-0.126;-0.399;-0.683;-1.111;-0.6;-0.444;-0.394;-0.78
PF3D7_1150200;-1.954;-0.768;-2.115;-0.737;0.29;-0.372;0;-1.737;-1.334;-1.585
PF3D7_1150300;-0.054;-0.726;-0.363;0.678;0.128;-0.322;-0.219;-0.294;0.032;0.259
PF3D7_1150400;-0.9552;-0.2446;-0.6322;-0.5768;-0.1088;-1.0508;-0.3426;-0.3444;-0.675;-0.1062
PF3D7_1200100;-1.5975;-0.697;-0.50425;-0.8975;-0.61675;-0.696;-0.48925;-0.4935;-0.86575;-0.507
PF3D7_1200200;-0.5225;0.0655;0.784;1.32;1.186;-0.548;-0.3585;-0.087;-0.047;-0.489
PF3D7_1200300;-1.128;-0.536;-1;-0.972;-1.345;-1.275;-1.444;-1.424;-2.35;-1.529
PF3D7_1200400;-1.7202;-0.8495;-1.0354;-0.991;-0.535;-1.4054;0.1984;-0.889;-1.2722;-0.604
PF3D7_1200500;-0.021;0.531;2.175;3.593;2.863;0.231;0.598;0.529;1.097;0.969
PF3D7_1200600;-1.8802;-1.3218;-1.7296;-1.4336;-1.2298;-1.8598;-1.457;-1.4896;-1.841;-1.1356
PF3D7_1200700;-5.8975;-4.344;-2.5605;-1.726;-1.991;-4.752;-5.0625;-5.3355;-3.706;-1.6035
PF3D7_1200800;-1.7195;-0.9205;-0.245;0.462;-0.146;-1.5125;-1.2305;-1.7815;-1.979;-1.2695
PF3D7_1200900;-1.684;-0.199;-0.5255;-0.4635;-0.4685;-0.4835;-0.0625;-0.711;-1.14;-1.106
PF3D7_1201000;-1.3635;-0.2485;-1.048;-0.7775;-0.886;-1.1955;-0.743;-1.0175;-1.477;-1.652
PF3D7_1201100;-3.9965;-1.092;1.0495;2.0915;1.643;-3.2865;-3.1955;-3.4915;-3.9035;-3.8885
PF3D7_1201200;-2.881;-1.287;-1.645;-1.176;-1.318;-2.552;-1.112;-1.519;-1.194;-0.132
PF3D7_1201300;-0.818;0.387;-0.199;0.595;0.428;-1.585;-0.274;-0.585;-0.423;-0.533
PF3D7_1201400;-1.599;-0.1255;0.373;0.574;0.373;-1.793;-0.406;-0.63;-1.429;-0.7065
