"","MAL13P1.124","MAL13P1.137","MAL13P1.179","MAL13P1.256","MAL13P1.322","MAL13P1.40","MAL7P1.171","MAL7P1.65","MAL7P1.75","MAL8P1.105","MAL8P1.123","MAL8P1.132","MAL8P1.153","MAL8P1.91","PF07_0074","PF08_0032","PF10_0020","PF10_0085","PF10_0111","PF10_0152","PF10_0307","PF10_0374","PF11_0090","PF11_0162","PF11_0260","PF11_0290","PF11_0435","PF11_0438","PF13_0032","PF13_0042","PF13_0095","PF13_0137","PF13_0219","PF14_0071","PF14_0112","PF14_0238","PF14_0360","PF14_0499","PF14_0552","PF14_0562","PF14_0593","PF14_0642","PF14_0713","PF14_0719","PFB0590w","PFB0920w","PFB0923c","PFC0090w","PFC0400w","PFD0285c","PFD0470c","PFD0545w","PFE0165w","PFE0205w","PFE0430w","PFE0450w","PFE0585c","PFE0815w","PFE1280w","PFE1340w","PFE1390w","PFF0200c","PFF0875w","PFF0965c","PFF1150w","PFF1155w","PFF1280w","PFI0710c","PFI1185c","PFI1425w","PFL0580w","PFL0685w","PFL0980w","PFL1270w","PFL2200w","D_class","Class","Compound"
"Artemisinin_H4","-0.120136730","-0.544859533"," 0.0874340492"," 0.500336341"," 0.1638198925"," 0.407615329"," 0.6557640047","-0.013564802","-0.379932023"," 0.016332456","-0.1735724345"," 0.4729619025","-0.297713847"," 0.369266714","-0.113968280"," 0.1837952638","-0.1805605673","-0.121170292","-0.155164176","-0.071283086"," 0.190009090","-0.089358955"," 0.082312494"," 0.080816927"," 0.3341096625"," 0.131296925"," 0.072375980","-0.0833631337","-0.171816054"," 0.5643684576","-0.41793514"," 0.2726250217","-0.252994403","-0.2386564898","-5.694946e-01","-0.162362227","-0.328058194"," 0.047086387"," 0.0478682463"," 0.37133258","-0.0510035312","-0.277224145"," 0.309741364","-0.3481250061","-0.579708013"," 0.368357081"," 0.175466953","-0.371790859"," 0.444851099"," 0.197276813"," 0.264493042","-0.001371420","-0.217208758","-0.034479725"," 0.022491275","-0.531148034"," 0.0994495341","-0.066972046","-0.000583257","-1.757324e-01"," 0.2730561030","-0.72030139"," 0.2646493187","-0.262839564"," 0.410455909"," 0.028885356","-0.449416999"," 0.029455793"," 0.443573463"," 0.424834214","-0.070503301","-0.242582301"," 0.2078493701"," 0.052079242","-0.05715017",15,14,"Artemisinin"
"Artemisinin_H6","-0.289244681","-0.236924310","-0.3419060997"," 0.513411184"," 0.4013599042","-0.049992758"," 0.7872061002","-0.200058796","-0.336169653","-0.039560959","-0.2253359536"," 0.0610043657","-0.652299010"," 0.077546386","-0.213627140"," 0.0692439861","-0.3763723628"," 0.155671304","-0.005440901","-0.103524573"," 0.153879236"," 0.141480842"," 0.112365995"," 0.270430626"," 0.2170052046","-0.013490997"," 0.042464489","-0.7788244066","-0.116368845"," 0.3875925736","-0.35562516","-0.0239017380"," 0.296516596","-0.2655940581"," 1.691683e-01","-0.428784834","-0.537234394"," 0.038273700","-0.0019783904","-0.19185821"," 0.1646572958","-0.120926890"," 0.108265157","-0.4660421477","-0.299950496"," 0.146786604"," 0.579791498"," 0.069373787","-0.220541605"," 0.310120907"," 0.524811058"," 0.400911871","-0.355416106","-0.172500218","-0.036598571"," 0.533793374"," 0.0071543666"," 0.032117277"," 0.092340771"," 5.912435e-02"," 0.2560384625","-0.95867736","-0.1515749724"," 0.314759007"," 0.306290211"," 0.105020426","-0.738003156","-0.202908607"," 0.256760314"," 0.208074738","-0.302740417","-0.745869772"," 0.5403327903","-0.041578814"," 0.52187040",15,14,"Artemisinin"
"Artemisinin_H8","-0.328692222","-0.294637686","-0.1947133604"," 0.853111417"," 0.1327420945","-0.159691515"," 0.3206546240"," 0.197540298"," 0.074849442","-0.149852071","-0.2620816862"," 0.3802154386","-0.333262880"," 0.572338252"," 0.635052979"," 0.3612624506","-0.4690675451","-0.178450590","-0.451454422"," 0.405927059"," 0.851381035"," 0.295793394","-0.016045224","-0.158229574"," 0.3277057576"," 0.178178703","-0.174687232","-0.8608523212","-0.221183078"," 0.7014883745","-0.54443588"," 0.1404182312"," 0.376687328","-0.0173695893"," 2.018674e-01","-0.798919250","-0.597512287","-0.039373523","-0.0384260810","-0.40851671","-0.1021743381","-0.746741582"," 0.279985989","-0.7399337279","-0.244245308"," 0.230850737"," 0.032920756","-0.138472595","-0.321488759"," 0.432466037"," 0.585661875"," 0.128028572","-0.282047673","-0.397087263"," 0.248216426"," 0.642114291","-0.1353195943"," 0.400330836"," 0.120062185","-7.964494e-03"," 0.5626104197","-1.35831642"," 0.1451912653"," 0.039203530"," 0.105253128"," 0.098878280","-0.116843086"," 0.124532078"," 0.647474248"," 0.154545656","-0.131160973","-1.222933362"," 0.2823224872","-0.260914937"," 0.19139239",15,14,"Artemisinin"
"Artemisinin_H10","-0.055087376","-0.135561529"," 0.0311418252"," 0.672402333","-0.0465626195","-0.399534494","-0.1583954294"," 0.683954153","-0.710284654","-0.042465873","-0.1264389251"," 0.0919440777"," 0.066496111"," 0.241052792"," 1.656505703"," 0.3972738991","-0.6091990685"," 0.143632866","-0.746690832","-0.010422120"," 0.131593293"," 0.560048922","-0.602859045","-0.267447423"," 0.5072194621"," 0.066545560"," 0.306263113","-1.6908166842","-0.507660168"," 0.2167678545","-0.64890774","-0.1636113151"," 0.084532500","-0.0024464106"," 8.149687e-02"," 0.188360188","-0.316769727","-0.408144846"," 0.1242261600","-0.31943285","-0.5681439534","-0.177377579"," 0.358056247"," 0.1377077020"," 0.103281944"," 0.166170741"," 0.130690402","-0.728081661","-0.379962947"," 0.392570623","-0.169148896"," 0.613791613","-0.392055266","-0.126208090","-0.008710034"," 0.169648740","-0.2644711795"," 0.019035389","-0.900628862","-1.565380e-03"," 0.1220376288","-1.20452025"," 0.0526798522"," 0.889346881","-0.027632947","-0.047255765","-0.060951237","-0.204606668"," 0.436974166"," 0.700183313","-1.084096741","-0.543249503"," 0.6828428735"," 0.346948961"," 0.18170327",15,14,"Artemisinin"
"MMV43TP1","-0.275157072","-1.919031212"," 0.1625214926"," 0.965778435"," 0.8377850487","-0.767356739"," 2.2523520403"," 0.196390162","-1.765816460"," 0.484142934"," 0.1355071841"," 0.6634830235","-1.824361458","-1.180920738"," 0.047810611"," 0.2927011099","-1.3189526191"," 0.210463585"," 0.443278405","-0.225727915"," 0.449821543","-0.216690353"," 0.149545108","-0.139706324"," 0.4154293582"," 0.600785037"," 0.395148550"," 1.5170860525","-1.996235327"," 0.5219965998","-1.32560479"," 0.7787225806"," 1.254031063","-0.0533904791","-9.997306e-01","-0.437946540","-0.437158727"," 0.674408867","-0.4113006770"," 1.02389443"," 0.1445662530","-0.031704732"," 0.532516448"," 0.5256420178","-1.430894871"," 1.170161451"," 1.356665620","-2.677411896"," 0.976733329"," 0.908049153","-0.111644664"," 1.272102318","-2.018483648","-0.607850456","-0.027499611","-0.697088836"," 0.4490434621"," 1.563564367","-1.823447229"," 1.078349e+00"," 1.5576767199","-2.45684398","-0.2046203049","-0.122923564"," 0.561640893"," 0.480937700","-1.819288493","-0.835530900"," 1.021566597"," 0.046379168","-1.258128805","-1.920087252"," 0.5960154637"," 0.928300466"," 0.55586829",16,15,"MMV43"
"MMV43TP2"," 0.389011985"," 0.555952702"," 0.1186841805"," 0.311928757"," 0.5428720844","-0.254319301"," 0.2061511544"," 0.305820433","-0.773107056","-0.369408725","-0.1916177796"," 0.6633683285"," 0.178678064"," 0.480817295"," 0.078009449","-0.1661924524","-0.9278934629"," 0.440136562","-0.563937672","-1.187633644"," 0.397910696"," 0.508783542"," 0.025677010"," 0.211666742"," 0.1402604019"," 0.561748952"," 0.401863526","-0.9596363282","-0.945004587"," 0.0167343352","-0.33383061"," 0.3633196345"," 1.076983481","-0.3507312530","-2.893180e-01"," 0.441453739","-0.031451854"," 0.103713131"," 0.5288970138"," 0.17397537","-0.3420367928"," 0.319404700","-0.061203338","-0.1073068981","-1.048480845"," 0.482905287","-0.577564767","-0.293848721"," 0.603589488"," 0.582814324","-0.592280970"," 0.616610514","-0.879987341","-0.546079349"," 0.385907740","-0.076247173","-0.2696149796"," 0.428932938","-1.045746832","-2.124208e-01"," 0.4926348932"," 1.00415380","-0.2442782702","-0.064031513","-0.467914934","-0.566904384"," 0.242124350"," 0.260183668"," 0.001725178","-0.190529586","-0.202434926","-0.242472176","-0.0270013993","-0.621022608","-0.34033097",16,15,"MMV43"
"MMV48TP1","-0.203625718","-0.720467197"," 0.0681404219"," 0.042536102"," 0.0225410189","-0.257202630"," 1.2453495501","-0.476677881","-0.113270107"," 0.315441364"," 0.3193210046"," 0.2970138081","-0.726752337","-0.336437550","-0.577422675","-0.1791897253"," 0.3883390724","-0.262161604"," 0.176876685","-0.430553900"," 0.017275190","-0.528890153"," 0.152143694"," 0.117190118","-0.3843709507","-0.888057422"," 0.149915044"," 0.7754005902"," 0.156137939","-0.3503424250"," 0.01787364"," 0.1801957024"," 0.122655249"," 0.4339998958","-2.427428e-01","-0.104043034","-0.219553706"," 0.208516366","-0.3371501849"," 0.98563006"," 0.1788976151"," 0.203435000"," 0.450154331"," 0.1282132818","-0.835569584"," 0.052439855"," 0.880655667","-2.945437123","-0.309459379","-0.148682665","-0.161396695"," 0.749724236","-0.316914767"," 0.016846051","-0.192378423","-0.180678051"," 0.2612403470"," 0.140385160"," 0.218222843"," 7.080128e-01","-0.0005181268","-0.49000247","-0.1714370771","-0.243014365"," 0.121312987","-0.367663794","-0.592743387"," 0.053099171"," 0.310055040","-0.019550177"," 0.054829853","-0.502026811","-0.3525183740"," 0.165210540"," 0.14545066",17,15,"MMV48"
"MMV48TP2"," 0.350709662"," 0.440562359"," 0.1106589329"," 0.224337922"," 0.4304096406","-0.414696517"," 0.2023230195"," 0.184762451","-0.325516024","-0.150732990","-0.0325467645"," 0.5552437510"," 0.046284965"," 0.135295817","-0.076454238"," 0.1935937232","-0.9388785545"," 0.503888065","-0.480976849","-0.752568316"," 0.511102752"," 0.074536715","-0.122356115"," 0.025646947","-0.3968974596"," 0.286702467"," 0.022626976","-0.2558487861","-0.781503165","-0.0069314639","-0.06557708"," 0.3520666734"," 0.628131651","-0.4110369651","-1.736365e-01"," 0.254060689"," 0.105440428"," 0.017030381"," 0.3303236881"," 0.49354025","-0.1360117238"," 0.228125548","-0.149640150","-0.0948032071","-0.999851863"," 0.406865870","-0.370845717","-0.568859238"," 0.115992165"," 0.531491242","-0.354471865"," 0.602681761","-0.649922719","-0.292749070"," 0.081549825","-0.354238736","-0.0835902832"," 0.368958546","-0.856429578"," 1.401634e-01"," 0.2601287718"," 0.76910511"," 0.0438430198"," 0.028056656","-0.391869578","-0.302053512"," 0.140822911","-0.044435020"," 0.118853160","-0.347794286","-0.108210778","-0.332551830"," 0.1623190010","-0.575997769","-0.32174989",17,15,"MMV48"
"DFMO_TP19"," 0.174430658"," 0.960711931"," 0.0239099543"," 1.119986202"," 0.1454944404","-1.169572230"," 0.2328611831"," 1.092512008","-1.976330291"," 0.066616128","-0.5795034804"," 0.7696907184"," 0.266520090"," 0.031068190"," 0.388862554"," 0.1832059721","-1.5430325873"," 0.045413859"," 1.179576401","-1.445749628"," 1.037305131"," 0.361795953","-0.146638528"," 0.045277320"," 1.0497888544"," 1.126130567"," 0.116718403"," 0.9364902572","-0.353577237"," 0.1256552688","-1.86563928"," 0.0760246112"," 0.732361477"," 0.2848862594","-2.043019e+00"," 1.023635695","-0.298273713"," 1.029183664"," 0.5925826227","-0.17081222","-0.1441684374","-0.831360522","-0.071358125","-0.4268428045","-3.501639837"," 0.972571445"," 0.663429266","-0.023981974"," 1.125165922"," 1.155000097","-1.445888223"," 0.092795480","-0.512883976"," 0.246658693"," 0.342164139","-1.451284204","-1.0270749834"," 0.908110207","-0.394195919"," 2.915346e-01"," 0.6198802668"," 0.23638261","-0.5649608797","-0.193527390"," 0.045121127","-0.176082190","-1.036930862"," 0.201661163"," 0.491639787","-0.519686098","-1.365298808","-1.555971676"," 0.4748863921","-0.121292932","-0.22953144",18,16,"DFMO"
"DFMO_TP27","-0.096675517","-0.728719366"," 0.6860368831"," 1.474462623"," 0.6911197874","-1.502158049"," 0.3877086541"," 0.802304954","-1.734444464"," 0.177763773","-0.0197421629"," 0.8468223106","-1.283236924","-1.704182522","-0.357733528"," 0.4288287084","-3.5204117956"," 0.405728030"," 3.177751578","-0.278235613"," 1.117386674"," 0.185306402"," 0.447981120"," 0.266612146"," 1.2331944942"," 1.214635264","-0.197244001"," 0.9537832241","-2.620045503"," 0.3275493920","-2.43196180"," 0.5154100218"," 0.642829574"," 0.4042682930","-2.445285e+00"," 1.373573731"," 0.047993595"," 0.934734631"," 0.1211939263"," 0.18332974","-0.1993989378","-0.109346114"," 0.390553634"," 0.2166792521","-2.313839423"," 1.530588883"," 1.317091240"," 0.254904711"," 1.125552548"," 1.791517796","-4.505518165"," 0.319487643","-1.466461350"," 0.146298140"," 0.221111608","-2.584673184","-0.4986203450"," 0.891228682","-1.306294682"," 3.879044e-01"," 0.7210307502","-0.26107566"," 0.2482913963","-0.026760735","-0.070612109"," 0.436030293","-1.479569019","-1.107115427"," 0.618532313","-0.383263648","-2.192381772","-4.223034403"," 0.9918124024"," 0.109164558"," 0.17395878",18,16,"DFMO"
"DFMO_TP34","-0.283709648","-1.791328781"," 0.4579177250"," 1.518087454"," 0.8366422952","-0.943258661"," 0.7302214197"," 0.678566903","-1.709161931","-0.085936607"," 0.0285759157"," 0.0791183100","-2.243424692","-2.611018562","-0.566557764"," 0.3813195959","-3.6264090081"," 0.490683444"," 0.913119383"," 0.039228158"," 1.083619873"," 0.407953669"," 0.810863060","-0.027879155"," 1.3628151274"," 1.208540769","-0.586168972"," 1.0978319288","-2.000442328"," 0.1577631620","-2.06214761"," 0.3609984573"," 0.744439354"," 0.3247240028","-2.057562e+00"," 1.219915079","-0.036450075"," 0.912577265","-0.4852460404"," 0.09696059","-0.0486165477"," 0.167438426"," 0.554517791"," 0.3702205613","-1.781864214"," 1.799747194"," 1.412968204"," 0.212593905"," 1.180166493"," 1.282723681","-2.681380708"," 0.413177026","-1.162902455"," 0.162827849"," 0.406236866","-2.344358628","-0.3499771417"," 1.027919782","-0.988849155"," 2.624496e-01"," 0.5333229018","-3.15623619","-0.0621104799","-0.069499281","-0.020038484"," 0.449613892","-2.048915720","-1.105710279"," 0.737125765","-0.360996809","-2.214968432","-3.546636478"," 0.9205644322"," 0.208892979"," 0.40985699",18,16,"DFMO"
"IonoTP1"," 0.377163633"," 0.577146074"," 0.0111968845","-0.093502830"," 0.0459141282"," 0.179513470"," 0.0097418197","-0.425276260"," 0.198399580"," 0.199042640"," 0.0035005336","-0.2061638167"," 0.410988977","-0.460580380","-0.216786587"," 0.2387658411"," 0.0126581656","-0.030942215","-0.162436361","-0.093327880","-0.076213048","-0.991562164"," 0.020713371","-0.042178124","-0.0008665297","-0.236017162","-0.096308134","-0.1616434818"," 0.465538786","-0.0184670068","-0.47283748","-0.0514487430"," 0.065354860","-0.2792063359"," 3.084893e-01"," 0.496069136","-0.024876883"," 0.131759644"," 0.4649689327","-0.49764827"," 0.0562253109","-0.047057766"," 0.004175686"," 0.0383507019","-0.190903144","-0.039893291"," 0.002119977","-0.025936595","-0.023658936","-0.125242893","-0.010766066"," 0.027955674"," 0.070496008","-0.173370021","-0.008244235"," 0.819876686"," 0.0109625108","-0.038205217","-0.132386860"," 7.499587e-02","-0.1096855750"," 1.11991925","-0.5098163713"," 0.191686829","-0.043140940"," 0.042204938"," 0.006529633"," 0.235846984","-0.113903367","-0.002425436"," 0.177674911"," 0.252032943","-0.0325756287"," 0.081936476"," 0.03240576",19,17,"Iono"
"IonoTP2"," 0.098505433"," 0.311851114","-0.0115394482","-0.042650211"," 0.0949630175","-0.088801456","-0.0011760972","-0.395138228"," 0.070144691"," 0.113622969","-0.0178313153","-0.2406660512"," 0.256881138","-0.044017847","-0.000185653"," 0.1046918760"," 0.3813069423","-0.033651827","-0.281276720","-0.023730281"," 0.007365444","-2.537759995"," 0.023246122"," 0.117596869"," 0.0328935788","-0.202803561"," 0.193590799"," 0.0196091837"," 0.385732163","-0.0219004864","-0.14334597"," 0.0013380566","-0.017939960"," 0.0299374458"," 7.906789e-02"," 0.188642324"," 0.008247210"," 0.102284162"," 0.0743943686","-0.06141009"," 0.0147014711","-0.112303929"," 0.100399410"," 0.0158322469"," 0.030768681","-0.069015647","-0.012504202","-0.019419145"," 0.067837657","-0.033054248"," 0.247260522"," 0.013800902"," 0.102816011","-0.066384797","-0.009178910"," 0.336543313"," 0.0313414070","-0.106756807","-0.056671884"," 2.909166e-02","-0.0927352929"," 0.67667185","-0.9313517054","-0.002376034","-0.058883992"," 0.064876360"," 0.112994092"," 0.158072107","-0.045572758"," 0.036219427"," 0.159825220","-0.177500446","-0.0929600558"," 0.112623286"," 0.02686898",19,17,"Iono"
"IonoTP3"," 0.093464461"," 0.562504053"," 0.0416743221","-0.047647270"," 0.0200781525"," 0.001565019"," 0.0004801794","-0.440944935","-0.039396185","-0.196446326","-0.0182578837"," 0.3153114483"," 0.529591743"," 0.333318636"," 0.072473136","-0.1609918218"," 0.0919786301","-0.042442340","-0.740008296"," 0.009940832"," 0.071185389","-1.257439076","-0.098570835","-0.038637610","-0.0495156815","-0.042722762"," 0.291462868"," 0.1051666561","-0.237027941","-0.0835294355","-0.14861647","-0.0355974097","-0.016070006"," 0.0370580002","-1.080767e-01"," 0.377395492","-0.063617849"," 0.073294406"," 0.1740416202"," 0.27596937","-0.1162479404"," 0.051602988","-0.055729560"," 0.0005911154","-0.146127376"," 0.048690655","-0.007460437","-0.223581631","-0.166600996","-0.019659576"," 0.002017212","-0.122139243","-0.341894335","-0.062845796","-0.027091497"," 0.324184870","-0.1222835013","-0.157927696"," 0.007903450","-4.371061e-03","-0.0915628778"," 1.66070809","-0.8848491813","-0.075583343","-0.407654530","-0.241353631"," 0.143994632"," 0.225562525","-0.054681084","-0.070213436","-0.240987716"," 0.178508294"," 0.0771303189","-0.037308968","-0.02942151",19,17,"Iono"
"IonoTP4"," 0.631064984"," 1.030015679"," 0.1063799661"," 0.063618577","-0.0426049404"," 0.170453539"," 0.0136669960","-0.533316299"," 0.087003914","-0.094021632"," 0.0629053038","-0.1330963201"," 0.980521648"," 0.578090615","-0.113684882","-0.1380928644"," 0.0939438511","-0.076916890"," 0.218154389"," 0.058509315","-0.080960900","-1.781208933","-0.039281998","-0.020184561","-0.0721615005","-0.279454501"," 0.094588077"," 0.0672731236"," 0.269508834","-0.1605863235"," 0.25685826","-0.0284036450","-0.054522043"," 0.0389502980","-1.503257e-02"," 0.025824556"," 0.041665506"," 0.042104247"," 0.1347152016","-0.15288449","-0.0498316381","-0.338370249","-0.005795300","-0.1427907942","-0.192809167","-0.058593769"," 0.016405931","-0.174656965","-0.114481393","-0.126576377"," 0.099509031","-0.025177289","-0.244205099","-0.234016385"," 0.018398107"," 0.170270524"," 0.0002375021","-0.182153044"," 0.008291304","-1.001362e-01","-0.2161347601"," 2.18954478","-1.6547790884","-0.016805679","-0.539042865","-0.159943045"," 0.386833059"," 0.190471520","-0.142825102","-0.043265716"," 0.406819899"," 0.193331160","-0.1056576564"," 0.060432156","-0.03893425",19,17,"Iono"
"IonoTP5"," 0.662901303"," 0.812178432","-0.0684146873"," 0.131210813"," 0.0345387252","-0.154919263"," 0.0703536689","-1.127907784","-0.012280390","-0.040736197","-0.0664914234","-0.1901187383"," 1.644494421"," 0.675763466"," 0.018567766","-0.1483574065"," 0.4986517642","-0.317875122"," 0.041588702"," 0.130203211","-0.160439831","-1.728970663","-0.115310187","-0.287962772","-0.2279705776","-0.979840106"," 0.195021796","-0.0023031284"," 0.137545455","-0.0056408021"," 0.17645833"," 0.0331495929","-0.083448088","-0.0871811115","-4.351399e-02","-0.122920284"," 0.216269498"," 0.069274579"," 0.0797745270","-0.07032302","-0.0783876404","-0.440275096","-0.256945941","-0.1251908052","-0.366091267","-0.064230570"," 0.012390178","-0.168858813","-0.184616457","-0.054201493"," 0.413792418"," 0.071694364","-0.616720969","-0.435678030"," 0.131805078"," 0.342424650"," 0.2022255622","-0.171806792","-0.019440294","-9.733447e-02","-0.2443699472"," 2.06431252","-1.1615081338","-0.128285099","-0.208239500","-0.106208314"," 0.701080955"," 0.220293039","-0.170516201","-0.094099128"," 0.286740139"," 0.163195975","-0.2597802544"," 0.013746188"," 0.11290492",19,17,"Iono"
