X;CycTP1;CycTP1.2;CycTP2;CycTP3;CycTP3.2;CycTP4;CycTP5;CycTP5.2;CycTP6;CycTP1c;CycTP1.2c;CycTP2c;CycTP3c;CycTP3.2c;CycTP4c;CycTP5c;CycTP5.2c;CycTP6c
PF3D7_0201500;-1.395137853;-2.117869587;-2.266401451;-1.209389867;-0.664449935;-1.521592161;-0.591771455;-0.375584733;-2.029362131;0.473518805;0.042369757;0.321138587;0.283041105;0.295462085;-0.641516992;-0.1868584;-0.163548084;-0.110391271
PF3D7_0201600;-2.266875754;-2.284844892;-1.892470689;-1.697191364;-2.291563304;-2.331085623;-2.039450902;-1.103929483;-1.702571085;-0.458832264;-0.632771974;-0.359369247;0.012108536;0.086039783;-0.307371946;1.99209379;0.644519948;0.571982473
PF3D7_0201700;-1.104962598;-1.082116254;-1.189489998;-0.802272599;-0.134419825;-1.072872334;0.006990051;-0.142321012;-0.637313795;-0.246139027;-0.08368465;-0.309870678;0.321196208;0.682358847;0.572532338;0.723196805;0.800114373;0.624802976
PF3D7_0201800;-1.355651909;-1.638455617;-1.438451964;-1.167652972;-1.073948149;-1.024167468;-1.088056729;-1.088314891;-0.995655043;-0.609323521;-0.697572061;-0.558681937;0.246242548;0.617557699;1.107224515;1.499795406;1.787093647;1.255748494
PF3D7_0201900;-1.963152614;-2.033544483;-1.765898362;-1.506961043;-1.482797705;-1.440031296;-1.401571814;-1.449141947;-1.136644317;-1.30068381;-1.225616335;-0.911892583;-0.344724858;-0.245719802;0.553659323;1.014386962;1.121908813;0.122056663
PF3D7_0202000;-1.034298476;-0.946808495;-0.643136607;-0.765774525;-0.689646994;-0.784748511;-0.302175104;0.019562717;-0.420227255;-0.440813131;-0.310071738;-0.442197926;0.610532708;0.439680944;-1.092365961;0.336370814;0.302541127;0.762394314
PF3D7_0202400;-2.656644191;-2.599165789;-2.55512861;-2.333692577;-2.134065935;-2.305375168;-1.579812143;-1.718268303;-1.852869395;-0.584688526;-0.516807723;-0.612542883;0.098814301;0.506860105;-0.197582795;0.382987613;0.312124132;0.202427828
PF3D7_0202500;-0.116535588;-0.034909122;-0.167206309;0.044785848;0.258321108;-0.099084397;0.718709518;0.020657817;0.404541304;0.435409062;0.081329966;0.588258579;1.984362402;1.905293934;2.705966053;2.122614311;2.313110485;2.961995449
PF3D7_0202600;-0.458817007;-1.431005978;-0.982143879;-0.76715397;-0.616542665;-1.105087207;-0.928627946;-0.837223666;-1.114263839;-0.25382102;-0.641005877;-0.736645536;-0.634449994;-0.686334536;-1.113646207;-1.012569032;-1.088549046;-0.567120734
PF3D7_0202700;0.705834018;0.74497011;0.884523888;0.5730268;0.72002121;0.816504291;0.344848497;0.294787944;0.164661457;0.212039743;0.086627673;0.059898252;-0.624438361;-0.403849129;-0.007181048;-0.333274408;-0.056936867;-0.131040695
PF3D7_0202900;0.312821514;0.350705921;0.489098771;0.997739058;1.001868072;0.556326061;0.623727752;0.194913306;0.44291456;0.492519805;0.305838541;0.398479831;0.118942;0.083679602;0.191079724;0.17624182;0.226644702;0.147336999
PF3D7_0203000;0.21793845;0.324170655;0.706283548;0.388125924;0.472912015;0.335778402;0.488584954;0.433329764;-0.153590547;0.426823437;0.677316232;-0.107271227;0.240187487;0.394876805;-1.066212927;-0.779489445;-0.663274913;-0.312904053
PF3D7_0203100;-0.358097707;-0.207050069333333;-0.446892855;-0.473450089333333;-0.559780075666667;-0.43034171;-0.149090151666667;-0.459992326666667;-0.422878175;0.411219925333333;0.259100074333333;0.368102490666667;0.625692501;0.37691218;0.203987187;0.598252401333333;0.624024154;0.520478699333333
PF3D7_0203300;-0.07597657;0.007925738;-0.395561038;-0.400695319;-0.261270264;-0.721595169;-0.357586678;-0.320717379;-0.980565454;-0.241232899;-0.058728157;-0.162966138;0.144630311;-0.066490617;-0.466322313;-0.022238806;-0.202442042;-0.096351569
PF3D7_0203600;0.34767588;0.39481404;0.859900885;0.010996116;0.325563479;0.562066379;-0.011794909;0.507092191;0.880179442;0.087744585;0.038498453;0.011941732;-0.611055491;-0.018612095;-0.294136142;-0.359328402;-0.340359891;-0.400920104
PF3D7_0203700;-0.573321531;-0.801169584;-0.636977021;-0.739236021;-0.788097908;-0.692926112;-0.985071534;-0.770193257;-1.359224507;-0.849495204;-1.134743937;-0.997116897;-0.237649092;-0.535364883;0.057210128;1.017618654;0.895904897;0.700102973
PF3D7_0204100;1.784827607;2.0268985985;1.5406829475;1.4941853285;1.6932267095;1.5168304055;1.1773706895;1.5940752635;1.532431383;1.533192483;1.811512019;1.643091416;0.8644672725;1.0489662705;0.1129325855;-0.9397530555;-1.020366179;-0.6842337535
PF3D7_0204200;-1.997470479;-1.848354855;-2.129984379;-1.925419274;-2.484425504;-2.10386884;-1.810574085;-2.042516083;-2.243754074;-1.657590304;-1.506448488;-1.371808498;-0.707468712;0.039480896;-2.102589127;-1.029394303;-1.206680234;-0.826719832
PF3D7_0204300;-0.687395068;-0.505381166;-0.717661594;-1.150315743;-0.733974292;-0.572789091;-0.355660324;-0.434329996;-0.630299748;-0.731941413;-0.512995752;-0.792339864;0.059328684;-0.112026236;-0.347052368;0.323894996;0.102567161;0.39892162
PF3D7_0204500;0.271617811;0.17672257;0.47981068;0.299638006;0.226462231;0.48438036;0.348573014;0.290427255;0.34067952;-0.340145261;-0.133961445;-0.146834294;-0.320923502;-0.013979439;0.184808809;0.417932581;0.448365184;0.433551836
PF3D7_0204600;0.067403135;-0.190831301;0.044286046;-0.473512296;-0.469530507;-0.192859653;-0.026245423;-0.06900474;-0.421180582;-0.365893673;-0.602365558;-0.268757396;-0.402458779;-0.400579445;0.092214897;0.142729581;0.151711341;0.239481424
PF3D7_0204700;-0.416934792;-0.394700764;-0.347140935;-0.417710339;-0.371157549;-0.301232695;-0.779161445;-0.639126681;-0.665926724;-0.856890018;-0.728913602;-0.72853471;-0.613136486;-0.577568316;0.140761166;0.010547596;-0.050422625;-0.188684717
PF3D7_0204900;0.516869591;-0.079619759;0.207168121;0.139175976;-0.384614541;-0.123670663;-0.288960113;-0.100409217;-0.303152189;-0.532918156;-0.585807806;-0.283932955;-0.944366618;-0.813180949;-1.125672763;-1.300088452;-1.028219404;-0.802392136
PF3D7_0205300;-0.5452417465;-0.243044579;-0.233597142;-0.4098860025;-0.5837729905;-0.4056874445;0.0263496705;-0.380898678;0.047900566;-0.20454256;-0.1858271315;-0.150909423;-0.320617144;-0.059848879;-0.7303604655;-0.0090660445;-0.044828991;-0.2797809185
PF3D7_0205400;-0.368722586;-0.302955028;-0.313450616;-0.430786155;-0.434584358;-0.201658978;-0.335333814;-0.614344901;-0.566571614;-0.342549918;-0.263488515;-0.467451305;-0.019952854;-0.450095659;-0.137221564;0.202251347;0.38774738;0.110351476
PF3D7_0205500;-0.052522532;-0.020691685;0.1353758;0.035500379;-0.03402108;0.118773177;-0.284149424;-0.123920732;0.048738342;-0.126117302;-0.027799167;-0.053916202;-0.26606132;-0.036333754;0.4850308;0.461116373;0.667444316;0.515594215
PF3D7_0205600;0.751338949;0.80462361;0.917759036;0.786409592;0.720363553;0.89909896;0.425171551;0.308458516;0.515620178;-0.094635211;0.070189351;-0.188546677;-0.096044866;-0.266303542;0.494534334;0.081355145;0.104196928;-0.004445049
PF3D7_0205700;-1.2084623755;-1.4552321615;-1.3766627055;-1.288641692;-1.1490159815;-1.1321630215;-1.7258759225;-0.7538676955;-1.1393683615;-0.3907426355;-0.181453679;-0.377590366;0.2371480815;0.05910337;-0.056119635;0.456586515;0.46423049;0.4900504235
PF3D7_0205900;0.524586494;0.577925355;0.394779461;0.178462083;0.204865365;0.162179117;0.269607597;0.230011215;0.025366236;0.179633711;0.073359776;-0.100726198;-0.202225284;-0.566242396;-0.578234834;-0.921561297;-0.953523303;-0.544581305
PF3D7_0206000;-0.821534529;-0.787638546;-0.517156392;-0.988322701;-0.649483311;-0.917712806;-1.01228468;-1.035008959;-1.007681807;-0.054798381;-0.098558689;-0.058352452;0.07470439;0.017722774;-0.233160788;-0.001674892;-0.175722142;-0.220521964
PF3D7_0206100;-0.0406748435;-0.110602821;-0.061093192;-0.0098903835;-0.112821659;-0.078635549;-0.038204952;0.0210900115;0.132005301;-0.128721957;-0.1595925655;-0.3768670565;-0.0754519985;-0.0998565215;0.152372425;0.3018802165;0.34143115;0.3841452595
PF3D7_0206200;1.029155839;1.498320632;1.24426612;1.536505332;1.329105221;1.861389197;0.95023779;1.285571842;1.541514602;1.252428193;1.384800651;1.385293768;1.375319855;1.059309899;1.923245774;1.639653834;1.691263578;1.70351598
PF3D7_0206300;-1.4861470975;-1.5496417335;-1.546672807;-1.155743764;-1.075155595;-1.3812133635;-1.122791474;-1.0407269405;-1.105026768;-0.5257506735;-0.4235187665;-0.420118298;-0.0970055645;0.1206909005;-0.575693837;0.140094432;0.1336026595;0.418642835
PF3D7_0206500;-0.954645734;-0.790875671;-0.70872997;-1.40554418;-1.266454602;-1.605972036;-1.163699341;-1.300704132;-1.723699217;-0.065124074;-0.326528071;-0.199922397;-0.009495983;0.217142196;-0.645006109;0.118807757;0.097921826;0.0214207
PF3D7_0206600;0.022272838;-0.080141347;0.150240163;0.272373422;0.123327053;0.313288669;-0.258976611;-0.153833154;0.207442399;-0.432467412;-0.281087997;-0.188850313;0.105002836;0.264920134;1.287157676;0.813910344;1.075486319;0.647366975
PF3D7_0206700;0.13986452;0.265606782;0.349302132;0.104008229;0.35667524;0.311633356;0.10566914;0.176887716;0.30083034;0.121510453;0.265138834;-0.151395046;0.590315565;0.205357723;0.745470481;0.910168849;1.059333329;0.867804446
PF3D7_0206800;3.56784582;3.50586264;3.762545405;4.917715324;4.838266669;4.853687547;3.532186781;4.721661516;5.091020171;4.10735433;4.354238969;4.220348832;3.701245369;3.823092738;3.984215243;0.819706819;0.683247747;0.882260561
PF3D7_0206900;1.51713914;1.623053247;1.956019697;1.581266677;1.457130661;1.933461126;0.85821512;1.487935578;1.737687249;0.49940495;0.752345419;0.70833669;0.374306281;0.359677075;0.9699497;0.749875265;0.719894627;0.463221023
PF3D7_0207000;2.65417881;3.300570752;3.090811882;3.39691863;3.070497356;3.48121607;1.733808981;2.508312224;3.159180968;1.982906877;1.808020705;2.114440019;0.716645955;0.74698851;1.492820274;0.02588906;0.061138029;-0.22444652
PF3D7_0207100;2.006379399;1.913681023;1.881145297;1.968380428;1.761740184;1.937688343;1.329451419;1.934307837;1.994606316;1.070902556;1.215179034;1.23935672;0.366928644;0.416633943;-0.19619148;-0.394851212;-0.406751216;-0.078270651
PF3D7_0207200;0.19625948;-0.367906925;0.486317175;0.145729106;0.569242186;0.618266263;-0.183619286;-0.20368494;0.677074732;0.064343814;0.059818443;-0.406271683;0.399743776;0.149620789;0.119986486;0.248256524;0.497102778;0.579030819
PF3D7_0207400;1.939980576;2.965520288;2.6797061545;2.2572056975;2.089610032;2.7303634265;1.6902637485;2.178604268;3.0447129535;1.9429800185;2.2663685505;2.172589204;0.800873308;0.5632019435;0.4206296655;-1.342647258;-1.307911515;-1.117513838
PF3D7_0207500;2.072835957;2.719477465;2.733232387;2.059687765;2.646899572;2.238859976;1.535993063;2.024297523;2.410713993;1.575925124;2.4851305;1.035812281;0.536185403;0.787881726;0.229499159;-1.24318292;-1.102564026;-0.862886064
PF3D7_0207600;4.109991587;4.153870302;4.765559471;4.931727967;4.835363776;4.928729617;3.65643355;4.488395654;5.077438233;4.384754531;4.246833984;4.384971992;2.134099473;2.079659639;0.964679368;-0.961391634;-1.095516816;-0.587273498
PF3D7_0207700;1.605561451;1.266135162;2.422112322;1.815934504;2.149773561;2.204168614;1.687072976;1.685933633;3.363647941;1.092302995;1.469245993;1.218396258;0.358328881;0.424163812;1.386667928;-0.4315543;-0.627780574;-0.750048595
PF3D7_0207800;0.879689461;0.865684803;1.290652876;1.035354153;1.244451569;1.388404372;0.905156198;1.311021694;0.800671149;1.368417335;1.668295776;1.869676617;0.534289453;0.634022066;0.325525813;-0.947108257;-1.027190425;-1.14846046
PF3D7_0208000;0.500055611;0.072926339;1.428528159;0.70638185;-0.245178554;0.880258275;0.115619632;0.811633933;0.592023896;0.43935281;0.4012588;0.370500326;0.344215629;-0.468309351;1.043123904;-0.963150175;-1.236898977;-1.849031587
PF3D7_0208100;0.57470531;0.3199105215;0.5679697385;0.815882781;0.489032972;0.654463206;0.4583957075;0.4202425975;0.1732317395;-0.138112057;0.1294064145;-0.130612139;-0.141756673;-0.1197703405;-0.054829074;-0.3815781705;-0.314937349;-0.2833332065
PF3D7_0208200;-0.892316666;-0.968165243;-1.010784797;-1.016657622;-0.977376236;-0.833272933;-1.376836947;-1.011745857;-0.949284874;-0.658338849;-0.624028025;-0.494474823;-0.454310918;-0.296646767;-0.148573369;0.095824102;-0.017732301;-0.237633472
PF3D7_0208300;-0.907931563;-0.802648091;-0.490870636;-0.399385794;-0.602222117;-0.396726682;-0.443079258;-0.359864867;-0.300214292;-0.156681094;-0.167695164;-0.689666079;0.126417856;-0.036695934;0.554459611;0.48712882;0.638098044;0.664702872
PF3D7_0208400;-0.934460288;-0.596605031;-0.681436899;-1.126356769;-0.867955262;-1.085705897;-0.546106379;-0.555596604;-0.606633497;-0.090839321;-0.053742843;-0.114169828;-0.512184899;-0.207399074;-0.878645371;-0.725889667;-0.797693272;-0.599265446
PF3D7_0208500;1.646091886;1.757472166;1.895134392;1.430129469;1.560006282;1.776470826;0.852094229;1.016313167;1.373320812;0.170521369;0.291111459;0.135871359;-0.482376589;-0.381287838;-0.256804354;-0.94469156;-0.943528971;-0.95764138
PF3D7_0208600;0.798245052;0.914203485;0.647445847;0.368190185;0.782569381;0.541227267;0.376652681;0.980929558;0.663609106;-0.146568321;-0.023440577;-0.496891343;-0.324166482;-0.425918323;-0.357646164;-0.523767783;-0.569479819;-0.456848015
PF3D7_0208700;0.248253509;0.274820984;0.693049722;0.291530888;0.253362276;0.393518058;0.23864039;0.406265166;0.139210847;-0.287630553;-0.243411734;-0.226486218;0.015713129;-0.076731803;0.487117522;0.673497146;0.653701492;0.413785677
PF3D7_0208800;0.139955142;0.004148188;0.024392515;0.139158773;0.155845819;-0.065817719;-0.030476786;-0.126790391;0.204628611;-0.23282562;-0.347672779;-0.190479211;-0.274755406;-0.17548551;0.702400428;0.248727195;0.162900444;0.232103544
PF3D7_0208900;0.281454106;-0.103279122;-0.196206657;-0.36713566;0.264810074;0.105534601;-0.386725207;0.34927041;0.122401946;-0.081645982;-0.279382996;-0.508172445;-0.138678741;-0.324972395;0.444542467;0.402272876;0.094462291;0.026104888
PF3D7_0209100;-0.538281399;-0.564252879;-0.492123059;-0.47045303;-0.575905365;-0.337412836;-0.6324888;-0.422140265;-0.558896511;-0.051921526;-0.152581529;-0.003274322;-0.174587105;-0.019294144;-0.157725893;0.126219137;-0.055018245;-0.212183124
PF3D7_0209200;-0.032758175;0.052443634;-0.059832103;-0.125759707;0.046663623;0.096585477;0.075208361;0.156530216;0.109192366;0.096162071;0.065225594;-0.408866006;0.028607742;-0.20923447;0.200899039;0.23012288;0.275707799;0.238726875
PF3D7_0209300;0.353491365;0.2399204725;0.141254314;0.127181446;-0.1263629695;0.071492287;0.060966293;0.0959264225;0.0431494385;0.054946979;0.136166636;0.1298890255;-0.02992393;-0.046797055;-0.350061732;-0.1214774885;-0.304149271;-0.199820609
PF3D7_0209500;-0.43675813;-0.442501589;-0.526580745;-0.382968775;-0.45168909;-0.2252561665;-0.3672447125;-0.405367573;-0.475893373;-0.4147237955;-0.3848768325;-0.463124001;-0.5599209635;-0.4436213375;-0.457023927;-0.2544835405;-0.2304669125;-0.308572846
PF3D7_0209600;1.077298669;1.459535779;1.148992395;1.193618267;1.285814594;1.431491981;0.889338956;0.952682517;1.27915783;1.071975103;1.150596348;0.684979424;0.682693827;0.782398416;1.700807653;-0.25278671;-0.105259448;-0.51691377
PF3D7_0209700;-1.044891517;-1.263187198;-0.803832137;-0.975312864;-1.017122639;-1.185539627;-0.755204498;-0.734500313;-1.189005812;-0.582428133;-0.578067389;-0.545469132;0.371573594;0.206098362;-0.432810341;0.511390846;0.529144787;0.975403906
PF3D7_0209800;-0.06052308;0.033307542;0.0223304355;0.0003695325;-0.0546946465;-0.1330495235;0.0798815115;0.360638668;0.0600430535;0.088703642;0.146654278;0.3830155065;0.1687710295;0.3232277305;-0.1342833535;0.051228315;0.070298299;0.4003208695
PF3D7_0210000;0.483291854;0.431346228;0.347998368;0.602116178;0.623660409;0.482196211;-0.005404255;0.613314216;0.474799837;-0.214937923;0.051517814;0.121517758;0.238160989;0.160680863;0.946589286;0.740022122;0.585233068;-0.085944525
PF3D7_0210100;-0.044453623;-0.024829835;0.267911532;-0.099153572;-0.163198897;-0.173528854;-0.08406474;-0.218343776;-0.249700374;-0.550617246;-0.37429681;-0.3192138;-0.311097031;-0.264957015;-0.626584672;-0.182195871;-0.330579133;-0.236506997
PF3D7_0210200;-0.806373735;-0.744201094;0.107645326;-0.092430068;-0.274443998;-0.255659807;-0.346389436;0.02945125;-0.138266849;0.103491783;0.288027099;-0.147769929;-0.251156034;-0.880996006;-1.726592566;-1.066841841;-1.267264356;-0.909001007
PF3D7_0210300;1.046631601;1.50648741;1.549257444;1.006658327;0.875580364;0.938910923;0.371558438;0.343619675;0.638513644;-0.291220725;-0.599723208;-0.276800363;-0.953517889;-1.083442467;0.30049825;-0.311295949;-0.38245494;-0.666673108
PF3D7_0210500;-0.12205293;-0.14667721;0.012514682;-0.181227991;0.142612802;-0.142414586;-0.321605463;-0.244098646;-0.007574207;-0.110261729;-0.138019146;-0.220818433;-0.183513441;-0.652118811;-0.455032959;-0.032291699;-0.260847059;0.143820818
PF3D7_0210600;1.1780517145;1.3200915195;1.439725444;1.4254667495;1.412789874;1.7124165625;2.1133641195;2.0237061135;1.8047667145;1.1643384885;1.504145095;1.3013969405;1.478434672;1.4266579495;2.127233658;1.9632804495;2.3299621385;1.4809810095
PF3D7_0210700;0.520592832;0.59710815;0.910255572;0.698212733;0.555730549;0.533895426;0.03726672;0.456075855;1.027455668;0.533720297;0.564280026;0.780015539;0.334232188;-0.157293194;1.075110611;0.963561409;0.599983459;0.508064679
PF3D7_0210800;-0.409163743;-0.491287416;-0.637836963;-0.005584912;0.003395519;-0.087410185;-0.691786057;0.417851509;-0.033872521;0.293363472;0.200649014;0.014330364;0.615737171;0.694383972;0.822663354;1.115965595;1.290495104;1.09003894
PF3D7_0210900;0.06114558;0.022108195;0.029135979;-0.087813483;-0.104448581;-0.081990046;-0.10385708;-0.054483735;-0.054583607;0.349442521;0.396462201;0.172454666;-0.035564823;-0.260691247;-0.14824527;0.003822819;0.071928191;0.004807442
PF3D7_0211200;0.953187879;1.109068874;1.370809713;0.589565612;0.566027534;0.925880243;0.458459203;0.508631802;0.59582697;-0.083069867;0.109107379;-0.195707493;-0.421260039;-0.421629373;-0.14121631;-0.485198023;-0.50495836;-0.485735471
PF3D7_0211300;1.259902285;1.150395216;1.567558138;1.195820011;0.85695039;1.062141522;-0.528067094;0.583655688;0.945951804;0.055437599;0.084249733;-0.074821648;-0.374380296;-0.499704675;0.44546593;-0.063066283;0.173346871;-0.261793797
PF3D7_0211500;0.622287674;0.34026745;1.325020014;0.760100943;0.563601481;0.582551089;-0.25094065;0.760391045;0.577927291;0.608110929;0.378512911;0.400747737;-0.390082589;-0.866805439;0.034479156;-0.065064977;-0.297783828;-0.287595383
PF3D7_0211800;0.158505372;0.220261551;0.313517847;0.220901743;0.051686949;0.21406998;0.200131299;0.164777053;0.20518053;0.073884656;0.069575801;0.170120268;-0.05488825;-0.339805193;-0.795550442;-0.348063571;-0.289561365;-0.097473034
PF3D7_0211900;2.182589639;2.319807892;2.291077797;1.769265789;2.211171041;1.948791493;1.315297906;1.604720212;2.146684831;0.580633309;0.484870507;0.419848075;-0.365972867;-0.650642566;-0.311311935;-0.208259122;-0.351086052;-0.599786182
PF3D7_0212000;1.136314251;1.36189145;1.322537014;1.667926031;2.08149505;1.89793888;0.916181732;1.409360034;1.673762212;0.098471876;0.217190768;0.113944814;-0.295402286;-0.620450767;0.375066259;-0.787545776;-0.393542324;-0.721615497
PF3D7_0212100;-0.291786307;-0.23048953;-0.052802147;-0.226871482;-0.384421492;-0.180091164;-0.488699355;-0.051993605;-0.381534516;0.021307614;0.085725433;-0.01426087;-0.342174393;-0.347247405;-0.669566055;-0.550922055;-0.574378854;-0.393583424
PF3D7_0212300;0.190186034;0.098189798;0.156939359;0.08127447;0.013773403;0.098184351;-0.240049814;-0.104598411;-0.112773593;-0.633031983;-0.478899904;-0.583519963;-0.258347236;-0.36082049;-0.01515442;0.339099118;0.418633665;0.130179497
PF3D7_0212400;0.048989078;-0.022510953;-0.146957303;-0.037579503;-0.191875331;-0.141846543;-0.125355942;-0.140770102;-0.112803263;0.057345065;0.212927015;-0.086481798;0.038747708;-0.162656081;0.080350396;-0.349898777;-0.3032527;-0.087282468
PF3D7_0212500;-0.066935964;-0.1074208;-0.229226219;-0.28030169;-0.354032982;-0.398331989;-0.31662349;-0.276118255;-0.397389749;0.136685864;0.246665958;0.105451454;-0.05116436;0.227159748;-0.33112029;-0.364405834;-0.275284464;-0.124991549
PF3D7_0213100;0.260545289;0.323047128;0.472546726;-0.13009638;-0.16565223;0.0161711;-0.141834298;-0.362716282;-0.250248124;-0.190667824;-0.062136727;-0.664387624;-0.353575354;-0.257457724;-0.003091008;0.215142364;0.181115777;0.017842804
PF3D7_0213500;-0.478983841;-0.848546136;-1.0619014;-1.504421103;-1.206429443;-1.568323207;-0.777044061;-1.006742756;-1.056178227;-0.158998659;-0.25579395;-0.25063365;-0.262916594;-0.149833029;-0.583723876;-0.218853948;-0.39735046;-0.528760787
PF3D7_0213600;0.001234237;-0.319837726;0.266908955;-0.124736523;0.611880083;0.095249742;-2.803868123;0.720501581;0.144228724;0.209708737;0.308170455;-0.017587784;0.055859522;-0.155459694;0.014962934;0.364727836;0.362955811;0.13876495
PF3D7_0214000;-0.390979034;-0.398758774;-0.552171438;-0.839429767;-0.90205349;-1.047134125;-0.619519553;-0.733136863;-1.195234069;-0.360691839;-0.352942789;-0.539467468;-0.584841841;-0.580451021;-1.338167608;-0.556810156;-0.564602533;-0.307255081
PF3D7_0214100;-0.329484631;-0.180544832;-0.27981249;-0.159681365;-0.082730428;-0.147476579;0.065217274;0.061502221;0.112493178;0.355652911;0.490334803;0.417874628;0.262097335;0.363747677;-0.074612534;-0.20451951;-0.208290312;0.041613576
PF3D7_0214300;-0.463423428;-1.286473559;-1.115032979;-0.854547183;-0.82247808;-1.263054845;-0.926311141;-0.6520855;-0.894974714;-0.212335104;-0.067783699;-0.145475837;0.394563529;-0.117458012;-0.862630829;0.367473671;0.342807593;-0.423869651
PF3D7_0214400;-1.856331895;-3.376002043;-2.466155972;-2.370684071;-2.091204036;-2.759674012;-1.760603717;-1.752679696;-1.89902159;-1.006248353;-1.176726545;-0.815007241;-0.417774838;-0.05130841;-1.96633323;-0.038560748;-0.56565862;-0.453614868
PF3D7_0214500;-0.913891248;-1.39355375;-1.300341564;-1.407832352;-1.435377262;-1.904568528;-0.949713477;-1.104995164;-1.109284087;-0.4942177;-0.444227549;-0.676393246;-0.416381905;-0.204230733;-0.20510665;0.049486486;0.131858054;0.184965442
PF3D7_0214600;0.510502165;0.650554101;0.402924759;1.723692967;-0.01776185;1.211976665;0.858803308;1.167002673;1.600137396;1.561179143;1.624511084;1.354950389;0.805815581;1.753472697;2.078967438;2.23729185;2.025408055;1.837620313
PF3D7_0214700;0.695974337;0.89182412;1.247149117;1.268871228;1.121478784;1.135721725;0.491778264;1.012946317;1.471565571;0.658735186;1.107292552;1.133559576;1.611773973;1.735919758;2.467271303;2.25283422;2.490209318;1.981236012
PF3D7_0214800;-0.204734873;-0.166686423;-0.233602006;-0.300349145;-0.300637347;-0.113522158;-0.346367236;-0.301897663;-0.290895588;-0.011601152;-0.183682039;-0.116120221;0.468699749;0.811288492;1.002575281;1.232752836;1.345707139;1.272845083
PF3D7_0214900;1.28576761866667;1.35819276966667;1.37237452433333;1.506203841;1.14692045866667;1.637698103;1.00134771833333;1.49562107133333;1.82784791566667;1.18171706366667;1.313224491;1.335463011;1.321307409;1.83507246933333;1.96188067633333;1.184637568;0.963161034666667;1.072521115
PF3D7_0215000;-1.075072168;-0.712539603;-0.191042014;-0.409048118;-0.429377601;-0.42214834;-0.140264731;-0.153318903;-0.27382294;-0.312093255;-0.645107383;0.06952223;-0.672171769;-0.401608027;-0.326427373;-0.484965252;-0.537559565;-0.839125844
PF3D7_0215100;-0.109052264;-0.036115483;0.26522055;-0.053262647;-0.118068638;0.151886427;-0.422356586;-0.245678864;-0.101811894;-0.491370674;-0.603870603;-0.603342904;-0.640108169;-0.445913842;0.157178276;-0.097115992;-0.428021732;-0.441020177
PF3D7_0215400;-0.100834322;-0.011845512;-0.050995644;-0.130333083;-0.029250169;-0.17138538;-0.228480215;-0.192703399;-0.150951073;-0.34876333;-0.324962564;-0.252303321;-0.243289801;-0.058788403;-0.056782093;-0.657798704;0.2277332;0.378159007
PF3D7_0215500;-0.649883457;-0.76461948;-0.273149309;-0.606111294;-0.32562831;-0.61371306;-0.628483915;-2.263132629;-0.081498112;-0.219906065;-0.219059552;-0.145575661;0.342097457;0.025052444;0.398374699;-0.037010205;0.222906771;0.380298489
PF3D7_0215600;-0.477570758;-0.668675781;-0.337860079;-0.547057115;-0.602743813;-0.389449784;-0.593299886;-0.527352173;-0.473851185;-0.188370831;-0.167641727;-0.15820806;-0.234283096;-0.714741246;0.225885082;0.123132317;-0.144732765;-0.226943432
PF3D7_0215700;-0.22099688;-0.142014386;-0.4254337;-0.208370664;-0.244010439;-0.367347417;-0.384240162;-0.127260969;-0.190277783;0.236185351;0.085436687;0.171612111;-0.297382811;0.056481172;-0.411493673;-0.037387581;-0.002799669;0.207295373
PF3D7_0216200;-1.063742669;-1.271469165;-1.037736439;-0.7958037445;-0.8941972285;-0.7621976475;-0.870659466;-0.1767093805;-0.798596416;-0.637619703;-0.9038779275;-0.402420121;-0.2844453525;-0.1426260675;-0.0714551;0.225333755;0.137624343;0.259238732
PF3D7_0216300;-0.863033452;-0.791871998;-0.284269779;-0.886711989;-0.518845394;-1.037118006;-0.214049982;-0.618014183;-0.648019151;0.28238673;0.371541376;-0.00934577;0.099388992;-0.342329714;-0.464536343;-0.079198865;0.033263754;0.142952087
PF3D7_0216400;0.789022672;0.571234426;0.242318849;0.146636745;-0.529087984;-0.164375433;-0.570777655;-0.429785119;-0.046413456;0.317026471;0.102113801;0.649431391;-0.377484644;-0.382924602;-0.345264138;-0.665919885;-0.699678292;-0.495028627
PF3D7_0216600;0.125598842;0.133827507;0.147699195;0.367131544;0.458449017;0.424723971;0.256041382;0.305042639;0.506140588;0.214559725;0.067510387;0.137480302;0.275601587;0.518462967;1.319147139;0.61041272;0.744782071;0.477694831
PF3D7_0216700;0.577077721;0.466338046;1.011969955;-0.908335459;1.001620202;0.889713878;0.449606481;0.812657205;-0.522148128;0.348506298;0.293805782;0.278626741;-0.284878214;0.267833201;-0.121854673;0.259386963;-0.234844659;0.002899066
PF3D7_0216800;0.912230231;1.786889199;1.337440607;1.15121997;1.358867496;1.318883257;0.480439532;1.276872179;1.284807075;1.061236643;1.255342314;1.343871898;0.459632555;0.644384816;0.351366579;-0.315423988;-0.155400731;-0.345585462
PF3D7_0216900;-0.966432713;-2.781919194;-0.801120793;-0.951580246;-1.715835026;-0.902998224;-0.502176599;-0.63332396;-0.550232026;-0.376428025;0.201886513;0.048076511;0.341654489;0.000936486;-0.170357134;-0.221314329;-0.438633324;-0.409608546
