X;MMV_43TP1;MMV_43TP2;MMV_48TP1;MMV_48TP2;MMV_TP1c;MMV_TP2c
PF3D7_0530900;-0.859489652571429;-0.337235592625;0.210271592625;-0.419482197571429;0.68079415875;-1.088721436
PF3D7_0531000;0.2675521755;0.3832877015;-0.3087773855;0.182129183;-0.830558036;0.2150366065
PF3D7_0531100;-0.802914553;-0.543798319125;0.224293173375;-0.71769214675;0.72068135825;-1.18917020325
PF3D7_0531200;0.346531941;-0.591242249;0.144834203;-0.63860768;0.421589803;-0.344035786
PF3D7_0531300;-0.631648656;-0.387156909;0.446696842;-0.54361042;0.410338273;-0.079023623
PF3D7_0531400;0.3346947035;0.47825626375;0.1381235565;0.43446944475;0.35376418475;0.423003711
PF3D7_0532100;0.823286572;0.37327461;-0.106069265;0.278889232;-0.333465816;0.032895262
PF3D7_0532200;0.226445324;0.240761915;-0.229831879;0.294505484;-0.855484968;0.554858007
PF3D7_0532400;0.172201971;0.477310169;-0.678333041;0.500269975;-1.2362228845;0.4916779785
PF3D7_0532500;0.956201946;0.339260353;-1.335713552;0.648816994;-1.792273549;0.719991514
PF3D7_0533000;0.497563632;1.80566794;-0.394600113;1.425417734;-0.895949299;0.942340701
PF3D7_0533100;0.745292472444444;0.69373057325;0.0498318998333333;0.63365231;-0.0125826421428571;0.468241374777778
PF3D7_0600200;-0.4487639055;0.9252683128;-0.078941346;0.722598189;-0.190243147;0.38996902625
PF3D7_0601200;1.281541216;-0.475014199;-0.36901609;-0.008131462;-2.158272839;0.944059192
PF3D7_0601700;-0.659305594;-0.083835902;-0.844507326;-0.112119771;0.182033859;-0.320407199
PF3D7_0601900;-0.086380498;-0.016610073;-1.531516867;0.231232896;-2.195750135;-0.281130105
PF3D7_0602000;0.2059544928;0.14346098625;0.13659541825;-0.0476231844;-0.041343121;-0.2648371308
PF3D7_0602100;0.51973099;0.91212819075;-0.16362763875;0.65296207675;-0.46111559125;0.38564132075
PF3D7_0602200;-0.124965611;-0.409548726;-0.224582271;-0.526175922;-0.315912352;0.100357699
PF3D7_0602300;0.695362825;0.396358052;0.110001723;0.400223782;-0.182536478;0.738190675
PF3D7_0602400;0.0567945176666667;-0.439191953666667;-0.240528972666667;-0.479478644333333;-0.362414277333333;-0.262250028
PF3D7_0602500;1.1173556995;0.2470115865;-0.0211948245;0.5355492685;-0.0348422975;0.534804118
PF3D7_0602600;0.35162533525;0.57579696625;-0.57465012625;0.62085362525;-0.659793194;0.51619476675
PF3D7_0602700;-0.190060875;1.1618401805;-0.430472053;0.5542244455;-0.8061133325;0.6415034365
PF3D7_0602800;-0.100001689;1.002975273;-0.20203988;1.0021905485;-0.3989249655;0.637575223
PF3D7_0602900;-0.221262438;0.191320658;0.3037080575;0.0781574065;-0.004330409;0.043768322
PF3D7_0603000;0.355295499;0.7315276815;0.532474094;0.8133876255;0.7864409635;0.684086323
PF3D7_0603100;-0.3089073585;-0.2453688065;0.298665265;0.00029208;0.3492249875;-0.1153452015
PF3D7_0603200;0.008795134;-0.9217228705;0.2383809175;-0.583305909;0.4946498525;-0.296216021
PF3D7_0603300;1.0908088835;0.720310394;-0.0972394895;1.015434113;-0.824726354;1.125343891
PF3D7_0603400;0.787609688;0.77448556925;-0.34956038525;0.61062062575;-0.95407150175;0.113474468
PF3D7_0603500;0.0338517445;-0.3674262465;1.162616156;-0.8669034385;0.763168921;-0.381616941
PF3D7_0603600;-0.207315270166667;0.679190772714286;-0.0839346824285714;0.546371827142857;-0.309225948666667;-0.0519968261428571
PF3D7_0603700;-0.00834698;-0.223862982;0.5880512145;-0.404239159;0.8080851035;-0.613827117
PF3D7_0603800;-0.391874594833333;-0.8648358765;0.443761836;-0.931259465666667;0.288806770333333;-1.050922211
PF3D7_0603900;0.127940711;0.095620999;-0.2912271195;0.336603758;-0.004220653;0.3334000795
PF3D7_0604000;0.470074805166667;-0.357523106;0.106639841666667;-0.044384659;0.0533766121666667;0.320735165666667
PF3D7_0604100;-1.815124268;-1.562604982625;0.376506822875;-1.738169247125;0.788047628625;-2.385521994125
PF3D7_0604200;0.263083322;-1.033784091;-0.095358835;-1.407951988;0.230097172;-0.715764253
PF3D7_0604300;0.544864685333333;0.0555905106666666;0.798182397666667;0.0645127313333333;0.535696807;0.305536803
PF3D7_0604500;0.255584979444444;0.231111767;-0.200874175666667;0.203515583777778;0.065185265;-0.156878411333333
PF3D7_0604600;0.341741594;-0.33330277575;0.445398626;-0.409445056;0.2600138588;0.2487381534
PF3D7_0604700;0.018014458;0.973226;0.258454314;-0.527245101;0.389272773;-0.215653036
PF3D7_0604800;0.3904061124;-0.0702922666;-0.0539015742;0.1726956236;-0.552771647;0.7641134708
PF3D7_0604900;0.223315447;-1.061768897;0.161414825;-0.888387499;0.239021697;-0.137610282
PF3D7_0605000;-0.157221824;-0.341500383;-0.153646157;-0.065035932;-0.036155748;0.1343352
PF3D7_0605100;0.452236326333333;0.251973582333333;0.0698345196666667;0.0172565636666667;-0.699520071;-0.131850292666667
PF3D7_0605200;0.324996349;0.282252361;0.359278138;0.065373975;0.167104513;0.072421446
PF3D7_0605400;-0.363373335;-0.686736581;0.46276022;-0.68352334;0.105371496;-0.581233247
PF3D7_0605500;-0.5941724705;-0.516527582;0.686098186;-0.666434591;0.4042248395;-0.597823559
PF3D7_0605600;0.866414689;0.562232971833333;0.19782548575;0.8713847982;0.43285595975;0.3195764035
PF3D7_0605700;-1.278678388;-0.811232378;1.162017588;-0.979989258;0.023231513;-0.914955806
PF3D7_0605800;-0.000969666000000011;-0.541090282857143;0.243948876428571;-0.585636269285714;0.536477664142857;-0.224414443857143
PF3D7_0605900;-0.935619218;0.618052909;0.014457608;0.503465002;1.422591956;0.127154175
PF3D7_0606000;0.43407474;0.979541743666667;-0.807689601666667;0.947493632;-0.853531384333333;0.305494537666667
PF3D7_0606100;0.030466621;-0.0919628385;-0.1096730655;-0.0333295925;-0.2319896575;-0.142657885
PF3D7_0606200;0.133139525;-0.408967632;-0.133764479;-0.223049028;-0.129749326;-0.127500448
PF3D7_0606400;0.548168866;1.391811304;-0.729145013;1.04962058;-0.953999587;0.750813055
PF3D7_0606500;0.207525497;0.5535861745;-0.255251993;0.3900662125;-0.5002643495;0.13097393
PF3D7_0606600;0.456659122142857;0.636421442857143;-0.299614130285714;0.300554080285714;-0.322007006571429;0.0771572778571429
PF3D7_0606700;-0.0227629316;-0.0045542722;0.0477236562;0.1059276158;-0.1513907288;-0.0866794876
PF3D7_0606800;-1.005874655;-0.777808697;0.318905485;0.312541119;0.557526867;0.06774199
PF3D7_0606900;0.353930685;-0.119695514;0.226960605;-0.018538997;-0.275376356;0.280430248
PF3D7_0607000;0.407438108666667;0.361078430333333;-0.335544068;0.160097112333333;-0.324529842333333;-0.299745816333333
PF3D7_0607100;0.544468111;0.5530826725;-1.058697712;2.632700161;-0.0689849555;0.157930224
PF3D7_0607200;-0.1434191485;-0.2430582805;0.82372473;-0.122870074;0.2162774895;0.1254409715
PF3D7_0607300;-0.428963943;-0.5402677455;0.6070274955;-0.3491932815;0.700929026;-0.393058803
PF3D7_0607400;0.4003596345;0.288081617;0.4923621445;0.3874222515;-0.1898322575;0.5206009565
PF3D7_0607500;0.812577144;0.6567679465;0.733173345;0.505481916;0.1519258225;0.4949967635
PF3D7_0607600;-1.311430805;-1.92713559033333;0.571659922333333;-1.964676233;0.743452092333333;-1.501316423
PF3D7_0607700;-1.275537694125;-0.853115694375;0.584161295285714;-0.704674224875;0.772526255875;-1.20712357775
PF3D7_0607800;0.224555705;-0.83021331;-0.2524492175;-0.511406615;0.233613405;0.1800268955
PF3D7_0607900;0.0593256196666667;-0.991693790666667;0.112219877666667;-0.791210159333333;0.263019576333333;-0.456980488
PF3D7_0608000;1.165341506;1.654075886;0.216719286;1.492614082;-0.147363372;1.729725799
PF3D7_0608100;-0.023498473;-0.4000793265;0.01657491825;-0.4094608595;0.04625933025;-0.17843830175
PF3D7_0608200;-0.00976877;-0.675452565;0.31642125;-0.895131615;-0.221882628;-0.397620022
PF3D7_0608300;0.440712218333333;0.186544025666667;0.219495539166667;0.154010702166667;0.308282636833333;0.544807368333333
PF3D7_0608400;0.154660269;-0.976760145;1.296832743;-0.889743691;0.878504038;-0.611189682
PF3D7_0608500;-0.387669596;-1.357725127;0.26085226;-0.965683561;-0.237926099;-0.55722499
PF3D7_0608600;0.428250677;-0.214168285;-0.200851725;-0.166095624;0.411344261;-0.036404114
PF3D7_0608700;0.587151099;-0.354823575;-0.1542019485;-0.237004276;-0.191883161;0.161278198
PF3D7_0608800;1.746759859;-1.006611311;0.587862039;-0.54833228;0.2189030385;-0.416377321
PF3D7_0608900;0.506764011333333;-0.466103574333333;0.330909828333333;-0.479858828;-0.035437111;-0.264838763
PF3D7_0609000;0.203323761166667;0.292023832944444;-0.129479257222222;0.308585956666667;-0.0330705009444444;0.0133659517222222
PF3D7_0609100;-0.2485278915;-0.0803565975;-0.1254929795;0.0206815405;-0.4257525655;0.170365841
PF3D7_0609200;0.9264184775;0.9338577165;-0.251271796;0.8829894885;-0.4818490715;0.9863089755
PF3D7_0609300;0.195215534666667;-0.570884771;0.202900428;-0.382000417666667;0.235670274666667;-0.776641656666667
PF3D7_0609400;0.3839459885;0.558988839;0.0630910425;0.464613878;-0.395309282;0.7091632165
PF3D7_0609500;-0.468901767;0.1852833765;0.066981812;0.133968828;-0.031114772;0.094750995
PF3D7_0609600;-0.29420844;0.567394131;0.046551207;0.234811019666667;-0.0447712776666667;0.0188135056666667
PF3D7_0609700;-0.0450447146666667;0.791467394333333;-0.607158848166667;0.496613753166667;-0.206096834166667;-0.133269871
PF3D7_0609800;1.030517666;0.63240994;0.202877269;0.933425397;-0.287691734;0.824992457
PF3D7_0609900;-0.074164941;0.562099611;0.222176491833333;0.359953502333333;0.254549343666667;-0.00350063049999999
PF3D7_0610000;-0.419078182;-1.76763468;0.950804682;-1.330483956;0.320192444;-0.901720891
PF3D7_0610100;0.1193131245;0.258657187;-0.185449829;0.1177921265;-0.44793927;0.252762459
PF3D7_0610200;0.400909476333333;0.497753032666667;-0.233891047666667;0.353926549;-0.329509966333333;0.378464736666667
PF3D7_0610500;-0.537560288;-0.968862284;-0.194757618;-0.780355065;-0.217588021;-0.266460523
PF3D7_0610600;0.7133680265;-0.588949218;0.653972271;-0.298780992;0.0990117325;0.171395111
PF3D7_0610700;0.185593484;-0.356833819;-0.467299136;-0.177414727;-0.617761999;-0.103293631
PF3D7_0610800;0.3355704;0.1401941495;-0.2422256025;0.119308514;-0.46855704;0.284472476
PF3D7_0610900;0.2291828705;0.3045410395;-0.27526573075;0.10226640325;-0.36815939175;0.0035091715
PF3D7_0611000;-0.519861476;-0.915817879;0.989526373;-0.785255189;0.536812294;-0.613597865
PF3D7_0611100;-0.62589382;-1.657867674;0.6248142;-1.547047107;-0.646464082;-0.85242649
PF3D7_0611200;-0.5587187145;-1.104556781;0.67091618;-0.910807382;0.1971874375;-0.176364831
PF3D7_0611300;-0.225732149;-0.956381743;0.94862916;-0.488884089;0.812903842;-0.365637338
PF3D7_0611400;-0.304219024666667;0.453445377666667;-0.216013867666667;0.500802300666667;-0.285023416666667;0.529769765666667
PF3D7_0611500;0.0137075525;0.381081637;-0.2425403685;-0.170613183;0.1345090445;-0.195765185
PF3D7_0611600;-1.1543657715;-1.4641745995;0.558758472;-1.440236025;1.008850304;-1.4671679665
PF3D7_0611700;-0.217585879;-1.155589606;-1.180865509;-0.595586819;-1.367593548;-0.326873232
PF3D7_0611800;0.0258841163;0.0581388557;0.0264286086;0.3335381205;0.0024689751;0.343469166
PF3D7_0611900;0.122079103;-0.272059659;0.065108894;0.014190204;-0.224721607;0.236820871
PF3D7_0612000;-0.202057215;-0.354748328;0.343691486;-0.261560586;0.380551079;-0.230842987
PF3D7_0612100;-0.05684042;-0.2621480075;0.1362414615;0.1331997595;-0.213352409;0.258973435
PF3D7_0612200;-0.682159609166667;-0.265100099;0.348736265666667;-0.485627734333333;0.532739197833333;-1.09250572766667
PF3D7_0612400;-0.293944907;-1.038762951;0.961100319;-1.069428563;0.632079452;-0.703988787
PF3D7_0612500;0.457549132;1.033767232;-0.147276083;1.264783262;-0.417407969;0.625147488
PF3D7_0612600;-0.336687128;-0.363219107;0.0923583785;-0.3303057125;0.264066878;-0.611097251
PF3D7_0612700;-1.322651991;-0.107025215;0.037649154;-1.508462483;1.023208282;-1.270199877
PF3D7_0612800;0.3381828375;0.9176698005;0.290093663;0.928154189;-0.192358635;0.8177599105
PF3D7_0612900;0.721765743;0.4251185425;0.3166062415;0.365268602;-0.4897404015;-0.0881687555
PF3D7_0613100;-0.077673534;-0.1910025;0.588694871;0.2858902;0.611707848;0.399348401
PF3D7_0613200;-1.147031889;-2.012827462;0.094306164;-1.745122216;0.693680795;-0.636574705
PF3D7_0613300;-2.0158802015;-1.60331577;-0.16471617;-1.9203312885;0.918101309;-2.1186814585
PF3D7_0613400;-0.661702263;-1.028824038;0.004386935;-1.007654525;0.837132165;-1.375619759
PF3D7_0613500;0.8154530125;0.3067311295;0.5739499735;0.36033336725;0.368698017;0.3039185115
PF3D7_0613600;-0.968328520666667;-0.991564094666667;0.06418824;-0.916450802;0.990415281;-1.097813205
PF3D7_0613700;0.4478502315;-0.159160631;0.7191899445;-0.1410128885;0.3866289595;-0.2150264495
PF3D7_0613800;-1.28429187786667;-1.81904377133333;0.6740020478;-2.12918310193333;1.05013958046667;-2.32002422386667
PF3D7_0613900;-1.74211760757143;-1.18319022742857;-0.876639936833333;-1.34261678;1.00850841285714;-1.86822661571429
PF3D7_0614000;-0.8427246525;-1.6590723945;-0.056369131;-1.5545820735;0.675130089;-1.0705760165
PF3D7_0614100;-0.837278765666667;-0.677370120666667;0.447663131333333;-0.985654912666667;0.813351121666667;-1.01220893933333
PF3D7_0614200;0.360324591666667;0.485343253;-0.135264546333333;0.348712738666667;-0.703764575;0.554807205
PF3D7_0614300;0.338309138333333;0.573766651666667;-0.070752175;0.464418358666667;-0.561642751;0.0358514086666667
PF3D7_0614400;-0.213782435;0.305201677;-0.743230657;0.512479634;-1.794090688;0.242827671
PF3D7_0614500;-0.229143623;-0.268495568;-0.406697216;-0.543908637;-0.599757373;-0.345937957
PF3D7_0614600;-0.7124154235;-0.4518957855;0.103450227;-0.6123109045;0.746867973;-0.578299357
PF3D7_0614700;-0.388086888;-0.0310776205;0.618959415;0.1166270445;0.531571543;-0.3232110425
PF3D7_0614800;-0.0350205695;-0.658801485;0.481428104;-0.5694230615;0.684344344;-0.0054077785
PF3D7_0614900;-0.72166398425;-0.98033532275;0.6751286735;-0.915968132;0.84348869675;-0.8165050185
PF3D7_0615000;0.287881784;0.826377535;-0.223856999;0.669745985;-0.338905151;0.573913812
PF3D7_0615100;-0.039943278;0.296242037;-0.0342483955;0.289933552;-0.57310234;-0.284806907
PF3D7_0615300;-0.196112360333333;-0.579783195333333;0.896182887;-0.68564801;0.168739256;-0.746754583333333
PF3D7_0615400;-0.161868268375;-0.086454689125;0.1803861545;-0.26336679075;0.14640680825;-0.555484196625
PF3D7_0615500;-0.0831563765;-0.4310232085;0.726978067;-0.4792969;0.2858782965;-0.7340774395
PF3D7_0615600;0.19801731125;0.405785233;-0.362115766125;0.473243515875;-0.7202723755;0.357052286125
PF3D7_0615700;-0.379670332;-0.415938459;-0.465971449;-0.439425312;-0.141117299;-0.416981721
PF3D7_0615800;-0.0293913495;-0.75751446975;0.46196465125;-0.57631584075;0.70665580025;-0.4762665985
PF3D7_0615900;-0.2637715995;-0.387083315833333;-0.122899051666667;-0.5663943534;0.1973420785;-0.339097957166667
PF3D7_0616200;0.0201031535;-0.7656020955;0.5357769715;-0.832960713;0.1481706435;-0.4659372005
PF3D7_0616300;0.019088612;0.96131794;-0.868175412;0.430603607;-0.281045081;0.558552258
PF3D7_0616400;0.2632810498;0.3119303856;-0.075650959;0.3291221364;-0.3060174735;0.0598853972
PF3D7_0616500;0.661245559666667;0.66020179325;-0.504492549;0.857928221;0.300400806;0.8352379295
PF3D7_0616600;-0.3685951375;-0.958519308;0.5897643965;-0.650457249;0.333787706;-0.4750555585
PF3D7_0616700;0.596696517;0.497948182;0.2968602335;0.5415663595;-0.598370023;0.406520147
PF3D7_0616800;0.4907979315;-0.0692546305;-0.325048879;0.4473511515;-0.602579239;0.482279466
PF3D7_0616900;0.09964754225;0.335500848;-0.5073672335;0.171614042;-0.57812515925;0.21167071975
PF3D7_0617000;0.4125325515;-0.248246648;0.072473355;0.1533128185;-0.623402549;0.5627931315
PF3D7_0617100;0.5143332085;0.38568265675;-0.1931368175;0.4050826135;-0.0602737;0.35290226925
PF3D7_0617200;-0.170294273;-0.1114690275;-0.582046318;-0.1826366435;-0.247972665;-0.1552091555
PF3D7_0617300;-0.285568478;-0.620465652;1.250412447;-0.606878526;1.116973776;-0.350793811
PF3D7_0617400;0.1042250225;0.9672892928;-0.35056945525;0.855964261833333;-0.0548736763333333;0.25580411975
PF3D7_0618000;-2.35458479933333;-2.03552891466667;0.113999634666667;-1.730795907;1.05475258;-2.81209820066667
PF3D7_0618100;-0.0770649103333333;-0.542978185666667;0.147422348333333;-0.196995223666667;0.229517998;-0.129694205333333
PF3D7_0618200;-0.369590449;-0.477041844;-0.582648578;-0.144111328;-0.915451759;0.249969294
PF3D7_0618300;0.049227965;-0.623713247;-0.059540024;-0.178900592;-0.181552143;0.137796964
PF3D7_0618400;-0.212122413;0.0963355555;0.5735527645;0.063544465;-0.083648565;-0.540400649
PF3D7_0618500;-0.66455333;-0.331671399;0.109349492;-0.068763506;0.5130038;-0.457533151
PF3D7_0618600;1.224148891;-0.071935183;1.715889678;0.294301911;0.70586369;0.462105662
PF3D7_0618700;0.005505639;0.108642908;0.429661757;0.408861518;0.093522226;0.434571119
PF3D7_0618800;0.0382248253333333;-1.39356926966667;0.57953476;-0.894021821666667;0.720217106333333;-0.317188135666667
PF3D7_0618900;-0.766697415666667;-1.13642913833333;1.02814726966667;-0.840525551666667;0.647594432666667;-0.756122715666667
PF3D7_0619100;0.122161357;0.049300437;0.4448101805;0.27412061;0.006322283;0.4856490915
PF3D7_0619200;-0.082165454;0.163240963;-0.454844613333333;0.183466465333333;-0.771073175333333;0.136598034
PF3D7_0619300;0.152961755636364;-0.158760417727273;0.122385122;-0.1821490869;0.532229479125;-0.0550351885555556
PF3D7_0619400;0.456040124333333;-0.417725301;0.611830828;-0.460898639666667;0.529091814;-0.531452851666667
PF3D7_0619500;0.57663552625;0.52971892525;-0.20425151575;0.5321098115;-0.65042383175;0.31904491825
PF3D7_0619600;0.528032952;-0.358579237333333;0.0462337713333333;-0.0306616266666667;-0.00731444433333333;0.260340890666667
PF3D7_0619700;-0.748087161;-0.929775701;0.198220341;-0.788523939;0.448116064;-0.7251518705
PF3D7_0619800;0.025611772375;0.1690330525;-0.067205852375;0.296703822875;0.04929173675;0.34776293925
PF3D7_0619900;0.210302598;0.610214633;0.267294447;0.710737699;0.367159626;0.414299692
PF3D7_0620000;0.5377258705;0.56076205;-0.129064312;0.290246358;0.154230285;0.186931318
PF3D7_0620100;-0.734681629;-1.109069382;0.469357739;-0.738751903;0.838946684;-0.64891054
PF3D7_0620300;-0.513807134666667;-0.829116239666667;-0.429409375666667;-0.579856214;0.542472174666667;-0.357434975
PF3D7_0620400;-0.8679522935;-0.623043149;0.0314283445;-0.6436752155;0.7050265575;-0.62500069
PF3D7_0620500;-0.1054345905;-0.072596754;-0.3417704705;0.0367198795;-0.1093630135;0.1366745285
PF3D7_0620600;0.465005813;0.957092464;-0.003520626;1.438244918;-0.532790145;1.025777096
PF3D7_0620700;-0.5897381965;-0.3698672995;0.1817998465;-0.3687986075;1.2613821565;-0.5875873305
PF3D7_0621000;0.207122299;-0.0721443683333333;-0.782706248;-0.00625929400000001;-0.845871717666667;0.360350752666667
PF3D7_0621100;-1.02103086025;-0.94018557775;0.213682192;-0.77896645375;0.57600380375;-0.988075936
PF3D7_0621200;0.453816498;-0.093945539;-0.930903161;0.353953072;-1.051900066;0.574971418
PF3D7_0621300;0.185175123666667;0.303558372666667;-0.964353665666667;0.348001923666667;-1.22538465233333;0.235191905333333
PF3D7_0621400;0.4647355625;0.9559361135;-0.2016510295;0.790545567;-0.8582914775;0.5125532095
PF3D7_0621500;0.089560179;-0.854711732;0.374024212;-0.703060553;0.406153321;-0.097755085
PF3D7_0621700;0.6992946612;0.1375700794;0.0663449948;0.2623437372;-0.33291673825;0.6890795498
PF3D7_0621800;0.784241572;0.189607272;-0.214926398;0.340815956;-1.171073997;0.85920223
PF3D7_0621900;0.907924482;1.08451457233333;-0.114924843666667;1.24715369;-0.3715948335;1.16258712966667
PF3D7_0622000;-0.179808604;0.046775262;-0.120931242;0.027748381;-0.386188259;0.048975462
PF3D7_0622100;0.1125881365;1.14145928325;-0.21485452125;1.20792886775;-0.375273831333333;0.70407602425
PF3D7_0622200;0.265435801666667;0.278250324;-0.380412456333333;0.107020179666667;-1.231653404;0.0522123143333333
PF3D7_0622300;0.383941924;0.350819418;-0.079241048;0.584322797666667;0.344216021666667;0.701063150666667
PF3D7_0622400;-0.145974481;-0.695731472;0.821260786;-0.696360652;0.660002446;-0.188423335
PF3D7_0622500;0.6981448865;0.65088315;-0.0895912485;0.5865913415;-0.0468057665;0.8695232615
PF3D7_0622600;2.065728929;0.509415405;-0.128007275;1.10700893;-0.135051076;1.633867188
PF3D7_0622700;0.948322936;0.6952426095;0.4729627775;0.7078154895;-0.3864368175;0.815512636
PF3D7_0622800;0.2122142584;0.3329510312;-0.365533347;0.248300366;-0.8939744716;0.1182542056
PF3D7_0622900;-0.260005556714286;0.326456131285714;-0.761211980142857;0.160479525;-0.346601712857143;-0.0275005894285714
PF3D7_0623000;0.7090848815;0.0987708815;0.4244469435;0.1985501745;-0.0720620055;0.3826143115
PF3D7_0623100;-0.0936277236666667;-0.188847546666667;-0.315631207333333;-0.400452299666667;-0.501351890666667;-0.597591946333333
PF3D7_0623200;0.108378569;0.2216216795;0.5731498885;0.2611976955;-0.1299885335;0.252571476
PF3D7_0623300;-0.144489311;-1.318879148;0.52481117;-0.996103632;1.02635381;-0.692830416
PF3D7_0623400;-0.345599573;-0.6231631735;0.414948747;-0.717258106;0.098773115;-0.405236767
PF3D7_0623500;0.550301058;0.323802921;0.428132646;0.957532797;-0.188802134;0.796125218
PF3D7_0623600;0.3098818245;0.5061075555;0.295561955;0.497088052;0.3933499095;0.06774319
PF3D7_0623700;0.52626198625;0.37063713425;0.32453058925;0.257961665333333;0.1505726295;0.18979328125
PF3D7_0623800;-0.606371155285714;0.662896086857143;-1.43838012928571;0.477836227571429;-0.558851708571429;-0.0395916127142857
PF3D7_0623900;0.413573093;0.016715652;-0.015965329;0.129126609;-0.266960357;0.600644833
PF3D7_0624000;0.7728855055;0.5489976955;0.078401709;0.865906497;0.347827203;1.271935435
PF3D7_0624100;0.233593201;-0.206339984;0.297413244;0.308442133;0.131426862;0.439833521
PF3D7_0624200;0.147432095;-0.443290012;0.425366055;-0.397623972;0.586526962;-0.571659707
PF3D7_0624300;1.639232733;1.517995246;0.67759603;1.281802521;0.145313767;1.493264628
PF3D7_0624400;-0.0994134875;-0.272524497;0.4279201055;-0.1131776965;0.216076435;-0.12471277
PF3D7_0624500;-1.052276184;-1.418886826;0.330696774;-1.352696743;1.219774476;-1.199205453
PF3D7_0624600;0.0167141205;0.160234491875;-0.29302104;-0.12973729025;-0.219140978125;-0.399625683875
PF3D7_0624700;-0.351190026;-0.918228786;1.035398972;-0.768280076;0.894033768;-0.601538131
PF3D7_0624900;-0.4649923295;-0.34212859;0.151258925;-0.605823512;0.240487359;-0.45180621
PF3D7_0625000;-0.188964901;-0.72915171;0.0866038975;-0.621202851;0.96911963;-0.807662384
PF3D7_0625100;-0.2870803915;0.918596236;-0.2093796735;1.2193035065;-0.2656113895;1.0054192155
PF3D7_0625200;0.0990572455;-0.090404927;0.25584683;-0.18146461;0.5212021535;-0.0026097135
PF3D7_0625300;-0.1442370546;-1.2465966246;0.7501736454;-1.1001721534;0.7773917764;-0.47069399475
PF3D7_0625400;-0.527593108;0.607032599;-1.4389040195;0.841976072;-1.2433653755;0.7701612325
PF3D7_0625500;1.883742505;1.860775152;0.058210654;1.526162389;0.601540736;1.442740745
PF3D7_0625600;0.1697007115;0.700090532;-0.562969406;0.6455321525;-1.3448702525;0.6497497235
PF3D7_0625700;-0.196109053;-0.358114339;0.455152245;-0.272960424;0.7872367;-0.0673501
PF3D7_0625800;-0.165891078;0.3013320245;-0.147015245;0.3433153295;-0.1576743085;0.3484086715
PF3D7_0626000;0.3791655332;0.612860723;-0.320411831;0.9300587904;-1.1849092276;1.0327699886
PF3D7_0626100;0.1425631225;-0.363351097;0.5547415435;-0.1179216705;0.0791367955;-0.000416479
PF3D7_0626200;0.366658436;0.561376053;-0.3803475855;0.5645410825;-0.6370868995;0.8861674855
PF3D7_0626300;-0.641527421;-0.682705432;0.643764474;-1.227118855;0.858694578;-0.86914228
PF3D7_0626400;-0.87679994375;-0.95374631625;0.35792331025;-1.0185182855;0.82039574575;-1.0795902005
PF3D7_0626600;-0.108029719;0.410660173;0.478702132;0.2496773;0.040476854;0.456121952
PF3D7_0626700;-0.2425285525;-0.105634373;0.033797696;0.152301023;-0.091679274;0.555553028
PF3D7_0626800;-0.1443208755;-0.710993002;-0.1553938415;-0.4459567635;-0.2585622995;-0.427930537
PF3D7_0626900;0.2843132795;-0.2373802945;0.0425747175;-0.3811405415;0.022241736;-0.017957765
PF3D7_0627000;0.928193478;1.174907111;-0.115606466;1.011516647;-0.429432757;0.580927732
PF3D7_0627100;-0.3497974734;-0.0381157882;-0.2763360314;-0.2357355174;-0.5330477674;-0.4260583258
PF3D7_0627200;-0.263837828;-0.492655907;0.180023484;-0.736623849;-0.261861417;-0.370857392
PF3D7_0627300;-0.2483494675;-0.028760391;0.245900487;-0.062645271;-0.045030122;-0.123934025
PF3D7_0627400;0.661031218;0.803996946;0.414802906;0.853098003;-0.629559481;1.286215079
PF3D7_0627500;-0.733234466;-0.693819476;-0.92354463;-0.649828554;-0.801718003;0.272105161
PF3D7_0627600;-0.4100751645;0.5304775865;-0.422712191;0.705921487;-0.2964729975;0.8424860975
PF3D7_0627700;0.12866011175;-0.05935789325;0.02406498075;0.1451333055;0.01742253025;0.044414104
PF3D7_0627800;-0.102535324333333;-0.356098697;0.157537823333333;-0.252520331333333;-0.016158895;-0.197006282333333
PF3D7_0627900;0.029987745;-0.120619548;0.123913622;-0.207923349;-0.076607047;0.207871563
PF3D7_0628000;0.430090831;-0.084726539;0.087538929;0.207615005;-0.120575322;0.935821639
PF3D7_0628100;-1.601155754;-1.3835848477931;-0.223220686642857;-1.46269179624138;0.962771082793103;-1.82967722877778
PF3D7_0628200;0.418853259888889;0.760751635111111;-0.287661018888889;0.569096873666667;-0.374667264666667;0.0950108744444444
PF3D7_0628500;0.239353329;-0.077410407;0.009025244;-0.283846156;0.119577117;-0.083228051
PF3D7_0628600;0.398602536;0.253991991;-0.016491786;0.2123891095;-0.1247543405;0.030629919
PF3D7_0628700;0.489505526;-0.044707401;0.3742879;0.028660727;-0.1413251655;0.314754563
PF3D7_0628800;0.348493316666667;-0.888503460333333;0.587059845333333;-0.4209626;0.626510826666667;-0.00330774933333333
PF3D7_0628900;0.38940928425;-0.5116306155;0.2027280685;-0.3784150575;0.0665194033333333;0.00557559275
PF3D7_0629000;0.445177173;-0.834301409;0.562476128;-0.59995987;0.580082285;-0.056014297
PF3D7_0629100;-0.2235033565;-0.894493631;0.5583899575;-0.816585298;0.386483396;-0.276924493
PF3D7_0629200;0.238426675;-0.1367597345;0.21002659;-0.186731881;-0.5436038235;-0.0611687415
