X;MMV_43TP1;MMV_43TP2;MMV_48TP1;MMV_48TP2;MMV_TP1c;MMV_TP2c
PF3D7_0202300;0.806415659;-0.38961437;-0.474622377;-0.246373426;-0.767976655;0.73686568
PF3D7_0202400;-0.637321653333333;0.536602925;-0.681973576666667;0.549000728666667;-0.740054749333333;0.932345962
PF3D7_0202600;0.4250279195;0.56129328725;-0.0240710545;0.3229597645;-0.45926329275;0.47422747775
PF3D7_0202700;-0.043549505;-0.809781394;0.821941941;-0.579469636;1.0281301275;-0.1190261835
PF3D7_0202800;-0.162141872;-0.609725691;0.397580684;-0.571957277;0.413573681;-0.111103602
PF3D7_0202900;-0.764004894;-1.655632849;1.553689524;-1.673922256;1.418578299;-0.99748093
PF3D7_0203000;-1.08217674866667;-0.929626472;-0.3417134608;-1.27044099616667;0.550663294666667;-1.40576476266667
PF3D7_0203100;-0.488688765428571;-0.139646243428571;-0.503618664428571;-0.324990986857143;0.422003134428571;-0.470032078142857
PF3D7_0203300;0.361318802;0.072964679;0.192723714;0.147988367;-0.507396826;0.075026557
PF3D7_0203400;-0.159499623;-1.780131224;1.218623985;-1.732348799;0.699515392;-1.401107695
PF3D7_0203600;-0.6503606005;-1.4833570165;1.1576352205;-1.2080201535;1.062446793;-1.047897223
PF3D7_0203700;0.831531464;0.890597257;-0.5796775455;0.329887209;-1.454528323;0.089295767
PF3D7_0203800;-0.577686822;0.009341427;0.143084033;0.081280702;-0.154160798;-0.171068122
PF3D7_0203900;-0.0630686325;-0.6732403695;0.6426948245;-0.995424257;0.4717903405;-0.613037221
PF3D7_0204000;0.655286715333333;0.118987071333333;0.28906262;0.136121826;0.521164050666667;0.150485654
PF3D7_0204100;-0.230201377285714;-0.871831918571428;0.444061548428571;-0.982198106;0.377308262142857;-1.09908814183333
PF3D7_0204200;-0.197597252;-0.359525778;-0.15409491;-0.495468679;0.18179728;-0.260405108
PF3D7_0204300;-0.1358081355;0.2630676955;-0.763342485;0.1613726045;-0.835719627;0.1969773375
PF3D7_0204400;-0.097676841;0.004407859;0.230293894;0.388829749;-0.214057669;0.4678025
PF3D7_0204500;0.0422677415;0.16915998;0.0502588235;0.4317403465;-0.477560034;0.572250181
PF3D7_0204600;0.223764307;0.0835149265;0.264389894;0.22432447175;-0.167903239;0.69745966825
PF3D7_0204700;1.217222497;0.899390989;0.4483068395;1.0244983605;0.0926720175;1.0111884325
PF3D7_0204800;-0.0294347815;-0.9351717165;0.3917633605;-0.419957255;0.3977152095;-0.301323224
PF3D7_0204900;0.304589886;-0.735365232;0.930055559;-0.740181309;-0.045689481;-0.214286849
PF3D7_0205000;-0.2561062925;0.854360201;0.163995512;0.184735454;0.7592131625;-0.0224902445
PF3D7_0205100;0.4061972085;0.55074672375;-0.168964643;0.65685083975;0.03244784275;0.446734988
PF3D7_0205300;-0.96108719;-0.077237638;-0.030546191;-0.188679178;0.3542792585;-0.453837519
PF3D7_0205400;0.837979281;1.3185621525;0.247057848;1.6425653985;0.2335386155;1.269887591
PF3D7_0205500;-0.2526517;-0.630210978;-0.076018417;-0.143569429;-0.458954637;-0.025234737
PF3D7_0205600;0.936866583;0.3518712765;0.501491253;0.4545504635;0.2593133665;0.696691647
PF3D7_0205800;-0.579069277;-1.202133847;0.890824187;-0.986315856;0.310654576;-0.482634459
PF3D7_0205900;0.203429651;-0.315608516666667;0.324870424666667;-0.0385468033333333;-0.1285663;-0.052967572
PF3D7_0206000;-0.3280105594;0.3521946418;-0.5159700016;0.116898428;-0.110772145;0.0972836618
PF3D7_0206100;-0.20474511;0.023019239;0.168679554;0.281609115;0.310106858;0.326575548
PF3D7_0206200;-0.4919406615;-0.027608045;-0.3519582715;-0.2501336125;0.438962835;-0.4464473165
PF3D7_0206300;0.067623660625;0.2786706196875;-0.185919420125;-0.0809505301875;0.124229137125;-0.2087031028125
PF3D7_0206500;0.2154220824;0.1686909838;-0.0727607306;0.136848517;-0.3913205378;0.0561637972
PF3D7_0206600;0.072670875;0.784490393;0.13604406;0.823595287;-0.3368265;0.843199877
PF3D7_0206700;0.7064598755;0.6453408045;0.2959638205;0.5617903365;0.22933747;0.1480377575
PF3D7_0206800;-2.545630624;-2.526428085;0.59063627;-2.511446797;2.17880649;-2.707332695
PF3D7_0207000;-0.161209815;-0.279246098;0.080576872;-0.844702615;0.401981033;-0.624630644
PF3D7_0207100;-1.3109395474;-1.327903327;-0.3081980196;-1.2912089886;0.8364961364;-1.3702797372
PF3D7_0207200;-0.534713832;-1.387034123;-0.034310759;-1.098303276;0.497922366;-0.788258616
PF3D7_0207400;-1.05985625633333;-1.87654728233333;0.993875231333333;-2.42049838166667;0.698703452333333;-2.556096838
PF3D7_0207500;-1.19337061433333;-2.415593718;0.768935371666667;-2.503743209;0.741803060666667;-2.319767654
PF3D7_0207600;-1.60672177666667;-3.00726474933333;1.488818349;-3.25798863133333;1.36190807366667;-3.545524232
PF3D7_0207700;-0.5230689175;-2.1428397915;1.5081859015;-1.745057933;1.361157323;-2.113229899
PF3D7_0207800;-1.36766679166667;-0.713852426;0.437992700666667;-1.07865496833333;0.922967688333333;-1.3741813655
PF3D7_0208000;-0.904254728666667;-1.00010445266667;0.542945655666667;-1.138246511;0.262377477333333;-1.1408788945
PF3D7_0208100;-0.521078031166667;-1.15685850733333;0.307158320833333;-1.34820719816667;0.579607126666667;-1.2075021092
PF3D7_0208200;-0.104242412;-0.159696305;-0.736132614;-0.095042077;-0.967573503;-0.156156294
PF3D7_0208300;0.146928002333333;0.528524492666667;-0.327677914166667;0.685428359166667;-0.375404454;0.75404632
PF3D7_0208400;-0.8754128245;-0.2951929375;-0.0928815691666667;-0.316584596833333;0.205064715833333;-0.16088153
PF3D7_0208500;0.639644326;-0.595193623;0.929024621;-0.219644109;0.940088203;0.254775823
PF3D7_0208600;-0.22669078;-0.8532619415;0.0789741715;-0.996313702;0.360907627;-0.2336165055
PF3D7_0208800;0.046201364;-0.076175115;-0.081926411;-0.157573172;-0.519071613;0.183128013
PF3D7_0208900;0.947527354;0.79510923175;-0.315603508;0.58609552775;-0.0805046448333333;0.506826855166667
PF3D7_0209000;0.118833395625;1.26177521575;-0.739777259285714;1.21427404266667;-0.629283341142857;0.715077277777778
PF3D7_0209100;0.8779592965;0.860960137;0.6767934615;0.7331034715;-0.1304897595;0.5005551835
PF3D7_0209200;0.146708377;0.434137887;-0.312436715;0.850076091;-0.56984306;1.030403838
PF3D7_0209300;0.042150141;-0.114037055;0.071967382;-0.246863351;0.377671655;-0.058622867
PF3D7_0209400;0.334865104;-0.076664817;0.323085426;0.2096346015;-1.0682222515;0.436695288
PF3D7_0209600;0.21897404275;-0.07404380175;0.70562149;-0.093900753;0.4633897645;0.0772106873333334
PF3D7_0209700;0.3216670565;1.0840631925;-0.580304907;0.582168863;-0.9974788345;0.3463290935
PF3D7_0209800;-0.4204730865;-0.756839239;-0.460667741;-0.3376987695;-0.4114930605;-0.245651158
PF3D7_0210000;-0.385897619;-0.194677178;0.39688895;0.194648228;-0.252797719;0.010219652
PF3D7_0210100.1;-0.789944062;-1.040993325;-0.417472103;-1.341017349;0.047766644;-0.494324144
PF3D7_0210200;-0.185032588375;-0.993397905375;0.367754629125;-0.893223529125;0.588810963375;-0.606318393125
PF3D7_0210300;0.9289613185;-0.069050661;0.895647134;-0.441936391;0.4985767525;0.673808333
PF3D7_0210400;-0.140498138;-1.118030579;0.814878407;-0.967422893;0.722042815;-0.067890461
PF3D7_0210500;0.3194683205;-0.3128076525;-0.019005922;-0.1742429545;-0.4977709495;0.589077571
PF3D7_0210600;-2.40541531;-1.966561304;-0.292987055;-2.0025796915;1.4939509555;-2.194604078
PF3D7_0210700;-0.461587875;-0.490711992;0.078187491;-0.512074771;0.577285018;-0.230116741
PF3D7_0210800;0.030540373;0.2637984735;-0.2402232585;0.4247797605;-0.8512405085;0.4105460255
PF3D7_0210900;-0.014991253;-0.171733415;-0.221716746;0.005322657;-0.333795576;0.36025553
PF3D7_0211100;0.78163343275;0.2469032585;-0.4105824205;0.6468418465;-0.446515143;1.28306796025
PF3D7_0211200;-0.247136337;-1.527853793;0.37050553;-0.937410757;0.401893296;-0.415982593
PF3D7_0211300;0.283446829;-0.334771504;1.156043757;0.058870647;0.425059172;0.183768749
PF3D7_0211400;-0.112407671;-0.0821671365;0.2469210055;0.1036603695;0.097705091;-0.044812427
PF3D7_0211500;-0.658718773;-0.692955028;0.363269945333333;-0.623678051;0.605423626333333;-0.671379601333333
PF3D7_0211600;-0.530403906;0.267019551;0.175271198;-0.045036414;0.60842582;-0.151486631
PF3D7_0211700;-0.50613691775;-1.5153790775;0.5932302255;-1.26039597175;0.48315609825;-0.503593204
PF3D7_0211800;0.037763464;-0.120524793;-0.2845272875;-0.1293291985;-0.6739098045;-0.2162818615
PF3D7_0211900;0.1833901285;-0.543409265;0.640970751;-0.3969827585;0.122044815;-0.217196271
PF3D7_0212000;0.132745517;-0.24285378;0.833990982;-0.190405017;0.580238812;-0.116394144
PF3D7_0212100;0.280482200166667;0.266014731166667;0.1718534505;0.143884095666667;-0.0364512993333333;-0.199759697
PF3D7_0212300;0.1670561475;-0.20978423;-0.365405152;0.0672069005;-0.5659869295;0.437382054
PF3D7_0212400;0.14962368675;0.156984778166667;-0.0168056056666667;0.120413545;-0.132694644416667;0.0480187991666667
PF3D7_0212500;0.0435482565833333;0.0227025898333333;-0.22488152075;-0.115102987166667;0.0530188619166667;-0.355205039083333
PF3D7_0212600;-2.357253456;-1.605088724;-0.9199317;-1.714091356;1.061743344;-2.254868381
PF3D7_0212700;0.3970285495;0.115865963;0.2855326685;0.4884319985;-0.675408341;0.3934341205
PF3D7_0212800;0.3029661255;-0.05132157175;0.659263188;0.163353471;-0.1320534955;0.20968732425
PF3D7_0212900;-0.7482950785;-1.027048035;0.418585631;-1.234732421;0.575361231;-1.116237026
PF3D7_0213000;-0.67297219;-1.779975629;0.260807739;-1.670095522;1.043556603;-0.525463309
PF3D7_0213100;0.294896481;-0.6789960415;-0.1541478;-0.4543876695;0.3590124905;-0.275022539
PF3D7_0213200;0.064513958;-0.763557014;0.477378199;-0.324616946;0.478765673;0.05599248
PF3D7_0213300;0.326801333;-0.091364103;0.335001553;0.064233491;0.103181904;0.451271686
PF3D7_0213400;0.251676735;-0.489939462;0.1499644395;-0.443915897;-0.00345706950000001;0.2022154495
PF3D7_0213500;0.06236679;-0.03505402;0.227094939;-0.0111871065;0.018498353;-0.084911441
PF3D7_0213600;0.303896580285714;0.4991640685;0.047410277;0.504897222285714;0.0194424786666667;-0.0112120254
PF3D7_0213700;0.293004597;0.121942309;0.254767256;0.334105172;-0.196890999;0.43165524
PF3D7_0213800;0.109777462;0.7690576705;-0.637133653;0.579592549;-0.378999458;0.969585091
PF3D7_0213900;0.265356665;0.45218136125;-0.37694146375;0.33928812675;-0.25305547175;0.35094689
PF3D7_0214000;0.2117713585;-0.4992856845;-0.384084284;-0.506242967;-0.229232656;0.099157334
PF3D7_0214100;0.533537388;0.1915886464;-0.0220146986;0.192427768;-0.1612084578;-0.1300929736
PF3D7_0214200;0.33705788;-0.41161958;0.420456819;-0.409723243;-0.065531764;0.318500651
PF3D7_0214300;0.389885761142857;0.954611481625;-0.04308840925;0.772823642375;-0.145173607428571;0.093140485625
PF3D7_0214400;0.3773556805;0.7158629075;-1.099829075;0.4223949315;-1.083971283;0.527427305
PF3D7_0214500;0.348471101;0.846710634;-0.189582608;0.563624192;-0.744464289;0.471056993
PF3D7_0214600;-1.7322727148;-1.2696044026;-1.066777279;-1.4759288158;1.371887983;-1.3967565092
PF3D7_0214700;-0.592973895;-0.827946229;-0.608674422;-0.84515616;0.520936216;-1.062559169
PF3D7_0214800;0.48437946625;0.6917735415;-0.68364257825;0.64585011825;-0.48013903525;0.4235948905
PF3D7_0214900;-1.612138901;-1.17380486466667;0.0791984446666667;-1.66728692566667;1.24238598333333;-1.804992659
PF3D7_0215000;-0.0378272433333333;0.386106133666667;0.0775470013333333;0.504794256333333;-0.0685146943333333;0.425858274
PF3D7_0215100;0.360114867;-0.269379496;0.767027342;-0.043268177;0.659808139;0.232066197
PF3D7_0215200;0.375627815;0.692980207;-0.029983765;0.39445962;-0.095281383;-0.245908
PF3D7_0215300;-0.817724728;1.081901946;-1.50627392733333;0.962939116;-1.09422766066667;0.928916861333333
PF3D7_0215400;0.294667661;0.307027823666667;0.0399695633333333;0.428376558333333;-0.127088182;0.216257542
PF3D7_0215500;0.123571785666667;0.501321116;0.197306578333333;0.764759435;0.109295023;0.368534640666667
PF3D7_0215600;-0.0193000075;0.1640363175;-0.1474378575;0.160293609;-0.3427435035;0.3249296535
PF3D7_0215700;1.39798862025;1.20089384;0.35106660675;1.366328716;-0.28386770125;0.93066505225
PF3D7_0215800;0.432534872666667;-0.943695969666667;0.795478773333333;-0.819870532666667;0.533775453666667;-0.430563989333333
PF3D7_0215900;-0.39613284;-0.410609479;0.488883068;-0.344091674;0.009702232;-0.655838086
PF3D7_0216000;0.16294923;0.736124505166667;-0.0513214362;0.672669991666667;-0.423954358833333;-0.147108855666667
PF3D7_0216100;0.30925800525;-0.05666383425;0.62130886275;0.0182670315;0.93455135075;0.32840177225
PF3D7_0216200;-0.341213549;0.074052224;0.081366605;-0.045097798;-0.344551468;0.341866753
PF3D7_0216300;0.45635075625;0.68037866425;-0.2788519465;0.275146167;-0.11837609775;0.31731890325
PF3D7_0216400;-0.03738436;-0.741506587;0.722341155;-0.601474482;0.600741389333333;-0.653906837
PF3D7_0216500;-0.0226987942;-0.1714824036;0.294961514;-0.2593500778;0.033216538;0.0113939288
PF3D7_0216600;-0.0100320975;0.1547720205;0.0288436995;0.1187096915;0.1751975375;0.336527343
PF3D7_0216700;-0.585430375;-1.151145594;-0.5831825645;-1.1127816385;0.72248441825;-1.08301968025
PF3D7_0216800;-1.090082091;-1.158370766;1.07216292;-1.41185595833333;1.190648225;-1.6013009465
PF3D7_0216900;-0.250105594;-0.0785119685;0.1900167475;-0.423168962;0.002528693;-0.350418825
PF3D7_0217000;-0.236249517666667;-0.0382939253333333;0.878341447333333;0.025088202;0.3712283905;-0.2965601845
PF3D7_0217100;-0.06660049;-0.6703560265;0.6573988315;-0.9088830155;0.566637995;-0.454300551
PF3D7_0217200;0.0481537865;-0.113967795333333;0.448400372666667;-0.143784997;0.715690713166667;0.294756645166667
PF3D7_0217300;0.138972212;0.190978824;0.00418505;0.508732199;0.102203758;0.141872227
PF3D7_0217400;-0.255797979;-1.09112102;0.122887467;-0.915518706;-0.064421981;-0.630226206
PF3D7_0217500;-2.049106024;-1.7568644065;-0.1919370825;-1.886574737;0.94678082;-2.17372194
PF3D7_0217600;0.2553010044;0.333318465;0.2630386882;0.1847371238;-0.1958220292;-0.2411195296
PF3D7_0217700;0.868334458;0.992507999;-0.737178773;1.179937565;-1.423943619;1.420393956
PF3D7_0217800;0.855103609;-0.144926274;-0.514852999;0.031642956;-1.03421169;0.708232143
PF3D7_0217900;-0.58023108;-1.7266382125;0.9706710545;-1.1833006655;0.5012668495;-0.354401014
PF3D7_0218000;-0.912800437;-0.837726249;0.310625752;-0.606202184;0.683935698;-0.210667961
PF3D7_0218100;-1.083754281;-0.674194399;1.034664607;-1.074924711;0.281971951;-1.238245381
PF3D7_0218200;0.120489386333333;-0.606151044666667;0.286649569;-0.667211173333333;0.328464047;-0.391168017666667
PF3D7_0218300;-0.265797962;-0.761036746;0.828135526;-0.540649175;0.553359917;-0.03170484
