X;HDATP1;HDATP1.1;HDATP2;HDATP2.2;HDATP3;HDATP3.3;HDATP1c;HDATP1c2
PF3D7_0509500;-2.132;-0.733;-1.15;-0.777;-0.546;-0.555;0.092;-0.089
PF3D7_0509600;-1.244;-0.6705;-0.972;-0.648;-0.5645;-0.6405;-0.307;-0.66
PF3D7_0509700;-0.436;0.685;-0.2755;0.3635;-0.008;0.166;0.092;0.172
PF3D7_0509800;-0.540333333333333;-0.028;-0.745;0.078;-0.0256666666666667;0.0923333333333333;-0.182;-0.242
PF3D7_0509900;-0.602;-0.138;-0.314;-1.58;-0.131;-0.025;0.015;0.221
PF3D7_0510000;-1.076;-0.5315;-1.1015;0.171;-0.153;-0.077;-0.0835;-0.3305
PF3D7_0510100;0.22675;0.28875;0.16575;0.18375;0.02775;0.02425;-0.32625;-0.18075
PF3D7_0510200;-0.1045;0.142;-0.0745;0.0735;0.3335;0.4085;-0.152;-0.0285
PF3D7_0510300;-0.636;0.42;0.24;NA;NA;-0.115;0.044;-0.372
PF3D7_0510400;-0.8355;-0.2015;-0.2475;0.1175;-0.3415;-0.364;0.093;-0.154
PF3D7_0510500;-0.964;-0.4515;-0.459;-0.4355;-0.651;-0.478;-0.21;-0.2825
PF3D7_0510700;NA;NA;0.24;-0.188;NA;-0.396;NA;0.316
PF3D7_0510800;NA;0.336;0.083;NA;0.2035;0.284;-0.139;-0.087
PF3D7_0511000;-0.722;-0.582;-0.573;-0.355;-0.489;-0.336;0.056;-0.249
PF3D7_0511100;0.763;0.765;1.285;0.412;0.804;0.841;0.395;0.521
PF3D7_0511200;-1.261;-0.743;-0.7875;-0.4395;-0.4875;-0.4935;-0.0195;0.0035
PF3D7_0511300;-0.2285;-0.4695;0.250333333333333;-0.516333333333333;-0.208;-0.22;-0.068;-0.105333333333333
PF3D7_0511400;NA;-0.03;1.079;-0.37;0.199;0.031;-0.388;0.089
PF3D7_0511500;-0.3517;-0.511;-0.340625;-0.4583;-0.7046;-0.754888888888889;-0.3296;-0.3669
PF3D7_0511600;0.098;0.25;0.339;0.167;0.256;0.086;0.025;0.513
PF3D7_0511700;1.462;0.442;1.52;-0.019;0.64;0.451;0.176;0.325
PF3D7_0511800;-0.567;-0.0155;-0.062;-0.0265;0.0315;0.1925;0.0845;0.0995
PF3D7_0511900;-0.109;-0.195;0.5695;-0.2915;-0.398;-0.4065;-0.16;-0.548
PF3D7_0512000;0.268;-0.205;0.206;NA;-0.029;-0.266;0.071;0.19
PF3D7_0512100;-0.473;-0.137;-0.387;0.177;0.042;0.099;0.09;-0.068
PF3D7_0512200;-0.297;-0.286;0.0605;-0.4785;-0.478;-0.4735;-0.0615;-0.1385
PF3D7_0512300;1.514;0.322;0.877;NA;0.519;0.272;0.304;0.243
PF3D7_0512400;0.963;NA;0.57;NA;NA;0.398;NA;0.25
PF3D7_0512500;-0.4535;-0.152;-0.003;-0.3385;-0.4055;-0.2285;-0.418;-0.4215
PF3D7_0512600;0.694;0.511;0.003;0.577;0.095;0.012;0.323;0.028
PF3D7_0512700;-0.079;0.004;0.217;-0.002;-0.225;-0.616;-0.276;-0.592
PF3D7_0512800;0.390333333333333;0.295666666666667;-0.161;0.133;0.204666666666667;-0.115;0.0316666666666667;-0.154666666666667
PF3D7_0512900;NA;-0.434;-0.617;-0.364;-0.472;-0.642;0.024;0.046
PF3D7_0513000;-0.507;-0.44;0.171;-0.43;-0.228;-0.237;-0.288;-0.486
PF3D7_0513100;-0.831;-0.081;-0.774;NA;-0.232;-0.34;-0.22;0.245
PF3D7_0513200;0.311;0.043;0.2604;-0.0108;-0.0224;0.0492;0.0554;-0.0586
PF3D7_0513300;-1.282;-1.009;-0.852;-0.808;-1.12;-1.181;-0.498;-0.39
PF3D7_0513400;0.672;0.025;0.394;-0.031;0.06;0.212;NA;0.138
PF3D7_0513500;-0.949;-0.58;-0.731;-0.518;-0.908;-1;-0.671;-0.687
PF3D7_0513600;-0.175;-0.08;-0.1895;-0.1315;-0.3615;-0.367;-0.427;-0.553
PF3D7_0513700;0.8975;0.94775;0.6705;0.71825;0.76625;0.81775;-0.43875;0.00849999999999998
PF3D7_0513800;-0.978;-0.011;-0.815;0.134;0.393;0.291;0.064;0.131
PF3D7_0513900;0.483;0.149;0.171;0.328;0.443;0.344;0.127;0.255
PF3D7_0514000;-0.667;-0.375;-0.988;-0.185;-0.039;0.109;-0.29;-0.211
PF3D7_0514100;-1.19533333333333;-0.127333333333333;-1.29633333333333;-0.049;-0.307666666666667;-0.087;-0.0966666666666667;-0.112333333333333
PF3D7_0514200;-0.6055;-0.2445;-0.8005;-0.079;0.074;0.1;0.1225;0.0805
PF3D7_0514300;-0.112;-0.002;0.233;-0.2195;-0.185;-0.217;-0.1325;-0.248
PF3D7_0514500;-0.386;0.767;0.124;NA;0.302;0.541;0.639;0.53
PF3D7_0514600;-0.095;-0.363;-0.265;-0.29;-0.151;-0.221;0.085;0.02
PF3D7_0514700;0.8605;-0.1595;0.4625;-0.4625;-0.072;-0.125;0.1275;-0.259
PF3D7_0514800;-0.787;0.026;-0.878;0.154;0.252;0.293;0.2215;0.0135
PF3D7_0514900;-0.825;-0.0525;-1.049;-0.079;0.0635;-0.0595;0.012;0.094
PF3D7_0515000;-0.314;0.024;0.2695;0.0575;-0.2035;-0.2525;-0.086;-0.0255
PF3D7_0515100;0.0475;0.043;-0.1465;0.289;-0.038;0.0195;-0.1525;-0.3425
PF3D7_0515200;1.48;-0.435;0.518;0.476;0.85;0.766;0.559;0.502
PF3D7_0515300;-0.11475;-0.025;-0.05625;-0.067;-0.18925;0.03;0.108;-0.107
PF3D7_0515400;-0.27;0.3355;0.273;-0.067;0.183;0.2525;-0.071;0.504
PF3D7_0515500;NA;NA;NA;NA;-0.533;0.143;-0.242;-0.6115
PF3D7_0515600;0.08;0.0255;0.7135;-0.142;-0.0475;0.2285;0.3305;0.182
PF3D7_0515700;-0.3615;0.008;-0.021;-0.0055;0.164;0.0915;0.075;0.355
PF3D7_0515800;NA;-0.537;NA;0.024;NA;-0.373;NA;NA
PF3D7_0515900;-0.519;0.069;-0.272;0.151;0.404;0.159;0.301;0.223
PF3D7_0516000;0.857;0.424;0.266;0.73;0.374;0.4285;0.234;-0.0995
PF3D7_0516100;0.336;-0.74525;-0.01425;0.0156666666666667;-0.093;-0.02025;-0.18175;-0.12525
PF3D7_0516200;-0.031;0.056;0.045;-0.15;0.108;0.194;0.095;0.132
PF3D7_0516300;0.63;0.0545;0.384;-0.1765;0.0405;0.087;0.2505;0.3605
PF3D7_0516400;-0.835;-0.062;-0.805;0.221;0.01;0.121;0.158;0.298
PF3D7_0516500;0.2745;-0.014;0.0155;-0.426;0.042;0.036;-0.15;0.1875
PF3D7_0516600;-0.374333333333333;-0.0503333333333333;-0.702666666666667;-0.043;-0.145;-0.267666666666667;0.172666666666667;-0.224
PF3D7_0516700;-1.0185;-0.0095;-0.7545;-0.0215;0.078;0.01;-0.1455;-0.0515
PF3D7_0516800;1.04025;0.3;1.07125;0.02275;0.10175;-0.04825;0.015;-0.125
PF3D7_0516900;-1.234;-0.678;NA;-0.638;-0.925;-0.725;-0.148;-0.498
PF3D7_0517000;-1.255;-0.625;-0.74;0.197;-0.317;-0.343;0.028;-0.035
PF3D7_0517100;0.413;-0.1015;0.261;-0.2205;-0.0205;0.194;0.3515;0.1165
PF3D7_0517200;-0.1165;-0.026;-0.5315;0.156;-0.1235;-0.193;0.1475;-0.111
PF3D7_0517300;-0.368;-0.396;-0.597;-0.124;-0.534;-0.787;-0.116;-0.203
PF3D7_0517400;0.0485;-0.186;0.294;-0.191;-0.459;-0.2005;-0.0425;-0.1995
PF3D7_0517500;0.913;0.647;0.857;0.388;0.3;0.951;0.009;-0.0255
PF3D7_0517600;2.305;0.904;1.987;0.912;0.874;0.874;-0.223;0.161
PF3D7_0517700;0.039;-0.1485;-0.069;0.00499999999999999;0.033;0.1165;-0.3285;-0.3995
PF3D7_0517800;-0.437;-0.636;-0.501;-0.479;0.163;0.136;0.236;0.18
PF3D7_0517900;-0.0175;0.129;-0.369;0.2655;0.095;0.1405;0.3335;0.3505
PF3D7_0518000;0.727;0.215;0.715;-0.179;-0.334;-0.156;0.258;0.441
PF3D7_0518100;-0.372666666666667;-0.65;-0.565333333333333;0.0606666666666667;-0.0693333333333333;-0.016;0.00366666666666667;-0.144666666666667
PF3D7_0518200;-1.813;NA;-0.623;NA;-1.041;-0.352;-0.536;-0.823
PF3D7_0518300;0.314;0.104;0.144;0.136;0.401;0.375;0.499;0.457
PF3D7_0518400;0.104;1.59;0.08;0.415;0.525;0.204;0.118;-0.049
PF3D7_0518500;0.4;-0.013;-0.3995;0.202;0.1455;0.243;-0.103;-0.2605
PF3D7_0518600;0.362;0.289;0.308;0.3555;0.152;0.0765;0.227;0.2725
PF3D7_0518700;1.2;0.31;0.885666666666667;0.881;0.337;0.0216666666666667;0.049;-0.028
PF3D7_0518800;NA;NA;NA;NA;NA;NA;NA;NA
PF3D7_0518800 ;-0.092;0.051;0.45;-0.084;0.08;-0.023;NA;0.362
PF3D7_0518900;NA;1.243;0.218;0.568;0.228;0.374;-0.102;0.092
PF3D7_0519000;1.939;1.107;1.352;0.505;1;0.782;0.271;0.113
PF3D7_0519100;-0.087;-0.454;-0.49;-0.215;-0.361;-0.43;0.096;-0.086
PF3D7_0519200;0.199;0.493;0.484;0.1;0.541;0.48;0.4;0.309
PF3D7_0519300;-0.5475;-0.116;-0.473;0.594;-0.0815;-0.012;0.18;-0.158
PF3D7_0519400;-0.166;-0.156;-0.18;-0.42;-0.089;-0.295;0.06;-0.416
PF3D7_0519500;0.6425;-0.13925;-0.062;0.0245;-0.10025;-0.02925;0.0545;-0.17525
PF3D7_0519600;-1.115;-0.5615;-0.976;-0.3365;-0.387;-0.392;-0.1345;-0.232
PF3D7_0519700;0.005;0.097;0.632;NA;0.505;0.053;0.133;-0.031
PF3D7_0519800;0.1025;-0.0025;0.188;0.0045;-0.277;-0.132;-0.2225;-0.255
PF3D7_0519900;0.342;-0.119;-0.073;-0.347;-0.387;-0.316;-0.198;-0.0195
PF3D7_0520000;-0.291;-0.251;-0.137;-0.448;-0.182;-0.183;0.222;0.145
PF3D7_0520100;-0.323;-0.2305;0.0145;-0.401;-0.372;-0.0855;-0.1265;-0.389
PF3D7_0520200;-1.111;-1.02;-1.2365;-0.158;-0.2385;-0.318;0.0895;-0.313
PF3D7_0520300;-0.778;-0.278;-0.972;0.224;-0.015;0.032;0.044;0.134
PF3D7_0520400;-1.237;-0.345;-1.345;0.233;0.224;0.093;0.247;0.258
PF3D7_0520500;0.467;-0.205;0.569;-0.779;-0.056;-0.073;NA;0.096
PF3D7_0520600;0.799;-0.091;0.718;-0.258;NA;-0.061;0.115;0.066
PF3D7_0520700;-1.412;-0.3895;-0.993;-0.4055;-0.5945;-0.5885;-0.274;-0.1995
PF3D7_0520800;-0.512;-0.558;-0.38225;-0.4795;-0.01725;-0.2055;-0.23925;-0.0755
PF3D7_0520900;-0.2675;-0.473;-0.047;-0.6725;-0.475;-0.25;0.2315;-0.1385
PF3D7_0521000;-1.0915;-0.632;-1.1035;-0.4445;-0.533;-0.5655;0.2435;-0.2075
PF3D7_0521100;-0.188333333333333;0.0636666666666667;0.140333333333333;-0.114666666666667;-0.0546666666666667;0.000333333333333334;0.123;-0.0113333333333333
PF3D7_0521200;NA;-0.196;0.024;-0.354;-0.156;-0.104;0.09;-0.248
PF3D7_0521300;-0.3855;-0.4005;-0.5355;0.097;-0.031;0.224;0.2675;0.12
PF3D7_0521400;-1.6435;-0.8525;-1.1845;-0.6855;-0.4915;-0.4965;0.0375;-0.1895
PF3D7_0521500;-0.3785;-0.441;-0.318;-0.119;-0.003;-0.192;0.1175;-0.153
PF3D7_0521700;-0.143;-0.224;-0.1695;0.359;0.162;-0.087;0.353;0.1365
PF3D7_0521800;-0.171;-0.194;-0.327;-0.13;0.1485;0.081;-0.206;0.366
PF3D7_0521900;0.380333333333333;0.2815;0.318;0.317;0.68;0.484;-0.009;-0.142
PF3D7_0522000;1.833;0.952;1.56;0.629;0.806;0.705;0.252;0.461
PF3D7_0522100;0.245;0.621;0.7735;0.358;0.3395;0.2045;0.004;0.062
PF3D7_0522200;0.391;0.147;0.698;-0.026;0.012;0.016;0.094;0.269
PF3D7_0522300;0.735;0.323;0.233;0.523;0.255;0.032;0.168;0.368
PF3D7_0522400;1.19744444444444;0.5892;1.1729;0.2116;0.2519;0.259888888888889;-0.0693;0.1986
PF3D7_0522500;-0.685;-0.549;-1.04;-0.245;0.032;-0.27;0.216;0.371
PF3D7_0522600;-0.166;-0.203;-0.441;-0.03;0.2365;-0.0315;NA;0.354
PF3D7_0522700;-0.186;-0.221;-0.646;0.29;0.274;-0.056;0.094;0.367
PF3D7_0522800;0.268;-0.131;0.056;0.04;-0.043;0.066;-0.089;0.135
PF3D7_0522900;0.650333333333333;0.708;0.549333333333333;0.447666666666667;0.343333333333333;0.4875;-0.282333333333333;-0.154666666666667
PF3D7_0523000;0.829;0.006;0.942;-0.123;-0.103333333333333;-0.261666666666667;-0.0265;-0.360333333333333
PF3D7_0523100;-0.7145;0.00649999999999999;-0.896;0.0755;0.1305;0.2795;0.187;0.378
PF3D7_0523200;-1.3275;-0.2355;-0.6275;-0.3515;-0.188;-0.3695;-0.2405;-0.3645
PF3D7_0523300;0.637;0.013;0.334;0.228;NA;0.314;0.473;0.084
PF3D7_0523400;-0.5265;-0.1755;-0.35;-0.115;-0.198;-0.1595;-0.432;-0.584
PF3D7_0523500;1.189;-0.762;0.851;-0.084;0.451;0.545;0.508;0.628
PF3D7_0523600;-0.201;0.361;-0.335;0.433;0.032;0.106;0.212;0.149
PF3D7_0523700;0.979333333333333;0.298333333333333;1.823;-0.142;-0.130666666666667;-0.115666666666667;-0.0516666666666667;-0.202666666666667
PF3D7_0523800;0.489;0.2135;0.776;-0.085;-0.104;-0.0535;-0.2345;-0.0495
PF3D7_0523900;0.556;-0.442;1.052;-0.15;-0.109;-0.172;0.227;0.404
PF3D7_0524000;0.3195;0.156;0.3145;0.0465;0.156;0.187;-0.0775;0.011
PF3D7_0524100;0.081;0.082;0.1545;-0.093;-0.0135;0.1005;0.167;-0.00399999999999999
PF3D7_0524200;2.438;1.817;2.427;1.244;1.427;1.447;0.217;0.596
PF3D7_0524300;-1.416;-0.595;-1.5495;-0.0265;-0.3995;-0.21;0.1905;-0.1325
PF3D7_0524400;-0.5645;-0.1485;0.2915;-0.577;-0.3095;-0.204;-0.1915;-0.076
PF3D7_0524500;-0.425;-0.331;0.065;NA;-0.235;-0.195;0.031;-0.207
PF3D7_0524600;1;0.78;0.52;1.064;0.94;0.967;NA;0.747
PF3D7_0524700;-0.405;0.118;-0.263;0.176;0.428;0.304;0.338;0.31
PF3D7_0524800;-0.692;0.393;-0.166;0.3715;0.378;0.151;-0.022;-0.025
PF3D7_0524900;1.191;-0.44;0.611;0.475;0.238;0.308;0.102;0.0795
PF3D7_0525000;2.092;0.702;2.114;0.2285;0.3585;0.486;0.305;-0.1035
PF3D7_0525100;0.0755;0.1025;0.508;0.07;0.275;0.164;0.086;0.029
PF3D7_0525200;-0.913;-0.07;-0.874;0.204;-0.0906666666666667;-0.215;0.057;0.1095
PF3D7_0525300;0.0935;0.431;0.3085;0.0275;0.1865;0.198;-0.1885;0.499
PF3D7_0525400;-0.5785;-0.2695;-0.624;-0.199;-0.2395;-0.2865;-0.2895;-0.218
PF3D7_0525500;0.124666666666667;-0.272666666666667;-0.0396666666666667;-0.622;-0.205;-0.239666666666667;-0.0505;-0.123
PF3D7_0525600;0.2455;-0.2385;-0.17;-0.1965;0.00899999999999999;0.048;0.059;-0.0175
PF3D7_0525700;-1.347;-0.523;-1.061;-0.49;-0.334;-0.449;0.159;0.024
PF3D7_0525800;-1.737;1.301;-0.556;NA;0.6;0.423;-0.647;0.904
PF3D7_0525900;0.341;-0.873;0.21;0.172;0.079;0.02;0.356;0.389
PF3D7_0526000;-2.162;-0.183;-0.64;0.05;-0.355;-0.2195;0.1865;-0.04
PF3D7_0526100;-0.737;-0.272;-0.501;-0.343;-0.298;-0.236;-0.358;-0.806
PF3D7_0526200;-0.178;-0.045;-0.513;0.0965;0.2895;0.246;0.1405;0.207
PF3D7_0526300;-0.31;0.334;0.492;0.126;0.053;0.227;0.202;0.239
PF3D7_0526400;-0.609;0.565;-0.228;-0.259;0.543;0.253;0.112;0.083
PF3D7_0526500;-0.00799999999999998;-0.6135;-0.228;-0.421;0.0925;0.108;-0.037;-0.1575
PF3D7_0526600;1.97857142857143;0.256142857142857;1.78971428571429;0.0668571428571429;-0.2165;-0.141285714285714;-0.131142857142857;-0.0712857142857143
PF3D7_0526700;-0.6675;-0.114;-0.5165;-0.1035;0.0595;0.294;-0.274;-0.433
PF3D7_0526800;0.0665;0.186;-0.1885;0.336;0.3975;0.1705;0.294;0.2055
PF3D7_0526900;-0.487;-0.069;-0.369;-0.039;-0.066;-0.098;-0.085;-0.061
PF3D7_0527000;-0.512;0.054;-0.461;0.3465;-0.0045;0.128;0.0495;0.0985
PF3D7_0527100;-0.318;0.559;0.704;0.23;0.619;0.404;0.224;0.086
PF3D7_0527200;-1.0855;-0.302;-0.8295;-0.13;-0.259;-0.042;0.093;0.085
PF3D7_0527300;0.112;0.13;0.346;0.171;-0.277;-0.221;-0.093;-0.132
PF3D7_0527400;0.203;0.28;0.927;0.085;0.105;0.258;0.286;-0.223
PF3D7_0527500;-0.105;0.013;-0.015;-0.075;0.019;-0.101;0.173;0.415
PF3D7_0527600;-0.8105;-0.1265;-0.093;-0.4265;-0.3785;-0.2865;-0.2835;-0.396
PF3D7_0527900;0.512;0.138;0.2435;0.1665;0.181;0.078;0.3505;0.002
PF3D7_0528000;-1.531;0.091;0.288;-0.538;-0.169;0.072;0.104;-0.127
PF3D7_0528100;-1.159;-0.2095;-0.8935;-0.1625;-0.1045;-0.306;0.1135;0.01
PF3D7_0528200;-1.5595;-0.5405;-0.611;-0.762;-0.637;-0.599;-0.358;-0.291
PF3D7_0528300;1.097;1.0545;1.0805;0.3505;0.7575;0.747;-0.056;0.514
PF3D7_0528400;0.829;0.197;0.428;0.328;0.5955;0.639;0.435;0.677
PF3D7_0528500;NA;0.706;1.02;0.627;1.031;0.697;0.348;0.282
PF3D7_0528600;1.11;0.677;1.098;0.448;0.075;0.187;0.106;0.075
PF3D7_0528700;-0.736;-0.419;-0.588;-0.361;-0.408;-0.12;-0.048;-0.113
PF3D7_0528800;0.212;0;0.432;0.093;0.161;0.162;0.324;0.2115
PF3D7_0528900;-0.111;-1.185;0.107;-0.584;-0.196;-0.363;0.046;0.059
PF3D7_0529000;0.151;0.0255;-0.1605;0.0735;0.284;0.174;0.3585;0.264
PF3D7_0529100;0.801;0.513;0.831;0.411;0.359;0.677;0.13;-0.08
PF3D7_0529200;0.6695;-0.307;0.4495;-0.4515;0.085;0.37;-0.8505;0.252
PF3D7_0529300;-0.581;-2.017;-1.393;-0.639;-0.686;-0.653;0.213;-0.026
PF3D7_0529400;-0.146333333333333;0.027;-0.369666666666667;0.0763333333333333;-0.02;-0.113;-0.110666666666667;-0.0706666666666667
PF3D7_0529500;-0.763;-0.44;-1.135;-0.019;0.362;0.173;0.178;0.255
PF3D7_0529700;0.3205;0.5235;0.397;0.381;-0.018;-0.046;0.0235;0.1035
PF3D7_0529800;0.0173333333333333;-0.411333333333333;-0.179666666666667;0.124;-0.143;-0.155;-0.0243333333333333;-0.153
PF3D7_0529900;0.332;0.055;0.434;-0.017;0.206;0.23;0.223;0.47
PF3D7_0530000;-0.143;-1.051;0.306;-0.948;0.073;-0.076;0.255;0.124
PF3D7_0530100;1.621;0.219;NA;0.366;0.499;0.898;0.137;0.007
PF3D7_0530200;-1.4175;-0.2645;-0.5425;0.03;-0.002;-0.0495;-0.013;-0.1415
PF3D7_0530300;-0.502333333333333;0.098;-1.02733333333333;0.353333333333333;0.047;0.00433333333333333;-0.0863333333333333;-0.00666666666666667
PF3D7_0530400;-0.7145;0.627;0.312;0.53;-0.0705;0.326666666666667;-0.215;-0.152
PF3D7_0530500;-0.837;-0.044;0.0595;-0.002;0.2825;0.1875;0.0035;0.233
PF3D7_0530600;-1.306;-0.4185;-1.408;-0.141;-0.429;-0.422;0.221;-0.175
PF3D7_0530700;-0.41;-0.506;-0.608;-0.2365;-0.23;-0.268;-0.1705;-0.374
PF3D7_0530800;1.392;0.766;1.199;0.123;0.515;0.39;NA;-0.189
PF3D7_0530900;0.24775;0.39375;0.39525;0.18275;-0.149;-0.105;-0.0406666666666667;0.0155
PF3D7_0531000;0.589;0.2175;1.1895;-0.258;0.05;-0.187;-0.388;-0.1925
PF3D7_0531100;-0.9465;-0.232;-0.75375;-0.06425;-0.32375;-0.28275;-0.087;-0.00475
PF3D7_0531200;0.25;0.258;0.585;0.27;0.36;0.25;0.04;0.256
PF3D7_0531300;0.145;0.51;0.131;0.458;0.574;0.227;0.418;0.507
PF3D7_0531400;0.521;-0.2505;1.115;0.254;0.14;0.1085;0.0895;-0.0525
PF3D7_0532100;-0.428;-1.077;0.077;-0.695;NA;-0.361;0.148;-0.171
PF3D7_0532200;1.935;0.59;1.879;0.294;0.282;0.182;0.173;0.345
PF3D7_0532300;1.8355;0.3265;1.4055;-0.0345;0.068;0.113;-0.12;0.042
PF3D7_0532400;0.066;-0.006;-0.0775;-0.074;-0.138;-0.3315;-0.19;-0.126
PF3D7_0532500;0.5;0.41;0.946;0.192;0.106;0.318;0.474;0.495
PF3D7_0532600;0.302;0.22;NA;0.383;0.025;0.072;0.176;0.061
PF3D7_0532700;NA;-0.864;NA;NA;-0.004;NA;-0.1305;0.216
PF3D7_0532900;NA;-1.981;-0.547;NA;-0.413;-0.235;NA;-0.432
PF3D7_0533000;-0.558;NA;-0.003;NA;NA;-0.212;-0.401;-0.144
PF3D7_0533100;0.553666666666667;-0.07;0.3056;0.0992;0.0992;0.0926;-0.0114;-0.1262
PF3D7_0600100;0.692;-0.562;-0.104;-0.691;NA;NA;0.416;-0.033
PF3D7_0600200;-0.092;-0.878;NA;NA;0.2985;-0.335;NA;-0.294333333333333
PF3D7_0600300;-0.185;-0.31;-0.141;-0.252;0.022;-0.059;-0.04;0.406
PF3D7_0600400;NA;NA;-0.337;0.008;0.019;NA;-0.193;-0.3735
PF3D7_0600500;NA;-0.558;NA;NA;NA;-0.739;-0.039;-0.086
PF3D7_0600600;-0.066;-0.5555;-0.168;-0.0425;-0.237;-0.2345;0.064;0.236
PF3D7_0600700;NA;NA;-0.166;NA;-0.125;0.102;0.205;NA
PF3D7_0600800;0.241;NA;-0.149;NA;NA;0.024;NA;0.026
PF3D7_0600900;NA;NA;0.598;NA;-0.617;NA;NA;NA
PF3D7_0601100;-0.078;-3.128;0.088;NA;-0.185;-0.137;NA;-0.06
PF3D7_0601200;0.464;0.113;1.275;-0.013;-0.142;0.069;-0.248;-0.347
PF3D7_0601400;-0.19;0.522;-0.257;-0.836;-0.207;0.0475;0.181;0.126
PF3D7_0601500;0.026;0.367;0.1595;0.042;0.043;0.325;-0.091;-0.3495
PF3D7_0601600;1.325;0.51;0.952;-0.023;0.874;0.936;0.524;0.411
PF3D7_0601700;NA;0.882;2.365;0.128;0.963;1.055;0.463;0.247
PF3D7_0601900;-0.774;-0.183;-0.245;-0.405;NA;-0.368;0.007;-0.173
PF3D7_0602000;2.38533333333333;0.294333333333333;1.73866666666667;0.489;0.399666666666667;0.464;-0.077;0.0596666666666667
PF3D7_0602100;1.706;0.1105;1.4675;-0.3675;0.3675;0.237;-0.066;0.019
PF3D7_0602200;0.697;0.308;0.212;0.229;0.323;0.384;0.09;-0.064
PF3D7_0602300;-1.306;-0.399;-0.864;-0.231;-0.15;-0.296;NA;-0.177
PF3D7_0602400;-1.0085;-0.6185;-1.2115;-0.409;-0.467;-0.5325;0.183;-0.077
PF3D7_0602500;-0.729;0.1;-1.0305;0.241;0.187;0.305;0.214;0.2385
PF3D7_0602600;0.176;0.104;0.294;0.003;0.082;0.34;-0.1385;-0.2595
PF3D7_0602700;-0.157;-0.8045;0.428;0.0765;0.083;-0.298;0.247;0.207
PF3D7_0602800;0.7205;0.48;0.717;0.5545;0.6875;0.728;0.264;0.337
PF3D7_0602900;-0.897;0.095;-0.444;-0.2875;-0.1375;-0.373;-0.1865;0.104
PF3D7_0603000;-0.513;0.162;-0.0325;0.072;0.2485;0.29;-0.0135;0.0255
PF3D7_0603100;-0.368;-0.1575;-0.464;0.057;0.261;0.0345;0.231;0.2385
PF3D7_0603200;0.824;0.2315;0.6185;0.155;0.192;0.134;0.0855;0.0795
PF3D7_0603300;-0.669;-0.461;-0.884;-0.12;0.00849999999999998;0.0335;-0.0685;-0.164
PF3D7_0603400;0.3045;0.2;0.0445;0.0765;-0.158;-0.2645;0.261;-0.2165
PF3D7_0603500;-0.8045;-0.326;-0.647;-0.191;-0.155;-0.0995;-0.044;-0.1665
PF3D7_0603600;2.25025;1.03;1.65325;0.329333333333333;1.32433333333333;1.05475;0.13275;0.2325
PF3D7_0603700;-0.4325;0.0455;-0.01;0.2075;-0.106;-0.053;0.194;-0.1035
PF3D7_0603800;-0.268666666666667;-0.155;-0.806666666666667;0.165;0.0323333333333333;0.0436666666666667;0.0546666666666667;0.25
PF3D7_0603900;0.897;0.664;0.31;0.7705;1.028;0.735;0.4325;0.2135
PF3D7_0604000;-0.591;-0.751333333333333;-0.78;0.2795;-0.0196666666666667;-0.162;0.396;0.181
PF3D7_0604100;0.0686666666666667;-0.234666666666667;0.0543333333333333;-0.151;-0.423666666666667;-0.385;0.039;-0.103
PF3D7_0604200;1.335;0.336;0.872;0.111;0.481;0.125;0.036;0.333
PF3D7_0604300;-0.1045;-0.0975;0.071;-0.269;-0.191;-0.2155;-0.2675;-0.189
PF3D7_0604400;-0.504;NA;NA;NA;NA;0.388;NA;NA
PF3D7_0604500;0.4846;-0.2164;0.1106;0.00775000000000001;0.1318;0.125;0.0462;-0.0672
PF3D7_0604600;0.493333333333333;-0.649;0.227666666666667;-0.5;-0.0516666666666667;-0.00833333333333334;0.177666666666667;0.0856666666666667
PF3D7_0604700;0.75;-0.073;0.17;-0.173;-0.119;-0.048;-0.229;-0.183
PF3D7_0604800;-0.933;-0.0256666666666667;0.2205;-0.411;-0.4115;-0.331;-0.054;-0.472666666666667
PF3D7_0604900;-0.064;-0.281;0.021;-0.575;-0.355;-0.588;0.217;0.143
PF3D7_0605000;-0.588;-0.775;-0.476;-0.71;-0.551;-0.379;-0.253;-0.543
PF3D7_0605100;0.1985;0.3755;0.59;0.118;0.029;-0.1115;-0.1415;-0.209
PF3D7_0605200;-0.076;-1.24;-0.725;-0.518;0.167;0.03;0.17;0.431
PF3D7_0605300;0.084;-0.199;-0.754;0.232;0.257;0.379;0.149;-0.1
PF3D7_0605400;-1.76;-0.199;-1.809;0.308;-0.046;0.033;0.138;0.337
PF3D7_0605500;-1.1575;-0.0585;-1.4745;0.368;0.2575;0.251;0.041;-0.1265
PF3D7_0605600;0.853333333333333;0.652666666666667;0.737;0.263;0.306666666666667;0.5425;-0.129333333333333;-0.06
PF3D7_0605700;-0.068;0.472;0.343;0.349;0.653;0.523;-0.128;0.312
PF3D7_0605800;-0.76825;-0.67125;-0.983;-0.2;-0.165;-0.14125;0.27575;-0.02025
PF3D7_0605900;1.251;0.574;1.015;0.242;NA;0.199;0.085;0.443
PF3D7_0606000;0.7125;0.415;0.909;0.287;0.3745;0.3575;0.118;0.0265
PF3D7_0606100;0.451;-0.0925;0.661;-0.4185;-0.418;-0.533;0.1205;-0.0775
PF3D7_0606200;0.352;0.336;0.047;0.359;0.534;0.455;0.423;0.387
